,PlasticTypeGeneral
Firmicutes,0.1030556327668103
Omnitrophicaeota,0.10164336989754744
Actinobacteria,0.09622970224234831
Acidobacteria,0.0807937425558534
Gemmatimonadetes,0.05562182778920131
Epsilonbacteraeota,0.0529554560300767
Verrucomicrobia,0.05102038769430916
Planctomycetes,0.05018610309143128
Bacteroidetes,0.048479433919605
Proteobacteria,0.04597204076619974
Cyanobacteria,0.04536053620781348
Chloroflexi,0.039402252122013
Spirochaetes,0.037976585239691656
Patescibacteria,0.03133064678355816
Dependentiae,0.02336253955630236
Armatimonadetes,0.021049780752486303
Deinococcus-Thermus,0.01918291205598762
Hydrogenedentes,0.01850011460564388
Fusobacteria,0.018090134398315298
Nitrospirae,0.01769757692434037
Chlamydiae,0.007363375023722034
Fibrobacteres,0.006853172400871578
Euryarchaeota,0.006373887350382097
Latescibacteria,0.006368320330407321
WPS-2,0.0055235716800711605
BRC1,0.004337364497261091
Elusimicrobia,0.0036400485959657844
Nanoarchaeaeota,0.001530375364642908
Kiritimatiellaeota,9.91093571413685e-05
Nitrospinae,0.0
Caldiserica,0.0
Score,0.84375
