,PlasticTypeGeneral
dc3835d12dc9edc210bddff9c66bf356,0.012615039247260287
b0e0ec92d4d47ea0c668fa8b0387322b,0.012197378890112354
33d7317d54fe41bced73dd2f497c12ec,0.012043062258758409
c1b4d4f034152d964a49c3f6559274ac,0.008881892390343767
15c1c3c6b3755a72c95a9cdc9ec5ad28,0.007709335218500237
304a41c1c7d84b9f7049e0cba0f63300,0.0073344106220679705
9cfa52be027c8fa57d197b21dd7a958c,0.006714265441965821
a32f13bf9b8e245fc88044e769dae7e8,0.006610671488468674
3c43583fb893c03555f3af73ea5fe45e,0.006375223678333026
55357b7fa07da6a981c32fea228aeb2b,0.00633605223258401
5a37f59051d37c8d138f2dcd1b6a95dd,0.006141220033664766
5afc2a9c279a0e72cb96fb88e116f994,0.005883405587758782
67e062d8170da62ed1715cbc0fce93d5,0.005874082227720942
9737b23542e3ae0dac40d87694aa5ea5,0.005701943780879241
8f196eb756ca2c43bb186e6b98a5c6a7,0.005678539331127064
797894bb0d8cd7f6f43250b723aa2a97,0.00560435800881314
c4b5b0d584a7b6b6019f42b4eb607d91,0.005574635653060233
982541ec56cee3f9152a8fb03c410da9,0.0055649766993540704
d32e579b3ae7b2aae8d5bf9f027c29af,0.005217270148958195
339a3f77df2144a14813a65bf44d8463,0.005174632923354458
0d1ffb6e3cccd06707e7f0023c5bbd65,0.0049382988404303675
84ea3564fd34c5377c4305b340f0c16f,0.004767300659179733
22938df8e232d3f31729d9558a99c5cc,0.0047459899613448864
a51911fb468aee7787ca8edf2ad66641,0.004664718372711731
68bd6b0da33c3b2c9d458099f3f1cdc8,0.004597245838277626
7c338eeece15edbfcf8ed52c568f6fc2,0.00449860398159156
cd3252d96bdb1efe5fc05bc00a9d9309,0.004456258894171308
a9a516691d10b9beb2649fa7d5782c36,0.004377647662496684
087e50a409374f400614f96d9c161f62,0.004369798416427638
da9f637e90c6d3ee6c7e8a567d82f466,0.0042774603462802634
19a1a7d222c56d700fd7ae37f967b3f2,0.004219556671218463
fb800d4d7cd0a8e0da07b414fcf21b8c,0.004114181133347028
