,Latitude,Longitude,LabOrField,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime
838f9b15d03dbd6dc65050aac63dd8d0,0.0783668876542006,0.022290464750108846,0.0064931696673443205,0.00842470425572397,0.00874006636342515,0.009318887702767044,0.020361392914390174,0.02095805749088194,0.0009294003306204624
7c582257c79a1dc6f66287e07a1d16b0,0.07734284490715325,0.09429211013852218,0.0035636563391586644,0.03027490942708103,0.009380209760675488,0.021755516868665503,0.005550139239061581,0.031063983793901764,0.0004154210983272618
d2ac92ef7b0297714611e7160d79672a,0.04617710746918839,0.03578342364739077,0.012644641864087893,0.00810927979972818,0.010368978214597648,0.005660476706627709,0.007209020235541331,0.0007601838628096697,0.020121234263978778
75c08e4a01ff76f0a1208b0a021263f1,0.04212354446496194,0.020446092357055554,0.009153417964808792,0.025537472740801835,0.017036090951689384,0.010420720015917278,0.018209799662457535,0.029957566849115796,0.024744634894773746
fd2899fba49792389b004ff5b4edc105,0.041471837390820644,0.016719858324200594,0.000447257234778291,0.0014133629633683502,0.00014565684982349416,0.0005793766511846449,0.00015168884679200644,5.495258510586931e-05,0.0012077477387570684
6112d362565c5797eb555106a550d353,0.035856328492501095,0.012351378397322164,0.000568839588834824,0.003577452289180924,0.0029554230189558764,0.0020224591943799105,0.002755190528931405,0.0003443894376339912,9.811972889778596e-05
9dc03fb79baa32e610c088586793edb5,0.02815607392090496,0.043760034030402996,0.002503034787385812,0.001260134528599549,0.0014571189792888456,0.0009074749021243765,0.00047752133909434,9.630734465678236e-05,0.002034778540511857
3ebe761bfb1238c87195d431f41bf976,0.02738579875829239,0.03768563108977323,0.027772237859512446,0.021763359678055913,0.017938088451349792,0.023133730625268287,0.011825284271670502,0.035052986303710516,0.013777425648734978
dd92b4dc8ef906aa926fea4e41ff1e4f,0.026876979013986783,0.015116972202128801,0.0014719115046532031,0.0022482484475302707,0.0007746010334286424,0.0023006080685026176,0.002271478130250217,0.000821955286315704,4.686660765641016e-05
03ce811941f66c0b73fbaf7d29fc9c05,0.02519867892301749,0.009299868408605558,0.01063364019591464,0.011249222700903193,0.016429867907203497,0.012837399075868384,0.010552453718549798,0.013193984663949013,0.0035574341697479496
57e162e7b801e2dfa0e90e25e48a96e7,0.024115384914262853,0.02217686444219027,0.002608962835362439,0.0002718336815065149,0.00046176310144324277,0.0005938086274387721,0.00027487811811819377,0.0006517405696644954,4.4062738704860423e-05
1b89949a3c3ac8ca4371667ee203afcf,0.022533869026488837,0.016621048838492677,0.006672524131683581,0.01286080175022659,0.009084530929236903,0.007655765805464314,0.009202473574330978,0.007813806264939436,0.0003056693009527857
573091d7ddd85f9c5f14a7e53d2ba0bf,0.021622351828827935,0.0030670724522973572,0.0036082347418703925,0.009793533393986253,0.01369697726935447,0.008503106344120713,0.024146483059516142,0.0032103665017516945,0.0026735558453259358
14e1c6dec3ad1e66d90d3ecefb3edc3a,0.021525290137183524,0.014985117817867004,0.015750453732575175,0.012680916897323629,0.014443439468533721,0.006362358690434762,0.012722704286440012,0.013704924590895876,0.003440340228646486
0bca2aa985f900160e83bd991d499732,0.020668575605253592,0.04960121191989413,0.016783448224575854,0.018465545079678746,0.013276676591650568,0.02106250793879222,0.016855642992748786,0.13649656311263678,0.006915674310505926
ad9018f80e00f2ca4b48067195ac310d,0.019578787951473997,0.01176168304699876,0.009504323624504348,0.0014109312097798509,0.002802220862728099,0.0016573787612927315,0.001725839766898546,0.00743564827448812,0.04372283846211933
fc6622c636a5210293fb2873fc4761d9,0.018667669242772234,0.02908938861308452,0.013857019730164845,0.008587090836175692,0.007331409772227272,0.007744366693713467,0.010220653889180467,0.08025469089501704,0.09325088205863437
ad9e0017fee8f1eaaf3c142b2c9fa459,0.015703093126378593,0.0016773448423033866,0.001037747890594834,0.005132938681698397,0.00012953926010998422,0.005128619316965728,0.000984872677226184,0.0008645161686441101,4.9209816818610934e-05
47116dc234b0e98fbe1544617899eff5,0.015601474423477299,0.012394775299763872,0.014609842254684762,0.013277335901855694,0.014778480706319293,0.008995790502530854,0.012936284847242548,0.009874220968857669,0.003582701720184429
bdf6628bdcc402f9100bdd262ef328f4,0.015467994406267989,0.002665383673542818,0.00434681694587737,0.005161159721143312,0.003978490701612769,0.0029069819772849664,0.006767458884979778,0.0028230255328815365,0.005084952055713567
aba57bd60c49ef387417e05016bbee3b,0.01499000427971306,0.009652640669736421,0.006009810680017318,0.013178614780130257,0.013734775668151549,0.016630432214219996,0.019863924298297204,0.01016729448897798,0.0009519178578862689
0ca2eb01c2e69f3b10c46f06b0d5c236,0.014881495726401468,0.010055885913563727,0.018488484026360243,0.015787246364147703,0.015004553435809321,0.013783445675866566,0.011447184103066254,0.05415614464487065,0.011778009624996779
ea31685bb0958fd6443aa67d54c3faa7,0.014058344391476735,0.01158558951519479,0.005786024912602447,0.0030030327728114508,0.005966374558321781,0.003766112555508862,0.0033996848200989883,0.004733444696587558,0.0005411192355396369
e5d2897df2f464827244b871d67ee050,0.013728077684430278,0.014915433161206425,0.01038006360028723,0.012576977167615525,0.021634421636993084,0.012901242992259998,0.02407925044879673,0.01900647333397096,0.010005418470691444
90722a58387204d92de2be9d7daab6a2,0.01362339980487771,0.013402480393831316,0.025159523704358446,0.004828455554454031,0.015562440375441963,0.028196689158620922,0.010257266910506851,0.0015782341702301693,0.0005453358742133923
ca8f1c260ac18a133685554fc1089155,0.01350534720529564,0.010935240857141,0.022479055121420347,0.02853856126384093,0.021668245058803333,0.017062205544513157,0.01402241208867491,0.0038629969970854793,0.012358141740392459
3b50e9874fa67e04b49f5a59ecf0059a,0.012601952969961602,0.01015097130999639,0.025186936225219673,0.02233408651155539,0.025123193553871288,0.016452723249040728,0.01855370804433031,0.007749404200167107,0.09956677512207462
764602ad0d70f46c0d696463adc0de3f,0.011366471089042922,0.018400398643583657,0.007709748641030508,0.011314131413647795,0.010215574223168043,0.007385526573309322,0.013183154931853458,0.019707657299700948,0.01062113131811438
d4bae53960eb3e3ed7b210c0829bd2b2,0.010319224330767594,0.010695159781136337,0.016414151834954677,0.007470852295494923,0.008097326084388498,0.0070057656465395465,0.009753571176743383,0.007821895259563947,0.005437700252501704
7be86d144beb2d26a04a72f677225be8,0.010257567993607953,0.006887055015612998,0.02482864368124763,0.022216005782099202,0.012845634712803462,0.010063187428815859,0.005293346379034822,0.0016732213583991935,0.0010424501392196314
f60726206a737a6e79ca4581c1b57879,0.009386884803349638,0.02883075934408716,0.010661719556101191,0.02032115254769007,0.023193495020088654,0.014461402066202125,0.01884864385795574,0.037599017625963696,0.029164262132176034
55a06f7c0f175b78c36c051e5ee421bc,0.009343015180709494,0.008607405661493714,0.001696184512973281,0.00144213609621728,0.0009347598664204362,0.001965913226561052,0.0019019593832352408,0.004653085118456154,0.0015150915683088716
e416d0916760d2fc17b616e2ac3ad855,0.008355769139732523,0.012183845006481179,0.008178390897988571,0.01827112983713807,0.01024186183035301,0.009028148893226744,0.012438823501521852,0.07090632430049734,0.0021405352847649905
342eca328b16a2c6156119cb6eac07ef,0.008238435774122595,0.00905711879267135,0.008976322440319923,0.0023961592575128714,0.004729194810696993,0.0019135340846361405,0.0030412830929647384,0.009201722541259274,2.1641278510564937e-05
10062d5563b1f5f2cca8e09de7d3a57b,0.007834568968674065,0.0025771681519506564,0.010054055258629076,0.00016872211022256242,0.0,0.001333756824586151,0.0004946057267789283,0.000890052271582651,6.660168480022166e-06
7054b6ac948c1d9d17cfffc3ffafdc6a,0.007765499007091298,0.005583835990815955,0.01847318296010129,0.0036801446390892947,0.005002274960649408,0.006898425006689645,0.007983514264081918,0.039594915651250555,0.0005287741578485685
497a26126c9e726c768bdec79e8c4e9b,0.007685120780012069,0.0022171554510549774,0.0018918219800790309,0.006273208832268725,0.005316654260049247,0.0015205165575585759,0.010647529043374656,0.0002684502366780772,0.11090856827081519
147120096937b54558c1cf6e5d264930,0.0071821112596356,0.0017440198587581445,0.0012152428425416498,0.001457174342601208,9.82305177481911e-05,0.0009279069317385648,0.0007642115793564323,1.097694558185026e-06,1.2094764748322586e-06
bdf8a26094624622d68509a87fa75ba7,0.006529797337423246,0.018619938414382597,0.006545524484844265,0.0022841077190854163,0.0015450107206625545,0.0026381018650356415,0.0036068386218283126,0.0001294430112128112,0.0006066760802326423
c85bb8131d018e1a34bee38f5dbd10b3,0.005482111745225136,0.0077009679824459314,0.022353890418684706,0.014438767711217496,0.01132301960271279,0.00906083546937292,0.012073751205680066,0.011503739803343504,0.003060567333706144
077ce575f48e3b8edd208490e89fb400,0.005456515961146464,0.0061529674636950325,0.020920947824378113,0.01474800926548858,0.017316978540758813,0.019496464643768998,0.007874077407180304,0.004666103040082771,0.000943350261633329
e6b677ca6eb67fc3e1e0cf2822afacbd,0.005293678730886822,0.0029292481613209286,0.003587058733716294,0.0017114437235979257,0.0018046918747052498,0.0018605218258895529,0.0008770656051058104,0.00015685090179723925,0.004313703352219054
b449f5066387be07ee577a95585d45ca,0.005083597471245243,0.00258425131175246,0.020394537164240792,0.017467106830205834,0.02570911233746239,0.011328888164912683,0.020331336169687075,0.004908150155619231,0.013722493206264914
12f0627b0f930aff1182481eb84cbc7d,0.005049442863840669,0.00034311825688327155,0.002660708013741146,0.0012312652459816331,0.0024381944110438976,0.003914910953955442,0.003646231813460546,0.00024450770079387257,0.0009546744092024723
76416e6048a9cd3033ad1bcf396d972b,0.004895533600739059,0.016216908068764677,0.002908947900986907,0.007681533382428171,0.006576842699661817,0.009343605630515664,0.012833044563876336,0.003389110242729035,0.0040157532309196406
c9869c8ee11c511d2adf4a495d12d553,0.004637556982069836,0.013404213438489947,0.009394243475596132,0.0045256365801444555,0.00647413504033721,0.006405505815575431,0.002535301812048038,0.004049251795862725,0.00023920398437787542
32d0b229848093d86e4559e6d03a0690,0.004309986811620319,0.004151104336591687,0.0004979453341811142,0.002741690682395243,0.003952448426216898,0.0017717333218854883,0.011973661979555447,0.00016240924127307695,0.0010943237902636459
1c73e1dd8862b6fdbc044d6e0d9ecc26,0.004283475482516247,0.0021312171692404913,0.018009209582485648,0.007585588111123478,0.008619507407736112,0.006841810421433651,0.01968454884423447,0.04637065212323719,0.0019080272623294213
6539f59062d16f8454aa0eeb82a123c1,0.003947725407259498,0.02951505099918694,0.03027386518252676,0.0073404341164495885,0.009979947466678749,0.006225986548910847,0.013429122137880917,0.042505024907075785,0.001111932870986868
0388c66dbdb4249eca705859dcb949c9,0.0039017872675570714,0.0018892505568992679,0.010945251655719489,0.006447577333666781,0.008936223539679216,0.010954955738802204,0.007380570632012682,0.005385146019124668,0.0005112611684435367
766c3fc55ef3e943f0f23599693b11ba,0.0034348763748470196,0.00321744630100472,0.00406344339610585,0.0016019591343040692,0.006046679515595402,0.009739605701459335,0.0038026042875723663,0.0001904588468664225,0.0001530496611966411
1765db4ce17a3acf68c70f030f1c8269,0.0033777260415842852,0.008734728726797975,0.00663245240120351,0.015487691090303546,0.016748726362852802,0.017468258555945023,0.02311608738274683,0.00243034219129216,0.01143141452849646
9e2312d6a5bf061f9c45f5f83946fca4,0.003315458873399981,0.004483854952641321,0.004469277167900151,0.0037554173420359747,0.0039224244116472995,0.0023823647578082334,0.0033993779294911796,0.019613706174086115,0.031039107242295368
