,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,Temperature,Salinity,Season
3b354dc575ff72cae474c8c6917d32de,0.1249750000963714,0.00016602977212458358,0.0060564998196535914,0.01161955912748731,0.008170992854460442,0.005974671490263881,0.0010966274954128106,0.003171175007715554,0.009260414768772797
1f42e44d0ce431bdae549c20dba107cb,0.06628194504477747,0.0012268583406639896,0.016079609207159992,0.01755131288800052,0.00869263475401973,0.012697044941856023,0.15303118071924854,0.09708908404704338,0.02390116243647759
66a2306d599ccb6413fd9e3b18ac95df,0.0661366814382021,0.00019797840412179272,0.0073879776612591555,0.006133444890238677,0.0045523330737718415,0.012732985017612,0.0005987024322745775,0.0040262699144915735,0.008396006885305389
14816d1caa7ec1ca50502b3ec76789c6,0.05213952562002229,0.0006255557526103876,0.013701848217184082,0.017486224977639884,0.014636086928132883,0.01283943062973146,0.004905090141174004,0.006044040855727957,0.009887858399498838
bd82700ee80d6e5db92f81f02be89133,0.041214502339841294,0.019263407363897804,0.013425303984448073,0.008448715396467786,0.010718642446093976,0.008696506942455755,0.003968066872636912,0.00407894282782741,0.011488998739302463
d0cebe17cac69e42e48178849ab207c5,0.04047199169465823,0.0009760345330367391,0.006129158513330395,0.00580062240671188,0.0044225808272905865,0.015214167214604543,0.013801713564138346,0.005885510976210965,0.00341647904346406
58c4c519152238addd28ad789a0e3adc,0.03335899296112385,0.002149739800486683,0.020884814888292916,0.005898693505978675,0.011095835910037016,0.008010851088890847,0.0005877754459446533,0.00466960886004629,0.00807080965619503
eff662f7a63634f12a7d3f949b2a086c,0.03246470803344137,6.41221891405827e-05,0.005185054050809595,0.01577087105323004,0.007458502269262511,0.003772873428129099,0.0003995478257085603,0.0064664616768091085,0.005978841008817874
183b1085ec7d9b20001265937f063710,0.027881821285057003,0.0004235846370165977,0.018988913660104165,0.024679984872572346,0.025860620264864746,0.014356820236816227,0.004773159989431264,0.008601505286354588,0.011795696198700287
de7129480d6c7e4d4f6a4fd90b01b86a,0.027782689302039216,7.11174317009452e-05,0.0011412921771322226,0.0010758078956566322,0.0011685342788718114,0.006352652274846295,0.0027352623837129486,0.01996493156464138,0.0008184334265945015
7d90d5ed128c6d4519c33e4e5b4deda9,0.027613131738710037,0.020658729744893262,0.011761048219822526,0.006108257155005384,0.004657256092354471,0.004559728497464884,0.004792569058992894,0.012307021241952322,0.006880461369197452
4acf587ad601d102a7c998c2825a613d,0.02474983175416418,0.0002755546797566071,0.030893116791665374,0.035021165501437475,0.010882014972440268,0.010116583234932405,0.006616913606161104,0.011053951915909084,0.007545818815370859
f4cfa4b49744dba4f4b9517ef010ee9a,0.024610383140818558,0.0025706937627300456,0.005437651833941177,0.0052925068726648984,0.006510454201012713,0.004870036475911799,0.00013179569483556954,0.003377304370744707,0.0077628013145529156
d06c89b4a0d8090e10a3266deb939c56,0.022955417772183684,0.0004395470177283569,0.006398253688642595,0.005136964902606059,0.012646929809858641,0.0141045860930083,0.001300081358274883,0.002249665722485198,0.006182469521267771
337a72e4ac5f69d09ae95cea238934d5,0.015436825366977325,2.271594090424081e-05,0.0018261185400710869,0.003636377358500206,0.006700436765189703,0.005989600533103478,0.0006592454627681256,0.0007386576536934444,0.0004650871404042309
d567ed57f027660222f83cfcff0e8058,0.01487077220096424,0.0030482302127407047,0.011763786267320544,0.007426486388645514,0.010722409371150399,0.009287262576160792,0.00045147710025470405,0.006196300066382941,0.005309764009272329
43f5630fd1313ab29af7102ec699c8e2,0.01354906170104,0.046559608919637514,0.018261317404561682,0.013007915149935831,0.00794428061340472,0.013172191632657225,0.0015735663359765083,0.03008698156479363,0.007115910190476869
f0c51a4fd75096ee36c01c63fbc31cec,0.011771501734294292,0.007727232233290875,0.009516230180783245,0.009497227384082336,0.00791852671048701,0.016033482998707025,0.011367566361914619,0.004096166894420893,0.011323750179157328
64723e321d1e32dcc4001aac6b6e905e,0.010606337647064134,0.006324524573740797,0.01028154085555737,0.014171750044780475,0.013746479782508576,0.005760693495387463,0.003347454623015192,0.013138834890497275,0.006496689052557708
6727c3bf49aac216bd6f65c6de201a53,0.010502245463856806,0.00471756113306753,0.016729846465995492,0.016111585967047048,0.006381935795003502,0.013843029935963262,0.0023370195940961127,0.00993550524045463,0.014180545575695197
1c26c1910f4a5624d34e527f88a1d7ad,0.010421580070964134,3.900145099045008e-05,0.0037603758413934864,0.0012351052066297589,0.0023705291828759988,0.00856940451619577,0.0012429742054434292,0.0009647108276615433,0.0006281942010700657
3daf1be9fe5fe47c51b69a4af98e35c7,0.010133657857279115,0.00038241112343830866,0.005370403709456819,0.008315050718022283,0.006569549417002777,0.007354573974988421,0.006367766051737293,0.009235596733493237,0.007923537957104085
38421d66789673e27b13640ba5c87f82,0.00943482508561325,1.3465919955180926e-05,0.0014021912019435482,0.0007963092876420393,0.0008973671118453142,0.000921967335741705,0.00011668090408675505,0.00022919246568352418,0.0007333715718459411
4dc741dd427173dfc7c53adc527826df,0.008792313675428978,6.020594817646603e-07,0.00028962235341338093,0.0005903902144055061,0.0007731647869667196,0.0008127141205685996,2.36069374299982e-06,6.621573787867494e-05,0.0005752679811643577
999ea497bf071f558453bc8706e90bc3,0.008447514526882478,0.00026237891897487516,0.012397002322228056,0.010365482571544507,0.013010479773242508,0.007969703747330427,0.0007739297276837912,0.006151143553743626,0.012524248993134682
2b171e4c26f481ddc20506b79877b519,0.008423921660646958,0.14617192825218686,0.02410031978310237,0.022104537185345805,0.01794730159994013,0.014313099475694988,0.00045124513660367116,0.0023669610535522337,0.011478014364041673
e232e6f4a873496656969a88cbe7f732,0.007385346360068812,0.010196328388118944,0.01263003588910521,0.009872037677275609,0.009831045221995556,0.01260860642891528,0.008126594096641774,0.013220610920463168,0.01973895370482436
a86c17aba4bf3934fa4101f35035001e,0.007109708714012601,0.000474071934127856,0.006098081169218723,0.00587994483260886,0.007778974140803721,0.007038721700310856,0.00020241681312804926,0.0017697354787420323,0.007819815026611601
6c3b7911836b2540e3c0a928db2f835a,0.006705703363749177,0.0008122712841685013,0.006344725544671754,0.007208434273060421,0.01000403681000132,0.009752247909559378,0.0016707738933513746,0.005377515439832326,0.003312086307958383
ea7c0feb61d9d8d2acf52598d9100f9d,0.006703520064287052,0.004120244032351941,0.00462987387673696,0.002521579364943107,0.0033607289000782076,0.0014393425161965876,0.0005600142100099933,0.030310727631546967,0.0018627262496664922
2d38257078f724a8161cd6552acf5dfb,0.00589202943243394,0.0003580905268835322,0.006525775151795949,0.008726608415900334,0.016545225194587763,0.011809668094305543,0.00022982036610629515,0.004049269895339185,0.011295198991752917
919391e8ecf220e459ce0ceb45c47428,0.005775469585607637,0.00023941562622616075,0.0025378036680161354,0.0022007990057857697,0.001976763889688022,0.0028171620251573157,0.0005625061946672661,0.0006304891729158534,0.001661791669288768
3fb03c63ded2e74ed6452d2f9fb11777,0.005613633465055486,6.15680472535443e-05,0.014204387026232576,0.018327786649643667,0.020505459249681272,0.0054764345019939886,0.009976042490682764,0.05188769058475433,0.011128440316401953
e7ec7f4a6af87d8d8cbb1a4dbf5f55ef,0.005243582538515995,0.000876914266685428,0.005123128208357789,0.0036754649355204626,0.0030229049638077305,0.007911833798367407,0.012962231915220918,0.04767821531941293,0.0416792201717046
c4b4eb88228f525fa5022dc43b06db26,0.005182728023407287,0.0002275593061275927,0.0035454642621986884,0.0035471454262206935,0.0040745605951543,0.005334887111381179,0.00045060139723080095,0.0045910300031217575,0.0035827992001284757
37dad646aac817f4c51430721393ba10,0.005179602180973371,0.0015343786636223755,0.005143684323019146,0.003741533956818465,0.00480984220603102,0.004639905866218509,0.0006964812379760973,0.0004727147358003475,0.004064701410778154
0434f20bad10364966c336f804323b01,0.005133756567802324,0.0006677857888306378,0.003894255865216761,0.00331224027628123,0.0021108658146093214,0.00812313455261404,0.045017161941891655,0.08111583279503427,0.001731579235021017
19b090dffd88a7709bf8b09589a89874,0.00512876228975218,0.00040751097908070885,0.002462966232552236,0.004418914749768223,0.0012120346566598785,0.00294444859870229,8.813613087420275e-05,0.0006727589149272416,0.004663466111154525
ddf7062f0e9d6c6373601f72a1eb6291,0.004906468055872861,0.0007483814353995572,0.012389546905866468,0.00981934635177755,0.003100990789776958,0.012851700360261722,0.0019475454398403948,0.0035360708365470717,0.00404691693016914
005d2313f12b94d19a1c28ad0d0df36c,0.004772966119856027,0.0014522995723036329,0.0023642025410956814,0.0017865769232442072,0.0020103149290661947,0.0011074539822435378,5.498936064812908e-05,0.001038768410380147,0.0018595392049151566
d3a60d931aed828666a7818a3da0ee38,0.004585046888015476,0.000846562763691809,0.0058140943402698,0.0076841628056557075,0.0040609887934705,0.013972135876049669,0.0014631992642579882,0.0032190887092629697,0.004466614467226565
97878b17a03213633ae3741c628aff95,0.004574068161455373,0.0003252583070237953,0.008644081698281422,0.011882721184207861,0.019422126556970534,0.011241259670564961,0.002378854737177813,0.0014241209028231269,0.005431579475598814
28e8cee608bb6332250305af82111939,0.004522311819134648,0.010370095057410217,0.0018969718928072677,0.0013684988743472366,0.002820338125478954,0.0023174919719528425,0.00023865093817176703,0.007618361685741255,0.0038361747840977424
271b321faa7c7ee0c4385d6f8f82b858,0.0044843261378604195,0.02696504440091721,0.0070855920369105345,0.007750005329844258,0.010781525653953718,0.009830359291379128,0.0017995922811219363,0.0016769198022818159,0.00788640432729312
d688b3c0a58f9264dff83c017075c926,0.0043910172536190265,0.002053590079048629,0.006609421391255005,0.005627985608175846,0.005108031023230247,0.008594240264915417,0.00038640477458474045,0.0011844248229295833,0.012507658528559541
14cbfbff578d66019bd47d58c798b4c3,0.004383012669526874,0.0002101148104414382,0.0054605112798475006,0.0056953732988108885,0.0058076887477610615,0.005291318279523672,0.002362835389220692,0.0008478088036411919,0.0066987377277861315
a2c80067e1f47652e360cd7d3544041e,0.004114469018090182,5.699813560765414e-07,0.0063965949112951654,0.006281931478096553,0.002332562680056656,0.0021788156020032695,0.00044652889089401987,0.02099287559646552,0.011539092310425748
9630a30536b1ff5353f9c9b3c12bcf1e,0.003725795200350666,0.002858422729579362,0.004860562765299288,0.005074111613725606,0.004638390666624985,0.004247631049053535,0.0002940439620311185,0.0011728772829665553,0.00429286001389236
59faf023c045c0083089bfea6e1d7637,0.0036767450926979608,0.02754744016171555,0.00592299973317676,0.00526677286176849,0.004386587576197075,0.006123388785743733,0.003088258304418642,0.025464703062171745,0.004272071305789901
f974c903d27807d64dafd08071daafa5,0.0036125106528556833,0.0016608941974986379,0.0021887437692240403,0.0023753886962398565,0.0016196188251868663,0.001904294455267347,0.005016490406748803,0.0033893554298251288,0.0018760641660781176
27895cfbf4096a184ad2c1fd271feba7,0.003392391671501703,7.622032616073718e-05,0.009233115422478882,0.006126344360386109,0.016927080071088407,0.007738550498538363,0.0005901642553653062,0.00655656934138749,0.004336118480331244
74013580597bf608010275301bc7e245,0.0033774894517095964,8.720379685846089e-05,0.0020106165851881182,0.002089509879543148,0.004919814906588275,0.00556837292326324,0.00033533621419707413,0.0005022672943646178,0.0006966578794240557
8fd372cb3bcacc2b01a8934a383fab36,0.0033770319734810245,7.112340547842595e-08,0.000261308704883102,0.00014562905596889386,4.572091129527726e-05,0.00027182393744373546,2.1971631083195477e-06,1.3925002661822312e-05,0.0004853254871699151
