ASV,Study,Latitude,Longitude,Environment,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Light,Season,PrimerPair,DNAExtraction
eebac1ea6be5626296f86b16cde31b66,0.05807056684730873,1.0,0.8725756005606056,0.0009303946383155724,0.00025892143275723994,0.00041973162776266386,0.02082026041007287,0.004989003718746849,0.011277500954194334,0.007957843407013273,0.0121053780382637,0.0006662659840753988,0.006619558487944945,0.015169223081741422,0.22618626596803026,9.847685425775034e-05,0.00028188526456312976,0.003934703284159717,0.07359161701179556,0.06815184439584339
8c7ceee5ea67170af32563717c6831f4,0.04720717231121719,0.5299715884098887,1.0,0.0002327563941163456,0.00013037916457803747,0.000245086603512204,0.026507379235547097,0.03364455781704552,0.018858712732239376,0.01783638365461063,0.021165792577971847,0.0007014338053775743,0.0003405848515876901,0.018495125926496308,0.06844956089893038,6.834324722220124e-05,0.0001562945570143352,0.016233539881292246,0.059214782429712336,0.05180389975398573
5afc2a9c279a0e72cb96fb88e116f994,0.026051795659286236,0.18736792729188526,0.031520186876205565,0.10378449643456204,0.0014335008018999096,0.001588969246172948,0.012783680736319249,0.050400186721758104,0.02022495302192886,0.036484529099558925,0.02647047875453146,9.660052965210242e-06,0.013172110434000362,0.030137839130717582,0.0036804833682793706,1.0,0.0010118644731586335,0.012725070763250993,0.04294470241588078,0.019341221816308703
dff73b641fd3a9c803336297085b3f2b,0.014014152788767624,0.007028759297950979,1.0,0.046856586918255255,0.00025139663078126243,0.0006754593877805017,0.0264829761612794,0.005888010467414058,0.005215643216502894,0.004338538847394943,0.011116685025243302,1.5007360053629685e-09,0.017507772504393716,0.010773533757631779,0.003635200918573031,0.002069986743236047,4.8946595828532416e-05,0.007940092722747887,0.006562344622559847,0.0028374023653852535
a42c9f8f85e528ad62538c00dd464c86,0.01594649179546276,0.000591094308755327,0.00017375328786806696,0.0745263947327295,0.0003976261473497103,0.0057491904755628594,0.006690717194024306,0.021464175944319507,0.0057629775576141075,0.008891412308802651,0.01815056055070998,1.1671949568558735e-07,0.0018081446548704556,0.0055418317738410985,0.006911439879181115,1.0,0.00011497058057108022,0.015873699891894487,0.036709887964286224,0.011869001143350296
0bca2aa985f900160e83bd991d499732,0.008937877715302595,0.0008599441751411454,0.006752631776155077,0.08957035747755286,0.0005074821829999537,0.008423500723441809,0.008008754745568615,0.02095947709143686,0.005268942390764084,0.01036195976561529,0.02002758708409026,4.400211358319922e-08,0.009738901933019309,0.008712641327865353,0.01069748232447238,1.0,0.000281237380345846,0.027269106908703503,0.05013542819194724,0.00666973910804068
ddc675e112b72bef9bd8bbdd384c64f6,0.0595206242087469,0.0029246469053946897,0.0019352953675170579,0.060606178337961635,0.0004295500261451967,0.0008985869710927357,0.05521355333564773,0.0250841757076001,0.01689988000289518,0.013021072771465808,0.016705125203316174,0.00016752369115461977,1.0,0.08076221503204616,0.0009994217934400898,0.0034917200395208074,0.00047858840671125236,0.03724162942150889,0.019091709860210977,0.04466651408958735
c67744b93c1aac731ad718596675f25e,0.06443732517965119,0.14574693755729554,0.006075917967559288,0.22355981641394262,0.0019955403705366457,0.003885116741261146,0.08685526067733222,0.02386652621947502,0.020817020547831164,0.015725350728224553,0.0204580534332415,1.7468053379129774e-06,0.39886701708617384,0.08313451752413284,0.024710758998148907,1.0,0.0027077291930675228,0.044628784416977894,0.11731058016436621,0.03378036916010248
ee23936eb7d1dd1c67d0bfa7f12f9454,0.09112412433100261,1.0,0.0020674048111008632,0.2485704543954671,0.005174468574280222,0.002829808608663885,0.013331398248006514,0.043165090812666354,0.022464636016811205,0.028108333051092612,0.025557811823278518,2.5802686752099922e-06,0.004380812707703884,0.023181849374451526,0.013885992441092957,0.07776921867739782,0.0017559314962691712,0.041359707926399876,0.07970651300507252,0.07688817368875492
d9f3ed1d204f6c5b1500ca3557dc99d2,0.20653802341983435,0.8732602426965029,1.0,0.0021547307257816766,0.0008730832233519244,0.001459818211998177,0.15235055949551132,0.06215347354246056,0.04325994075669643,0.04634417529320363,0.052787588606752076,0.0034789588079194517,0.05492847961875618,0.08994029724912594,0.12087927174177228,0.00036694422642639767,0.0003709313614760464,0.0436535966301838,0.27325002481910987,0.25556319389622684
f697bfbdba885ba4e304a114e544e54f,0.0006600282656293205,0.016210988413921726,6.85163344498123e-05,1.537839015669834e-05,0.010825416408074169,1.8433985707164259e-06,0.0021252813886509557,0.001215795099471922,0.000500113043388688,0.000753950936694363,0.0001991824564109909,1.0,6.481421817612482e-05,2.9181655033781784e-05,0.005110904310795833,1.7236692106465127e-06,2.08214058711837e-06,0.000375627638162647,3.4919282290210723e-06,0.0006298150939542374
39d4bad2879281ffb1125a3903d4effe,0.06242711825156335,1.0,0.0007177083512024178,0.004359355360478924,0.10924386568321183,0.00677326248811902,0.03435363454605572,0.05003730629710217,0.04029092823129101,0.039170482388754035,0.04883042480367003,3.5130443046655614e-05,0.022734120544525737,0.04858464849665717,0.4629789802086104,0.012678879452871845,0.011499650015889554,0.01978101950172173,0.20184413980426977,0.10003174171745147
a736bf8aab84f65b0a7e2cb20966b40f,0.20399747144931876,1.0,0.0003821990898619774,0.5020082170978664,0.003895032499311868,0.009382016316248859,0.22633078637599316,0.04420732288845227,0.09442089886522179,0.039512076793803384,0.06391539964750666,4.536870358646342e-06,0.7641829474553953,0.2921359393558343,0.004924391654353203,0.15114256839362428,0.007023437643652092,0.11090383078689048,0.19493236914622597,0.16447143472971165
1f42e44d0ce431bdae549c20dba107cb,0.018448001706184085,0.004554051389400075,0.0002011901045036703,0.002619624957677448,0.007021229293141137,0.0009179596405427821,0.06762777437794647,0.0038373960502414246,0.00840876101890468,0.009159090856479542,0.010447494313147808,0.0017567794565757993,0.27712651330230753,0.11698487154767293,1.0,0.0001381660786868431,0.004687006353723223,0.15256230274228913,0.007982555434942492,0.011923186098926243
3064cab665172c8f33f645da13512b4f,0.33181832925542254,0.0975109301832855,0.39688731482825906,0.0020541877377916753,0.0011280585290100631,0.002634374517333856,0.031088452235207464,0.023731302459017722,0.052812487107470794,0.03516947164107222,0.05714011955607348,0.0003157529137936841,0.019529951777487158,0.07666820759640294,1.0,0.00042985547929062106,0.002612368169479357,0.028763231067511306,0.4438207468423815,0.3727931715885625
