ASV,Study,Latitude,Longitude,Environment,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Light,Season,PrimerPair,DNAExtraction
6f5b8d10dbb3ae4d184fb6b3680d3f0f,0.03317940753369465,0.008557092023089671,1.0,0.029970308594049037,5.166004252472546e-05,0.11826013209148817,0.009221644976300767,0.008912618556628192,0.004811735416771165,0.003596323044757229,0.0028598914273677257,0.0,0.29861770725844644,0.025673763777932897,0.0006201615156684235,0.01308452568065222,0.00017830764784608274,0.0402271663012282,0.03065617119797314,0.028647747306080208
ab3c8788d244ad9a77a7a48ae03ad6d3,0.3289800739993414,0.396077770060864,0.11067204744579666,0.5771619232654582,0.0032060748745369677,0.008914369309076017,0.26090360398078444,0.18270810295255802,0.08168820521919924,0.09371368687633459,0.07863975875089035,0.0003011379949414319,1.0,0.5006282454936659,0.04450906860689395,0.031592914680043764,0.008604243531182032,0.24478324043328378,0.18742841725260426,0.25262381697747177
1bf6d6f0e139ee65d4c58ce19be2a1b9,0.2916236333455541,0.20218217518228374,0.10356233919812953,0.1180712909698159,0.12484464869752081,0.05248354238543524,0.9981591685214808,1.0,0.6177305154515179,0.5678199324277697,0.7957292014038727,0.12804300953452152,0.4086779894183699,0.6495039516067639,0.7310577887235631,0.0028517479745824885,0.022282819932617735,0.17448655510179853,0.6519022278266005,0.3335206693368327
a3014556d1a0863de612649d85d02a6b,0.07560380910505267,0.004066721979852231,0.0023636419376708542,0.003098923447855888,0.0033014685904986605,0.9532445372102903,0.15712840243779375,0.0078037400715632935,0.023222431633637745,0.02922126646088785,0.05263303418977233,1.1550445494589521e-07,0.08924865420581582,0.1959643611677913,0.27484272225711304,0.00030463083730014904,1.0,0.17031982183223263,0.1693538070438975,0.15922199687644997
a86c17aba4bf3934fa4101f35035001e,0.009446410835670466,0.0028142724246031318,0.00011672612405309972,0.0011274441811526081,0.003358479986431661,0.0010539000841635006,0.04153115116984914,0.0047994174890952455,0.010545927834340336,0.007849269634744277,0.006596806319095802,1.2794723633822672e-06,1.0,0.06646621649578524,0.005724158126780264,0.00013461914546291707,0.013199246466702957,0.03813647677650602,0.012446175921024275,0.011584319484436738
76990f500f42d2aa3b3ea384d8de9d55,0.12020904822027334,0.025390936284996345,0.001935303045422733,0.005903648684378298,0.004226976937736811,0.9895498530392424,0.5362127599498546,0.01166560014468174,0.062002509124072,0.05384477566022118,0.10369153193243748,0.00012859401945967502,0.0742008074309613,0.4144264714430222,0.285186367206309,0.0022749627230759114,1.0,0.4057353174047936,0.18241327998378037,0.16767166012856546
e232e6f4a873496656969a88cbe7f732,0.1474528293876295,0.11692293061119882,0.017375934308653005,0.0076660565896242575,0.11089101799813228,0.0028400995396488794,0.02005863342231007,0.00807958711950048,0.01808382117102125,0.013889419027108755,0.01869614342534769,0.00043875963161325334,0.011798671323488132,0.024392557326938243,1.0,0.0033765186004046793,0.004753304756580087,0.06136798149641921,0.1811770193330019,0.09412775498631362
89ca3d682a62714cd0ae968734945e74,0.15654829285009153,0.0760646140542789,0.34923901973239757,0.046395390392382815,0.10583513146348064,0.012899649288228166,0.8981097593883677,0.666785079862199,0.5538203000280351,0.4680845430637986,0.6166508246206083,0.007195375863218293,1.0,0.4851545879006661,0.15291841468862657,0.0013233957601795454,0.0037718155699489335,0.4204788110901214,0.4067027687627636,0.16935587325784407
c9869c8ee11c511d2adf4a495d12d553,0.1006378105670379,0.02003386477723353,0.001980326651409073,0.5783249024581857,0.0067513880986953545,0.05603764578848366,0.18559689770294485,0.25660212911315194,0.05102269806430166,0.10711003966236415,0.1413241096545846,1.6998801378631967e-06,0.08982396854693223,0.08934847190499416,0.011496001370573423,1.0,0.0018629246022768956,0.03657051904234373,0.23676222166158067,0.07939258631929091
8cb56911a2b9040f6b9db974003bf1a4,0.22662024782293855,0.29433413382288726,0.005079551618543956,0.009698200017338746,0.0073507751894845855,0.9771638939632085,0.5215546684602934,0.03417636826057941,0.06862663270524362,0.08001958060611149,0.16870429306736012,4.412748736541373e-07,0.18313061456443455,0.5896588717351691,0.032823713495714606,0.04195377567981676,1.0,0.5622919768098005,0.21853341075976196,0.23050360463655814
2ff0e64636a0f6d6852c914c9d3d48a8,0.47369173274510623,0.027456748281920407,0.3595342917069116,0.003840481698743983,0.0015451797445205201,0.004147135516915168,0.6320819609651451,0.8784838572040594,0.38801345712786744,0.41120496581585736,0.49255053813021,0.07756628652070607,1.0,0.2801681100621828,0.09207796791217886,0.0013357901881118118,0.0018153745920846326,0.10650161660277015,0.682663685576353,0.5510817261714737
7dd273cfe05a5c5e224f299f760201cf,0.036472446113379554,0.006249184458266027,0.006489074535572841,0.4630032207601449,0.00563032221781221,0.011652757539447469,0.016899163391573355,0.1469826548251816,0.03748037847722011,0.06890532822354663,0.08104394308806269,6.63419424421031e-06,0.008011299776544098,0.046160715504835914,0.003861197188772051,1.0,0.007049692040082872,0.029650120412825175,0.21982459002494353,0.022483858486414876
80e70001cfe9984ac9b29ea25f87893e,0.1864461289022325,0.0013018733172061648,0.9135785487670791,0.41339548762663386,0.001633615859194158,0.005267529698618364,0.41068374686202547,0.035046318043706476,0.09551426334045589,0.06918790568898668,0.09112452773100695,1.7742108589397602e-08,1.0,0.1778426192164946,0.009761038438822173,0.010964263660015483,0.00041059285454402917,0.06925074387117937,0.042818228191341144,0.07358183020344619
d7ad1bae995487781d84990fb7757f83,0.4072055763356574,0.02155242492070925,0.31816618929188506,0.6908740534611417,0.015853814534305448,0.01929525379889806,1.0,0.3184145807486842,0.11885051195820963,0.1832151388733117,0.20639016265327262,2.1320483983103668e-05,0.8135296791861246,0.440527288245403,0.07173717056083088,0.025673060081816978,0.002548883091286743,0.07242939701325853,0.28913158820446805,0.3288295052653164
aa484336a6905271653212c83ec98b32,0.01653572850959174,0.00020248581993666354,0.00016522268383441474,0.11094613281895181,0.002239784485926884,0.002042936409977298,0.09166694014696174,0.05379155915862261,0.010933967613337309,0.029157440842174517,0.0227111315481181,3.2269465362032855e-09,0.023439827146192457,0.024426196941311082,0.04777561809452919,1.0,0.0003521053738324689,0.008470714431224121,0.007575360945942169,0.01450291079513072
78ef3b2f80575915204e4f5f57c4ebd3,0.013199401884065959,0.0015893746692297855,0.005655571557813509,3.4212084264304055e-05,2.1512547193724336e-05,2.094477194725862e-05,0.02380347037458097,0.020787730335538216,0.008452081623792703,0.009292647430274824,0.01138008198477078,1.0,0.00010445671072357953,0.0032890170522008044,0.22101827643997277,4.680255187815039e-05,1.817688590222347e-05,0.005328908015936184,0.019456556664526184,0.02051990792503968
b6f37ff79e5c506a40bbf61f5c3beb13,0.1511633048733425,0.007518838017271244,0.012122783879699022,0.00945467460694424,0.003032552834826566,0.0015298132835262772,0.5119600312506448,0.00809130575202701,0.060068849106996516,0.02132516086167255,0.03321785059690402,1.093489532779227e-05,1.0,0.2160247619017033,0.0027248472927173316,0.012301182928213058,0.0010395367352334965,0.08564351378698802,0.15979357462130475,0.4394194606559231
3eedc0b3c25dd12e49a843252be89394,0.0744185065796219,0.004259164363620679,0.00012035158056523774,0.000864880845902671,0.0009654910792494784,0.9164583551331366,0.033022184305730166,0.003707959378081158,0.04097362039442372,0.039148313445198264,0.029949222736464,4.997696794904839e-08,0.009168978098622165,0.08560228453198743,0.7193797430608337,5.0344700371604595e-05,1.0,0.09000626880248438,0.07119028060083053,0.08954360806516304
bd1059edbe882ffb0d62371de351c2ad,0.006721280719365337,0.0007210562277937312,0.0015680017827892929,2.2674013016554116e-05,3.3101027841545835e-05,8.088333266937023e-06,0.015909037182933673,0.020160202490532055,0.006059412730880448,0.006661568987411799,0.009795025705651014,1.0,2.200041171920461e-05,0.0009185263896097479,0.22451391646013721,2.1813274447400626e-05,1.9893470837786007e-05,0.003891218712517311,0.013466579552690037,0.016037902428931085
fba3a1a4149bf309476e3d147e77efe7,0.37793765446204103,0.03429682972364749,0.02004384532635421,0.09540246603241682,0.08001212923338084,0.04702102356357535,1.0,0.9470215780226185,0.6088648242997815,0.5490932292144002,0.7077700267664346,0.010280290552989502,0.5588556515885253,0.639185918978746,0.6475500946774128,0.002404378139136107,0.020943436858789195,0.18607153086943423,0.6896990768372226,0.45320005758120785
b8d5ee9b23b3320ff6b387c20157752a,1.446053294357732e-06,0.0002500646250606259,0.00036934908456643794,4.773859510649281e-07,4.300699279843148e-06,6.328887271981935e-08,0.0021676839035878926,0.009392187706600875,0.0020405643712160452,0.0027049226777411395,0.004629163917213192,1.0,0.0,1.7285743658262575e-05,0.2023691443137906,1.4454908865970874e-06,1.1633716486894715e-07,0.0010816818141353613,0.00032417653701880743,2.6415960582904337e-05
baa1f3c388ef92a335c3759695abbf63,0.019626976297714115,1.0,0.04062773493925261,0.0004143037534538735,0.1051558676127855,4.2213325686244355e-05,0.030326526972592947,0.01098698996030358,0.0007618957991644858,0.004360462201648452,0.0030242847494665703,0.4753752519295066,0.0010017440624490773,0.003659543737557202,0.07156879691904688,0.00027622031377427407,2.589615708974934e-05,0.007260072463254288,0.0006251832985383963,0.018341151992421225
55ac7e296e3b2e2e1dc120c106c70da3,0.06464547883568941,0.00860875599167054,1.0,0.12082086212544664,0.3883658998469495,0.0003574823907857242,0.10035047270102233,0.018822147788730984,0.03791152110425756,0.03392268927507193,0.03202348633221074,0.0,0.008824172450995194,0.01492014577784264,0.3532138388222152,0.312605110113087,0.0002595127140369564,0.1215602542127423,0.10217118456899324,0.02529859721303816
ef8ca82d1e8c6d13b2f5bc37ec28d7f7,0.2981483506489343,1.0,0.06052386591681695,0.017495299064107718,0.029215521876103392,0.7470585616237493,0.2952747094406866,0.04078390265128789,0.09738361738519948,0.11174467873977739,0.2973691898231814,5.7026365006036474e-06,0.25052842401655573,0.6576845985067826,0.44619333500336306,0.004249982876685131,0.8741838526439679,0.18575234626657228,0.21502643721884548,0.377602018554292
90722a58387204d92de2be9d7daab6a2,0.13106098809537006,0.004910941603097592,0.005254176760026531,0.5226603331126292,0.014926483134169746,0.017511283446489997,0.037872259823395045,0.11952131971407731,0.0429575754799898,0.05066733217404017,0.06952360554771342,1.1571978857399472e-06,0.03801109269822437,0.06956116150655976,0.0409409997811661,1.0,0.005594138164790954,0.12587336484723688,0.49393421616033506,0.0801139468373729
0f032854ec86edf72c60237a705ccac0,0.16723175564087875,0.42258739377100946,0.011994041581235366,0.08251519741996066,0.0006046696046345415,0.7727192203109432,0.08257931673381234,0.1181565272750913,0.07993880808728665,0.07971816559311844,0.05534086007747882,6.512118764261616e-06,1.0,0.19797948605715024,0.008006804170703184,0.0007682403313528285,2.4585032264627882e-05,0.028279546156986142,0.002512241953080618,0.30372271706844517
c4f7f7d843eca4862537b5052067f2bb,0.0421768082026059,0.673124742564136,0.04057920669339613,0.00868787740636797,0.6119604205440873,0.000656213945657383,0.18959092033031238,0.003816420240031864,0.012652435442496012,0.015444529731637326,0.03404093501684977,1.0,0.1061604928565817,0.028243419105871012,0.6337868151413352,0.004011292306088463,0.0003728905164784065,0.0695208764311294,0.009428364273429413,0.033392630478185026
4d7b83d18dfc7a5fc6cadcd72de413ae,0.07763397495298568,0.0032812096717944827,0.042149512552971787,0.6104545722485588,0.004734455658781908,0.10515264703045563,0.0457313969659563,0.9191808624056412,0.5104477412103239,0.5112194240209448,0.543956897607066,1.6610622559075052e-06,0.01077995489814996,0.07598176243571274,0.0066556792838632335,1.0,0.001573842560923712,0.16179200557037807,0.28007490245986494,0.0480720169101485
93e5ea30358219bfb4649c4e08fb0de5,0.08827494802922672,0.016080969354490573,0.012269427243310914,0.006925831544922595,0.05430686081526353,0.7811033528210821,0.2394458793637174,0.002055233200564504,0.06931419643622591,0.03769636252035308,0.08583838823039407,0.00032660311632761314,0.9620767437523188,0.6288787360399417,1.0,0.009095393730052612,0.34833285855620927,0.19482854878278655,0.34009205251443614,0.05665900625562126
0ca2eb01c2e69f3b10c46f06b0d5c236,0.046953353872779394,0.003463744613680503,0.0022849983191140844,0.2767083114052315,0.002887398276975901,0.04141708403964348,0.13535115075890844,0.06602462340884312,0.049634717952458926,0.04222748849115102,0.051391460915559496,4.33985842950587e-08,1.0,0.24607552086452378,0.03275706643070213,0.01800108010145383,0.004482516720156898,0.15804517347166797,0.10311519859806706,0.05344073794658832
3592c701a101acb703a84b16649dd376,0.1422691956739517,0.01665233497544289,0.25752922359577207,0.14942215911169893,0.48389592453496133,0.0009694521147506177,0.13661968861543186,0.01785026456264577,0.06500575906759322,0.05931057956545736,0.05472840190211405,0.0,0.03439796369497187,0.03024089686845836,0.4663633161815698,1.0,0.0003094081495383102,0.16346376648003078,0.17751774911856735,0.04763455217213663
af0734d13d54fc12a56ffe1cea938f3b,0.005796523284954361,0.543942393881367,0.019746954146841147,0.0013801401509375693,0.09368958785688705,0.00043701832394517435,0.023741380674162125,0.0004279465446880846,0.006152948256092792,0.0065923148014605535,0.015099410402837425,1.0,0.0019613506586240873,0.0036340727516236985,0.0018154153520825898,0.0001064643278460712,0.003401279133725435,0.0030784000762931166,0.0028034603732756936,0.029970630287429204
607db93d25d40604bb4fac4721155723,0.09009328056370036,0.004415934643364276,0.0386103571389476,0.12443458899934354,0.35091543960198907,0.000507063318238749,0.10706226213740705,0.02343376584244855,0.036855849636637204,0.040693569209367404,0.03175508481752118,0.0,0.011421921862625728,0.012399317666725166,0.39812915552519695,1.0,0.00020513166946302115,0.1118051850775431,0.08976246370820405,0.03357867895700873
3f04bd2a359b976892faa13fcb4de619,0.0685484702399773,0.006296390422866928,0.007985879772198777,0.5859929196418573,0.008530812693655273,0.1383931174208075,0.06081474742081787,1.0,0.3906825138711907,0.5998260059656791,0.49909732238097193,2.281969793800814e-06,0.10587886878874521,0.08343880849844039,0.05239060171079323,0.14300579779717681,0.0034405576667727307,0.17811683528315664,0.3535179730191514,0.06251410693854961
9ae4e592d2dd081e2781c7fbe8f120c0,0.8194971836423058,0.12580926042096768,0.00973856447483173,0.0019189237453124462,0.0018763249271511473,0.0034425314552305663,0.653850250005476,0.7319743375596289,0.4175613787284641,0.446524312807485,0.46288861116366004,0.010418478287284611,0.0005683461729109894,0.36936591641384836,0.7195176469428965,0.0007275717429393782,0.0018185383478103148,0.17783942829018576,1.0,0.9690353103783825
55357b7fa07da6a981c32fea228aeb2b,0.165235873673506,0.004775133289280863,0.0008409566211552614,0.9055366834843924,0.010362062463220583,0.018794418233181703,0.08478164754764018,1.0,0.7621336801228201,0.5707593020061025,0.778499046651945,1.046115218562306e-05,0.006444020725884653,0.1842050946522477,0.023331108198256862,0.24809284768629775,0.0025889177675157437,0.6094104796395575,0.6704119869076788,0.1014120496094173
723d06bab6225f80c683c38c5610799b,0.6685865032875061,0.2243650508429635,0.11476286701810613,0.8228480185056397,0.0032536438871381213,0.006580253642059043,0.6052092265201829,0.14968469999022685,0.11852150062093292,0.1011456742949313,0.07423630332606715,5.320384365446289e-05,0.007567430095232205,1.0,0.05393431609280364,0.01756066940418064,0.004054418112499435,0.49147462670845543,0.21572780225245322,0.544532794451654
2191a03af1b639ae410ef259dc0744df,0.1335134534225703,0.011972749408365787,2.8633446895458195e-05,0.005529406684040302,1.0,0.0015291237105866512,0.1842761402789067,0.017126634997827773,0.05435598415595162,0.07369195902536312,0.04116688626485366,0.001692408093690073,0.06326566306113861,0.05374417565241558,0.5713128888277603,0.0045697781704486205,0.0031885477752681387,0.05007306684687051,0.08041249270664597,0.2950325381265027
56b1296d08a68b5d7c616e25792b8017,0.17288303267471056,0.11753981129031706,1.4938598425657879e-05,0.001216435756173559,0.0013826839093521968,0.7543358071158458,0.025318422466710188,0.0015291939829878943,0.07026817171013253,0.03834008661162942,0.027376233945094152,0.0,0.04001826794092,0.09947915893330951,0.027540976636972487,3.193270390206283e-05,1.0,0.22296352090974655,0.18653173921367294,0.20396235407836377
4ae579c75eec9259b3674015d5ddd1f2,0.6425347922133806,0.026813285757463622,0.171966946888433,0.003989205522706698,0.001674819149779103,0.004286620318712306,0.5575196189460795,0.6604561757445178,0.3967109452817792,0.3960160477607782,0.432331011648665,0.010464845608906061,0.11636556881562247,0.34050494443318424,0.06382481337678166,0.001039797521216516,0.0014132321565248213,0.09973247894275282,1.0,0.8264896001461224
33a4d9e4db0355c2cb8fb238385c5a37,0.2809815137913098,0.36943997564205205,6.881585368430444e-05,0.0013628394919470324,0.0011253663576211714,1.0,0.03716647906600746,0.0021796401281536973,0.04903854023003931,0.02806106437453412,0.04963496043660379,0.0,0.0697219601097491,0.13693016964476287,0.1780359694947162,6.072464349971117e-05,0.9978121850880382,0.27298829101043964,0.2203367290003699,0.17406892399866677
71c9b09c1567f81e14bb6bef7b934e49,0.13577275199377237,0.001371237739345477,0.003054235438919201,0.477533884281072,0.01745354147526488,0.030583903345206994,0.18409827775723656,1.0,0.36003520539747175,0.5229047192242294,0.7919260558496987,1.1017463534466314e-05,0.02304394016652808,0.20217588401488554,0.042392064144036054,0.044376651705098705,0.0013123919301778232,0.09950835062034376,0.22070623042400064,0.14521133735427755
09281c85adbf0aaf3aa3b71f8974b86e,0.220557428135057,0.0546461079155384,1.0,0.0007354011122513998,0.0005417526397829364,0.0007865983893010142,0.3128313685450087,0.016765034145550427,0.06881896280543319,0.044107525266789745,0.0629948763281444,0.0011636175103871386,0.013281727844411213,0.0651092557030355,0.1491341484999956,0.0009849738838797774,0.00041476456695294914,0.5018906789923354,0.21729489945853933,0.24716211003824162
c617feeabd94d8a940cea014e063ce32,0.7472607190676025,0.10906807912457589,0.09767535673286297,0.004710932288677525,0.001972111532236643,0.00214723794538762,0.49821472065837297,0.9604059050240816,0.5291921793068435,0.5710849920736368,0.5875821106739864,0.1374326500486971,0.0006538314415943495,0.276157525428981,0.22238341242634999,0.000851819074786793,0.0012682927472996684,0.16311436390012046,1.0,0.8658804710700656
ae70bb0db9748fdabce937bbade1dcc2,0.8476796219189172,0.13688593695879395,0.20502877164069117,0.003770235196460779,0.0028299740641099485,0.0032854823978329026,0.10519338987489993,0.11542850793221188,0.12932355287456215,0.10700196151748775,0.15346864315660436,0.004034756027366438,0.02127154547941416,0.22566432853273452,0.14318056962838746,0.0021208851481360905,0.0026181382032060842,0.08874412806260167,1.0,0.9645123919429935
ad72127c01dac114c005c83404612b5d,0.24735373650307238,0.14891454586599492,0.02075503108179576,1.0,0.07589619093719145,0.021101253623123685,0.12277849682290455,0.10821508147446829,0.1337666112387935,0.1189716283860155,0.12849136307235157,2.177528806880698e-05,0.0537437769161107,0.2067965877882091,0.06854584044265798,0.4549792262331434,0.016115182090938176,0.17501475285867404,0.10718641006118469,0.5984574855207938
20ada5c0fa2722151f9039d1896592e8,0.5117403846354007,0.27292847857150343,0.00031941500960461265,1.0,0.007050344038930944,0.017129788448059124,0.34140751157341653,0.22774903821393916,0.1154267930507476,0.12427405857356996,0.11456794285842037,3.1777704810979605e-06,0.004204615763173603,0.6572479876647496,0.013081507193990425,0.0033589975852621394,0.011556997129781789,0.29040886464233817,0.27148096046942227,0.334904264583846
ac704763d7ac5b90a7b18c4b171244da,0.21539763560996417,0.021612084267180778,0.0029551569373929194,0.0020986108040988993,0.8620252646089147,1.0,0.08553133670206994,0.21016846430386793,0.12696205963697973,0.08289383660590163,0.09154867919866364,0.0,0.9603709081953293,0.17021500030048897,0.013509817494216638,4.179708959125066e-05,0.9752111143045669,0.14367374852040732,0.29919443440005267,0.25719794231664606
0d57cf7470831a0ef6691288a0303eea,0.1821659064360529,1.0,0.00029232853425318006,0.007338118924951922,0.0055594581697637506,0.46109390578348786,0.04884058526174091,0.012049196909092067,0.04048815667791007,0.03665631847503538,0.11275500388594906,4.379478348846897e-08,0.04878145300548456,0.26251962478292795,0.01446181412071685,0.026269901315705037,0.33412194923228206,0.2412530324741709,0.0883825083264429,0.2265710684105464
e4304c9496921fcf8a88c1ef30dfd0eb,1.0,0.22422987152428092,0.0635241831657346,0.2749498059480491,0.16746905495873726,0.2014533467186586,0.6622222073659003,0.5548941488554252,0.9828591781978114,0.6059040530120677,0.7082786968741236,0.03398798728881385,0.3792218046602299,0.5274530332979595,0.8686898794225928,0.09956070819851384,0.233125617724431,0.6855342992930551,0.5563148938746744,0.5170904938313661
c9bc1b285751f2b5cc950f14d98e295b,0.6224492501568493,0.0025469319679917723,0.00024246559037498453,0.706640825565621,0.0028353580812137224,0.0051430249118235806,0.620785900674113,0.38820626843228423,0.2070447706433777,0.211971606182486,0.17928188924359265,1.781112504454738e-05,0.00433981566707074,1.0,0.006511102339465007,0.0014829053586641128,0.004658040049756819,0.45753094047254006,0.19605220515590482,0.47347934536040154
54c5162439d2d1c970aa53ae1209bc72,0.31764596607337764,0.0024052556533419502,0.002722831576881978,1.0,0.008356851473327686,0.03277331834372533,0.2895733341200379,0.1713295635180122,0.17712455130742086,0.15691803210153454,0.2475411257663637,3.8505006321197036e-05,0.10205122941038462,0.26713855682805465,0.0522222522574826,0.5870002104752085,0.001960180814519427,0.1795466208438315,0.5213258344664375,0.12598481014897886
183b1085ec7d9b20001265937f063710,0.03151043136772281,0.012515379659740247,0.0012461821990256547,0.003475370004181832,0.04337175883286081,0.000171762005981102,0.021865418155433247,0.004036610235008567,0.014175735429085868,0.018248067601065586,0.01457735135495853,0.0029784026018938935,0.016605758915409247,0.06669290637366512,1.0,0.0005290641829035552,0.0009041244246391263,0.08542104364345235,0.013620632208835163,0.03522172616367055
