,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
0e24e81b47a51b1827c0e2d164e87f73,0.0,0.0,0.000655220794228795,0.0,0.0
b055956964f80923291c9aa4aa65b496,0.0,0.00015955445976999203,0.005364725373415527,0.0014144196517697843,0.000571054215457997
2d6ae91a5e4f7c2a7a8cb4117f76a72f,0.0,0.005326553072950845,0.005901080893799936,0.01234853495770792,0.005076092688176445
fbb28971630d9217315585ec7b2ee1c4,0.0,0.0110556227683305,0.017323500397034793,0.01230271224235732,0.015073562470147257
d338b742da6cc6a04cb97813aabc3674,0.0,0.0,0.0,0.0,0.0
bab2ca547ec979d9977cc0c3199e2735,0.0,0.001763017567511287,0.0013255762772695552,0.00020333468889792596,0.004210611972560367
0646dda313840fec0f1510b16fd3308e,0.0,0.0,0.0,0.0,0.0
8696a3a4ceed8a13acd4b0dd9d538bf6,0.0,0.004420458343628524,0.0008457968859168901,0.003252209008485796,0.0020094726620282855
eb5715f45c1627d182ef8c5a2c6b1157,0.0,0.012006773258681533,0.00940958473491009,0.005476795753524606,0.0028096285738964852
e909275e83268fe54e558830b4cecd48,0.0,0.0010321122927727832,0.007804834324012238,0.0,0.0018660078602964593
fbade0f317634e900772b68353c61994,0.0,0.011238173232835595,0.007198435241064039,0.004803601309034139,0.005548097294550862
2e7b8e0e674c8f20390203310d34b401,0.0,0.0,0.0,0.0,0.0
30dbc0804f35617e0e830cbb007f23bf,0.0,0.003787309922253738,0.005916671575828824,0.0017189495600579807,0.007906585523331488
74039d574a33534789816ded78815b81,0.0,0.003161073655058353,0.00940602877121316,0.0018550024334849022,0.0016720561957931077
df5d3a055e5f03a0b497945487e968f9,0.0,0.010395028012437654,0.012680523053388413,0.007844291885575177,0.006195025150217929
2363d97c05d059390fca53d856383162,0.0,0.0,0.0,0.0,0.0
0423ba13d6d112d8e8bf78269d1db7b9,0.0,0.0,0.0,0.0,0.0
150ba6ca36e16bf9fd4b11a39de8bc0e,0.0,0.004342863633695255,0.005016422960494941,0.0015147973769502963,0.004878627868894775
d244be3e213f8c3234e80bc03111b8b7,0.0,0.0,0.0,0.0,0.0
777b8a99628424e74a397c814b662d0e,0.0,0.010843268800602828,0.016165051452432973,0.022702826604922302,0.014845503018983887
4d16af438dc02bda41b17cb3276857e6,0.0,0.0076031532955610865,0.008046330471482708,0.012714147137709016,0.004103573369746131
375e66a990c555672e98f6b0857c981e,0.0,0.008945348702104053,0.014530817434071454,0.005022458557278484,0.013293407156445499
80e78102b0c520b898182dde741f50e3,0.0,0.009433287620117659,0.00438172813773861,0.013004572862013801,0.014615369974080014
00b54bad7e854b2cd5c060869fa7ad6a,0.0,0.004674783000629174,0.006482852884779993,0.0015471332050596388,0.008474690549764767
eac23401f62b931543304a883d5e8898,0.0,0.006842042427810966,0.007333776044741162,0.013476872548599243,0.00694503948239958
5a6e29626c62d7c7a9ae6a0f5f325b19,0.0,0.0009997623868810055,0.0004438492199062038,0.0,0.00034320667000340755
a7d473b251dc597fee770f43b92a6f3b,0.0,0.0,0.0,0.0,0.0
64110c785b3791610670b71ef6ee4070,0.0,0.007019777130425453,0.008011110185335494,0.0025282993577438015,0.004583337496509389
044af62ec3bcc85c4131e7942cf9c50e,0.0,0.0008500729628834201,0.0012972927349616332,0.0,0.0
1c7b70e39fdf0e5133891fe2b2aa14b8,0.0,0.0,0.0,0.027274683202142165,0.006334667111489083
0ae18a60d8c5d2a58fe7c88b116aeff7,0.0,0.011574805680673745,0.0010849650328954713,0.007266162317675765,0.005856782912663637
c556975bac485d3e853ad35ea4cb4f4f,0.0,0.0,0.0,0.0,0.0021320402517617494
ca3ca7ed5903208edafe1b1723646db0,0.0,0.0,0.0,0.0,0.0
77f4991424751df3efaf4e2e39811514,0.0,0.02532343150473985,0.00821420805040285,0.009929132369984675,0.004708025677318622
9208048936a7abe7ef59466d52e44e9c,0.0,0.0,0.0,0.0,0.0
c8e3cc6804adcca1edc44bd1530962ee,0.0,0.0025240660232719804,0.0067465634690961574,0.001704712858168345,0.0006203684154278846
f85f3795f07958c8be559b3b4447cdfa,0.0,0.002745189477116132,0.003941170728516885,0.003047765072772833,0.0019450372877122704
49055a8926642ad934ee01650da59860,0.0,0.0002447071705422338,0.00039361283615484046,7.833788135077099e-05,0.0
d175edf63d2d94bee015fff07473ffba,0.0,0.0,0.0,0.0014369173647999032,0.0
19c0106b5b70eef97c7a4caa4bc3b0ea,0.0,0.0,0.0,0.0,0.0
0d7ec6f38061196ed07ed89c73245b8c,0.0,0.008529872709459001,0.00623221290362232,0.0037508848543723046,0.012249077782224801
8b32cb94acfa0720bd600287b7eaef6b,0.0,0.003980243420337106,0.004893054158016659,0.0020723381547475637,0.004242316470331784
8df13636f5eb6bf9d19c24c9acf7c3b2,0.0,0.003979682085760509,0.004291991691476049,0.0022379917173215454,0.005328925052320421
2b9608a3e6edd566185a0fd8c737a0f2,0.0,0.0,0.0,0.0,0.0
c29f48737810706386bdb4370bc7756d,0.0,0.0030681511694613623,0.004366875798376789,0.0006695093653565534,0.0028578656912390597
642c2e7aca66aa156bc001dd6adf6499,0.0,0.0,0.0,0.0,0.0
90d358c12888243fafa0e1d96b7daffb,0.0,0.004192081731656775,0.0039876513717121845,0.0008478157428078999,0.00529690093839081
8d35e09d2b89486c5c11d6f16f493705,0.0,0.00033798261929902847,0.0,0.0011254475736932493,0.0006285378498798711
e62d2f0607d1bf8f4fa6c0212fa73853,0.0,0.0,0.0,0.0,0.0
aa29a3d2a81c767a9c8403664a058c8e,0.0,0.0,0.0,0.0,0.0
872ef2e5a0cb2abdb69607b54fdd6bda,0.0,0.0,0.0,0.0,0.0
6ecf8ca553bc7e686fd2547492b30469,0.0,0.006243418478351482,0.007527577098743749,0.012400099177872949,0.0041359578080555105
2479a05c8820454d7ffc06a5fc437383,0.0,0.0,0.0,0.0,0.0
39c790510b6a66a25894bef49def5dc2,0.0,0.007073607937198013,0.0020940032784171362,0.010677651232528411,0.02631947290858854
21727ccd141928cbe5fdb2455387024a,0.0,0.006625166835009399,0.010647444527965374,0.00242260439919905,0.0024397363230422445
