,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,Temperature,Salinity,Season
c9869c8ee11c511d2adf4a495d12d553,0.10579578130215096,0.42029960570307967,0.0333991785415935,0.01466264655834176,0.014562192004112106,0.007678487241518114,0.010876084509383623,0.0032115558066295163,0.01731704981818611
4aa57304b7ddeeab175631a6a91cadcb,0.05254298704013409,0.0024345425646227835,0.021739148140097555,0.021494855740786935,0.025660247022410716,0.02971103493026299,0.011560882213627777,0.019560579877289277,0.021814991494961997
f86d28678ea69cd8aba32cd5c9e4eb8c,0.05194061800353827,0.005600568236118621,0.0063781140062125225,0.005729792153261577,0.00670295681271226,0.001601455770590021,0.0010945057886580904,0.0009891238648533772,0.0030405852313236774
1bc351f5322f9650a344018891f745f0,0.04571351239018477,0.03416730573960326,0.03359590408603629,0.011791165570969727,0.016623432691045756,0.015856581889492037,0.00814748975172206,0.011137375194708737,0.01302800608740659
568204000b0bacee027e519d71c4df3f,0.04423360357666613,0.033336132808711026,0.025641249678581595,0.015406811320189942,0.016273235365067366,0.010982593492965027,0.001023174350662572,0.002738424380821395,0.0030640653863237273
cd8e39d6d28e95f245c7fef0dfad3e50,0.032331797583180374,0.006935315786179987,0.006929447805977023,0.01062885103869455,0.008632084002280509,0.011116548756176533,0.010293350557758837,0.008128110417210047,0.011782004575458955
06f1d738e21dbc4dc7ac3fb3330ca2f3,0.030310851637798127,0.00041104787268098585,0.0014560065950429341,0.007292826794608985,0.011528070138058179,0.02023100461459159,0.00034554178493313053,0.00014195855166728095,0.0011849783822198662
d6b514f12edbe7d7f0bf154a81e0d3a1,0.02950473900151988,0.10962128244398203,0.000630670322532383,0.00011580897358734395,0.00024481667976720414,8.098164791636499e-05,0.0003892839212232182,0.0,0.00043553670922872516
97878b17a03213633ae3741c628aff95,0.024481076951106913,0.0034193959886919534,0.0022633259847529507,0.002022813514334631,0.0025660226268876146,0.0011905466286141688,0.00028813631152912745,0.0009581665777645111,0.0012293794337031585
315e9e18f0cfa8478031ed3340ee3aaa,0.02199592705387137,0.001046591459342831,0.0016190075775355847,0.0018249105251088946,0.0009297901119658161,0.0019999966586248933,0.0001957117955455116,0.00037173877484251365,0.0022757443919808797
8a1951f40a5f1e635d662564336f1eed,0.02189827570113485,0.0006968391252548993,0.006651186847333061,0.010484137222962512,0.010345203838469298,0.008949007630439196,0.014354970541830618,0.015058807571686053,0.016362250274142436
0f46c35d6629feaffa5e8f4b256e255b,0.02165356030511517,0.0015535930734641554,0.001928877100319899,0.0040747905983298995,0.0027028439863832606,0.0028367550231190603,0.0023985061784432124,0.0030217019348143413,0.005681481636979748
0b59a39511050d6af174534cb1465f28,0.02103500013123446,0.0009416630791140718,0.0014928127974754735,0.0015905916221050675,0.0013574901689174055,0.001563142595074008,0.0006964611908032773,0.0004581233506115281,0.002495796863317455
dc686f93caf01671dd3a684642347753,0.020092077171883063,0.0004892408713235438,0.0032079849279480037,0.008152679111428493,0.007972968232381639,0.003440974276121151,0.013188210687692771,0.013483546984121395,0.00739514607382665
2b0476ba417174872a5c57a72c2d1ce4,0.019567300683717023,0.004534358233911369,0.008672334530084973,0.0013688400531528695,0.0025628502005003964,0.001979788175096754,0.001602493342561792,0.000913684607470169,0.0016487279803396656
7aacf738f3c6305a33ddaf78ba515964,0.019484599889562703,0.0011194993649827365,0.01475937550021936,0.01946022138964671,0.010739916006302181,0.00789396688369356,0.07003938610146854,0.044656841180038355,0.029351260133549564
f2fb5bb0c325924e10f3ae4aa16f0b9d,0.019279409967069446,0.0037696552647842685,0.020366849329592956,0.007297511821066513,0.009990274071266349,0.006675195591663737,0.004211409057785286,0.002970477551299909,0.009994386975850388
02301f7d1e08451a4244ccf9407ca8a8,0.019242607483804266,0.0009920477378753542,0.0014823439377781766,0.001725580668072416,0.0006155602204021628,0.001730534564628509,0.0001689210853233164,9.063443133159425e-05,0.0015490572664569643
2a208d6b93469960d429fc9fd3701934,0.01854151231291639,0.0020251729539756693,0.006711407118874198,0.005771777032678408,0.009250407465403215,0.005536297174019398,0.010538209027678621,0.00257652926709456,0.007768541709105092
75b1905c6984b3d49ff0dfaf035159ea,0.018438741058784895,0.004094255306223358,0.03108988035118281,0.012927780577139973,0.016092262737891997,0.020331297628815182,0.0012323066432727073,0.0010511292760589713,0.00146638420581895
3ebe761bfb1238c87195d431f41bf976,0.018223968803903434,0.011933863068812953,0.02562770894973649,0.017086338571120692,0.021649920454013954,0.009729418616916027,0.003999378461536375,0.004803814226641048,0.01794333500467874
5a98a090b08381abb1d054013a30e1c7,0.017855075468541648,0.0009046142639510067,0.00034345733590272076,0.00035815441815991556,4.504563091083242e-05,0.0007681425222170589,0.0001920157971671894,0.0,0.0004031164479270371
57ec46af379154a33c369e61e78fd0e1,0.01750038238717264,0.0016557694752281514,0.005932978391903471,0.014480365393391212,0.012716355829041268,0.008279425337276148,0.007457532885065806,0.0037402729095895224,0.007078177537852157
c48b7d873d2ef0dbafae9cdb98ae6e03,0.01558270632146745,0.00016342763947684835,0.002085423471182741,0.006030153320736385,0.003504064683268177,0.0038647055338032407,0.006450141106812012,0.002219931816358143,0.0029313154748614343
999ea497bf071f558453bc8706e90bc3,0.013215110850765691,0.006799972877458138,0.01131596436741093,0.013938723527517047,0.019344289374188816,0.010001648867470824,0.08112990464185153,0.13077571314793657,0.03602727685489514
eabec28df348437869532231ffe53678,0.012995336251199372,0.0033400337463350234,0.0017436634077987088,0.008155541020134853,0.011909723223149904,0.0024545529955629737,0.00037653017665539417,0.00018205061729574965,0.0007252706851983378
e5837f0a8c7e96dee3e1da594bd37164,0.012691668288445217,0.013452059931812381,0.006210580781686502,0.010334802589626968,0.008014667180317696,0.0075260716414891305,0.004020064494323346,0.00478606926893194,0.005043310443149273
afe0cd47cc2f08bd2b8f537552dc2d91,0.011751828443541057,0.0021769671532005266,0.010033573679458016,0.00649593007905151,0.0010113839133634812,0.005235948946177194,0.0006880614282648082,0.0016678584923134298,0.00039298149153166935
de213780a03e36d23c669024fa3bbf32,0.01106955018149135,0.0029761404958737136,0.00854026795748259,0.007337784641656961,0.004889545864263601,0.00632588045054291,0.004377708266885346,0.002790850580856645,0.006413085330880643
bc826fb0bab52244266f3adc926035bd,0.010700937461254424,0.002733459750140133,0.006448238638124532,0.0012355374655069955,0.001365376803364982,0.0017774751015168344,0.00532502624759196,0.0009368824250417056,0.0018773491441690417
58c4c519152238addd28ad789a0e3adc,0.010278840606302245,0.0002540521924681735,0.004784464832660528,0.0043283028609787085,0.0035253950558099276,0.0017493936601893818,0.011181388184327965,0.021089192867663233,0.005997767332780312
63376752d1d5f61d17f5a4302a4f1bd9,0.010010439670205722,0.004575905100766983,0.003398670490406252,0.005858579050906812,0.003990845358503248,0.0025578154356839847,0.0019671658306830717,0.0019854875178036335,0.006201123724215967
c6df8a00388c9496562d28660c923a5b,0.008176837741209518,0.0010723913928186587,0.0013419318669511983,0.0012023850048280952,0.000942033101233254,0.001416059044138529,0.00010421553125842875,0.00023529261956134218,0.0017873089860641093
25020d699486a4bbebf71223904ad857,0.007688407762163248,0.000764670044534681,0.030810966657585766,0.01525279229266502,0.005559530739490943,0.027924546052129823,0.0014048695764071095,0.000646979137668471,0.0018480184319801002
6d29a2bfb0dbc74fc9f5724718e75d20,0.007140121617604218,0.0030738775358818858,0.0013251431436956437,0.0034165584661400104,0.0027430678146200074,0.004110116135934224,0.02815087053281327,0.005809186494162,0.00804733811313088
79013deca000adea00e0362f2ab16111,0.00708498445823214,0.02925806221380823,0.017117198696981806,0.01757632628445942,0.018818744905976695,0.037780088194320494,0.014271427116144366,0.007499113974885479,0.01611392449833482
7d90d5ed128c6d4519c33e4e5b4deda9,0.006908261011132129,0.002663259311175492,0.002616451172249599,0.005081560861930098,0.004203468141883373,0.0032579270706109323,0.001263700801518684,0.002643594426914421,0.004031628980071863
6d7d69ccbfc835042d8443af4a2ea854,0.006681603966638829,0.0010515840053354252,0.0015295765619149533,0.0016270618160877188,0.0005800937304353088,0.00209524865429537,0.00026274069978033586,0.00019230005223368047,0.0018958442682669085
dd20da41ab024d999b354457e93e3f46,0.0058547521372212166,0.0015669234645546801,0.005009877178963543,0.007278520783173492,0.007027794847739072,0.010363987439120472,0.03199089521144251,0.009826873257257328,0.016085227849965678
f974c903d27807d64dafd08071daafa5,0.005832592863773741,0.008364233567110205,0.002293584490702694,0.0028879419156241453,0.003117879403340498,0.0018333320287153105,0.019828492014778088,0.001079516797883262,0.009068501969382524
0aba94256d52993f806274099a2450d9,0.005009845661181566,0.0017461488189980852,0.008096850648815095,0.008926110254546597,0.008848913852995233,0.013096188781041913,0.008640214250318117,0.01497593088038561,0.009987080076911587
7acca2823c04369e953fc26378decf38,0.004716589948563091,0.00225062485112884,0.004405337441444904,0.0021490917582222303,0.002764752583701846,0.0031927416535581505,0.0018574408897926212,0.005472343571439685,0.00385035797497242
63558694ea8a864c004d90a2f860138a,0.004679305198946713,3.730497191521861e-05,0.005006826009650587,0.014393409958524282,0.01809947822152311,0.007801609524183682,0.007633852055351632,0.001986007995652587,0.006242537103978665
c4928cf6f98ed2454dd5c85f3d54dbd9,0.0044925979964794156,0.004574129132531977,0.01009894860126851,0.01697101677172146,0.018120116125485343,0.008749759574514057,0.012372926174151143,0.003694902475984606,0.012614960571154705
7732a2a63b458a970e9b048b496cd751,0.004412244927668675,0.0023673753919042392,0.004731939240727529,0.002910405991301235,0.0038185072626491902,0.004405062186484702,0.0021474979166976166,0.002974324245970106,0.0025742711620840024
be82a9510004b84b9531c40b353a8e58,0.004214288592041652,0.003262688035374605,0.0025827296857359244,0.011207635416377575,0.010432845590688678,0.011235099131834073,0.020038446659787577,0.019006519286462256,0.02279590392102455
f8d2b7cdf3b8b59a8ed1a4c648fa3e21,0.004069731466675114,0.0025434990901167464,0.00286590900180676,0.010265386065441362,0.014529406992811258,0.004448120734653139,0.024927751826044696,0.006665230323494994,0.007436533592734862
b1d36b3685ac016632f4a6ae22a9ccd2,0.0037899954925329636,0.0024266827333348172,0.006069668077385137,0.01500680345991219,0.008105185996269124,0.015810854306733603,0.009587477851296065,0.00676383953556397,0.007708172157387481
3c5e168b4abe0ff0a0402c7a53a083b0,0.00365170524487537,0.0012938241584628083,0.015889498624945337,0.010613807229691744,0.0088244943058313,0.012702256750911103,0.016443120281413988,0.02217035762940608,0.015397931922265694
f52fcf3f8bf393d703a96280f9eb7067,0.0036070285633863857,0.003698769569073258,0.017707523885525718,0.010299655500676005,0.01082134083551677,0.026343376117201205,0.0020149567166031484,0.009632329436677094,0.0045921030907627594
08f197ea2fb81a50a61868aa4599c12f,0.003527986536985197,0.0011231468240143724,0.00649224000290843,0.00561311489395048,0.004903933921265999,0.007093759597170965,0.005139129810941889,0.008860052102172543,0.003869784977518037
93a13da347e3890ea6147351fe989654,0.003445559074732652,0.008446106794570678,0.005863541792669896,0.008530300434673297,0.006629390594638696,0.0093580103152655,0.005950714192494568,0.002434200381999164,0.008315578102862679
7a7399fe0bc1220d5efb34d1b6f450dc,0.0031717086778541197,0.0037798787459552364,0.013646340234033364,0.004165039851135875,0.006786019731133879,0.0036792309516677085,0.01444847562895757,0.008243799610326487,0.004522789330061887
64b5d275015d4d2960497a8371423873,0.0031320570440195863,0.0015350415903224023,0.006236316858976187,0.011105696562460283,0.01421199539567068,0.00893042244180514,0.00746047103265081,0.015986247421458027,0.009852415615431468
1ce7293e4d21e35594c6cb7645a1fdd5,0.0030591080839359294,0.024400046611830026,0.030686788978440818,0.013002970027710828,0.009887076538289656,0.01933581132590886,0.00461256255104009,0.0073065991446005975,0.006739303304883419
43828e8332fd9db14b39e6aed7e5e210,0.0027588958186558856,0.0019273773083197194,0.0008998021645834232,0.0022861877142224193,0.0021431210736085993,0.0030128747340205427,0.0004426886691301448,0.0007754755494433525,0.0034304945198830564
ca2cc9d6ddb5ca316bd03d3ac8868f64,0.002659704792521439,0.0005210281609016952,0.0065083121815041525,0.00470323288491834,0.005184111925680326,0.0073501162590566774,0.0038304066668996663,0.0037948811621715513,0.005477571168740344
a0d326398c7d619365ab7fd5b8f712fd,0.0024881187565420006,0.002278977446452228,0.0031670485657368337,0.007129335281090407,0.005025140457270315,0.008903087664162647,0.007473291869039214,0.02564255505851969,0.015217811954344747
d71f2d20170f5d88d18f50bb64d416bc,0.0024337951139895746,0.00046570183244545307,0.012921787495728372,0.014378135258372914,0.01342323465596312,0.006343695978728938,0.009113018591700344,0.004283183974659869,0.008646442446977766
786593057fd4c35265837a0fbc2df481,0.0022804000545583805,0.0003740816991218278,0.0012472520723487352,0.005489004379968343,0.004256635654381546,0.006456274698285614,0.00047976705615544073,0.0003429876055531987,0.00197105457896999
1aef28b9a4793dcbeb735455fee62b75,0.002222977224017372,0.008662869838585439,0.004628849793647766,0.010514910070350074,0.007475966967146401,0.004635099249108291,0.006498552929695979,0.009599969571419556,0.011613814768523615
1c6e48005377229ec4596c210438accf,0.0021667428197298597,0.0005167884098288277,0.012061668321608376,0.0008342543491961651,0.005672461362211893,0.008611554424441186,0.00011471502092062704,0.0004102808235250545,0.00044440034520906876
f7d71c2b22658dfae800bb4c7afac535,0.002134130995867004,0.007910732357127555,0.005122829430891875,0.009154772902710268,0.008009021361700052,0.006451094817626496,0.0034483249839098533,0.007685480813703907,0.008916375914838022
64aa63fbdc3bf6eed34e53e25b302a1a,0.002013684729113924,0.0022224514468186375,0.006959050879317175,0.018214574440290083,0.024525194901806675,0.01143470984253892,0.005210143460409576,0.003271186174779348,0.008915733419186517
110b5e349203691b4231003c56f44050,0.0018446032646655009,0.005139474601428626,0.0024969207645385927,0.0006343969999169791,0.002250058240783145,0.0021916539406601036,0.014581846380896485,0.04076525866350051,0.008759208716785233
bafd067f4959056d2d37309d02704b76,0.0018040802950094925,0.002341053648973456,0.00970535592554533,0.017639884092214096,0.012505662369883005,0.014778101579175586,0.008539708008978126,0.02089346675404603,0.022604689544850985
aaa343d37fb77973bb528279620dd418,0.0017953584804766762,0.0009447105273860528,0.009300729390293508,0.009995397598927864,0.010690490555535092,0.009396265247375966,0.005532832377401988,0.0011961155373224023,0.005850319120501075
b6f37ff79e5c506a40bbf61f5c3beb13,0.001712648831181105,0.0012710300719768499,0.011307473763734126,0.013772611380299902,0.014205312715419109,0.019721881830635255,0.01236832475993553,0.01834685816617594,0.015263395036920908
79101543b8fff2e4ec2155737b5519e6,0.0016591225874430088,0.0016931178852964616,0.0006529216496170213,0.00442186075229174,0.003211355757176611,0.0028094484826799242,0.00459850358667036,0.011579334173407535,0.0054448730860966665
417881d28a65629a8bdf23cb68220b52,0.0016544522352638748,0.0027438625185773453,0.0011435967149858732,0.0023417363193865,0.0016504574036920654,0.0019055360134162405,0.0006363620055878576,0.0007572657117494394,0.0018422597604396127
ee483e80083681e32fef0e05939b9e4b,0.0014918840876586782,0.0008401333105704675,0.000395005111827946,0.0015350921470650891,0.001664111231189661,0.0010787112949939162,0.0013982035585214604,0.002220822982355315,0.005920093526726598
3598242c6e6c63dab2121a5bdd389f10,0.0014817801080470358,0.0012832486018874978,0.004791221077110629,0.023169686456358998,0.013718756369548462,0.0065182766887380466,0.006104266846093021,0.003389657594362883,0.01353050001505069
1fd240369f7a00b5b3b03f31e7e84a23,0.0014641719567901554,0.00033867458178446274,0.01140601401810284,0.009275770006682326,0.013750772643823222,0.01214680733600934,0.031308981658385325,0.04174380340350104,0.021973242712980477
2e1f83417e4bfdb872e49049bbb50277,0.0014506206993251261,0.0014751171391181519,0.0006012814329233968,0.002333724605323002,0.0014638038232228855,0.0027911359486331323,0.00040046733809505933,0.00046208155941205166,0.003539363128730325
ab9bd74808cab68ca819b050a7e46522,0.0014450702482386218,0.0016758462668426894,0.0014278679000610027,0.005534409567033918,0.004648953145198344,0.006600204986347511,0.0025071481749286205,0.002280713118971973,0.009054783714336326
