,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
e3751d1c17b6358f0402ddf11327032a,0.011349323448532194,0.01111950124187317,0.006429531547291857,0.005036115494148479
baa6fc20de1bdf2c1c127bd62fcba807,0.010287856764538118,0.007764169597744664,0.005729126377621663,0.009943709744544093
9852ed0f4e67879c26004ffcd2c2f1a7,0.010053591424518551,0.010548415297289239,0.010250691810878081,0.013397221649709029
9f244ef658394443133c774ea0453cb6,0.009558299196575137,0.010120796650555285,0.012002506955101064,0.008882734206107992
bf9db46ea20d1ed54ca1c3e67f371d5c,0.009404437408759451,0.0086637437674577,0.007142750861720091,0.013340374399529413
7c1972357a50542be39713ad65de0595,0.009333186941195696,0.015304739717917506,0.009147414235239005,0.011418898816114137
3f04bd2a359b976892faa13fcb4de619,0.00923462829978134,0.01583807379681374,0.010176686133546243,0.009797096729337528
1a2b2009070b18ee40655b31a134d767,0.009097083381782153,0.009547776340659704,0.010198485343908617,0.019364765164121417
42ebd5b9d05138417f11fea188833d7c,0.008690931242421384,0.0031445842772451723,0.007906278859408056,0.006745165184584902
6feb2ee9b65362255735ddc38f9e72bb,0.00826738657471988,0.005774586170829935,0.010937871947662913,0.016863748394936297
78d24c72753b8f808de42aa84a24d72e,0.007649406595934167,0.005590619730487393,0.004087591498174083,0.002975394994794083
e170c8ae201613bec248c8e838b64d23,0.007570743513019876,0.0066085559335234,0.01296348712134702,0.014036558598436152
dba8866b9323bd640d57601fb02cb727,0.007207671676020324,0.00974394652073848,0.006356858662799262,0.02069479997742036
541a3af5bf279c169c85bb7fd9ec2a21,0.0071673881393929245,0.007861746059406923,0.004903270106988405,0.004740920796615413
573091d7ddd85f9c5f14a7e53d2ba0bf,0.006952374916863884,0.009540708045782047,0.005267915793954935,0.005373421989613628
68dc72947dec0b8107a92d2fc80afed9,0.0064564747687860516,0.007760077703513601,0.011669843386013188,0.004398367362847431
51fa97e740d33f9cc3df210252645ab4,0.005897291189403762,0.0054946467547691055,0.006656936177135247,0.01161785296095602
c85bb8131d018e1a34bee38f5dbd10b3,0.005621939898145265,0.0068122386791016135,0.007782513139122248,0.006257240953887835
6539f59062d16f8454aa0eeb82a123c1,0.005351988623983355,0.0037441706143081527,0.0044007619868869675,0.00826005129376195
2e46eeed58b76d5ed47b1a624901525f,0.005294879157221103,0.004956713046607607,0.0053092814709345335,0.006816024632063568
20233b26a803f427ec6efa533e4fa6a5,0.0048021886594535185,0.00644702606130279,0.013060528269068708,0.010568732589463406
72b9f92b014cf6194e38c272817536ff,0.0041601003852592645,0.006474088029513261,0.0040232462263912186,0.005046648574186416
c0feb4c4a7bed34721d57bd9cb0c2631,0.0038381256769678086,0.0028040706299398313,0.0055358987737895915,0.005608786407069528
a07570279b70d73f0bb58d9827eb09d9,0.003796164210011373,0.00394397803823494,0.003426107105316064,0.0059660885981207435
9b7bbf0cc943700a74aae7c66f43b0a2,0.0037376627323746085,0.006883229450261359,0.004231118635346898,0.0038397427732112673
906a673b96f570bb4fefb5e541dc2ffb,0.0034583032624171395,0.002175055378604527,0.001568921953812243,0.002153830050018359
3dd462e3d4a39bcb5ed5efe35a44c7c0,0.0030431014526320836,0.0016659088523554451,0.0026882054449179978,0.0022071631283325705
d47974c2da911e3b5fb7b86c996ea708,0.002629854747867525,0.0035939999335893964,0.002235047744948586,0.005729915360956493
f186590f95cbc0aa1a0f4a37f5afba87,0.002234218973200238,0.005421388808376495,0.006187871512569173,0.001763263928110856
151fcf767eca7d9ad8d916d6dd6eff14,0.0017799654019285027,0.0017348075410266687,0.0011805375150584713,0.004782267852816417
69fdf099f640d9ede67c9a4d96fe31c2,0.0009020992858936216,0.0006574090331451315,0.0005486965444462159,0.0014236299372366826
ecde1305a293596e060df9214d0613f2,0.0007759895844794961,0.0009416348329995438,0.00072033710222113,0.0013339922559269751
c7b8c54e3563f09af23b3ffaa69f9ccd,0.0,0.0,0.0,0.0
3afa67d472eebdd21c6570169e88a392,0.0,0.0,0.0,0.0
ddd88ea1d370f9412436ee6810880130,0.0,0.0,0.001513733818684642,0.0013677184137554327
5cb587b52e28edbc2ac686d344799b82,0.0,0.0,0.0,0.0
d93558a66bfbab9c9f63588930c120ed,0.0,0.0,0.0,0.0
c4440589bb9202601397be1c6b999240,0.0,0.0,0.0,0.0
c29f48737810706386bdb4370bc7756d,0.0,0.0,0.0,0.0
e017a6b7c7b2f10331240fa81a7cceeb,0.0,0.0,0.0,0.0
bbf9908e901b1b955bbae9da0141cf33,0.0,0.0,0.0,0.0
26dff29e934ef617e762037050a966d8,0.0,0.0,0.0,0.0
Score,0.2,0.4,0.2,0.2
OOB_score,0.0,0.15,0.15,0.25
