,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
948996ba90b5e935e339812ce83beed5,0.03484832255545098,0.02473193672237804,0.017731503886371278,0.034554862358928386
7498b40a369aa72319911da261d16611,0.03216662060168484,0.025044414137883032,0.032915805884962665,0.017687719834032153
0020a0d0325652d9afc09ffee32e8002,0.03026400108902781,0.02260501249167992,0.033975195305496884,0.030721168879150926
d6290bc84e5a1aa42167f001e3cee976,0.02852510919232958,0.013643295257223043,0.016740828283468106,0.010381182628501235
6f5b8d10dbb3ae4d184fb6b3680d3f0f,0.028290966037394952,0.030116565166212455,0.031730226248563004,0.03685681945797176
303f385d50eb79d53b67a81c9bfaded4,0.02587999386413317,0.03287981387126066,0.036917222098129455,0.02135057945606558
f60726206a737a6e79ca4581c1b57879,0.025799260578290267,0.03640458368606837,0.025743051601887765,0.020466656554745905
4fb4af722997cb4bb1e8afaecf9855ea,0.025254179214597154,0.02443737748598202,0.023346039022047484,0.03807989041535075
72ef0a662e2aa8ed524c0d3096d0de78,0.024614802100112236,0.020318104820242128,0.028181396151493038,0.014808167496349507
332139bff49a60704b53ee71c1f50191,0.02427290814279491,0.02224434277366048,0.02751687271223683,0.01776565747383277
c8e3cc6804adcca1edc44bd1530962ee,0.023527591134973866,0.015334868801322468,0.020079915179922296,0.008471929623131723
587a0606b24db52ca037cc6f7a6bdfa6,0.022730745234485688,0.012491242886268617,0.017555309557630242,0.02950006206872176
ca527f2b2b745a618c4c486f18a1de58,0.022530150927299153,0.025843599848972453,0.02442258425276324,0.02105628417236375
60028d2dbcfef8272a4d5b6baf0633b4,0.021992866361074143,0.019909565913584754,0.019723393901668912,0.04230536258023978
de4340eff3230e51a4579d6b51f28c29,0.02124201437534827,0.035305414434915236,0.02467644893015841,0.025023487575338323
fc090e288032f90e9498b452ba441a67,0.02027176882402074,0.018345736639978186,0.017466604435993793,0.015551502928267753
725dc3aade2db4528ad02d1148ddd3a5,0.01923033304702695,0.014182383723753718,0.017207008141115077,0.016024792148040524
3ebe761bfb1238c87195d431f41bf976,0.019084218303227773,0.012953643326726617,0.019191892901602746,0.027533758828244333
e5d2897df2f464827244b871d67ee050,0.018405763637350702,0.01181273833700583,0.01866438028210412,0.027613100789923264
c36b9a61196ae1b1cd2f890022be67ff,0.01818856748494759,0.024918522178236067,0.016536517610218404,0.006154505447871518
28d1520ad73a1362c823087f21a49389,0.01774344165383448,0.01072743412504512,0.018467207990983264,0.036728309881432206
0c03959892d1fad4c349f605f837a226,0.017717721716878868,0.021127500024821926,0.021979863593516343,0.013504765233617303
6fa4ccb9f6c0e31d985a0c0ffcc0870d,0.017152947351035747,0.022899051432683483,0.016311988466187487,0.008133675933810704
5af18afa7a00c6c755d4e52a5667858b,0.016597343473085995,0.025636333448060506,0.027572891410069012,0.00840897261831791
4d7b83d18dfc7a5fc6cadcd72de413ae,0.016562693296270803,0.02205402546907358,0.010691701284641373,0.013799537138108177
c9869c8ee11c511d2adf4a495d12d553,0.016232925461855854,0.018398214823714454,0.008944185111695415,0.016555450918799168
5afc2a9c279a0e72cb96fb88e116f994,0.01517712696425059,0.014480672005512354,0.009737348805157137,0.008857214163219917
0b24438c0f0f0a38c1c89ba0df5d3c64,0.014931213320716185,0.02417054322400574,0.020034357065452455,0.017141096979010607
ad9daf4a28546605d0b3e4cd60e11deb,0.01487907464478285,0.009738756464613809,0.01205732472602202,0.009222510018000576
bf7c288e56837b9f97547481762972c7,0.014785049795931033,0.016510000169369942,0.008606312854830859,0.0130289788890565
9e55bd0c112c7a000168549e84084033,0.01459898211045442,0.014537091736818575,0.025312327565469202,0.014151310362906922
5fd8757a16e27c1fde92abd8bdcc315c,0.014516340983272485,0.009205895501804076,0.008841202038754343,0.009092974353608804
5333e8b65c2464f9b96fa71177196a75,0.014033395618899132,0.016490815943477257,0.009477557591831918,0.011829302256142819
01bec91107c2b6749108283b68a080e1,0.013407755192707259,0.010537297122213973,0.014966335297210968,0.009788595695162154
5fe8a79baa0e9601bc73ff3938dbf497,0.013068619980360829,0.019119869498519942,0.0218307219255103,0.01346399936471979
dd71fb80e26a76a63f817a5bcf71d2d7,0.012995411788165316,0.0121545868296322,0.010927093233248792,0.011865997920916863
fb39f27d0e744ec2fcf5e0d7bcde39ef,0.01275375348091037,0.010075414042285239,0.007642342765920287,0.009987783625253216
490d3c95ecbf85f86f80d705c8dff46c,0.012611569530340384,0.01221244189991577,0.013463991748209767,0.009379776170550348
836bc050fba7d8f330329f853ccfa1d4,0.012541620818264675,0.011039182745636521,0.009368653368013097,0.010382558399853999
b5fce0c01cdde0a95a2a668bfeb7f5bb,0.01180986863800194,0.013822226576893219,0.013022998314230844,0.02410518560412963
3e5a7b19ccafb62c06ef6cea12b01508,0.011685338176046807,0.011858985639589733,0.010935967260228104,0.012985468495258327
150ba6ca36e16bf9fd4b11a39de8bc0e,0.011472965764283242,0.02099809223698485,0.023245377132678675,0.003926802048317628
