,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,IncubationTime,IncubationGeneral,Temperature,Light
93a13da347e3890ea6147351fe989654,0.009306899047302123,0.00809895357401845,0.008665234534970328,0.01621074152288576,0.007980409978536707,0.007037892830117281,0.005839916464481733,0.008279315168817827
bad03d06c5c766a2007b224861859fd1,0.009081715651297801,0.0031950406573323874,0.0034757100851628116,0.006174915174623658,0.006884437577199057,0.002196602546777206,0.0015130432747309669,0.002834014270764903
abf1a733cd7dea975b8b4c85be2041cc,0.008949943577872764,0.004505345943193795,0.006017057558187362,0.007396291243687013,0.0024475246541877053,0.00438341224585019,0.0027421282876254165,0.003599327507014377
0b7089320c5f87f66a5fa0d35ed45750,0.008774682685928323,0.00740481469926509,0.006738494415698118,0.008467397202263654,0.0041016937460619084,0.00284978923141929,0.0006219336347390145,0.009370578872528366
36eacb89a3186545676104e8cf9ee186,0.008732778718759814,0.0014038921559783393,0.0005153646134562751,0.0025832762926827004,0.0005769672414195692,3.341219866031943e-05,0.00013028665996789955,6.865780009327491e-05
1554a1ff448e4c81917965fdf3ea3164,0.008669019476526475,0.006960608834324576,0.00743277478021049,0.007145423532366747,0.003623894620730924,0.004947589530609004,0.006007022369415904,0.008899315465226518
f8a302c246b10b6b6d94d4d3332783d0,0.00862449679354851,0.008107173641242808,0.007573516816154465,0.005904900384301031,0.16434009515326214,0.025378542545226177,0.05717684523554221,0.00874234577753539
c47c33246a2ed0f7e23d636e9e3c58ee,0.008563498827145938,0.012708863091321805,0.010971180340270503,0.011882317616303574,0.004709258626086349,0.008181917152791823,0.006687115725081597,0.009539325265153716
79f877bf8dabdd4d6ba0c8612b70046d,0.008152850704526586,0.0015856171415450434,0.0009245230449566651,0.002464029651664928,0.0008093678683423551,0.0017282689174627304,0.0021275481240950484,0.0012348532518591498
090fe2509aa7e05f1d50c8d95a6c61c8,0.007917124459363824,0.004470593429167997,0.002547358932138272,0.004460855144855111,0.0009299773009689315,0.00038763235991043674,0.0001411208190717057,0.0017259089041224082
69e66fe540fb8829cd080db780b954ae,0.007727512022304414,0.004290140901907196,0.004201966533250003,0.004523218055910192,0.0017452249702591938,0.005436268583539163,0.005224659428175191,0.007560388150950396
d030cbfed44bf5b997ca4e6e3cf85bcd,0.007585639809237686,0.005226639669320014,0.01183265196950923,0.012767224348124443,0.0015371961467480425,0.006848299623818353,0.00204554822867622,0.007926267527788926
7f29fb0bfb5d2c5a19ee9729021cbdbd,0.007565007013635492,0.011359995916274764,0.009515433900850214,0.006214301641301249,0.008770772369738956,0.016818021866567886,0.01883842968294858,0.004449305267041951
ccd4976f191df4b727c0e450f08c7845,0.0074690903546182855,0.0020603683690872537,0.0018811650276707888,0.0028655183090826133,0.00035996985130059986,0.0007258947800288536,0.001462026613640103,0.0018223953794207588
64c52718612394b97132744e455bbe9f,0.0073751751893370385,0.0026574313124469798,0.0026244485313471565,0.0076092159847955644,0.0007407347814174801,0.0013249919424388953,0.0032875054726288007,0.0015200261648371611
faa990e074434ea5a99af08be919f62e,0.0073236098904003386,0.01451823821688703,0.018407875060432278,0.015258537074069342,0.008566631761435685,0.005430794376800006,0.006540820925039968,0.009124387101582782
59faf023c045c0083089bfea6e1d7637,0.007229334990095515,0.0020283973138722333,0.0033753178790779004,0.0011945507554695092,0.0003400482761592962,0.002705935835017639,0.0028699323095174294,0.0010660421051410663
a86c17aba4bf3934fa4101f35035001e,0.007220105640542715,0.010036600258668947,0.008733549316824572,0.010417450014217846,0.00859432135136214,0.007792394781036319,0.025638342561132503,0.008075806132008386
342eca328b16a2c6156119cb6eac07ef,0.007049814279852306,0.0013032871860237775,0.0006643339495342064,0.000750154998683317,0.0001007989292519104,0.0009578610272931257,0.00018788083697075735,0.001732792414084769
66a2306d599ccb6413fd9e3b18ac95df,0.007028768902861081,0.010677854096079877,0.010502966279182882,0.0069039180898163,0.006631047211133123,0.007086064421330542,0.005128351365726217,0.0066335770058974924
ab4ea1785ba69c25780b3ba40ffd62f1,0.007013946427106155,0.007539843637657593,0.004957298715031034,0.0064050845817369894,0.0019195022889425743,0.00443141645182217,0.010393010428619762,0.006955398892062327
bb8f6f3e7c2cdeff16824caf05145f48,0.006919248730669044,0.0031448322799452703,0.0026116799018850957,0.002728456559004007,0.006044606067288517,0.0016313406744073618,0.0022009623825680205,0.0035404118665570477
c0de2aca9d901a366c09c136da891332,0.0068428454920619235,0.007724333843186345,0.009904195377785256,0.006604405557500491,0.008902127113519079,0.005623673144662105,0.004700313419937049,0.013710174032486077
957e4a0dde7449944a33786b54608c44,0.006835158756635121,0.005931982311123492,0.005033569688161063,0.0068868498400676175,0.0007000561176394356,0.003700256937121719,0.0020713699319033193,0.003086709025396116
c5ce90135162d3ff54ecc17593d2ffff,0.006821227983247523,0.001666687671238854,0.0015394216859456926,0.005043184355638333,0.0015873923558147062,0.0003482357061551066,0.0003107847875803424,0.002552369904038945
f03caa9f0775a11cc28c971eb975e0ed,0.006683516942160392,0.004525448493456498,0.0035413508379174546,0.007569470152178757,0.0023037149981224533,0.007558041205108161,0.008203588502887833,0.004646289041746873
94892ea78fb188ecd4e8a1c59539bac6,0.0066658534801025925,0.004668259899300277,0.004530609630737584,0.005229520183407995,0.004974838806481852,0.00800676569916479,0.010586768895801617,0.007391800237556112
da965cad3754f6587b5adfe7c309dd19,0.006659322206476904,0.005540980998461526,0.007967430422583275,0.0069263625808139015,0.001975599832130274,0.004700128795563105,0.002186018177166732,0.004563377931390494
2bed44ac5b5618c883a4f2051037ff45,0.006654951544163082,0.016347966562952284,0.013897563244146857,0.010071284101674467,0.007029979554216365,0.008754566225909859,0.010048468883219919,0.011630045138213512
24a9c64b0ea511aa4384a9c4b9a0ab9c,0.006596483481465349,0.0055507471260736576,0.005532481640733668,0.008876197472588328,0.002628510514808351,0.008431547410690595,0.003974108126555667,0.01061862019138487
131aa226cf550c67a9c0ffae5cd5807a,0.0063154651853561785,0.016220678080224562,0.007553828475139619,0.008089463960519912,0.018168350979570355,0.007126089343050652,0.007958994136691086,0.01158250197117094
bddf34fac1bc6b870290e32dc5859ef3,0.006103555199751914,0.0037629924899761826,0.003667490952305738,0.004444639605855278,0.0024078653801092643,0.0031345987046009173,0.0020805322159161556,0.005267272862133923
27209d82b7d1a3f733b2045fca5553eb,0.006006644756826052,0.00873481615254626,0.006665886516019486,0.007224437909012086,0.0007509342683570342,0.0014578114505432252,0.0013475864450735132,0.003916237425836921
e131532f367116ac77c7eac906ba17cb,0.005980740776514578,0.0031906163943724256,0.001852113402353795,0.0031965591150300825,0.0005996528683815895,0.0020350013946356417,0.0018328303922940865,0.0029925088665532775
179ce616b360fbb4652972885d8e5b84,0.005877664190981973,0.00670544247917565,0.009354238428612861,0.008222250694085286,0.004586153847376409,0.008823791089133582,0.004626445917807305,0.0054566740369666475
99b704bfc00a03bb2e47fa90e5c4b896,0.005864754819571107,0.00850172522228615,0.008411754400575344,0.005640605314513045,0.00955401962353021,0.029588707126265875,0.04493198400171154,0.015527815335307251
1908e49a9338ed297b593e0f78bb1685,0.005737075217707697,0.002008774369934312,0.0026069633210708066,0.005175624374223964,0.0006507576868997247,0.0037751986213976755,0.001589244452333667,0.0013592727989154374
999ea497bf071f558453bc8706e90bc3,0.0057000334690638895,0.0012006709906261968,0.0003142279551032009,0.001572461801613633,0.00010032107859804633,0.0005049284305794103,0.00046471603212454944,0.0004935806698325103
850de5f5f84588973983836a61d731b6,0.005687945674131069,0.005913833749724196,0.006421531654008928,0.014398903100389979,0.0008654454189940006,0.004063638619732096,0.0014864826004149304,0.0072419646341155
39d4bad2879281ffb1125a3903d4effe,0.005624314731184303,0.0035712835942070557,0.00435702022823947,0.004684787043748231,0.009551690557045158,0.011035509123662544,0.013448658375905786,0.00262597409092589
a5dfdc72a31d2f32a3684d2afbf47772,0.0055569101255146915,0.004883821791998664,0.005420311836796649,0.004870067942312559,0.0021576864280120223,0.002522280780165983,0.0007310235906292889,0.002726056535216831
29fb3dc20be4fb921fe52f032513ac3a,0.005415873530918457,5.1254905585445324e-05,0.0005436087077743618,0.0006936357919628852,0.0,8.907228510846623e-05,0.0002354722504833088,9.507087403209661e-05
a44f054148dce0d2745fffded296d57a,0.005320092150731597,0.004008582220527023,0.003707343352131678,0.005286667530016991,0.0042388595579091115,0.0014129541623832873,0.003815969924342532,0.002143858745298152
63376752d1d5f61d17f5a4302a4f1bd9,0.005191980124604156,0.008917343067362247,0.009550123480016909,0.008502161319724179,0.00253224058959965,0.005680936875943943,0.003086350490898162,0.01452385925068908
535ececa077b9329540a1e7154c28e59,0.005156731498408913,0.008066300920222468,0.0063529204826239275,0.005619795525294031,0.0022038332753455156,0.003469921069754705,0.0006617982279459927,0.007366363477221832
1b53b9f72cc26da426fd50e100ee57c3,0.00510296824304975,0.0020905743793259764,0.0012156098451440544,0.0019948243947305114,0.001229711600902749,0.001934452015464139,0.0007254335290404792,0.0015625477644668241
03e48f50781f9fe3dbc538d0d56cbd42,0.0050575967909310725,0.0019273629705787805,0.0016955638317095942,0.002247873385029675,0.0002307503867803918,0.0005221146188554673,0.00011987900071903918,0.001557326077496274
79013deca000adea00e0362f2ab16111,0.005056541899993519,0.014419268483916383,0.012663520836239553,0.011153198229922522,0.006571071026388974,0.00436839989794055,0.002083261809723208,0.014576015773290065
5abffd7cc813b2a494cbfcfa714c2218,0.004976340255816229,0.007860499266961338,0.007753637969350672,0.00970252003438202,0.006443281544953349,0.015276383260459561,0.024954457721429804,0.012605631971830135
62e560443baabe436d07c65699615487,0.004780761898544004,0.0069136584822292665,0.011286808991776736,0.006520081859881876,0.002464850271144427,0.011127626311698849,0.018531346918910972,0.008569965246889383
1f42e44d0ce431bdae549c20dba107cb,0.004660418256617084,0.005029858641718616,0.004278981532683178,0.005411839418187971,0.007186412791132597,0.007579363559281724,0.005850327964181734,0.01151063075753904
a2e1edb8e7ee378d123eccdb4ab36832,0.004546173830771437,0.006103690786551834,0.0052130389038293895,0.00540762762290836,0.004296058255189584,0.005561411843034434,0.0141184622583703,0.01716947163495654
9e00ba65801ac9d563934dee13871070,0.004451844144243864,0.005268036735708771,0.0036591843700997445,0.006516028363000221,0.0037916489152461843,0.005463500255221133,0.003972085581448292,0.011053701207889427
074e41e32c78287486162db20d9c982a,0.0043913520075595635,0.006515404902789108,0.004686596286408562,0.00672983627426191,0.0021416610060877154,0.010914123007094793,0.009268791833463564,0.011762306508655096
e5837f0a8c7e96dee3e1da594bd37164,0.004353241808146934,0.009387631328726269,0.011322662588857245,0.014655183247758743,0.005949342606041349,0.024853107913660143,0.010156886483671669,0.008503380066145282
685d8472711e062c919ffe118d88d74f,0.00433230938180752,0.004399411597054559,0.0036759635726776457,0.0039876889032519035,0.0026787074694662066,0.011848257143692592,0.0052417185201821224,0.0064288548799333765
606bfb6c64ac83bd281456a3af078e5d,0.00427743940406662,0.013577982325745157,0.017309014843782625,0.011661677808362133,0.0063254548456925025,0.00949041524574918,0.006096203459050721,0.014313218447526222
db55e60e2739b042618a17b83283d282,0.0040238036584558596,0.0026749413150499797,0.0023155582014393493,0.007999638618386849,0.0009992448359451515,0.005736127818037423,0.011555211455088421,0.004010558439546845
4045a55f3ad1dc4e2cf4ed154ce6255f,0.0040143018029994235,0.012178858866191756,0.014772919971371794,0.00588392179084907,0.014529793245351611,0.012603763442619225,0.015120014486664094,0.005084285148470706
e9934def6eb800ab9cdf6807f41e21b5,0.0039618733141860455,0.008660190301734996,0.009977579134979563,0.010294329217418473,0.0012396192059727805,0.003559458035939639,0.0010891484633873743,0.004963236802945484
60c5874530fb102c40f246e7b59cad1b,0.003919668615257085,0.007269497328350197,0.006897394265567132,0.00371386917681007,0.0030919527364064838,0.012179742146458209,0.002224456948744406,0.0029702464536231323
da374ad5bfd4f7fa013b9f016f944629,0.003914282466634945,0.006432808684411725,0.003843531488956694,0.002408575821472817,0.0035041626782427995,0.014422625414743623,0.0045691117201024905,0.004086268230824036
91e4c4128b2cb50904f9ac04048bf482,0.0038994966437239944,7.024429883763045e-06,4.374082113519357e-06,9.358814671152475e-05,0.008710606310280311,0.00015233037164935674,0.00011580030557550119,0.0005397862280443146
4d3d78b5a5a2263d0aaae271fc0a3985,0.0038677052257970823,0.004798162820851193,0.0011805026081833237,0.003162463224030998,0.0012553109003451686,0.0007984888288606073,0.0005667449529992608,0.0021250297277333667
3f08101b92dd69f290c55c168a86e923,0.0038178257812995623,0.0030769301962019656,0.002701876104105771,0.004294470564782376,0.004604278781522533,0.0024700993975317487,0.0010409459740370742,0.0034438487349510876
c87761d6cfbe747dc42a2012d24eaacf,0.0036997443567496815,0.006282131314380294,0.004527872729754567,0.005324057428636226,0.0025992166613494115,0.0033809399304172445,0.0014279921056940957,0.003167724479286478
54d70786278564c735a16b908c4a749e,0.0036964161636550436,0.0060245538941179465,0.006818569454892389,0.005690430667458902,0.00540953853683717,0.00934107433364225,0.0074588453814736265,0.006411943472334941
9610f252b56c2a9e927b76b2bc33b9b5,0.0036215492523996745,0.0055766383290129515,0.003901072424429048,0.007092138041959611,0.004073486248898925,0.015042900462070396,0.05100708770891564,0.0036575318800766026
f2bbc44a1a527c3f250da2743b8cc083,0.003603002300682462,0.0010076325279386395,0.0015296203703960914,0.0011331819305266503,3.404167591470029e-05,0.00015497236716520914,0.0,0.0005858422258795688
8e1d9e4e9c63ba3f9d4694a872737f1c,0.0035897965442410473,0.0027909072554452457,0.00018490379397862822,0.00036746158454304165,0.0009117980381917743,0.0001747037941251529,0.0006262941245134024,0.0003972035653819715
fbe7af3cddab60065ac99775e3da2b57,0.003558648020105884,0.016072735887379404,0.013962471290871477,0.011444120408368135,0.00213022243330552,0.006335075468119309,0.00557039171706542,0.011185914460728174
9c46b739b21d6bee08a0d89295341ccd,0.0035529388097343827,0.0008563325007777372,0.0007948382003199537,0.004083377360953634,0.0001259627927930183,0.0005862463584835662,6.574141913814511e-05,0.00029500846580077255
6a97d9b937c2bf6f81c316dc47fd6c9f,0.00343417647162993,0.009196090065214794,0.020166175962121825,0.008443695847282195,0.004115339381213393,0.01462111203299011,0.009387640723519376,0.007791721903520699
e4304c9496921fcf8a88c1ef30dfd0eb,0.003353810851455696,0.004447030463245069,0.006127814696092474,0.005882695321584372,0.013340735195231638,0.011234712103403424,0.008266102909648378,0.008850055644985979
825aba1c21aff834aa8bb5cb98c53de2,0.003217539819971055,0.011976741859369935,0.019350912524576037,0.009737911332867853,0.019320318713950898,0.015234748234688997,0.03880315392513373,0.007932973296365851
5ceb7d83604530325ea13808bc63e157,0.0031922454342804127,0.011302707957845324,0.009881320912666646,0.006504043495412279,0.0034151100445192675,0.005406058045155357,0.0036262432410709704,0.008183949432819474
4c889399392bf92037b6cf45628879d4,0.003191657535849943,0.004996508676045832,0.006622647466021588,0.004509036079976956,0.006186450329591751,0.0049162127376745956,0.006771382693147246,0.00872623583344904
243652e1d8501d7dcb91d5fe44189fe0,0.0031233169906860407,0.0038602239904447573,0.002372615540423902,0.001798692204003574,0.0011453296911382296,0.0012350188665361998,0.002935100152356312,0.0015396693469146203
bbc1f940b740aba5e1033f5918f1970d,0.0031179341332603005,0.0010055727736740633,0.0006908305113389826,0.00314927674892668,0.0008089769496041609,0.0013961606731459932,0.000452541254501696,0.0009648924162898652
0ca5e8a697924c172f6eeb8218934e70,0.0030858073915377704,0.0034187461218373925,0.003364959934103036,0.002985652012485239,0.004082208738707423,0.007354208023080232,0.0020510814671742096,0.0036152698889785955
fb6f80da6796d1e70a2e51419c44bc5a,0.0030479103019768923,0.005078389880379016,0.0012970606477866956,0.0008534228592755808,0.057269570835674403,0.00359847839939633,0.004124461455466771,0.0015709700413971451
f936cc0095df2ce79b485df5f7fe631a,0.0030474349104998868,0.008700446892451502,0.0076899788783606855,0.010208138358671954,0.0014978648318098825,0.0025243769420635006,0.0006010868676352733,0.0061275218814476
10b913c8c33aa82e93092228b5f13734,0.0030206880488493613,0.0037468090299972866,0.007821069714066731,0.0042085821009521535,0.0010139109234458088,0.003956528465950182,0.001547029573227705,0.0062661058343084
de213780a03e36d23c669024fa3bbf32,0.0030104918920591645,0.0017524819049493405,0.0022526079748332044,0.0003642601807923413,0.010447675657045918,0.0014160279436925636,0.011039143367545957,0.0039019502546491437
3050d74515c578bf6403c227d5697ebf,0.0029878408766641643,0.005715752139352719,0.0012112389021552285,0.001539889307795021,0.014814696063902719,0.0017817695548882025,0.0023282289423479387,0.0034231527487581163
b1f7b21a5152a5c6d36df2c15f9c5b66,0.0029207394264853144,0.004826391662259846,0.007556634938289565,0.004176136102300946,0.005714307185641287,0.008421818474156469,0.004404435302615292,0.005168387329678061
cc07dccb8deee0eb07c51219b534dd6b,0.002864916148300315,0.00528879085232614,0.006418973031317859,0.007226070749424227,0.0017022914213737877,0.0034789985392592575,0.0014688603718056867,0.007717452397921351
d2fec9735f6192c50d368bd35e7f92df,0.002743918994853255,0.003018386495951911,0.0036923629414202966,0.0030695731000157903,0.0011541230106018828,0.006019532993041713,0.010035430144874277,0.009114224026080055
fba3a1a4149bf309476e3d147e77efe7,0.002729902458486051,0.0019091965344428283,0.0029275427460938273,0.0038042639532035348,0.001411419361957079,0.002704039359172853,0.002376546611991642,0.0049400498964223116
57dde192ef7a152e9402964ad8385b65,0.002620605660435847,0.006042605749948127,0.0032161046410588007,0.004063377434912635,0.0023834778751396593,0.005537127372893288,0.004173340916282135,0.003422888648309483
0cd49a572dce8deebc3e2dddf33bb6a2,0.0025472361115253844,0.00668696584216785,0.008296427395932008,0.008079244314620825,0.006473664577474042,0.004157336313540965,0.0018624632147319928,0.006601658694466524
a40a56e7a3d35c2f3a94c262a67017d6,0.002542626870538018,0.004013983480250908,0.0045234048263909955,0.0018246244491317,0.0006102053833878077,0.003208331992240526,0.0007278704705711854,0.004463595959958299
de7129480d6c7e4d4f6a4fd90b01b86a,0.0025425144390726307,0.0057692204731835325,0.006191156773121174,0.004352052472106501,0.00500257366421257,0.006597004712332372,0.006872702548774102,0.004382531804897728
9958d52a59d47d6b22cb36ef779baf15,0.0025369968428005547,0.001358879403605972,0.0011997307544519896,0.002409145842790324,0.001862470468043473,0.0014368167859161638,0.0009077819440842362,0.0009334892496975099
f974c903d27807d64dafd08071daafa5,0.0025318137935039725,0.002337447922922381,0.001536884050814148,0.0037452499464563204,0.0004413597219783404,0.0009390527210209051,0.0005534147293853795,0.005297242038824164
08c132bbd8434a129641d36ee1e303fa,0.0025151985050149463,0.00374397593584374,0.006611135666216132,0.0019458256089009969,0.0009404900941862298,0.0036283522483560532,0.001425976359167989,0.0030474561347472464
9f6f2ccd9943ba5330e77f8d9012eae5,0.0025034793577515674,0.0022478803853280423,0.0021602106714546285,0.0010444730448789137,0.012253431333091352,0.0006987428000705658,0.0012234490813484873,0.0011047039008804196
43f334b6bf53186d5300bf10d87e46ff,0.0024673002472151355,0.002690048751628548,0.0027065088555219196,0.0035973879848104,0.0008354167147763266,0.0037223883076200415,0.0022350912146551966,0.002224345201087943
2c6ef45a672b41895b5bbc71dcf5b2ec,0.0023699910140614834,0.006496770037492142,0.00755106616899284,0.0036512966479721153,0.0013302429519743398,0.01005677662663295,0.0026282602385995567,0.004793419448225646
73bf5f9a8d9f7913b75b68851202cd35,0.0023405863697300057,0.009202321393604213,0.008291283105579987,0.0071973629685985335,0.0009717243302822776,0.0048742889097250575,0.003872304183167935,0.005335191221367411
ecbaa507bb274cc116e19ccac10093e8,0.002327374001867657,0.006948177349583943,0.0038910524078988097,0.0017630823990390774,0.001636514913623374,0.0018809493779127645,0.003611581378743378,0.0025235509150549726
a88eed0fd2dc3736d6dfb8e0611f90ae,0.0023199381099937265,0.0074237192086190704,0.005530380440723448,0.008873940138318381,0.0016541675167165504,0.007715683915332002,0.0164227618135329,0.0050897311530868575
b197c7b86597356d5c6433a732bd1c69,0.002243984363453126,0.005010810464999757,0.003380901325557314,0.001974726003466802,0.0008103194443965932,0.008027715409064249,0.003727509240085826,0.002155908779518058
557aa6ec2ee9b4f1a60c2c364c2b45dc,0.0022371990084388838,0.0010404657756651818,0.0013356918284360612,0.0008400170447617942,0.009126424909777745,0.0009668252489955944,0.00042223695218430096,0.00040534720771708547
4d8c353a4cd6909923b3c296ebc54728,0.002230429845983016,0.0019981589602300633,0.0013384643528156822,0.0019140800517108481,0.001026016157588914,0.00318061052880262,0.0004087341852212025,0.0010778354947485122
f191f17f83a14c8124e2db800832a348,0.0022211943989863267,0.0029903275732631233,0.0013140907019847054,0.0019503180500731355,0.0034095967151399624,0.0016606760404629817,0.0013464603172353028,0.0024387402804340054
553636df880ee736171ef51f9e8b4bbc,0.002211702349392673,0.0010023621651869472,0.00115733777860432,0.0016202876490662625,0.0008214984502285418,0.0008185390981053731,0.0018266616598627034,0.0005884239221267915
f3052dace0eb87c3b684d70c9e1f4f06,0.0022093210635532453,0.0018837645405688978,0.001995096559445884,0.003985193873361546,0.0005192884876716856,0.002441882903937139,0.00023277990377584744,0.0021698075432849077
5198313aa80c9bdb960045fd15009d4f,0.0021983379807691853,0.006588502181652128,0.005238831463195003,0.004032261178493304,0.0005063815236773827,0.002624055767720777,0.0012958112137507502,0.004040249203925044
bc8a321bd3ef44419d4b7cc1059defd9,0.0021745198859593833,0.003937286035441283,0.0033594053044899673,0.0014378129340887576,0.0011520800164292752,0.0006513817528727394,0.00021060266875668883,0.0008113398060149871
78d684e00dc21ccb6ceea956c11eab8c,0.0020913081192137886,0.004196210698305814,0.004035542675002703,0.003259422001258706,0.002819511489019049,0.0046971410097500135,0.00682839135548088,0.0033400125594021507
f5bfd06c7db00350ee84e5c79cf19c1b,0.001978850627443242,0.005333716911212693,0.007280496541601759,0.004931651537482364,0.009594082941995392,0.0030397348456368124,0.005490938943032035,0.0036852966008214393
9cf1ba0f80c16c384d07598ee32629db,0.001966368648801816,0.0007427254042904343,0.0011033462496006622,0.003278224552008603,0.0008045404671743047,0.004023950545513723,0.0024578067251168306,0.0006037265358201375
f0fc5f210089444a3d05fafaff791b3b,0.001900539051140561,0.004933916581270508,0.0034018552484451447,0.0029739219050971626,0.001540584209653492,0.004461362283394327,0.0024234179684612324,0.004271377546937636
040390d0d350be64aaa7ead3da77e2d2,0.001840517507216661,0.01557763686547558,0.005401781702512541,0.005083232465503817,0.004606018935181257,0.009941212465583424,0.00331677881352093,0.005251001100732717
37dad646aac817f4c51430721393ba10,0.001803544282010494,0.0007942928028347134,0.0010063959063266218,0.0024385537594665894,6.427171052796888e-05,0.0004858429713859908,0.00018717592278761814,0.0007636979461422134
58c4c519152238addd28ad789a0e3adc,0.001776891021325104,0.0025213490520373098,0.0035519649469944333,0.005582893084708358,0.0012761636420146399,0.004113549369681725,0.0011119212207212998,0.004652917459540891
c6a8e579d74253e575c11ab7d3bc37ad,0.0017730219022423263,0.000961772710071624,0.0010273298473237131,0.0017034372232063025,0.006087864597250437,0.0012103079184433803,0.0018745394120826527,0.0010451576308830365
