assembly,pcaG,pcaH,PETase,tphA2,tphA3,tphB
2663762911,0,0,0,0,0,0
2663762912,0,0,0,0,0,0
2663762918,3,3,0,2,0,4
2663762931,0,0,0,0,0,0
2663762943,2,5,2,5,0,0
2663762945,0,0,0,0,0,0
2663762946,0,0,0,0,0,0
2663762947,0,0,0,0,0,0
2663762951,0,0,0,0,0,0
2663762965,0,0,0,1,0,5
2663762967,0,0,0,0,0,0
2663762968,0,0,0,0,0,0
2663762970,0,0,0,0,0,0
2663762973,0,0,0,0,0,0
2663762979,0,0,0,1,0,6
2663762989,3,3,0,2,0,4
2663763011,0,0,0,0,0,0
2663763012,0,0,0,0,0,1
2663763013,0,0,0,0,0,0
2663763017,0,0,0,0,0,0
2663763019,0,0,0,1,0,4
2663763025,0,0,0,0,0,0
2663763029,3,3,0,2,0,5
2663763032,0,0,0,0,0,0
2663763033,0,0,0,0,0,0
2663763040,1,2,0,4,0,6
2663763042,0,0,0,0,0,0
2663763045,3,4,0,2,0,1
2663763047,4,6,0,6,0,3
2663763054,0,0,0,2,0,5
2663763061,0,0,0,0,0,0
2663763074,0,0,0,0,0,0
2663763079,0,0,0,0,0,0
2663763082,0,0,0,0,0,0
2663763109,0,0,0,0,0,0
2663763115,0,0,0,1,0,0
2663763118,0,0,0,0,0,2
2663763131,0,0,0,0,0,0
2663763139,0,0,0,0,0,5
2663763145,0,0,0,0,0,0
2663763149,0,0,0,1,0,1
2663763150,0,0,0,0,0,0
2663763159,0,0,0,2,0,5
2663763161,0,0,0,0,0,0
2663763169,0,0,0,0,0,0
2663763173,0,0,0,0,0,4
2663763179,0,0,0,0,0,0
2663763185,0,0,0,0,0,0
2663763192,0,0,0,0,0,0
2663763193,0,1,0,0,0,0
2663763201,0,0,0,0,0,0
2663763207,0,1,0,4,0,0
2663763211,0,0,0,0,0,1
2663763214,0,0,0,0,0,0
2663763223,0,0,0,0,0,0
2663763226,0,0,0,0,0,1
2663763241,0,0,0,0,0,0
2663763244,0,0,0,1,0,0
2663763257,0,0,0,0,0,0
2663763263,0,0,0,1,0,0
2663763266,0,0,0,0,0,0
2663763267,0,0,0,0,0,0
2663763285,0,0,0,0,0,0
2663763292,0,0,0,0,0,0
2663763294,0,1,0,1,0,1
2663763300,0,0,0,1,0,6
2663763303,2,2,0,2,0,10
2663763304,0,0,0,0,0,0
2663763307,3,3,0,2,0,4
2663763333,0,0,0,0,0,0
2663763336,0,0,0,0,0,6
2663763344,0,0,0,0,0,0
2663763345,2,3,0,1,0,0
2663763350,0,0,0,0,0,6
2663763360,3,3,0,4,0,10
2663763362,0,0,0,0,0,0
2663763366,0,0,0,0,0,0
2663763368,3,3,0,2,0,4
2663763370,0,0,0,0,0,0
2663763371,0,0,0,0,0,0
2663763372,0,0,0,0,0,0
2663763376,0,0,0,1,0,9
2663763381,0,0,0,0,0,0
2663763385,0,0,0,0,0,0
2663763394,0,0,0,0,0,0
2663763396,0,0,0,0,0,0
2663763402,0,0,0,0,0,0
2663763403,0,0,0,0,0,0
2663763409,0,0,0,0,0,0
2663763413,0,0,0,0,0,0
2663763418,0,0,0,0,0,1
2663763423,0,0,0,0,0,0
2663763434,0,0,0,0,0,3
2663763441,0,0,0,0,0,0
2663763442,3,3,0,7,3,8
2663763454,0,0,0,0,0,0
2663763457,0,0,0,0,0,0
2663763463,0,1,0,1,0,1
2663763475,0,0,0,1,0,7
2663763480,0,1,0,0,0,0
2663763499,0,0,0,1,0,0
2663763505,3,3,0,2,0,4
2663763507,0,0,0,0,0,0
2663763512,0,0,0,0,0,1
2663763513,0,0,0,0,0,0
2663763515,0,0,0,0,0,0
2663763522,0,0,0,0,0,0
2663763523,0,0,0,0,0,4
2663763525,0,0,0,0,0,0
2663763534,0,0,0,0,0,5
2663763580,0,0,0,0,0,0
2663763599,0,0,2,0,0,0
2663763600,2,2,0,1,0,1
2663763601,2,2,0,2,0,8
2663763602,0,0,0,2,0,0
2663763603,4,4,0,5,0,1
2663763604,3,3,0,4,0,10
2663763605,3,3,0,4,0,9
2663763606,0,1,0,1,0,0
2667527209,2,2,0,1,0,7
2667527210,2,4,0,5,1,7
2667527211,2,2,0,3,0,8
2667527212,0,1,0,3,0,2
2667527214,0,0,0,0,0,0
2667527220,1,1,1,2,0,2
2667527221,0,0,0,0,0,0
2667527223,0,0,0,0,0,0
2667527224,5,6,0,2,0,7
2667527226,0,0,0,0,0,0
2667527228,1,2,0,9,0,8
2667527229,3,4,0,3,0,9
2667527230,3,4,0,4,0,4
2667527231,0,0,0,0,0,7
2667527233,3,4,0,8,0,7
2667527234,0,0,0,0,0,0
2667527235,4,4,0,4,0,0
2667527377,2,3,0,4,1,1
2667527379,0,0,0,0,0,0
2667527381,1,1,1,0,0,0
2667527383,0,0,1,0,0,0
2667527384,0,0,0,0,0,0
2667527386,0,0,2,0,0,0
2667527387,0,0,0,0,0,1
2667527388,0,0,2,0,0,0
2667527389,0,0,0,0,0,0
2667527391,0,0,0,0,0,1
2667527392,3,1,0,1,0,2
2667527393,0,0,0,0,0,0
2667527394,2,1,0,0,0,1
2667527396,0,0,0,5,0,0
2667527397,2,2,0,1,0,4
2667527398,0,0,0,0,0,0
2667527400,0,0,0,0,0,0
2667527401,0,0,0,0,0,0
2667527402,0,0,0,0,0,1
2667527405,3,4,2,2,0,0
2667527406,2,2,0,2,0,0
2667527407,2,1,0,0,0,4
2667527411,2,2,1,1,0,1
2667527412,3,2,2,1,0,0
2667527413,0,0,0,1,0,1
2667527430,3,4,0,3,0,4
2667527431,4,4,0,4,0,9
2667527432,2,2,0,2,0,6
2667527434,3,3,0,3,0,0
2667527435,0,0,0,0,0,0
2667527436,0,0,0,0,0,0
2667527440,0,0,0,0,0,0
2667527442,2,2,0,1,0,1
2667527445,0,0,0,0,0,0
2667527447,0,0,1,0,0,0
2667527448,0,0,2,0,0,0
2667527451,0,0,0,0,0,0
2667527454,0,0,0,0,0,0
2667527456,0,0,1,0,0,0
2667527474,0,0,0,0,0,0
2667527483,0,0,0,1,0,1
2667527484,3,4,0,7,0,13
2667527486,0,0,0,0,0,0
2667527490,0,0,0,1,0,0
2667527495,0,0,0,0,0,3
2667527496,0,0,0,0,0,0
2667527504,0,0,0,0,0,0
2667527506,0,0,0,0,0,5
2667527511,0,0,0,0,0,0
2667527530,0,0,0,0,0,6
2667527543,0,0,0,0,0,0
2667527545,0,0,0,0,0,0
2667527547,0,0,0,0,0,0
2667527550,0,0,0,0,0,0
2667527554,0,0,0,1,0,1
2667527555,0,1,0,0,0,2
2667527556,0,0,0,0,0,0
2667527566,0,0,0,0,0,0
2667527567,0,0,0,0,0,0
2667527573,0,0,0,0,0,0
2667527581,0,0,0,0,0,0
2667527582,0,0,0,2,0,6
2667527583,0,0,0,0,0,0
2667527588,0,0,0,0,0,0
2667527592,0,0,0,0,0,5
2667527603,0,0,0,0,0,0
2667527611,0,0,0,0,0,0
2667527625,0,0,0,0,0,0
2667527634,0,0,0,0,0,0
2667527637,0,0,0,0,0,0
2667527640,0,0,0,0,0,0
2667527649,0,0,0,0,0,0
2667527656,0,0,0,0,0,2
2667527664,0,0,0,0,0,0
2667527666,0,0,0,2,0,5
2667527672,0,0,0,0,0,0
2667527675,0,0,0,0,0,0
2667527684,0,0,0,0,0,0
2667527685,0,1,0,0,0,0
2667527694,0,0,0,0,0,1
2667527697,0,0,0,0,0,0
2667527698,0,0,0,1,0,3
2667527708,0,0,0,0,0,0
2667527711,0,0,0,0,0,0
2667527719,0,0,0,0,0,0
2667527726,2,2,0,2,0,6
2667527740,0,0,0,0,0,0
2667527744,0,0,0,0,0,0
2667527745,0,0,0,0,0,0
2667527746,0,0,0,1,0,4
2667527752,0,0,0,0,0,2
2667527753,0,0,0,0,0,0
2667527759,3,3,0,2,0,4
2667527762,0,0,0,0,0,0
2667527764,0,0,0,0,0,0
2667527770,0,0,0,2,0,5
2667527773,0,0,0,2,0,6
2667527774,0,0,0,0,0,4
2667527777,0,0,0,1,0,3
2667527778,0,1,0,0,0,0
2667527780,0,0,0,0,0,6
2667527782,3,3,0,6,0,11
2667527790,0,0,0,0,0,0
2667527799,0,0,0,0,0,0
2667527800,0,0,0,0,0,0
2667527804,0,0,0,0,0,6
2667527810,3,3,0,2,0,4
2667527814,0,0,0,0,0,1
2667527816,0,1,0,0,0,0
2667527822,0,0,0,0,0,0
2667527828,0,0,0,0,0,0
2667527843,0,0,0,0,0,7
2667527856,0,0,0,0,0,0
2667527860,0,0,0,0,0,0
2667527865,0,0,0,0,0,0
2667527870,0,0,0,0,0,1
2667527871,0,0,0,0,0,0
2667527874,0,1,0,8,0,2
2667527875,0,0,0,0,0,2
2667527887,0,0,0,0,0,0
2667527889,0,0,0,0,0,0
2667527900,2,2,0,1,0,4
2667527907,0,0,0,0,0,1
2667527920,0,0,0,1,0,3
2667527933,1,1,0,0,0,0
2667527934,0,0,0,0,0,0
2667527938,0,0,0,0,0,0
2667527943,0,0,0,0,0,0
2667527944,2,2,0,1,0,7
2667527949,2,1,0,2,0,7
2667527952,0,0,0,0,0,0
2667527978,0,0,0,0,0,0
2667527983,0,0,0,0,0,0
2667527989,0,0,0,0,0,0
2667527992,0,0,0,0,0,0
2667527994,0,0,0,1,0,3
2667528012,3,3,0,2,0,4
2667528017,0,0,0,0,0,0
2667528018,2,3,0,4,0,4
2667528021,0,0,0,0,0,0
2667528026,0,0,0,0,0,2
2667528034,3,3,0,2,0,4
2667528038,0,0,0,0,0,1
2667528041,2,2,0,0,0,1
2667528055,0,1,0,0,0,0
2667528056,0,1,0,0,0,0
2667528057,0,0,0,0,0,0
2667528061,0,0,0,0,0,1
2667528065,0,0,0,0,0,6
2667528068,0,0,0,0,0,0
2667528089,0,0,0,0,0,0
2667528098,4,5,0,5,0,10
2667528105,0,0,0,0,0,1
2667528109,0,0,0,0,0,0
2667528130,0,0,0,0,0,4
2667528145,0,0,0,0,0,0
2667528147,0,0,0,0,0,3
2667528149,1,1,0,0,0,0
2667528158,0,0,0,0,0,0
2667528159,0,0,0,0,0,6
2667528161,0,0,0,0,0,0
2667528162,3,2,0,1,0,1
2667528163,2,2,0,2,0,0
2667528166,2,1,0,1,0,0
2667528167,0,0,0,0,0,0
2667528168,3,3,0,5,0,13
2667528170,2,2,0,5,0,8
2667528173,0,0,0,0,0,6
2667528175,6,8,0,6,0,3
2667528176,2,2,0,5,0,5
2667528178,2,2,0,1,0,0
2667528180,5,5,0,5,0,7
2667528181,0,0,0,0,0,2
2667528182,2,2,0,2,0,9
2667528183,5,5,0,6,0,8
2667528184,0,0,0,0,0,0
2667528186,0,0,0,0,0,0
2671180020,5,3,0,1,0,0
2671180024,0,0,0,0,0,0
2671180026,2,2,0,2,0,1
2671180028,0,0,0,0,0,0
2671180033,2,2,0,9,0,5
2671180035,0,0,1,2,0,7
2671180036,0,0,0,1,0,0
2671180037,0,0,0,0,0,4
2671180041,4,2,1,3,0,0
2671180042,0,1,0,2,0,1
2671180043,0,0,0,1,0,1
2671180065,3,3,0,3,0,3
2671180066,2,1,0,0,0,1
2671180069,0,1,0,2,0,1
2671180071,1,2,0,1,0,1
2671180072,0,0,0,1,0,1
2671180076,1,2,0,1,0,1
2671180078,0,1,0,1,0,1
2671180079,1,2,0,1,0,1
2671180081,0,0,0,1,0,1
2671180082,1,1,0,1,0,0
2671180085,3,3,0,4,0,5
2671180087,2,1,1,0,0,0
2671180088,0,0,0,0,0,0
2671180089,1,2,0,1,0,0
2671180091,3,3,0,3,0,3
2671180112,0,0,0,0,0,2
2671180113,0,0,0,0,0,1
2671180114,0,1,0,0,0,1
2671180115,0,1,0,0,0,5
2671180116,0,0,0,0,0,0
2671180117,7,8,0,13,1,17
2671180118,3,2,0,7,2,10
2671180119,0,0,0,0,0,0
2671180128,0,0,0,1,0,1
2671180129,0,0,0,1,0,1
2671180130,1,1,0,1,0,0
2671180131,1,1,0,0,0,1
2671180132,1,1,0,0,0,1
2671180135,0,1,0,1,0,0
2671180136,1,1,0,0,0,0
2671180139,2,2,0,3,0,2
2671180169,0,0,0,0,0,0
2671180170,0,0,0,1,0,0
2671180171,0,0,0,0,0,1
2671180173,1,1,0,0,0,0
2671180176,0,0,0,1,0,1
2671180218,1,1,0,1,0,0
2671180219,2,2,0,3,0,2
2671180220,2,2,0,1,0,2
2671180221,0,0,0,0,0,0
2671180222,1,0,0,2,0,1
2671180223,0,0,0,0,0,0
2671180224,0,1,0,0,0,0
2671180225,2,5,0,1,1,1
2671180226,0,0,0,0,0,1
2671180228,1,1,0,0,0,1
2671180229,0,0,0,1,0,4
2671180230,1,2,0,4,0,4
2671180232,1,1,0,5,1,4
2671180233,2,3,0,3,0,6
2671180234,0,0,0,0,0,0
2671180235,0,0,0,0,0,0
2671180236,0,0,0,0,0,0
2671180243,0,0,0,0,0,0
2671180244,0,0,0,0,0,0
2671180245,0,0,0,0,0,0
2671180249,0,0,0,0,0,0
2671180250,0,0,0,0,0,1
2671180261,0,0,0,0,0,0
2671180271,2,1,1,1,0,0
2671180280,0,0,0,0,0,6
2671180286,0,0,0,0,0,0
2671180290,0,0,0,0,0,0
2671180296,0,0,0,2,0,5
2671180301,3,2,0,2,0,0
2671180305,0,0,0,0,0,0
2671180307,0,0,0,0,0,0
2671180308,2,2,0,0,0,0
2671180309,0,0,0,0,0,0
2671180312,0,0,0,0,0,0
2671180322,0,0,0,0,0,0
2671180323,0,0,0,0,0,0
2671180330,0,0,0,1,0,0
2671180341,0,0,0,0,0,0
2671180343,0,0,0,0,0,0
2671180344,0,0,0,0,0,0
2671180348,0,0,0,0,0,0
2671180351,0,0,0,0,0,0
2671180359,0,0,0,0,0,0
2671180361,0,0,0,0,0,1
2671180362,0,0,0,0,0,0
2671180374,0,0,0,0,0,0
2671180378,0,0,0,0,0,0
2671180379,0,0,0,2,0,5
2671180385,0,0,0,0,0,1
2671180390,1,1,0,0,0,0
2671180400,0,0,0,0,0,0
2671180406,3,5,0,3,0,2
2671180409,0,0,0,0,0,0
2671180423,0,0,0,0,0,0
2671180426,0,0,0,0,0,0
2671180434,0,0,0,0,0,0
2671180443,0,0,0,0,0,1
2671180448,0,0,0,0,0,3
2671180467,0,0,0,0,0,0
2671180475,0,0,0,0,0,0
2671180477,0,0,0,0,0,1
2671180485,0,0,0,0,0,1
2671180502,0,0,0,0,0,0
2671180503,3,3,0,1,0,3
2671180506,0,0,0,0,0,0
2671180507,0,0,0,0,0,0
2671180509,3,3,0,2,0,4
2671180530,0,0,0,0,0,0
2671180531,0,0,0,0,0,0
2671180540,0,0,0,0,0,1
2671180541,0,0,0,0,0,4
2671180544,0,0,0,0,0,0
2671180546,0,0,0,0,0,0
2671180548,0,0,0,0,0,0
2671180552,0,0,0,0,0,0
2671180558,0,0,0,0,0,0
2671180561,0,0,0,0,0,0
2671180567,0,0,0,2,0,6
2671180571,0,0,0,0,0,6
2671180578,0,0,0,0,0,0
2671180581,0,0,0,0,0,0
2671180590,0,0,0,0,0,0
2671180593,0,0,0,0,0,0
2671180602,0,0,0,0,0,0
2671180604,1,2,0,0,0,3
2671180607,2,2,0,1,0,3
2671180612,1,1,0,1,0,0
2671180614,1,2,0,4,0,8
2671180616,0,0,0,0,0,0
2671180622,0,0,0,0,0,6
2671180625,3,2,0,10,0,2
2671180628,3,1,1,1,0,0
2671180636,0,0,0,2,0,1
2671180646,3,3,0,2,0,4
2671180652,0,0,0,0,0,0
2671180653,0,0,0,0,0,0
2671180661,0,0,0,0,0,0
2671180667,0,0,0,0,0,0
2671180677,0,0,0,1,0,0
2671180679,0,1,0,0,0,0
2671180681,0,0,0,0,0,0
2671180687,0,0,0,0,0,0
2671180689,0,0,0,0,0,0
2671180691,0,0,0,0,0,0
2671180694,0,0,0,1,0,0
2671180702,0,0,0,0,0,0
2671180705,0,0,0,0,0,0
2671180706,0,0,0,0,0,0
2671180707,0,0,0,0,0,0
2671180711,0,0,0,0,0,1
2671180717,0,0,0,0,0,0
2671180718,0,0,0,0,0,6
2671180732,0,0,0,0,0,1
2671180748,0,0,0,0,0,0
2671180749,0,0,0,2,0,2
2671180751,0,0,0,1,0,6
2671180759,0,0,0,2,0,5
2671180770,0,0,0,2,0,4
2671180773,0,0,0,0,0,0
2671180796,0,0,0,0,0,0
2671180799,0,0,0,0,0,0
2671180815,0,0,0,0,0,0
2671180819,0,0,0,0,0,0
2671180820,2,2,0,0,0,0
2671180835,0,0,0,0,0,0
2671180836,0,0,0,0,0,0
2671180841,0,0,0,0,0,6
2671180842,0,0,0,0,0,0
2671180847,0,0,0,2,0,5
2671180850,0,0,0,0,0,0
2671180858,0,0,0,0,0,0
2671180861,3,3,0,2,0,4
2671180867,0,1,0,1,1,0
2671180868,0,0,0,0,0,0
2671180875,0,0,0,0,0,0
2671180878,0,0,0,0,0,0
2671180879,0,0,0,0,0,0
2671180881,0,0,0,0,0,1
2671180889,0,0,0,0,0,0
2671180893,0,0,0,0,0,3
2671180904,0,0,0,0,0,0
2671180906,0,0,0,0,0,0
2671180913,2,2,0,4,0,7
2671180917,0,0,0,0,0,0
2671180921,0,0,0,2,0,4
2671180927,0,1,0,1,0,1
2671180928,0,1,0,0,0,0
2671180939,0,0,0,0,0,0
2671180948,0,0,0,0,0,1
2671180958,3,3,0,2,0,4
2671180964,0,0,0,0,0,4
2671180966,0,0,0,0,0,0
2671180969,0,0,0,0,0,0
2671180970,0,0,0,0,0,0
2671180971,0,0,0,0,0,0
2671180988,0,0,0,0,0,0
2671180992,0,0,0,0,0,0
2671181003,0,0,0,0,0,1
2671181008,0,0,0,0,0,1
2671181009,0,0,0,0,0,0
2671181012,0,0,0,0,0,0
2671181017,0,1,0,0,0,0
2671181027,0,0,0,0,0,0
2671181040,0,0,0,2,0,5
2671181041,0,0,0,0,0,0
2671181045,0,0,0,0,0,6
2671181067,0,0,0,2,0,1
2671181079,0,0,0,0,0,0
2671181089,3,3,0,2,0,10
2671181091,3,3,0,2,0,4
2671181093,3,4,0,3,0,7
2671181105,0,0,0,0,0,6
2671181108,0,0,0,0,0,0
2671181110,0,0,0,2,0,2
2671181112,3,3,0,2,0,4
2671181113,0,0,0,0,0,0
2671181118,0,0,0,2,0,5
2671181119,0,0,0,0,0,0
2671181127,0,0,0,2,0,6
2671181128,0,0,0,0,0,0
2671181129,2,2,0,5,0,2
2671181130,0,1,0,0,0,0
2671181131,0,0,0,0,0,0
2671181141,0,0,0,0,0,1
2671181143,0,0,0,0,0,0
2671181154,0,0,0,0,0,0
2671181183,0,0,0,0,0,0
2671181185,0,0,0,0,0,0
2671181191,0,0,0,0,0,0
2671181195,0,0,0,0,0,0
2675902957,3,3,0,3,0,3
2675902958,0,0,4,1,0,0
2675902959,2,2,0,1,0,6
2675902960,0,1,0,2,0,0
2675902961,0,0,0,0,0,0
2675902962,3,1,0,2,0,0
2675902964,0,0,0,0,0,1
2675902965,0,0,0,0,0,7
2675903003,2,2,0,2,0,9
2675903004,3,2,0,4,1,3
2675903005,0,1,0,0,0,0
2675903006,0,0,0,1,0,0
2675903007,0,1,0,1,0,0
2675903008,6,6,0,6,0,0
2675903011,0,0,0,0,0,4
2675903012,0,0,0,0,0,0
2675903013,0,0,0,0,0,1
2675903014,0,0,0,0,0,0
2675903015,2,2,0,1,0,2
2675903016,0,0,0,0,0,0
2675903017,0,0,0,0,0,0
2675903018,0,0,0,0,0,0
2675903020,0,0,0,0,0,0
2675903021,1,3,0,2,0,12
2675903022,0,0,0,2,0,0
2675903023,0,1,0,4,0,1
2675903024,0,0,0,0,0,1
2675903025,0,0,0,0,0,0
2675903027,0,0,0,0,0,1
2675903028,0,0,0,0,0,2
2675903029,4,4,0,7,0,4
2675903030,0,0,0,0,0,0
2675903031,0,0,0,7,1,5
2675903032,1,2,0,2,0,3
2675903033,0,0,0,0,0,1
2675903034,1,2,0,3,0,2
2675903035,1,1,0,1,0,0
2675903036,1,1,0,1,0,0
2675903037,1,1,0,1,0,0
2675903038,1,1,0,1,0,0
2675903040,2,2,0,0,0,1
2675903041,1,1,0,1,0,1
2675903042,1,2,0,1,0,1
2675903043,1,1,0,0,0,1
2675903046,3,3,0,1,0,3
2675903047,0,1,0,2,0,0
2675903049,2,2,0,8,0,4
2675903050,3,3,1,1,0,2
2675903052,0,0,0,0,0,0
2675903053,0,0,1,0,0,0
2675903055,1,0,0,3,0,0
2675903056,2,2,0,1,0,0
2675903058,0,0,0,0,0,1
2675903059,3,1,2,1,0,0
2675903060,2,2,1,4,0,0
2675903062,2,1,0,1,0,0
2675903065,3,4,1,3,0,0
2675903066,2,3,1,2,0,0
2675903067,0,0,0,0,0,0
2675903125,0,0,0,3,1,0
2675903126,0,0,0,0,0,2
2675903129,5,4,0,8,1,5
2675903131,0,0,0,0,0,0
2675903133,3,1,1,0,0,0
2675903134,2,1,3,0,0,0
2675903136,0,0,0,0,0,0
2675903137,0,0,0,0,0,0
2675903140,3,5,2,1,0,0
2675903141,0,0,0,0,0,0
2675903142,2,1,0,0,0,1
2675903147,0,1,0,0,0,1
2675903148,0,0,0,0,0,0
2675903149,0,0,0,0,0,1
2675903150,0,0,0,0,0,1
2675903151,0,0,0,0,0,0
2675903152,2,2,0,1,0,0
2675903153,5,5,1,1,0,0
2675903154,0,0,0,0,0,2
2675903155,0,0,0,0,0,0
2675903157,0,0,0,0,0,2
2675903158,2,2,2,1,0,1
2675903159,0,1,0,0,0,0
2675903160,0,0,0,0,0,3
2675903161,0,0,0,0,0,0
2675903162,0,0,0,0,0,0
2675903163,0,0,0,0,0,0
2675903164,3,3,0,1,0,0
2675903165,0,2,0,0,0,2
2675903166,0,0,0,0,0,0
2675903167,0,0,0,0,0,1
2675903213,2,2,0,3,0,0
2675903214,0,0,0,0,0,0
2675903215,0,0,0,0,0,0
2675903216,0,0,0,0,0,0
2675903217,0,0,0,0,0,0
2675903218,3,1,3,2,0,0
2675903219,0,0,0,0,0,1
2675903220,0,0,0,0,0,0
2675903221,0,0,0,0,0,0
2675903222,0,0,0,0,0,2
2675903223,3,3,3,1,0,0
2675903224,5,5,0,1,0,1
2675903225,0,0,0,0,0,0
2675903226,4,3,1,0,0,1
2675903227,0,0,0,0,0,3
2675903228,0,0,0,0,0,3
2675903229,0,0,0,0,0,0
2675903230,2,2,0,2,0,1
2675903231,0,0,0,0,0,1
2675903232,0,0,0,0,0,0
2675903233,0,0,0,0,0,0
2675903234,0,0,0,0,0,0
2675903236,0,0,0,0,0,1
2675903237,0,0,0,0,0,0
2675903238,0,0,0,0,0,0
2675903239,0,0,0,0,0,0
2675903240,2,2,0,6,0,3
2675903243,0,0,0,0,0,0
2675903258,0,0,0,0,0,0
2675903261,0,0,0,1,0,0
2675903263,0,0,0,0,0,0
2675903265,0,0,0,0,0,0
2675903266,0,0,0,2,0,5
2675903267,2,3,1,1,0,0
2675903269,0,0,0,2,0,7
2675903272,0,0,0,0,0,0
2675903275,0,0,0,0,0,0
2675903279,0,0,0,0,0,1
2675903293,0,0,0,0,0,0
2675903302,0,0,0,0,0,0
2675903305,0,0,0,0,0,0
2675903308,0,0,0,0,0,0
2675903311,0,0,0,0,0,0
2675903323,0,0,0,0,0,0
2675903328,0,0,0,0,0,1
2675903331,0,0,0,0,0,0
2675903335,2,1,0,0,0,0
2675903340,0,0,0,0,0,0
2675903348,0,0,0,0,0,0
2675903350,0,0,0,0,0,0
2675903351,0,0,0,0,0,1
2675903361,0,0,0,0,0,4
2675903365,0,0,0,0,0,0
2675903367,0,0,0,0,0,0
2675903376,0,0,0,0,0,0
2675903379,0,1,0,0,0,0
2675903381,0,0,0,0,0,0
2675903383,0,0,0,0,0,0
2675903387,0,0,0,0,0,0
2675903398,0,0,0,0,0,0
2675903405,0,0,0,0,0,0
2675903406,0,0,0,0,0,0
2675903420,4,3,0,3,0,10
2675903421,0,0,0,0,0,0
2675903422,0,0,0,0,0,0
2675903423,0,0,0,0,0,0
2675903424,2,2,0,1,0,0
2675903425,0,0,0,2,0,6
2675903429,0,0,0,2,0,5
2675903437,0,0,0,0,0,0
2675903447,0,0,0,0,0,0
2675903453,0,0,0,0,0,0
2675903457,0,0,0,0,0,0
2675903461,0,0,0,1,0,0
2675903468,0,0,0,0,0,0
2675903472,0,0,0,0,0,0
2675903475,0,0,0,0,0,0
2675903484,0,0,0,0,0,0
2675903488,3,3,0,3,0,4
2675903489,0,0,0,0,0,0
2675903492,2,2,0,0,0,0
2675903497,0,0,0,0,0,0
2675903500,0,0,0,0,0,1
2675903501,0,0,0,0,0,0
2675903511,0,0,0,0,0,1
2675903512,0,0,0,0,0,0
2675903515,0,0,0,0,0,0
2675903523,0,0,0,0,0,0
2675903526,0,0,0,0,0,0
2675903531,0,0,0,0,0,1
2675903532,0,0,0,0,0,5
2675903541,0,0,0,0,0,7
2675903542,0,0,0,0,0,0
2675903547,0,0,0,0,0,0
2675903549,0,0,0,0,0,0
2675903550,0,0,0,0,0,0
2675903555,0,0,0,0,0,0
2675903557,0,0,0,0,0,0
2675903560,0,0,0,0,0,0
2675903563,1,2,0,4,0,9
2675903564,0,0,0,0,0,0
2675903581,0,0,0,0,0,0
2675903588,0,0,0,0,0,0
2675903613,0,1,0,5,0,6
2675903617,0,0,0,0,0,0
2675903620,0,0,0,0,0,0
2675903623,0,0,0,0,0,0
2675903626,0,0,0,0,0,0
2675903629,0,0,0,0,0,0
2675903632,0,0,0,0,0,0
2675903641,2,3,0,5,0,1
2675903648,0,0,0,0,0,0
2675903653,0,0,0,0,0,0
2675903655,2,1,0,1,0,0
2675903659,0,0,0,0,0,1
2675903661,0,0,0,2,0,6
2675903663,0,0,0,3,0,1
2675903666,0,0,0,0,0,0
2675903670,0,0,0,0,0,0
2675903675,0,0,0,0,0,2
2675903683,2,2,0,1,0,5
2675903689,0,0,0,0,0,0
2675903690,0,0,0,2,0,1
2675903691,1,1,0,1,0,1
2675903692,5,4,0,6,0,1
2675903693,0,0,0,0,0,2
2675903694,0,0,0,1,0,1
2675903695,0,0,0,0,0,0
2675903696,0,0,0,1,0,0
2675903697,0,0,0,0,0,2
2675903699,0,0,0,0,0,1
2675903704,0,0,0,0,0,0
2681812804,2,2,0,1,0,6
2681812806,6,5,0,7,1,26
2681812808,1,1,0,3,0,2
2681812809,0,1,0,0,0,1
2681812813,3,2,0,2,0,0
2681812814,0,0,0,0,0,0
2681812815,0,0,0,2,0,0
2681812861,0,0,0,0,0,3
2681812863,0,0,0,0,0,1
2681812864,0,0,0,0,0,0
2681812865,0,0,0,0,0,1
2681812866,0,0,0,0,0,4
2681812867,0,0,0,1,0,0
2681812868,0,0,0,0,0,0
2681812869,0,0,0,0,0,5
2681812871,0,1,0,0,0,0
2681812872,0,1,0,0,0,0
2681812874,0,1,0,1,0,1
2681812878,0,0,0,0,0,0
2681812881,0,0,0,0,0,0
2681812884,0,0,0,0,0,0
2681812887,0,0,0,0,0,0
2681812890,1,1,0,0,0,0
2681812892,3,1,2,2,0,0
2681812893,0,0,0,0,0,0
2681812894,1,1,0,4,1,1
2681812895,0,0,0,0,0,0
2681812905,1,1,0,0,0,0
2681812906,1,1,0,0,0,0
2681812914,0,0,0,0,0,0
2681812917,2,2,0,2,0,4
2681812920,2,2,0,2,0,8
2681812929,0,0,0,1,0,1
2681812931,0,0,0,1,0,1
2681812934,0,0,0,0,0,1
2681812954,2,2,0,1,0,0
2681812955,0,0,0,1,0,0
2681812956,0,0,0,0,0,2
2681812957,0,0,0,0,0,2
2681812958,2,1,0,0,0,0
2681812959,1,0,0,2,0,6
2681812960,0,0,0,1,0,1
2681812961,0,0,0,0,0,0
2681812962,0,0,0,0,0,0
2681812963,0,0,0,6,0,3
2681812966,0,0,0,0,0,0
2681812967,0,0,0,0,0,6
2681812969,2,2,0,1,0,1
2681812971,5,5,0,8,3,7
