assembly,pcaG,pcaH,PETase,tphA2,tphA3,tphB
2531839176,3,4,0,4,0,7
2531839177,1,1,0,3,0,0
2531839178,0,0,0,2,0,6
2531839180,0,0,0,2,0,5
2531839181,2,1,1,2,0,0
2531839182,2,2,0,1,0,6
2531839183,0,0,0,0,0,0
2531839191,0,0,0,0,0,0
2531839192,0,0,0,0,0,0
2531839194,0,0,0,0,0,0
2531839195,0,0,0,0,0,0
2531839198,0,0,0,0,0,0
2531839205,0,0,0,0,0,0
2531839206,0,0,0,0,0,0
2531839207,0,0,0,2,0,5
2531839214,0,0,0,0,0,0
2531839215,0,0,0,0,0,0
2531839218,0,0,0,0,0,0
2531839220,0,0,0,0,0,0
2531839224,4,6,0,11,0,3
2531839227,0,0,0,0,0,0
2531839233,0,0,0,0,0,0
2531839239,0,0,0,2,0,6
2531839248,0,0,0,0,0,2
2531839249,0,0,0,0,0,0
2531839250,0,0,0,0,0,0
2531839252,0,0,0,0,0,0
2531839254,0,0,0,2,0,5
2531839258,0,0,0,0,0,0
2531839264,5,6,0,11,1,18
2531839265,0,0,0,2,0,6
2531839268,0,0,0,0,0,0
2531839274,0,0,0,0,0,0
2531839275,4,4,0,5,0,9
2531839276,1,1,0,2,0,0
2531839278,0,0,0,0,0,0
2531839279,0,0,0,0,0,0
2531839280,0,0,0,0,0,0
2531839285,0,0,0,0,0,0
2531839286,0,0,0,0,0,0
2531839287,0,0,0,0,0,0
2531839288,0,0,0,0,0,0
2531839301,0,0,0,0,0,0
2531839302,0,0,0,0,0,0
2531839303,0,0,0,0,0,0
2531839304,0,0,0,0,0,0
2531839305,0,0,0,0,0,0
2531839306,0,0,0,0,0,0
2531839309,0,0,0,0,0,0
2531839310,0,0,0,0,0,0
2531839311,0,0,0,2,0,4
2531839312,0,0,0,1,0,15
2531839317,0,0,0,0,0,1
2531839321,0,0,0,0,0,1
2531839322,0,0,0,0,0,1
2531839335,0,0,0,0,0,0
2531839338,0,0,0,0,0,0
2531839340,0,0,0,0,0,0
2531839345,0,0,0,0,0,0
2531839346,0,0,0,0,0,0
2531839352,1,2,0,4,0,8
2531839353,1,2,0,4,0,7
2531839354,0,0,0,0,0,0
2531839356,1,2,0,5,0,8
2531839358,0,0,0,0,0,3
2531839364,0,0,0,0,0,2
2531839366,0,0,0,0,0,2
2531839367,0,0,0,0,0,2
2531839376,0,0,0,0,0,6
2531839377,0,0,0,0,0,0
2531839378,0,0,0,0,0,0
2531839379,0,0,0,0,0,6
2531839380,0,0,0,0,0,6
2531839382,0,0,0,0,0,0
2531839383,0,0,0,0,0,6
2531839399,0,0,0,0,0,0
2531839401,2,2,0,1,0,3
2531839402,3,3,0,2,0,8
2531839403,0,0,0,0,0,0
2531839404,3,3,0,2,0,8
2531839408,4,4,0,9,1,3
2531839411,0,0,0,0,0,0
2531839412,0,0,0,0,0,0
2531839413,0,0,0,0,0,0
2531839415,0,0,0,0,0,0
2531839416,0,0,0,0,0,0
2531839417,0,0,0,0,0,0
2531839418,0,0,0,0,0,0
2531839419,0,0,0,0,0,3
2531839420,0,0,0,0,0,0
2531839440,0,0,0,2,0,5
2531839442,0,0,0,0,0,0
2531839443,0,0,0,0,0,0
2531839445,0,0,0,0,0,0
2531839449,0,0,0,2,0,5
2531839450,0,0,0,2,0,5
2531839452,0,0,0,0,0,0
2531839453,0,0,0,0,0,0
2531839455,0,0,0,2,0,5
2531839459,1,2,0,5,0,8
2531839460,1,2,0,5,0,8
2531839462,1,2,0,4,0,8
2531839463,0,1,0,4,0,6
2531839465,1,2,0,4,0,8
2531839472,0,0,0,0,0,2
2531839474,0,0,0,2,0,5
2531839478,0,0,0,0,0,0
2531839484,0,0,0,2,0,5
2531839497,0,0,1,0,0,0
2531839499,0,0,0,0,0,0
2531839500,0,0,0,0,0,0
2531839505,0,0,0,0,0,0
2531839506,0,0,0,4,0,5
2531839507,0,0,0,0,0,0
2531839508,0,0,0,0,0,0
2531839512,0,0,0,0,0,0
2531839515,0,0,0,0,0,0
2531839518,0,0,0,0,0,0
2531839519,0,0,0,0,0,0
2531839522,0,0,0,0,0,0
2531839525,0,0,0,0,0,0
2531839533,0,0,0,0,0,0
2531839534,0,0,0,0,0,0
2531839535,0,0,0,0,0,3
2531839536,0,0,0,0,0,0
2531839537,0,0,0,2,0,0
2531839538,0,0,0,0,0,0
2531839540,0,0,0,0,0,0
2531839541,0,0,0,0,0,0
2531839542,0,0,0,0,0,1
2531839544,0,0,0,0,0,0
2531839549,1,1,0,0,0,0
2531839550,0,0,0,0,0,0
2531839551,0,0,0,0,0,1
2531839552,0,0,0,0,0,0
2531839559,0,0,0,0,0,0
2531839561,0,0,0,0,0,0
2531839562,0,0,0,0,0,0
2531839563,0,0,0,0,0,0
2531839564,0,0,0,0,0,0
2531839566,0,0,0,0,0,0
2531839567,0,0,0,0,0,0
2531839568,0,0,0,0,0,0
2531839570,0,0,0,0,0,0
2531839571,1,1,0,1,0,1
2531839572,0,0,0,0,0,2
2531839574,0,0,0,0,0,0
2531839577,0,0,0,0,0,2
2531839589,0,0,0,0,0,0
2531839602,0,0,0,0,0,0
2531839603,0,0,0,0,0,0
2531839605,0,0,0,0,0,1
2531839607,0,0,0,0,0,1
2531839608,0,0,0,0,0,0
2531839617,0,0,0,0,0,1
2531839618,0,0,0,0,0,0
2531839623,0,0,0,0,0,0
2531839625,0,0,0,0,0,6
2531839627,0,0,0,0,0,6
2531839633,0,0,0,0,0,6
2531839647,1,2,0,3,0,6
2531839648,0,0,0,0,0,0
2531839649,1,2,0,5,0,5
2531839652,0,0,0,0,0,0
2531839654,0,0,0,0,0,0
2531839657,0,0,0,0,0,0
2531839660,0,0,0,0,0,0
2531839661,0,0,0,2,0,5
2531839664,0,0,0,0,0,0
2531839665,0,0,0,0,0,0
2531839666,0,0,0,2,0,6
2531839667,0,0,0,0,0,6
2531839669,0,0,0,0,0,0
2531839670,0,0,0,0,0,0
2531839671,0,0,0,0,0,0
2531839673,0,0,0,0,0,0
2531839674,0,0,0,0,0,0
2531839678,0,0,0,0,0,0
2531839680,0,0,0,1,0,5
2531839681,0,0,0,0,0,0
2531839682,8,8,0,9,0,20
2531839683,0,0,0,0,0,0
2531839684,0,0,0,0,0,1
2531839699,0,0,0,0,0,0
2531839700,0,0,0,0,0,0
2531839703,0,0,0,0,0,0
2531839708,0,0,3,0,0,0
2531839710,0,0,0,0,0,0
2531839711,0,0,0,0,0,1
2531839712,0,0,0,0,0,0
2531839714,0,0,0,0,0,0
2531839715,0,0,0,0,0,1
2531839717,0,1,0,1,0,1
2531839721,0,0,0,0,0,0
2531839741,0,0,0,0,0,0
2531839744,3,3,0,6,0,5
2534681604,2,3,0,4,0,5
2534681605,0,0,0,0,0,0
2534681612,0,0,0,0,0,1
2534681621,0,0,0,0,0,6
2534681623,0,0,0,0,0,0
2534681625,1,1,0,1,0,0
2534681629,3,3,0,2,0,4
2534681630,0,0,0,0,0,0
2534681632,0,0,0,0,0,1
2534681633,0,0,0,0,0,0
2534681635,0,0,0,0,0,1
2534681636,0,0,0,0,0,1
2534681637,0,0,0,0,0,0
2534681648,0,0,0,0,0,0
2534681649,0,0,0,0,0,0
2534681651,0,0,0,0,0,0
2534681666,0,0,0,0,0,0
2534681667,1,1,0,3,0,4
2534681668,1,1,0,3,0,4
2534681669,2,1,0,8,0,0
2534681673,0,0,0,2,0,5
2534681674,0,0,0,2,0,4
2534681675,0,0,0,2,0,5
2534681680,0,0,0,1,0,0
2534681681,0,0,0,0,0,0
2534681682,0,0,0,0,0,0
2534681683,0,0,0,0,0,0
2534681684,0,0,0,0,0,0
2534681685,0,0,0,0,0,0
2534681687,0,0,0,1,0,0
2534681688,0,0,0,0,0,0
2534681689,0,0,0,0,0,0
2534681691,0,0,0,0,0,0
2534681693,0,0,0,0,0,1
2534681694,0,0,0,0,0,2
2534681695,0,0,0,0,0,2
2534681696,0,0,0,0,0,0
2534681697,0,0,0,0,0,0
2534681701,0,0,0,2,0,5
2534681707,0,0,0,0,0,6
2534681708,0,0,0,0,0,0
2534681712,0,0,0,0,0,6
2534681713,0,0,0,0,0,0
2534681734,0,0,0,0,0,0
2534681744,0,0,0,0,0,6
2534681745,0,0,0,0,0,7
2534681746,0,0,0,0,0,0
2534681757,0,0,0,2,0,5
2534681758,0,0,0,0,0,0
2534681759,0,0,0,2,0,5
2534681760,0,0,0,0,0,0
2534681762,0,0,0,0,0,0
2534681767,0,0,0,0,0,4
2534681768,0,0,0,0,0,0
2534681769,0,0,0,0,0,0
2534681772,0,0,0,2,0,6
2534681773,0,0,0,2,0,5
2534681774,0,0,0,0,0,0
2534681777,0,0,0,0,0,2
2534681783,0,0,0,0,0,6
2534681784,0,0,0,0,0,5
2534681794,0,0,0,0,0,1
2534681796,3,4,0,4,0,4
2534681810,0,0,0,0,0,5
2534681820,0,0,0,0,0,0
2534681824,0,0,0,0,0,0
2534681831,0,0,0,2,0,5
2534681832,0,0,0,0,0,0
2534681834,0,0,0,2,0,5
2534681835,0,0,0,0,0,0
2534681836,0,0,0,2,0,6
2534681837,0,0,0,0,0,0
2534681838,0,0,0,0,0,0
2534681841,0,0,0,0,0,0
2534681853,0,0,0,0,0,3
2534681854,0,0,0,0,0,0
2534681855,0,0,0,0,0,0
2534681857,0,0,0,0,0,0
2534681860,0,1,0,1,0,1
2534681878,0,0,0,2,0,6
2534681879,0,0,0,0,0,0
2534681889,0,0,0,0,0,0
2534681896,3,3,0,3,0,4
2534681899,0,0,0,2,0,6
2534681900,0,0,0,0,0,7
2534681912,0,0,0,2,0,4
2534681913,0,0,0,0,0,1
2534681923,0,0,0,0,0,1
2534681924,0,0,0,0,0,0
2534681926,1,1,0,0,0,0
2534681927,0,0,0,0,0,0
2534681928,0,1,0,0,0,0
2534681930,0,0,0,0,0,0
2534681931,0,0,0,0,0,0
2534681932,0,0,0,0,0,1
2534681935,0,0,0,2,0,6
2534681937,0,0,0,0,0,0
2534681938,0,0,0,0,0,0
2534681940,0,0,0,2,0,6
2534681943,0,0,0,0,0,0
2534681944,0,0,0,0,0,0
2534681945,0,0,0,0,0,0
2534681955,0,0,0,0,0,2
2534681957,0,0,0,0,0,1
2534681958,1,1,0,2,0,1
2534681959,0,0,0,0,0,0
2534681961,0,0,0,0,0,0
2534681963,0,0,0,0,0,0
2534681968,0,0,0,0,0,0
2534681970,0,0,0,0,0,1
2534681971,0,0,0,0,0,0
2534681972,0,0,0,0,0,0
2534681973,0,0,0,0,0,1
2534681974,0,0,0,0,0,1
2534681976,0,0,0,0,0,1
2534681982,0,0,0,0,0,0
2534681983,0,0,0,0,0,0
2534681984,0,0,0,0,0,0
2534681985,0,0,0,0,0,0
2534681986,0,0,0,0,0,0
2534681987,0,0,0,0,0,1
2534681988,0,0,0,2,0,5
2534681991,0,0,0,2,0,5
2534681992,0,0,0,0,0,0
2534682007,0,0,0,0,0,0
2534682015,0,0,0,0,0,1
2534682016,0,0,0,0,0,0
2534682018,1,2,0,4,0,8
2534682021,0,0,0,1,0,3
2534682022,2,2,0,1,0,3
2534682025,0,0,0,2,0,2
2534682039,0,0,0,0,0,0
2534682042,0,0,0,0,0,0
2534682044,0,0,0,0,0,0
2534682046,0,0,0,0,0,0
2534682047,0,0,0,0,0,0
2534682048,0,0,0,0,0,0
2534682049,0,0,0,0,0,0
2534682050,0,0,0,0,0,2
2534682051,0,0,0,2,0,6
2534682053,0,0,0,0,0,0
2534682055,0,0,0,0,0,0
2534682059,0,0,0,0,0,0
2534682060,0,0,0,2,0,5
2534682061,2,2,0,2,0,5
2534682062,2,2,0,4,0,4
2534682072,0,0,0,0,0,0
2534682076,0,0,0,0,0,0
2534682081,0,0,0,0,0,0
2534682082,0,0,0,0,0,0
2534682085,0,0,0,0,0,0
2534682096,0,0,0,2,0,5
2534682098,0,0,0,0,0,0
2534682103,0,0,0,0,0,0
2534682105,0,0,0,0,0,0
2534682116,0,0,0,0,0,0
2534682118,0,0,0,0,0,0
2534682122,0,0,0,0,0,0
2534682123,0,0,0,0,0,0
2534682124,0,0,0,0,0,0
2534682125,0,0,0,0,0,0
2534682138,0,0,0,0,0,0
2534682139,0,0,0,0,0,0
2534682142,0,0,0,0,0,0
2534682144,0,0,0,0,0,0
2534682145,0,0,0,0,0,0
2534682146,0,0,0,0,0,0
2534682151,0,0,0,0,0,0
2534682162,0,0,0,2,0,5
2534682166,0,0,0,2,0,6
2534682187,0,0,0,0,0,0
2534682197,0,0,0,0,0,0
2534682199,0,0,0,0,0,1
2534682200,0,0,0,0,0,2
2534682201,0,0,0,0,0,1
2534682202,0,0,0,0,0,0
2534682203,0,0,0,0,0,0
2534682204,0,0,0,0,0,0
2534682206,0,0,0,0,0,0
2534682207,0,0,0,0,0,0
2534682208,0,0,0,0,0,0
2534682209,0,0,0,0,0,0
2534682210,0,0,0,0,0,0
2534682211,0,0,0,0,0,1
2534682218,0,0,0,0,0,0
2534682222,0,0,0,0,0,0
2534682224,0,0,0,0,0,0
2534682225,0,0,0,0,0,0
2534682226,0,0,0,0,0,0
2534682252,0,0,0,0,0,0
2534682257,0,0,0,0,0,1
2534682262,0,0,0,0,0,0
2534682268,0,0,0,0,0,0
2534682270,0,0,0,0,0,1
2534682274,0,0,0,0,0,1
2534682277,0,0,0,0,0,0
2534682278,0,0,0,0,0,1
2534682287,0,0,0,2,0,5
2534682290,0,0,0,0,0,0
2534682293,0,0,0,0,0,0
2534682309,0,0,0,0,0,0
2534682311,0,0,0,0,0,0
2534682323,0,0,0,0,0,0
2534682326,0,0,0,0,0,0
2534682329,0,0,0,0,0,0
2534682333,3,6,0,2,0,2
2534682337,0,0,0,0,0,0
2534682339,0,0,0,0,0,0
2534682341,0,0,0,0,0,0
2534682342,0,0,0,0,0,0
2534682345,0,0,0,0,0,1
2534682349,0,0,0,0,0,0
2534682367,0,0,0,0,0,0
2534682368,2,2,0,1,0,5
2537561502,0,0,0,0,0,1
2537561503,0,0,0,0,0,1
2537561513,0,0,0,0,0,0
2537561516,0,0,0,2,0,5
2537561517,0,0,0,0,0,0
2537561520,0,0,0,0,0,1
2537561521,0,0,0,0,0,0
2537561525,0,0,0,0,0,1
2537561526,0,0,0,0,0,1
2537561527,0,0,0,0,0,1
2537561528,0,0,0,0,0,1
2537561540,0,0,0,0,0,0
2537561541,0,0,0,0,0,0
2537561545,0,0,0,0,0,0
2537561554,1,2,0,0,0,3
2537561556,2,2,0,1,0,2
2537561560,0,0,0,0,0,0
2537561563,0,0,0,0,0,0
2537561572,0,0,0,0,0,0
2537561577,0,0,0,0,0,0
2537561582,0,0,0,0,0,0
2537561585,0,0,0,0,0,1
2537561589,0,0,0,0,0,0
2537561591,0,0,0,0,0,0
2537561592,6,5,0,2,0,8
2537561596,0,0,0,0,0,0
2537561600,0,0,0,0,0,6
2537561603,0,0,0,0,0,5
2537561606,0,0,0,0,0,0
2537561608,0,0,0,0,0,0
2537561617,0,0,0,0,0,0
2537561620,0,0,0,0,0,0
2537561621,0,0,0,0,0,0
2537561623,0,0,0,0,0,0
2537561625,0,0,0,0,0,0
2537561628,0,0,0,0,0,0
2537561634,0,0,0,0,0,0
2537561637,0,0,0,0,0,6
2537561638,0,0,0,0,0,0
2537561639,0,0,0,0,0,0
2537561643,0,0,0,0,0,6
2537561644,0,0,0,0,0,0
2537561645,0,0,0,0,0,0
2537561648,0,0,0,0,0,0
2537561649,0,0,0,0,0,0
2537561658,0,0,0,0,0,0
2537561659,0,0,0,0,0,0
2537561660,0,0,0,0,0,0
2537561663,0,0,0,0,0,0
2537561664,0,0,0,0,0,0
2537561665,0,0,0,0,0,0
2537561666,0,0,0,0,0,0
2537561678,0,0,0,0,0,0
2537561679,0,0,0,0,0,1
2537561681,0,0,0,0,0,0
2537561689,0,0,0,0,0,0
2537561694,1,1,0,2,0,0
2537561696,0,0,0,0,0,0
2537561717,1,2,0,4,0,8
2537561722,1,2,0,5,0,8
2537561723,0,0,0,0,0,0
2537561728,0,0,0,0,0,6
2537561729,0,0,0,0,0,2
2537561730,0,0,0,0,0,1
2537561731,0,0,0,0,0,0
2537561734,0,0,0,0,0,2
2537561735,0,0,0,0,0,0
2537561737,0,0,0,0,0,0
2537561752,0,0,0,0,0,0
2537561754,0,0,0,0,0,0
2537561756,0,0,0,0,0,0
2537561761,0,0,0,0,0,0
2537561765,0,0,0,0,0,0
2537561767,0,0,0,0,0,0
2537561770,0,0,0,0,0,1
2537561771,0,0,0,0,0,1
2537561773,0,0,0,0,0,0
2537561778,0,0,0,2,0,5
2537561779,0,0,0,2,0,6
2537561780,0,0,0,0,0,1
2537561781,0,0,0,0,0,1
2537561782,0,0,0,0,0,6
2537561795,0,0,0,0,0,0
2537561796,0,1,0,7,0,1
2537561797,0,0,0,0,0,0
2537561799,0,0,0,0,0,0
2537561800,0,0,0,0,0,0
2537561801,0,0,0,0,0,0
2537561803,0,0,0,0,0,0
2537561804,0,0,0,0,0,0
2537561808,0,0,0,0,0,0
2537561809,0,0,0,0,0,0
2537561811,7,6,0,13,2,11
2537561813,0,0,0,0,0,0
2537561814,1,2,1,0,0,1
2537561817,0,0,0,0,0,1
2537561818,0,0,0,0,0,1
2537561830,0,0,0,2,0,5
2537561834,1,2,0,0,0,3
2537561836,0,0,0,1,0,0
2537561837,0,0,0,0,0,0
2537561839,0,0,0,1,0,0
2537561840,0,1,0,0,0,1
2537561841,0,0,0,0,0,0
2537561844,0,0,0,0,0,0
2537561845,0,0,0,0,0,0
2537561849,0,0,0,0,0,3
2537561851,0,0,0,0,0,0
2537561852,0,0,0,0,0,2
2537561855,0,0,0,0,0,6
2537561859,0,0,0,0,0,0
2537561860,0,0,0,0,0,0
2537561861,0,0,0,0,0,0
2537561863,0,0,0,0,0,0
2537561865,2,2,0,0,0,0
2537561866,0,0,0,0,0,0
2537561869,0,0,0,0,0,0
2537561871,0,0,0,0,0,1
2537561873,0,0,0,0,0,2
2537561874,3,3,0,2,0,4
2537561875,3,3,0,2,0,4
2537561876,3,3,0,2,0,4
2537561877,0,0,0,0,0,0
2537561878,0,0,0,0,0,2
2537561879,0,0,0,0,0,1
2537561886,0,0,0,0,0,0
2537561890,0,0,0,0,0,0
2537561892,0,0,0,0,0,0
2537561895,0,0,0,0,0,0
2537561896,0,0,0,0,0,0
2537561897,0,0,0,0,0,0
2537561898,0,0,0,0,0,0
2537561901,0,0,0,0,0,0
2537561902,0,0,0,0,0,0
2537561903,0,0,0,4,1,3
2537561904,0,0,0,0,0,0
2537561905,4,4,0,2,1,2
2537561906,2,2,0,0,0,2
2537561907,2,2,0,1,0,5
2537561909,0,0,0,0,0,0
2537561910,0,0,0,0,0,0
2537561912,0,0,0,0,0,0
2537561914,0,0,0,0,0,0
2537561915,0,0,0,0,0,2
2537561916,0,0,0,0,0,0
2537561919,0,0,0,0,0,0
2537561920,0,0,0,0,0,0
2537561926,3,2,0,3,0,4
2537561927,0,0,0,0,0,0
2537561930,0,0,0,0,0,0
2537561938,0,0,0,0,0,0
2537561941,0,0,0,0,0,0
2537561942,0,0,0,0,0,1
2537561945,0,0,0,2,0,5
2537561946,0,0,0,0,0,0
2537561948,0,0,0,0,0,0
2537561950,0,1,0,0,0,0
2537561951,0,0,0,0,0,0
2537561953,0,0,0,0,0,0
2537561954,0,0,0,0,0,0
2537561955,0,0,0,0,0,1
2537561956,0,0,0,0,0,0
2537561958,0,0,0,0,0,1
2537561960,0,0,0,0,0,0
2537561962,0,0,0,0,0,1
2537561963,0,0,0,0,0,0
2537561964,0,0,0,0,0,0
2537561966,0,0,0,0,0,0
2537561967,0,0,0,0,0,0
2537561968,0,0,0,0,0,0
2537561969,0,0,0,0,0,0
2537561971,0,0,0,0,0,2
2537561972,0,0,0,0,0,7
2537561975,0,0,0,0,0,7
2537561980,0,0,0,2,0,5
2537561981,0,0,0,0,0,0
2537561982,0,0,0,0,0,0
2537561983,0,0,0,0,0,0
2537561987,0,0,0,0,0,0
2537561989,0,0,0,0,0,0
2537561995,0,0,0,0,0,0
2537561996,0,0,0,0,0,0
2537562000,0,0,0,0,0,2
2537562003,0,0,0,0,0,3
2537562004,0,0,0,0,0,2
2537562005,0,0,0,0,0,2
2537562007,0,0,0,0,0,2
2537562009,0,0,0,2,0,1
2537562010,0,0,0,2,0,3
2537562015,0,0,0,2,0,5
2537562034,0,0,0,0,0,1
2537562035,0,0,0,0,0,2
2537562036,0,0,0,0,0,2
2537562037,0,0,0,0,0,0
2537562039,0,0,0,0,0,1
2537562040,0,0,0,0,0,1
2537562041,0,0,0,0,0,1
2537562042,0,0,0,0,0,0
2537562045,1,1,0,7,1,7
2537562046,0,0,0,0,0,0
2537562047,0,0,0,2,0,0
2537562049,0,0,0,0,0,0
2537562050,0,0,0,0,0,1
2537562058,0,0,0,0,0,0
2537562063,0,0,0,0,0,0
2537562064,0,0,0,0,0,0
2537562066,0,0,0,0,0,0
2537562067,0,0,0,0,0,0
2537562072,0,0,0,0,0,6
2537562074,0,0,0,0,0,0
2537562076,0,0,0,0,0,0
2537562077,0,0,0,0,0,0
2537562078,0,0,0,0,0,0
2537562086,2,2,0,1,0,4
2537562089,0,0,0,0,0,0
2537562096,0,0,0,0,0,1
2537562098,0,0,0,0,0,1
2537562099,0,0,0,0,0,1
2537562100,0,0,0,0,0,1
2537562101,0,0,0,0,0,0
2537562103,0,0,0,0,0,1
2537562108,0,0,0,0,0,0
2537562109,0,0,0,0,0,0
2537562110,0,0,0,0,0,0
2537562112,0,0,0,0,0,0
2537562117,0,0,0,0,0,0
2537562118,0,0,0,0,0,0
2537562124,0,0,0,0,0,1
2537562126,0,0,0,0,0,0
2537562127,0,0,0,0,0,0
2537562128,0,0,0,0,0,0
2537562134,0,0,0,0,0,0
2537562136,0,0,0,0,0,0
2537562137,0,0,0,0,0,1
2537562139,0,0,0,0,0,0
2537562141,0,0,0,0,0,0
2537562145,0,0,0,0,0,0
2537562159,0,0,0,0,0,0
2537562160,0,0,0,0,0,0
2537562161,0,0,0,0,0,0
2537562163,0,0,0,0,0,0
2537562164,0,0,0,0,0,6
2537562167,0,0,0,0,0,6
2537562171,0,0,0,0,0,0
2537562174,0,0,0,0,0,0
2537562180,0,0,0,0,0,0
2537562188,0,0,0,0,0,0
2537562189,0,0,0,2,0,5
2537562191,0,0,0,2,0,5
2537562192,0,0,0,2,0,6
2537562194,0,0,0,2,0,5
2537562196,0,0,0,0,0,0
2537562200,0,0,0,0,0,0
2537562203,0,0,0,0,0,0
2537562206,0,0,0,0,0,0
2537562207,0,0,0,0,0,0
2537562209,0,0,0,0,0,1
2537562210,0,0,2,0,0,0
2537562211,0,0,0,0,0,0
2537562212,0,0,0,0,0,1
2537562213,0,0,0,0,0,2
2537562223,0,0,0,2,0,6
2537562224,0,0,0,0,0,0
2537562241,0,0,0,0,0,0
2537562244,0,0,0,1,0,0
2537562247,0,0,0,0,0,0
2537562250,5,4,0,10,1,3
2540341000,0,0,0,0,0,0
2540341007,0,0,0,0,0,1
2540341013,0,0,0,0,0,1
2540341019,0,0,0,0,0,1
2540341028,0,0,0,2,0,3
2540341031,0,0,0,2,0,5
2540341032,4,4,0,6,1,5
2540341033,1,1,0,1,0,0
2540341034,0,0,0,0,0,0
2540341035,0,1,0,0,0,0
2540341044,0,0,0,0,0,0
2540341046,0,0,4,0,0,0
2540341047,0,0,0,0,0,0
2540341061,0,0,0,1,0,0
2540341062,0,0,0,1,0,0
2540341066,0,0,0,0,0,1
2540341071,3,3,0,2,0,4
2540341077,0,0,0,0,0,0
2540341085,0,0,0,1,0,0
2540341086,0,0,0,0,0,0
2540341096,0,0,0,0,0,0
2540341105,0,0,0,0,0,0
2540341106,2,1,0,2,0,0
2540341111,0,0,0,0,0,0
2540341113,0,0,0,0,0,0
2540341115,0,0,0,0,0,0
2540341118,0,0,0,0,0,0
2540341119,0,0,0,0,0,1
2540341121,0,0,0,0,0,0
2558860255,0,0,0,0,0,0
2540341126,0,0,0,0,0,0
2540341127,0,1,0,0,0,1
2540341128,0,0,0,0,0,0
2540341129,0,0,0,0,0,1
2540341131,0,0,0,0,0,0
2540341136,0,0,0,0,0,0
2540341139,3,3,0,3,0,6
2540341143,0,0,0,0,0,0
2540341147,0,0,0,0,0,0
2540341149,0,0,0,0,0,0
2540341150,0,0,0,0,0,1
2540341157,0,0,0,0,0,0
2540341159,0,0,0,0,0,0
2540341161,3,3,0,2,0,6
2540341165,0,0,0,0,0,0
2540341167,0,0,0,0,0,4
2540341168,0,0,0,0,0,0
2540341169,0,1,0,3,0,2
2540341170,0,0,0,0,0,0
2540341171,0,0,0,0,0,1
2540341172,0,0,0,0,0,0
2540341173,1,1,0,1,0,0
2540341174,0,0,0,0,0,0
2540341176,2,2,0,5,1,3
2540341177,0,0,0,0,0,3
2540341183,0,0,0,0,0,0
2540341184,4,4,0,0,0,0
2540341191,0,0,0,0,0,0
2540341198,2,2,0,0,0,2
2540341199,2,2,0,0,0,2
2540341200,2,2,0,1,0,6
2540341205,0,0,0,0,0,0
2540341206,0,0,0,0,0,0
2540341222,2,2,0,1,0,0
2540341230,0,0,0,0,0,0
2540341237,1,1,0,0,0,0
2540341240,3,2,0,1,0,1
2540341241,0,0,0,0,0,0
2540341242,0,0,0,0,0,0
2540341243,2,1,0,1,0,1
2540341244,0,0,0,0,0,0
2540341245,0,0,0,0,0,0
2540341246,0,0,0,0,0,0
2540341247,2,1,1,3,0,0
2540341248,0,0,0,0,0,0
2540341249,0,0,0,0,0,0
2540341250,0,0,0,3,0,1
2541046934,0,1,0,1,0,1
2541046937,0,0,0,0,0,0
2541046951,0,1,0,0,0,0
2541046955,0,0,0,0,0,0
2541046957,0,0,0,0,0,0
2541046969,0,0,0,0,0,0
2541046971,0,0,0,0,0,0
2541046972,0,0,0,0,0,0
2541046974,0,0,0,0,0,0
2541046975,0,0,0,0,0,0
2541046976,0,0,0,0,0,0
2541046977,0,0,0,0,0,0
2541046978,0,0,0,0,0,0
2541046979,0,0,0,0,0,0
2541046980,0,0,0,0,0,0
2541046981,4,9,0,3,0,1
2541046985,0,0,0,0,0,0
2541046992,0,0,0,0,0,0
2541046993,0,0,0,0,0,0
2541046994,0,0,0,0,0,0
2541046995,0,0,0,0,0,0
2541046996,0,0,0,0,0,0
2541046997,0,0,0,0,0,0
2541047000,0,0,0,0,0,0
2541047001,0,0,0,0,0,0
2541047002,0,0,0,0,0,0
2541047004,0,0,0,0,0,1
2541047007,0,0,0,0,0,0
2541047008,0,0,0,0,0,0
2541047009,0,0,0,0,0,1
2541047010,0,0,0,0,0,0
2541047011,0,0,0,0,0,0
2541047012,0,0,0,0,0,0
2541047013,0,0,0,0,0,0
2541047014,0,0,0,0,0,0
2541047015,0,0,0,0,0,0
2541047016,0,0,0,0,0,0
2541047017,0,1,0,2,0,1
2541047018,0,0,0,0,0,0
2541047019,0,0,0,0,0,0
2541047021,0,0,0,0,0,0
2541047022,0,0,0,0,0,0
2541047023,0,0,0,0,0,2
2541047026,0,0,0,0,0,0
2541047031,0,0,0,0,0,0
2541047033,0,0,0,0,0,0
2541047039,0,0,0,0,0,0
2541047042,0,0,0,0,0,0
2541047043,0,0,0,0,0,0
2541047046,0,0,0,0,0,0
2541047053,0,0,0,0,0,0
2541047058,3,3,0,2,0,4
2541047067,0,0,0,0,0,0
2541047072,3,3,0,3,0,4
2541047073,3,3,0,2,0,4
2541047074,3,3,0,2,0,4
2541047076,3,3,0,2,0,4
2541047079,0,0,0,0,0,0
2541047080,0,0,0,0,0,0
2541047081,0,0,0,0,0,0
2541047083,0,0,0,0,0,0
2541047086,0,0,0,0,0,0
2541047088,0,0,0,0,0,0
2541047090,0,0,0,0,0,0
2541047092,0,0,0,0,0,0
2541047095,0,0,0,0,0,0
2541047099,3,3,0,3,0,10
