,DEPTH,DNAExtraction,Environment,IncubationGeneral,IncubationOrCollection,IncubationTime,LabOrField,Latitude,Light,Longitude,MaterialType,PlasticTypeGeneral,PlasticTypeSpecific,PrimerPair,Salinity,Season,Source,Study,Temperature,WaterOrSediment
Proteobacteria,0.0011137974682428903,0.015224016885298019,0.0007047111662196742,0.005039460178978992,0.0027078107418581176,0.00016256359026181426,0.0029314348940216502,0.11897784422209479,0.0007262842197224707,0.014651920622872485,0.004597608546152712,0.00487463114542988,0.004327834019757575,0.017405397942406007,0.0001621551392756255,0.0027203256577117483,0.0038975042095261065,0.013432562066947214,0.037453747694926924,0.0002881353963775445
Oceanicella,0.0001866133878530765,0.012911009796405472,4.7913439145285627e-05,0.004862684509538701,0.0027154759594297936,1.5428783346446786e-05,0.0004772764038081176,0.006885621032275779,7.978246411793997e-05,0.2911935562242837,0.0015353055535887675,0.0014331879126602092,0.0015355659131937496,0.014842789958848713,3.729386964181521e-05,0.002437690985780595,0.0011350559402092482,0.010914273288620017,0.006019374048897515,2.6394125311266415e-06
Alphaproteobacteria,0.0009584571308143903,0.013594642156918203,0.0024680794021282293,0.0039039942539644693,0.0031839740164416666,0.0003402060942696711,0.0031815174773402164,0.01668543546600145,0.001628231598681375,0.0018155802425045711,0.005172604204132501,0.006150326426562899,0.005657316653129699,0.01006641516664913,0.00018276290618916133,0.00408690126934676,0.004630252772955246,0.00912777474410924,0.011831074154244758,0.0007812482120130002
Methylacidiphilaceae,3.860905670731118e-05,0.005730842934020022,0.007866719589201591,0.012629971668448488,0.00639637881203252,9.143549926322335e-06,0.0001503761989643097,0.0030105327892507514,6.101060325469032e-05,0.0004788958548849446,0.0024989779552223004,0.0009777614505112578,0.0018641224497946767,0.002001429681819915,0.0004385004575309246,0.005115656049192522,0.0023560391226476996,0.008056276371877148,0.0007643513102596298,5.51815857392677e-05
Coraliomargarita,0.00027831957297717077,0.009440565280033321,0.00016939832189117527,0.006451277788585253,0.008097687609034837,9.206308327189397e-07,0.0016397273082391132,0.01500386547521979,8.623982655224916e-05,0.00037053366558631375,0.0023263802171573224,0.002322060351550869,0.0018161705786543844,0.010679537152640783,1.2760024763624561e-05,0.002391319825023034,0.0024930063677122563,0.007832578890353494,0.0008187163543141342,3.6681907223404734e-05
Flavobacteriaceae,5.236466190612318e-05,0.011820886694252825,0.009243907973785999,0.003274320806180507,0.0023241227414697177,0.0005307515920016107,0.005418106095237695,0.3114678524684382,0.002218874240706236,0.03992675760092012,0.0027697860034068492,0.0029637952818307002,0.0026227641464042165,0.006305057821993493,0.007130494274839864,0.003545559086758042,0.0016278828285220957,0.007701647206819442,0.17885988363931962,0.001051854292834464
LD29,4.038611341125227e-07,0.004477067687577171,0.01158187727545586,0.012234745593950692,0.005559413960610769,4.446133704782453e-06,0.00019766068274699845,0.0030476660539223302,0.00018115776457145602,0.0013565875591010034,0.002226449824259131,0.0008390847067286513,0.001544605092785054,0.0024759770186751555,0.0005186800683798323,0.004718730913558062,0.002383881096514099,0.007599520900918446,0.0005129320649821799,9.782386867506436e-05
Terasakiellaceae,1.896251572598198e-07,0.0035600350241425404,0.005105741493084534,0.01146050510565647,0.003887783932531571,9.498994180229392e-06,0.00014534233279136724,6.942021495828632e-05,0.00010359994142810356,1.1747653578835974e-05,0.0014520476642267482,0.00042824954017947316,0.0004312841175015264,0.0005185444924375685,0.00020267515227600233,0.0033565261884110627,0.0003799665453730604,0.007109947268481555,8.56929131776147e-05,3.113069791485576e-05
Erythrobacter,0.0010890801854056345,0.009379821890421733,0.00045578199129968404,0.005651746775681814,0.0071858911487753165,8.572403878127045e-05,0.0028346550057346217,0.0015442818859507535,0.0005474202172863267,0.00036540292849327773,0.0035012938324228073,0.005226302668507003,0.004173678249393817,0.012405432359946364,0.0005100969582030139,0.002743700810909987,0.002397540716247324,0.0067504964543198325,0.0015008104812812525,0.000262736921078398
Lentimonas,0.0008362754300390359,0.007827843936445228,0.0006853745869718944,0.008148415134485026,0.011579463633778266,8.882610393632072e-05,0.0055158502404242015,0.01773994699211922,0.0009704818658268463,0.0005000355517741958,0.0029685459036142853,0.002803180177164797,0.002474128972841135,0.007814638435483573,7.08481665531256e-05,0.0036860505295661285,0.0032710135155249818,0.006674627617688846,0.0009778043669885213,0.000283282551599342
Rhodobacterales bacterium JY-7,0.0004686981620949488,0.007525718368574928,1.9425721671904393e-05,0.0015219060559418592,0.003294380147284423,8.67159388605445e-07,0.00011860210515227609,0.0006611547680309372,3.290179753565874e-05,0.05114987441849763,0.0019030151157069489,0.0019231345188784018,0.0013918240635004062,0.007881095694351628,8.324357643022922e-06,0.0023384796938458173,0.001074434341412149,0.0065268257430759246,0.00032421444807499033,5.522394986206768e-06
Thalassobaculum,4.616199989327566e-08,0.0034597546016372073,0.0031544671125127524,0.01009556387187176,0.005960491092303156,0.0008294821964602959,0.00034479058544344826,0.0004123891798537078,0.00024811201770643765,0.004874188632884002,0.000986390982619544,0.0004913045309033002,0.0005973371660967832,0.0004479727912202765,0.00015691810994365398,0.0030149293384452262,0.0006416813593672894,0.006361756684539534,0.0010320747160038818,8.674236719598845e-05
Persicirhabdus,0.00011998838178640837,0.0030217801648418545,0.0009695629095163111,0.0012570777771642302,0.0014186184313326803,0.00033564077558861645,0.0003331935948698758,0.0018931364513599292,0.0012397445025819096,0.00017239493474231478,0.0012838117485651718,0.0008206689334317287,0.0009258426140389065,0.0059441290498906015,0.0108012782466575,0.0033299110301288743,0.0006109617867631418,0.006296877437660357,0.0007091857670193092,0.002765504268753146
