,DEPTH,DNAExtraction,Environment,IncubationGeneral,IncubationOrCollection,IncubationTime,LabOrField,Latitude,Light,Longitude,MaterialType,PlasticTypeGeneral,PlasticTypeSpecific,PrimerPair,Salinity,Season,Source,Study,Temperature,WaterOrSediment
Bacteroidia,0.0007753666803229111,0.07548951714856836,0.019746739196128075,0.04304648419559326,0.04819589724644508,0.02635102385789205,0.0343233432485287,0.1460065049402194,0.024267518107344826,0.3920932950565881,0.031009726089257894,0.03283980891530583,0.034684124101135055,0.06849432431087672,0.006789185608996168,0.03252073447197384,0.0375882603079501,0.06377094453831621,0.08246607765661652,0.019570017079334492
Alphaproteobacteria,0.004406660731521288,0.07259406251355774,0.03948409926860004,0.042580764512567336,0.043373745321444834,0.057079701929189715,0.038978121747970995,0.28940843510152287,0.042630488459941024,0.02527915282145485,0.03453934993076593,0.03461345037112164,0.034052661504793726,0.07288293010065491,0.015127215945004295,0.0311418879953398,0.03219404357514658,0.059148737230388784,0.1645027957552723,0.027018154112843435
Oxyphotobacteria,0.0034262178713353004,0.04295527752909198,0.018075332796350648,0.042160715572687454,0.04195795199640189,0.003694483190560447,0.06770312139451025,0.015706720514154206,0.038170494496294685,0.007463042939918904,0.053051117015497924,0.0669305198952577,0.06552886361916864,0.05234416743310442,0.003600296645560124,0.038612774450022154,0.05613815228043593,0.04567091088776739,0.032627468427772484,0.025009716193204093
Proteobacteria,0.006664345861901279,0.0477840929765891,0.0135014663013204,0.03658090497383876,0.019212794664467653,0.0009084338716772682,0.01541312916543888,0.023947270763530332,0.011364585198225094,0.011501862956796475,0.028340361704912945,0.028789606864824853,0.03221533692280202,0.04770091737285663,0.001178610625278225,0.01847661955115231,0.03778298406539612,0.04468287752907062,0.021365905454253185,0.008411194208544245
Gammaproteobacteria,0.00491098082180823,0.05009371116500453,0.029589828162224205,0.04348072873395488,0.06036402119627135,0.05449519346809454,0.04270422729537367,0.0174212236138139,0.03434410781484997,0.04191141639269023,0.03862721538005617,0.041929566068847214,0.04467306017597196,0.05534210793522257,0.03362872008616103,0.035190536869103256,0.03575539368894769,0.044122754933073854,0.025383212891768543,0.01913990989608241
Actinobacteria,0.004083053661884564,0.03010303252373446,0.09130099714723279,0.057138391655886904,0.020994176806249886,0.08036863626562571,0.027816540354221472,0.01773107383071344,0.025406723282287803,0.0210528598464463,0.05414893513951407,0.057415398918642446,0.05300738822841045,0.054872210485029424,0.258543047193867,0.05118621253920952,0.06253551739893101,0.03912300764534454,0.030650824217573577,0.02278026164756567
Acidimicrobiia,0.0019667908310290814,0.03898837182910368,0.017771978657627554,0.02521939011061276,0.019579228138748024,0.05619288301760235,0.01807870709434397,0.039256297178686526,0.015913899922767122,0.014756936823084045,0.0309078233614355,0.027455426426479308,0.02690026884053975,0.033469350987894525,0.010554592344692063,0.02632064647172651,0.025599653325997528,0.03517798795283636,0.027848290833084165,0.015050225932597364
OM190,0.015192508510821013,0.023766061684485272,0.04701202016012131,0.050582752085345684,0.05856260164334122,0.10528137258163496,0.021751894576282682,0.09947529802982574,0.0344866082307482,0.023235300444127437,0.04619309379236756,0.03071089864574773,0.027253917033843576,0.020941062395210652,0.010639915098238412,0.02815017095305178,0.018239051274157224,0.03337275628910397,0.014734498824449303,0.01890386266944921
Verrucomicrobiae,0.0042610877351088,0.02855003783218113,0.02081803169469709,0.02933494519142818,0.02089334147656239,0.20179324268037105,0.11002392838061871,0.046370576557810426,0.10485141932320334,0.01575377194717315,0.04296077115719364,0.05077501935433719,0.05744413482963948,0.026936747093402845,0.016003646517804112,0.05040757609228399,0.0722029647301427,0.03134112337207874,0.03188195724433347,0.012592176715630411
Planctomycetacia,0.00861641798853357,0.028994298024991823,0.03656079073169035,0.04550745373347699,0.05257524118490146,0.09316963206776262,0.036955007325457874,0.027970719021823236,0.03084098183886988,0.024509005562057866,0.0344509747894906,0.030359743744220024,0.02937292929859745,0.023271081484917945,0.007599965955609424,0.03282046400481835,0.02311982689317699,0.029242688968830154,0.025842882124732416,0.023844037049867508
