,Latitude,Longitude,Environment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,IncubationGeneral,Season
587a0606b24db52ca037cc6f7a6bdfa6,0.02440637680859049,0.03224726699438821,0.0183483835630017,0.025799161633645505,0.01964284225231422,0.024235107882044516,0.02266879407613773,0.02445583253445216,0.02085846468134786,0.03317532789880685,0.02237957328704858
3aca4b8b04ae3541600d93df2568a623,0.01880043650072344,0.005171682994717372,0.019828182935159082,0.015410737873460565,0.009026748208678164,0.04487923551538439,0.013865742255187365,0.03278452482929322,0.022164232101202302,0.01315206034487994,0.013714664173776725
ca3ca7ed5903208edafe1b1723646db0,0.016795889453153065,0.03126785384776449,0.021301564622934067,0.03415410757474732,0.015926699281891745,0.03347725461630343,0.026039018462733668,0.02852287425539387,0.036220063277307535,0.020308269568509188,0.04574830498091264
9668439b5bdd3a7fca4adb77234ffa92,0.016744008172430585,0.04547066706108339,0.017492586009225822,0.005426938402404335,0.008047527323854586,0.0019317892120898864,0.009532216475157715,0.008706773740091182,0.006230483540837274,0.00029440738859116695,0.008975166494803004
e5d2897df2f464827244b871d67ee050,0.015916652794386928,0.01163369522361908,0.009079150734445587,0.005386142632008381,0.004462399889434013,0.009657848996516824,0.005140309948678178,0.006334247223364526,0.007823346968387292,0.008921237560872208,0.007360365025504181
5a7b179b1b45f0fe2282f260bf073f60,0.01478870124741833,0.020220626875541912,0.011842743178055523,0.005196094141984625,0.00012027538540539702,0.0026105940303677855,0.0022947996124368336,0.007681609025996646,0.005050792348110964,6.489119716147384e-06,0.0015423262686309917
0c3e7830a183154f52653043316ba668,0.014254967249095224,0.01171242945357627,0.020814896266461803,0.012764251096455643,0.013147893031125861,0.011209815828776133,0.029244080705800677,0.012135826397900971,0.017187141944789434,0.0014788431028568915,0.01967701712844066
f5386901988613961f89d0cb5979bffb,0.013311738943364789,0.019132253691847734,0.022513703405464387,0.02176307322269076,0.017570667526480035,0.02718374777582932,0.0164067408451338,0.03151637790163815,0.026235756777309084,0.007869375717139249,0.027671925000307733
2e46eeed58b76d5ed47b1a624901525f,0.012418311476263912,0.010258638585683712,0.01751102577557612,0.019696106886108195,0.012004338872735203,0.01086712567686633,0.025544123588642356,0.00993088456939666,0.017852086334967803,0.03314398867639925,0.01366093012578878
8ff09f9579bab3b2d3050279ed47d1f6,0.012256185142635326,0.0020852878879902455,0.016293307368214688,0.012131007876364237,0.008200223347692869,0.010809780009963483,0.021581217355404712,0.013374714224029883,0.011014445338468624,0.020181846742287835,0.02336850915813649
f2fb5bb0c325924e10f3ae4aa16f0b9d,0.012252757734680786,0.04778940935091188,0.025852010762293327,0.02325616134695621,0.018685218199248475,0.013880256195116947,0.021052748660368555,0.01879275328185408,0.018283327840039137,0.00772954727030775,0.02052541649776624
f201717919d61b9f9f36063a4299711e,0.011557794598412005,0.001445378663573038,0.010217706411967788,0.007938819031148148,0.005178265256477772,0.012171279122686491,0.012387747952272854,0.014107761451744768,0.011966222167052275,0.004836293586819707,0.0105716728473481
8ae6c234ba89bd61690a23982c8574a6,0.010991695032508002,0.004255188034160094,0.008953161627598589,0.006178736421142359,0.010181468454129887,0.0024682637693565607,0.00866723475211456,0.008882156467899313,0.007491267341668863,0.0009583589372695504,0.00731921256296211
c9869c8ee11c511d2adf4a495d12d553,0.01061983866160195,0.0028670852796479993,0.01108336082633534,0.02109566543957261,0.010214028154585325,0.020045724782300628,0.01030314603826215,0.0189275018498756,0.01209912711327311,0.011321866737822582,0.007606646700521461
56e0150a8caccce4572f750e42bd9cc2,0.009889606699312712,0.0174590663465304,0.01729544688983651,0.039711913542520016,0.046841847056183245,0.01786464831043709,0.03871224056480269,0.03517112138832887,0.03259779483294949,0.0640096428071616,0.022136665498979243
fbb28971630d9217315585ec7b2ee1c4,0.008860431648421633,0.0034275923108769775,0.01616551054912401,0.027093369110964625,0.015843781587480316,0.018728651306553185,0.019457989951486683,0.014029709765282936,0.021798613024356397,0.02167091197327604,0.01565458365030615
0c03959892d1fad4c349f605f837a226,0.007934347142861554,0.005312779205897874,0.01856129902712747,0.028884350376994463,0.04940097646597136,0.02515427095836087,0.03095704993136154,0.021331598829984727,0.02054156021433859,0.01420102645810003,0.02589404206443506
80cbecb7f729269bdc4bdd26ac72b9d0,0.007780033428033483,0.004757000313891017,0.0043774619836767035,0.0024148797513175706,6.59493177169527e-05,0.0014041795233289496,0.0,0.003937466020649534,0.0024011610830625917,8.152851356995713e-05,0.002127284937813496
1b84b05165a78cf7e0645f6f639c86a4,0.007720563929935768,0.0019422274855826485,0.01650436893853066,0.018220961366119805,0.010836717248717575,0.014626132651716209,0.014594085318705,0.011960604876633505,0.014469267618426809,0.021879860660523477,0.01855500201517515
306cf053978530cb4f0850f546fc74e6,0.006976089816691751,0.006399604606809751,0.0029922600044549395,0.0015030309733684024,0.0023804831863871684,0.0016834775090010337,0.004023244786888885,0.003886139289343414,0.0064189318954350726,0.0003367306427658587,0.0020023889760645177
85764117a121c0a1c8937c98a123393a,0.006762799497556623,0.024069686761832205,0.022043592565227376,0.016372516629567832,0.010217820607098473,0.012464243645908318,0.009960731431971119,0.01415033540791121,0.012574218996021406,0.015505719192673597,0.02303169434399003
ad72127c01dac114c005c83404612b5d,0.006310935098052393,0.002370782920494365,0.007195003062956649,0.00993112523137838,0.007991725325253902,0.01173980750870623,0.006407638164018362,0.007931462826084255,0.010730961118863156,0.007178456250029198,0.0070820870425275274
df5d3a055e5f03a0b497945487e968f9,0.006258211282976723,0.008679761974227812,0.00989190510864529,0.014579082831934494,0.0054775011732092335,0.012263299138843636,0.010941123473215708,0.010327975074159793,0.01441052492670123,0.006330251747697074,0.00864592498733527
c075530edfcc96ac960de99c8918b466,0.006202237869168599,0.005396021275399064,0.008185797669973988,0.002578903115544456,0.0,0.0013647473495413947,0.0,0.0044920805374910455,0.002704018166725785,4.31272054174673e-06,0.0
a838ef47f1d6ce7aae4ac613096fed8c,0.006124126975313681,0.008473188160284436,0.015079879590668236,0.00533819709194387,0.006259500171831673,0.02423045500794595,0.008341660374717683,0.022149232187807767,0.008824044983480793,0.010011057425838807,0.003436730463906102
b055956964f80923291c9aa4aa65b496,0.00557457332176301,0.0023365910998527886,0.013601673510339436,0.01670513491171445,0.0110073451412189,0.016225827942610255,0.013912261229652773,0.011885348597362188,0.015124710282217289,0.014606410496720354,0.008104870125768125
ddf34bd744186dcf75688d4308ed8bae,0.005123342611415271,0.008215542623855371,0.008390513754913448,0.010472446828554473,0.0043268753339061605,0.005239941203092254,0.008828762210575188,0.0036722071774396175,0.00862201607370649,0.00997862736399389,0.008340118445663925
91fa1e4e957ebca3cce001982bc81c2d,0.005041814898255266,0.004192202542643501,0.018300064422544796,0.019962119739390608,0.018825248080823656,0.008145153612209329,0.012328483571450893,0.012440486025939395,0.010385805412277098,0.010623352448649174,0.02108963697507011
08851e0934ece3b453477b9cf1f98af3,0.004645409706665626,0.008914340700622433,0.014087850743878116,0.01874101567893513,0.010689163134034993,0.019064489647235172,0.011943968163620373,0.01784822304182791,0.013477681848410025,0.006466301228922748,0.0085995503224008
d5432418373742ae89067d64c5b36e0b,0.0045907242285521494,0.010174907467310286,0.008018647923514295,0.00648679035884774,0.009691241059378151,0.004287347261949611,0.006812774198402973,0.0043334544375933075,0.004693514196988814,0.01854899887984225,0.014970148788923313
2b5d99e2921cdd7ad831a55b9b86baa1,0.004421995761007113,0.01300897026741167,0.01834452780576592,0.007083566860894647,0.014862916327194657,0.009440147294463602,0.011193235584802572,0.004348051636641209,0.0075033201742116225,0.026008277602194638,0.006369795566578184
13d7754a56b77b903ad8e14a106a6821,0.00392314201141305,0.0019798757067630668,0.010543620473572789,0.007245928240733059,0.008596852361106104,0.014488212004708437,0.013299460393975343,0.008120975709041935,0.015228325805735318,0.009292706938193411,0.006519547749347813
77f4991424751df3efaf4e2e39811514,0.003498495009063959,0.0021409643888239006,0.01151037522570422,0.012060627052798267,0.010064252776654264,0.008442533811957744,0.009530004220494718,0.008070585484521381,0.00925175032655133,0.01448727508229728,0.009285943561866966
7443c10acdfb01f9c560d37c3dd2bd8c,0.003462765657313849,0.0025557553206100067,0.003069984708044383,0.0034092210426135967,0.00199747009807657,0.003717409847096279,0.006111643910554141,0.006188849611460543,0.006488202059293291,2.406618378692663e-05,0.0034633349586982395
f03443aa4960200a6f011e1cbe651f2d,0.0032210599194864597,0.0024963275137704246,0.003922686905714851,0.002111184013803047,0.0033794457193481965,0.02319872829150552,0.014260217488907335,0.015041980170218149,0.015510551627439197,0.007280921645400806,0.0031512106665549594
c2d95f2ff39dbf03c98ed238509d7a1b,0.0029568571450042983,0.001414826269659777,0.012745627249917669,0.01416074680323953,0.008944722546816872,0.012350186736662156,0.008885608692793461,0.008476572767623546,0.012107200387295134,0.014678363813718823,0.0065511574230964495
0ca2eb01c2e69f3b10c46f06b0d5c236,0.002820758546983531,0.003110605585114271,0.0016561966744299144,0.020344640967663866,0.023809752664229137,0.015303360977913186,0.022462286897135253,0.005869513528740234,0.01511515763510575,0.006179605987233429,0.005665404001529622
34835afbd7b2e3ce535d53436d8b9a86,0.002674288491692521,0.0022220326270684662,0.005263307990460412,0.005403893937571412,0.007810979565287705,0.006025003622959714,0.0059758652150231914,0.003702101292526152,0.004575986866295274,0.014402872789001061,0.0053904717746737505
3a08b1d1b72dc2e393156373a38cacda,0.002670287298591437,0.0012714790470772174,0.004563717173827247,0.0027356612698272303,0.0009151790792248366,0.0011093342117290596,0.0016992687112937293,0.004337670210745214,0.004792254869850699,0.00018368466870803638,0.0022684262515627086
c1db337a0b97ace940b34c5c6096b26a,0.002644650087549137,0.0006816497738020447,0.010628772930712715,0.014291088419745657,0.013211687773596175,0.01346332929413256,0.014292843496123581,0.012870917060965598,0.01160588019217393,0.0144245388758864,0.012311327977185794
e2ceecf6b7704200cd07a3e4dd915116,0.002615132472265505,0.0011657955980242365,0.003039261362244861,0.00481758782100727,0.005575115634754899,0.010847738527886189,0.006700768016881286,0.009307831124938987,0.008464033266299614,0.015503780975312263,0.0027526123312733627
ad9018f80e00f2ca4b48067195ac310d,0.002571602245646233,0.003840963966144094,0.00804618873181966,0.008268769445727566,0.015055352973708755,0.016514039039142323,0.014244288682864857,0.01738990751120712,0.015721342299537578,0.022963091973306267,0.03226557891219197
226075f38f64e4b46ba5f90d1da83be8,0.002549830210890539,0.003766353901214378,0.012571050291631063,0.006456738661331226,0.0026501496681908226,0.004539504248022223,0.0029687711127354454,0.004249375721747703,0.0072984907767699924,0.001548372697244411,0.007240158929653764
b60fd0b71cc37bffb7b104ad7f2ba155,0.002435454730987862,0.0017322747742943524,0.011368878004542655,0.014591498995510689,0.012193457291955822,0.007524966061384328,0.02029791265463796,0.010708095237256916,0.013703944397138358,0.018262558349509923,0.06146553791251738
82f17d0c5dce80afc559a8ef5dc0a17d,0.0022129266137185482,0.0050044047520217995,0.009561646104456221,0.009798980926542484,0.00931269305572764,0.013628329774201427,0.009378176651549237,0.016187040877020983,0.007490274823133656,0.014278654019990409,0.009065500193729542
10ad376c0dccb544644be274346ad13f,0.0021763659292891612,0.0011196962646052389,0.010835981378491934,0.01619151166543977,0.012998910839231471,0.014352810196084557,0.009765688353557239,0.013857692916156088,0.012955943977193718,0.01553461302473708,0.012357125761532898
d32e579b3ae7b2aae8d5bf9f027c29af,0.0021417641883319416,0.0018155517599188031,0.0042949080437638424,0.011869766683963374,0.025376932732896276,0.0011226203631062531,0.005936016227538589,0.003984590408235525,0.0016905012094843939,0.03599116279255784,0.010128951545762216
e17f20cc08fbbe50140cbe85806907b8,0.0021316573394305947,0.0005889761552638365,0.006327617954023673,0.00401595361926456,0.005237715043835662,0.006380088629968615,0.0034090596521738326,0.005377891620179063,0.004039059421856862,0.009705860913212478,0.0025225052067219733
419363d6c01e0530014c2969b7098bbe,0.0020172879430626458,0.001974381333866228,0.004514633297853642,0.0030218660467435914,0.003559396425536902,0.006968211126141851,0.007043081718359823,0.005543090968807293,0.011453642097022154,0.007410016927471038,0.004675018395600322
8696a3a4ceed8a13acd4b0dd9d538bf6,0.0020109663601021554,0.0016995538803361563,0.0059033290290096,0.006875783381640765,0.007945182219652312,0.00924373360076027,0.008101884632864919,0.008778677947560907,0.007306458139480634,0.015308450647554279,0.0069514587624900336
02302e176d74b8b7d3342ea21dda7e5c,0.0018179757677231278,0.0025280356844602624,0.003620939243741205,0.003394655697786075,0.0016227956180681774,0.0007060833312006368,0.0018372835572405747,0.006765216700882233,0.0009456077046591468,0.00033215082470156363,0.0032756871205197446
c7df65fc5415c2df2649fd48b3c1831a,0.0018045158538606862,0.0008706172273118995,0.003916048740956019,0.004326777425933533,0.003193616078487125,0.01893201421352723,0.01127701252193052,0.00842839340792712,0.01746424405824674,0.0021464567684831787,0.0031380468975796953
e416d0916760d2fc17b616e2ac3ad855,0.0017650679448682836,0.0012153813651224602,0.005015134031276171,0.0033765585598624437,0.004039997000514341,0.0016968985396459315,0.0035488748754248923,0.005739480456632019,0.0070959849888492035,0.000958680479939283,0.0055949515187195915
0a79a7efaeea5aed2ce116dc5d554e5e,0.0016245097536764762,8.480992911280113e-05,0.001941718309302468,0.00012656377548842006,0.00033101750531444173,0.0009799576483538472,0.00025166730770692354,0.00027200861950135165,0.0007935711854202473,0.0,0.001340155923586217
ecfc97fe8cd5bfeda4ca9664613659ba,0.0015814720859130109,0.0038008422222682507,0.005200770065303872,0.006920071489519053,0.006380776691751477,0.0029219304702251727,0.004566373474855628,0.0028030213841896173,0.0066196298391049515,0.01923873920316681,0.016786751516916717
2e97ae6045b5230ada1f96ce43102648,0.0012611803709580264,0.0012260475795682995,0.0015696019171054223,0.001205100737885413,0.0007767287599074148,0.0016210961562783145,0.005765374718632764,0.002204709460828099,0.0052981273234226234,0.0005881296496557828,0.0022937444804767997
71c9b09c1567f81e14bb6bef7b934e49,0.0012590950052508054,0.00023476162575808798,0.0022629297797918547,0.00421700662411386,0.0063336978907349495,0.0036037844809426105,0.0017097907141676505,0.0016786097505005293,0.0007384182854242657,0.006597155807296338,0.002444396931564497
e37042e556c60b5934148c4704cd40cf,0.0012260128184361516,0.001176997457264864,0.005615944771803934,0.0045924064678307406,0.00866788373429597,0.006567979028265553,0.003682367302764715,0.006617536568925462,0.007315533587279594,0.010434125161375771,0.006817263709344547
14d8f839cfde5f1b974be363b574dd3d,0.0012220051920103319,0.00017803162097236307,0.005726505156795362,0.003233359097810151,0.00153649119048596,0.004230505117438582,0.0002561218410604839,0.0028028859445170446,0.002022608261790573,0.0001251313397920086,0.0022553721621459853
75c086822bb8973b451aeb9b1b04224b,0.0010881151858651533,0.000750603701930618,0.0005141125164509111,0.0009651036451516944,0.0009434006870672846,0.00035908842249601737,0.002130047038251494,0.0020822209949447126,0.006126704272941505,7.100556528307143e-05,0.002163433296114179
5f8c04f4a92fa1eea57a3ea21c61ea4c,0.0008428568043922365,0.0007574128915816289,0.007849559518785605,0.004669416084625606,0.007511071207402951,0.01901010854630709,0.00895702942741486,0.01138300576531898,0.011794221037260154,0.01359621983161764,0.011971395228442521
b5cdfd3e7fddcd73cbc005ee778a2ecf,0.0008419652061540609,7.110500336868603e-05,0.004042010922364766,0.0034757419280987026,0.006374484761587121,0.0020100674348170226,0.0037218279661168294,0.009126600611492963,0.0037016586494120983,0.013765962623877408,0.005957333194949976
632cf57961e36925ba0bcc26e66afbb7,0.0008219079464577589,0.0034628349786102507,0.004571179807725493,0.02602726786584824,0.033425538345784114,0.024720115331273693,0.01044430632975858,0.00808942037704155,0.010987386251900377,0.013357197429810263,0.00635784424283368
dbc5123d137b11faa82a93d12cd6a451,0.0007950695448187504,0.000593126115899706,0.0019285647988677656,0.004030929045357091,0.008356379698633032,0.0041202306546997865,0.003957938048990691,0.0040310619323999045,0.005173265855849262,0.01280776433584591,0.002284951221277362
239aa35f18ead45fcd2b8aa85c52f4ec,0.0007849650984925878,0.0,0.0010948141329722564,0.0,0.0,0.0013865170906847777,0.0,0.0005813319251958867,0.0017714849690314187,0.0,0.0
0b96e9355ce7602f89aa30d68c06627a,0.0007035033368348345,0.0009001841690895865,0.0018041955261680752,0.0030683365404081497,0.0025158210398791153,0.0323822337309674,0.010371078647537476,0.012797669170836527,0.019882898543137576,0.0020313934778093466,0.0031083657250663916
d6beb33a3306c22a42839b7a7f79b9c2,0.0006629807314914792,0.006602437418838285,0.008695435206135232,0.007411844273660342,0.011546428010301597,0.012054123192058992,0.01009235953686558,0.005511591766164141,0.0067109292984848905,0.004522858563806667,0.005868396410455963
110b5e349203691b4231003c56f44050,0.0006511554841049382,0.00617319717264762,0.005408799853245336,0.01030902549409536,0.0070775703766857035,0.00509900014184732,0.011003859925311405,0.011538514630218783,0.006959283950873045,0.007028691869756311,0.005935423393027087
bdfc31d646d7c2e7ef8756141e3d97c2,0.0006326213626493346,0.0004998308977970097,0.004752969502382983,0.004713017347708421,0.00606938722340478,0.010150246412460876,0.012729843014159905,0.0035879691301963722,0.006329388781605716,0.010601304626498198,0.0016662340116571554
2711831959b24a7e31edb26253c5d5ae,0.0006256216568594565,0.0003147929967904759,0.019483789410764445,0.004523507519327705,0.002398601230650036,0.001522896025247405,0.005142797370664841,0.0023112154692457596,0.004498272302955569,0.0013056229949162126,0.008672502882790829
6112d362565c5797eb555106a550d353,0.0005334041282451384,0.00045251964639731525,0.0005837510094316507,0.0022204793466880416,0.0,0.0,0.0,0.0005845786947756855,0.0,0.0,0.0
de4340eff3230e51a4579d6b51f28c29,0.0005271923855042883,0.006937837505470707,0.01069633680788425,0.005129242634809114,0.005929857709340702,0.0036714960023332037,0.006904394958012313,0.008993576380921239,0.008256618167180615,0.0004561310254589703,0.016521714965746996
45ff0634735a26235de94ca4bb462fea,0.0005245860665465252,0.0008338779755580838,0.002994337508006497,0.001412955771739021,0.002118406122477938,0.009822158832793323,0.004957171980045627,0.007629854023179461,0.00479677412845609,0.002957548799621617,0.0023027770393896163
64a4566e998fec311ebee0501d08534b,0.0004648862460632235,0.0007326200031244551,0.0007104748152290577,0.0,0.0012901714701707057,0.0004217418870319835,0.0019665363660065736,0.0003258726703496711,0.0017866471154742213,0.00017120354513107936,0.0027523300625657905
f6cb867128edd59d08c6c9f4ef0f1a95,0.0004464386071314034,0.00025611819270100685,0.002112897051080273,0.0019568171499648197,0.0014191100411455474,0.00671362380067569,0.004639398071891729,0.0025602301869955173,0.002171290373719347,0.0013072257222593955,0.0013543481539195453
99e79c07e30240aad8471599b2465280,0.0003640043512748681,9.350639466698451e-05,0.0015608628799006923,0.016513014558769985,0.0,0.0,0.0,0.0044414747692900075,0.0,0.0,0.0
87c63a099091784b30d2cea9d3de4a28,0.00032673845247587526,0.0007436215419110342,0.005182237381427827,0.0076478483324297,0.012821225253781621,0.001820603483108697,0.009321820922090175,0.0036873269870758246,0.005947312778819822,0.03187736600227781,0.0034528177034507932
d7ad1bae995487781d84990fb7757f83,0.00031579878205566334,0.0011547903413656783,0.004265458866207165,0.011755284933120502,0.025614772943868314,0.014054833149536133,0.009962311341380052,0.013180801022895748,0.008617278221596211,0.01635499833794924,0.007314096406369827
0f08a14970e5aed7a753b7092261d074,0.00029571269778511333,0.0,0.0016079290661004764,0.00045985276957157987,0.0005847614301368481,0.00015316675549914576,0.0016839970832837644,0.0007088119470699014,0.004392245379561823,0.0003470251910556527,0.000775975342436953
5ded44a51fd737eea6307996b57b7c1b,0.0002937485857495069,5.886535886731831e-06,0.00010558327196066205,0.002563295035426518,0.003333620804951671,0.0,0.0002718209175439956,0.0,0.0,0.006788726350972351,0.0
c759cbc57f95d76dc2b85a8e21e836b5,0.0002768416732102245,0.0005114845882290678,0.0010827435166087963,0.0,0.0,0.001449114609556492,0.0,0.0006918585603630792,0.0004801985745001252,0.0,0.0
21727ccd141928cbe5fdb2455387024a,0.00027282474894007355,4.750454635242939e-05,0.0010489834060274366,0.00405269947275566,0.007329683893582496,0.0037479030933925176,0.0008194423047272432,0.002542696443234863,0.001764826273188041,0.012209478995572128,0.009221526611296863
6f9ed7d4b60dee27dba5d2947c37fc01,0.00021628098052959194,0.001545761818958706,0.0028753995128697977,0.003844033176274625,0.005887840538085475,0.0019964671971280257,0.0043640189143134556,0.0037887925820597277,0.004808011177771339,0.000486578357109357,0.006024837527171715
872e4cc51378740847586994f4b3d865,0.00015809162609397892,0.0001900561679740325,0.002558261739884305,0.004858330343049245,0.006835291010660948,0.0021108544493464256,0.004229775323221614,0.003193692019032954,0.0009370734523559616,0.01147033982215229,0.002323756264999964
8f196eb756ca2c43bb186e6b98a5c6a7,7.416204849287359e-05,0.0,0.00030160351666461203,0.00022691725371992136,6.443514964188431e-05,7.262337347511608e-05,0.00015477399113580226,4.9900681627270963e-05,0.0004317487962486608,0.0,0.00016873502656970948
fbf924dade241366bd3cbf57346f6f4a,7.335707361724865e-05,7.655087619566881e-05,0.0,0.0,0.0,0.0001296601175682329,0.0,0.0002032736200880662,0.0,3.235646232089962e-05,0.0
08ed7dcd70ebe8a16838c650e7c3c05e,6.425042238347557e-05,0.0,0.00021691457063876851,0.00016513105548368902,8.970341437333846e-05,0.0,0.0,4.2805973266499594e-05,0.00033386613869059914,0.0,0.000569727068140485
c5547bedf5e9e86ca71354890a3462c3,5.8904242447959004e-05,0.0,0.0012173840233904607,0.0025593746733482753,0.0043215905297375855,0.0007697139498173426,0.0004962796188767563,0.0024706383195969603,0.0013154838458334015,0.01223112635051728,0.0007836594407332005
f186590f95cbc0aa1a0f4a37f5afba87,5.5702466892475083e-05,3.718718978136958e-05,8.05637922108348e-05,0.00243830623550809,0.003062015915278219,0.00023023587205525057,0.00032666967160174804,0.001388126670604782,0.0,0.006669327628184828,0.0
ce270798a04891124ee2c409d8672f88,5.254001754415457e-05,0.000691484698323855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0d953a3a8483689c87d8e3c640ef427,6.402735108327243e-08,0.00018308301302043562,0.0,0.0,6.557534367077982e-05,0.0007248865990355552,0.0,5.893048081932436e-05,0.0,0.0,0.0
174d8892613c4c76501faacc0f8eb83c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30b242bb31b5e977ae7a292bb39d9430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3a03346da75d6349e7e2da681d15a048,0.0,0.00039611892737930724,0.0028858536680053744,0.004587105268506783,0.0070938697702047195,0.0019426895994096023,0.0026211946404078226,0.006376718488361958,0.0033432103681224233,6.555335223454977e-05,0.004369608211631077
3b50e9874fa67e04b49f5a59ecf0059a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bdf8a26094624622d68509a87fa75ba7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0e7e8f4905eb0f747c064e800cfd8352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6cd49b971aa0f1ce0aa368442f51f290,0.0,0.008932635223502768,0.01009040627325806,0.002737770666831632,0.005994632309059547,0.0014325811259274393,0.005347733221705602,0.005443193560787978,0.002518240075417783,0.0,0.0033677070539434814
2b364af4f3acffb23bf138229399c60a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1f88baba233656c9b0aefe14770e9ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6df9bb93459c3f01826317d2cb7596b7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e5a4d428e10a657def86da7e19c8c5e3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4199d044e2eef954376e82f192d8350d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e05a58bc78665eb5ab44d6de2d38625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e37c7ce7bbb5efd9b31bc63885bb8c92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eac23401f62b931543304a883d5e8898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6046bfd3b73004a3f5559281986c015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d445ae7bbd7803a3110516b3f363a118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a89d39a6efaa924ac57d90ae88a64cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ffefc9a0aade9e50fcd47685c9e1454f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61e2f28e499bbd8f438e970d92f9acc8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6b84dfa27b2001da05bb823155894c2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33f8f3624007a60162a5ca4d9940506c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
