,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,Temperature,Salinity,Season
1ed3793236623bf4d0de6c2ab4c0c4bd,0.15303861122362444,0.020686735096200976,0.011957980933041332,0.01211356468566517,0.013661587224017016,0.01335552206211715,0.0030394801552519365,0.030498600756157304,0.016547264567684076,0.01031103006227745,0.021631714706394838
63376752d1d5f61d17f5a4302a4f1bd9,0.0640159537738496,0.06940631465038483,0.01776870248033873,0.02120662551285395,0.029021728605972446,0.020934293359574647,0.015476198590154287,0.03918766782304196,0.15336705772583328,0.041383177426399416,0.028606093406604572
a29cac4f397f779062dba44e5c70738b,0.06072444649017243,0.01598447582251972,0.003521672430822426,0.00629787841990515,0.00967900946687721,0.002338041491139484,0.004680516445298984,0.00010671990286831086,0.0018929844598664293,0.001020718531995303,0.008679851794621399
ebf00dd6a9329614e82c0a214cb16490,0.03576541146403667,0.014957928602310478,0.01932802151652279,0.013523375364247971,0.02358077216380722,0.030029005255801315,0.03212577839997243,0.1317840483248359,0.04597651744517374,0.008889466641409728,0.023013200094554605
398adb9f3ddf89387e2d990a0d359a12,0.031015351707567942,0.0036840469607774553,0.012756110834966751,0.01669508002330251,0.013923347708908912,0.012716369070542802,0.006663453006956347,0.0006500639519688241,0.0008000992013178411,0.0027989001222318284,0.010358298937303494
64c52718612394b97132744e455bbe9f,0.03078893485580439,0.024421939501555707,0.010114353869037288,0.009619707362553624,0.013166596071210651,0.018477242058597833,0.01771657736241684,0.0036704709610473995,0.021973631794439417,0.014764562865602973,0.012273278467879898
040390d0d350be64aaa7ead3da77e2d2,0.0274853025930841,0.01476746789516779,0.012433763150825205,0.01555227025986345,0.010090054518327195,0.026069815261250677,0.021637118319693067,0.01211170848884598,0.009165470413458951,0.00601549531785061,0.020675459534525483
d59e59a46fe7bcc6361a9b40b481e912,0.027252053858070724,0.00657404887375527,0.011514315324631746,0.0037813435757339062,0.006188969652224634,0.0041882117818054666,0.0005385618943665819,0.021088279031839095,0.00021433983321582126,0.012495954116323274,0.004446979798340799
e232e6f4a873496656969a88cbe7f732,0.026117450924930466,0.010863316092785133,0.005197983130859919,0.0023581527515399757,0.003145196615665173,0.00938749939002118,0.0006456656356677399,0.00405313282325663,6.433018851920605e-05,0.00020689088176644875,0.002386270058589161
02301f7d1e08451a4244ccf9407ca8a8,0.024942932330029467,0.0709553198820537,0.017052855962768784,0.010194223713887906,0.016495638578023535,0.017832439905411553,0.017034438201031198,0.01889599422525289,0.012561857296899154,0.10512662651723656,0.023762305987805973
de213780a03e36d23c669024fa3bbf32,0.02026454259417954,0.00882242977275464,0.009956920012945994,0.009851660902233595,0.009799205423964345,0.008879530407626037,0.002519175579662983,0.014748869009255485,0.0019609771009130887,0.0020478817639292103,0.013380996660921917
9c46b739b21d6bee08a0d89295341ccd,0.017917876300266092,0.0032568780988013976,0.006483627019113565,0.011429203445162676,0.0071658925488383525,0.010408909546510471,0.0060768912287252844,0.048139594424464575,0.0005276265432005678,0.0019877728792814407,0.01258223619382065
4aa57304b7ddeeab175631a6a91cadcb,0.01663955383033628,0.021037539702602213,0.022365534038888753,0.010995090589539824,0.031226828121522117,0.019624823598540297,0.008679422976181588,0.014021195156148076,0.14706678678709525,0.010749453642879032,0.03199205957256932
66f3d552b956d0ee0d287f255931dbf1,0.015819803260118562,0.01828382723017674,0.022079759417082505,0.02821418572984085,0.051730804904345576,0.04969020003366998,0.23142977888622804,0.07690934355508162,0.024150355401476104,0.07818295500961106,0.02630699320707879
f03caa9f0775a11cc28c971eb975e0ed,0.015149832991228258,0.01660334563590362,0.017290524526015025,0.0271575024086989,0.018110869736850225,0.02628719097857455,0.08595590631543905,0.014158910391089264,0.012023488873309566,0.14983059764095016,0.02361397233008153
43f5630fd1313ab29af7102ec699c8e2,0.014711531482547772,0.00741271406725356,0.007228467336852759,0.0032657798052233523,0.009908084670207156,0.005166501672501948,0.00031384794717166306,0.005432221485445451,0.04701820714771471,0.00278287391518945,0.012239005296285934
b5225ac08f1529f1ce4582fb6af146c7,0.014654106992966653,0.0039837269618873605,0.005200380220503112,0.0111722306225164,0.006328486477755779,0.009402199053691352,0.0033145238099286075,0.014998619265661204,0.00024944650057857155,0.00036003449190902644,0.0026773343451725147
d64bc76b52f0193692055f7766588e47,0.01427934116980665,0.0028545207968603465,0.014087848984164236,0.012322932040248346,0.017385895109928804,0.012278544241750629,0.004400679935255256,0.05035043577593141,0.0015634066645933528,0.011605952118639963,0.014588535368263338
d6d62e4dd336a15128316468bff72d5e,0.013489208858785448,0.0021912717181500293,0.002723713069582222,0.008418641252110731,0.0040695149641318575,0.007544025776112484,0.003506771082639233,0.0010345450430736484,0.0008573962643595662,0.000272356291345067,0.0031215928473977196
1bc351f5322f9650a344018891f745f0,0.01303172299818233,0.003905975700819135,0.003020325903365173,0.00238675763218355,0.0020953313283813254,0.004759097605620451,0.0007996240617393309,0.00039334130526320383,0.008373595759504507,0.010991347163169586,0.015947917378637436
8c67e45c061bc65bfbc6a0aca9d02716,0.012298144269111466,0.0036872280458055736,0.00440872548592278,0.013984672931414829,0.01229448409453163,0.008257133309306086,0.004418212375162971,0.00039710743368420357,0.0009895499854712683,0.0035834325183819633,0.008130996853713643
cc07dccb8deee0eb07c51219b534dd6b,0.012100208470703418,0.005124108932477297,0.0180145056003631,0.028763687693586903,0.017919759725925834,0.016957828617242862,0.005566959677564411,0.012883218705264425,0.039988989199155646,0.018046277250774654,0.029421812508767284
718c201d4d7fbb3c35c85c6aec16f11b,0.011715636890980999,0.005177026718596451,0.006102274364381572,0.002152608318354481,0.0040223372406093276,0.0020858146588467194,7.729952656749521e-05,0.006110279189377493,0.005329807211940997,0.00047617846287652157,0.0019848659766296644
2191a03af1b639ae410ef259dc0744df,0.010702893231305577,0.005674948557516554,8.173690932311619e-05,0.0003594152196002292,0.0,0.0014087903763232174,0.00044650667136294066,0.0005456984898494751,0.00034026928537589797,0.006034242639784528,0.0022076571176793914
1f42e44d0ce431bdae549c20dba107cb,0.010404404362018432,0.0038796181324436464,0.0,0.0,0.0,0.005775132342404494,0.0,0.0,0.0,0.0,0.0
283c0affecfad294ddce85c1532dd1e7,0.010137245118284293,0.0012111180382710295,0.00542459343222972,0.002969873281407904,0.009683150448141295,0.005879455460870907,0.0045468648835586545,0.002836769211055231,0.0030620810385965664,0.0006801125673703328,0.0018950646220369785
128d5b3bc839efd783063c004f3e87f4,0.010113958519817168,0.00455705688242702,0.00022183487011073218,0.0002858903512114607,0.0,0.004390491239038827,0.0005105994545992742,3.924374472459005e-05,6.36520436230673e-05,0.0,0.00046716742961347657
e6462cbffae4df52b27c7dfbb6efaf9b,0.009926435487543147,0.0057226590705010474,0.0011346543658186804,0.0014400243360747794,0.0005917839526525952,0.004985327544870093,0.00044271753357272986,9.658981599912712e-05,7.432561672137286e-06,0.0016449738676208349,0.00733572595014262
87ccc2242b7286bbc89ecaa8946c3cc5,0.009919733062276611,0.002090401831458498,0.0023095075082989547,0.003119881189783415,0.002275757363603018,0.0024279953981189224,0.0007728929509547884,0.0005697671455143409,0.0040971900632111756,9.339098091389156e-05,0.005624095393914204
bb740c7f2e25aff788f78ce367dd667a,0.009853626313057771,0.001141242809497022,0.008005354045159221,0.004764049744395581,0.0043519306041229526,0.008848582429089114,0.001214434620619382,0.010446447035355926,0.0011275994281143816,0.00024126621286237268,0.0055787318070592016
d030cbfed44bf5b997ca4e6e3cf85bcd,0.009659347809763928,0.008487396190422582,0.009363493445058688,0.009107676614720953,0.00921398523982232,0.011766292371668069,0.017067854348563668,0.001862132477886761,0.011869334221402707,0.025873589379623297,0.019301142647213394
a2c80067e1f47652e360cd7d3544041e,0.009491507800184764,0.0013540674239246324,0.012721648556247713,0.02496863565332202,0.016315153877159014,0.007625669550613736,0.03472592304064859,0.00027879364502323036,0.002137841049965344,0.015417996882864236,0.01318151934846065
3128cfa1bf5d8193c2e552b5f317791c,0.009250304711938046,0.004389177953289887,0.0069703323908008935,0.0019195954518193231,0.003453673825782623,0.004889442275493655,0.0011168292846068263,0.00045514377131487084,0.001415296757342462,0.0,0.0020698861307975784
6a97d9b937c2bf6f81c316dc47fd6c9f,0.009221129491334114,0.0003982354307019266,0.0006219011627027714,0.004696627400864748,0.0009972249530752894,0.0005919029681961184,0.0001920173294652826,0.0001940677046213761,1.9752436153442122e-05,0.0002115871462681594,0.0
850de5f5f84588973983836a61d731b6,0.009088103144691714,0.003239929431821614,0.008375645328259351,0.013187268460931593,0.016088508266332936,0.006220717064357354,0.006720815639086724,0.003464600751022792,0.05304437214791935,0.0031896649115863707,0.010584080910664668
ee0fc6c6787f28dcf90136fc6a39d9fe,0.00899480241508928,0.03524576162457539,0.013714602792592609,0.016875346678758445,0.01930520942439395,0.008623081718898815,0.00770886805452494,0.007107592549557746,0.01648592461166461,0.008661613592503883,0.016087250771927433
3491e14714ecd74f8865cd07d8fbfae6,0.008958073132100336,0.0007038541392465821,0.010922965111148939,0.021511758021566373,0.008335206931780588,0.006110010862320091,0.003498179167063354,0.00047806120498333543,0.0007127158700859498,0.0020730949304289576,0.01112496011370665
999ea497bf071f558453bc8706e90bc3,0.00892777448154518,0.005773237278087229,0.005969830408254905,0.0006052492385309366,0.00316732341729642,0.0017355032363882375,0.0,0.01652537770758729,0.0,0.0,0.0
9a62b1e289e04e82d3e6a2382cb797c2,0.008926285937949018,0.0,0.0010749884755189795,0.0003526113648933618,0.0018580933317060618,0.0027053605687065423,0.00017603760001960172,0.0,0.0,1.534761104293474e-05,0.00297712509762995
14cbfbff578d66019bd47d58c798b4c3,0.008826677005872509,0.0,0.0012082722359773497,0.00035187673394918316,0.0011997264681192009,0.0019324072599807714,0.0001882125594095613,0.0,0.0,4.092674356160212e-05,0.002973903999403273
e3bd4c321c5364d01871ebb503a1dc7e,0.008182949131317787,0.0012695696698315569,0.005885285138881897,0.01625606290263251,0.007161368544704341,0.007585998314300269,0.0026037477993644566,0.00010814407757054355,0.0030930763074232745,0.0005496423736741971,0.004788994674394304
72125e039c80b804b07cb4a6be798bee,0.007973584234752204,0.002284080721741151,0.012338339243609536,0.007185425203214902,0.01524901415713925,0.01831822442650114,0.0014432198580495573,0.007161290195537532,0.003354654054268593,0.0008965399649212224,0.015678182198572255
8842af2cd7f220c134d21229fda282d1,0.007862058176660214,0.3078710236436955,0.019716139959261806,0.008500787776899468,0.026933718704413162,0.022338361344750892,0.028903548292685776,0.0018155890480505974,0.004029306898433844,0.029444424847229585,0.011750615702680819
57ec46af379154a33c369e61e78fd0e1,0.00778104696950903,0.001820183466763722,0.007272158164666844,0.004178393092418271,0.0055359303182911015,0.008099754695160872,0.0008767743133814628,0.0022927242996152813,0.01678473077233036,0.00010002000400080013,0.015845686056441672
c03696ab770838648ccd13e40ac0610c,0.007305770261531991,0.0020127499164895204,0.0034954968403244275,0.0059204805318533145,0.003616955573636895,0.00712931218449369,0.01167595141198328,0.045881348379568185,0.019247543493192413,0.002039940691289468,0.01377888811651357
f7713f5e77b9f970e19665512b4e16be,0.007238421144529666,0.0,0.00033818820104299216,0.0,0.0010436197435773154,0.0004090172968991357,0.0,0.0,0.0,0.0,0.0
206977be386ecbd95c21a3c8560c90ca,0.0071378280633213696,0.0021889058128025025,0.0027438342488023113,0.003427413697376831,0.0010811695291120295,0.001534946595773955,0.0005302949017388565,0.0006884884804203189,0.0031207162440176402,0.00036256160693909063,0.005326456749738022
9ab0e35a677bf6eabfb0ccf857062a75,0.007135989659007544,0.0007960011857836548,0.0015933316151706958,0.0051758641624174056,0.0015823819090118462,0.002266473970141351,0.00021575061209168779,0.0006808855667029983,4.489410289745847e-06,0.0002464423807362732,0.0007499277118562182
205775a53c1629b48fb78d3d7192a87b,0.006630101741750276,0.0034850868048623587,0.00275369985892917,0.01705183099534032,0.02140591169205112,0.0067260237183749925,0.010760673444557818,0.0005231105970835928,0.006449522489516798,0.002672482283103581,0.008709569399819381
3c5e168b4abe0ff0a0402c7a53a083b0,0.006038537188186129,0.0017982204361388446,0.013084139291937377,0.0003502148870603991,0.003864566301311296,0.006746708873531901,0.0007772383123217827,0.0,0.0037313699009652343,0.0025333366832857303,0.010617762133913662
3c14d457a8dc0e1c981ac441561a2cb7,0.005745230324706155,0.0,0.00014977359804946015,0.0,0.0,0.0009889419673888929,1.0372444859342235e-05,8.075411288236066e-05,0.0,0.0,0.0
342eca328b16a2c6156119cb6eac07ef,0.0053430483657745335,0.0038898447543413476,0.004034810056844417,0.007155585110887334,0.0012991359884125871,0.0036159009879640947,0.002705803505687141,0.0007541291127199143,0.0003944906212209204,0.0023714399386013003,0.011681136734103434
2021de38c3895010597f4ca393858c12,0.005254669845061688,0.0010007491217945664,0.006652669330436994,0.003160061182520771,0.005284319152086155,0.006628897738841836,0.000881795427906576,0.00014180237602630754,0.002573360756212998,3.0408026695047422e-05,0.0046523393651914996
59faf023c045c0083089bfea6e1d7637,0.004874747621847745,0.003756556335252361,0.022198431849960447,0.010031014198416802,0.015960586168921424,0.023643706303694917,0.013181993003038833,0.002254280348309554,0.01737138060200972,0.0124532642828204,0.023261397934648917
92992851e3069519c605d4fe98e97e41,0.004756373141053958,0.0,0.0009952754143546449,0.0007451179941107556,0.002515174631233664,0.0005193763596003274,0.00015473292902518787,0.0004916868610539166,0.00426995325163952,0.00010453185455468924,0.0013292074366250187
7a9d5eeaddedc63aab5cab64000e1981,0.004723686056998344,0.012588497172916834,0.026443618813997708,0.02936724340509042,0.016587894500508907,0.017329361947155956,0.046915484903534026,0.0010471787723787128,0.0020362999991745344,0.005629553356340295,0.020969432827408905
