,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,Temperature,Salinity,Season
551f14eaeb80bfe894bea6e33149ec39,0.004469638716166019,0.0006274655716185167,0.005329772636649796,0.003368701458247469,0.008552035634886416,0.004767530259587276,0.0006048735072735746,0.0005991022525727644,0.005646207026104162,0.014171825920733194,0.012976096560589
a4e61efea3906af5f000a12e4ba9309d,0.0043786359347040135,0.00029789537871943375,0.0010328663673491259,0.0,0.0015613493418742796,0.0024776733844609268,0.00019569800237454157,0.0004802692291466928,0.0008188277217594845,0.0,0.0021053615221180598
83aa3f01371ae8887ce45bbe387ca3eb,0.004294635767229638,0.0004406407941615577,0.012873260892663893,0.026114368270587305,0.01416611927904101,0.007320205066621284,0.007537099093021385,0.00016577290679229355,0.003810030662650085,0.014816608505255015,0.012673117634275676
8c63a9c0b8d39d181b5565c992704e08,0.0042012053870308765,0.000954236898718185,0.0032411362260329857,0.0139340725079776,0.005330569217013753,0.002037484954862816,0.0005029775806651667,0.0003673554778815092,0.002431837996175261,0.015712303006881503,0.008952900652429804
dd33dbb49834a88294af746572b90bb8,0.004063027642386613,0.011004962540738388,0.010252771654633234,0.008161748044270598,0.01825346857165284,0.013061747418013515,0.00827422243162732,0.015151691465294726,0.003765271820369088,0.006002971537342709,0.012314620176186019
05aee268d4070147e0f0388044c3454b,0.003971963298026961,0.000797436635314419,0.012900543910731588,0.023227313385798625,0.012010524277421797,0.00743946225388885,0.001742848232157614,0.000637874801459671,0.002386934895799771,0.0003391271102759369,0.01131181248396436
43ac5eb86b23f25cd8fc5047cf2dc5ab,0.003380450617429541,0.03891046203654848,0.042970886546713584,0.019961262098112248,0.027038740381163065,0.020901058609852634,0.017100958705200658,0.024944461047874632,0.007924618267758431,0.019468312608063858,0.015970089895290234
0723506697d216a978d3fe4985d15775,0.00329514286533957,0.001581625400386582,0.010522973754749653,0.019213717015233427,0.006379800308167509,0.0106251873204925,0.0006578287918692763,0.0030304592337322698,0.003544432236533447,0.0001908088532706821,0.0018080086940472642
bb6d5c1156c07e40cca2cea8504b1987,0.0032771058801628365,0.0009377011026517473,0.0025558750209068453,0.004284699511423866,0.0059018566728645675,0.004716547905094302,0.0012480830371415725,0.00042844314054700706,0.002484705123068519,3.519738293925908e-05,0.004278099836441928
fc2c0b958c8f10c4da0cc3cf9fa6fcc2,0.003192406361770537,0.0005051756620027195,0.0005356538635781369,0.003676102655740826,0.002514346064466753,0.0028069913710601015,0.0027199186267380404,0.0001699048356978539,0.00025387205063588127,0.00020305028657525834,0.001682520996112082
34835afbd7b2e3ce535d53436d8b9a86,0.0028792557394312955,0.001293224386248311,0.0,0.0,0.0,0.0,0.00016019577370369838,0.004850286252016929,0.03630069050762412,0.0,0.0
78d684e00dc21ccb6ceea956c11eab8c,0.0014796390297333773,0.03180771406989713,0.027817044184671423,0.010896001229090442,0.017690683003646755,0.010513793268487035,0.020774973997598863,0.0032220569010584597,0.0056734256454124355,0.0926098540806298,0.01570792480306259
7f1da50ee56d626264361b7b1a058247,0.0012780609607368077,0.0,0.008673810234723465,0.01007801475800563,0.014008659787063985,0.007546527075853755,0.01300502320095384,0.0006207613729171074,0.06477461405058743,0.0008858433452166275,0.007923460318266198
395b9018556614c8f338feb3db6a56eb,0.001228830624021305,0.02359869969287299,0.024218364514301597,0.03317294595074151,0.025533322284423808,0.01962216226160123,0.08056706018809977,0.00024529709751327995,0.0012050525086310584,0.0035752736400278015,0.01714778507360154
e4304c9496921fcf8a88c1ef30dfd0eb,0.0011395219169177775,0.005784596567683469,0.011636447205139764,0.013642860670816334,0.015563275516495775,0.016534172786379486,0.007599301754362506,0.003142917848258818,0.0037270116562694773,0.005631558459765449,0.013903685466920222
3ceb9b5d08c082552d0fd03541d227c8,0.001012388961175471,0.0001666707618556118,0.006101128799163801,0.004499198922567859,0.0034132035298095696,0.0037997019430183795,0.003159290367898703,0.04311811419240896,0.0021026256807449776,0.0009092706415698529,0.00029903376343447805
c936d6e0369698e6f1d3f50cd7f96310,0.0009396260868777916,0.0020326852259087906,0.008580494461288665,0.003582632997013231,0.011342607671242627,0.007642316158804574,0.002020001673643087,0.00029214389155254476,0.006585948190210363,0.007771769597694968,0.012304477824794591
b197c7b86597356d5c6433a732bd1c69,0.0008774636119458822,1.9026355345920468e-05,0.03267521405410642,0.00713108146307225,0.011562898241780256,0.011727433760365691,0.0,0.000453014574680362,0.00018786892977987348,5.808774613176655e-05,0.004293721925961628
fbf6ad9e5f19c6ff64886e4a81ee1f7d,0.0008504371613119466,3.208376190821651e-07,0.0,0.004829407380924622,0.001187740476536026,0.0009261698795548862,0.0003496877498305846,3.525274596729256e-05,0.00011705481286791848,0.001805587132485762,0.0005465727806205101
0eb3e6b4bd00f9997c2ad343abeddc31,0.0008413889671928319,1.2305873473611211e-05,0.0,0.0030724769671093277,0.0,0.00316482083224751,0.0,0.00010002000400080012,6.10768231989258e-05,0.00021265977677698082,0.003330245918238856
588baef764d4d1649b2502c8e59a3345,0.0007527675306977494,0.0005108283740646617,0.008810372001873908,0.010759034491726431,0.01382381024856294,0.007363668143511063,0.004246635951552467,0.0034600002844397595,0.0004692562723388111,0.0006858037242302503,0.009109381418957686
1554a1ff448e4c81917965fdf3ea3164,0.0007083297063257807,0.0013052151059755213,0.02818639265715521,0.01736236736037394,0.01745379973376584,0.013731047065290389,0.0012934830692989206,0.05680441755343094,0.001681553901478965,0.017261614712376087,0.005219148381439496
43f334b6bf53186d5300bf10d87e46ff,0.000702992844813161,0.0038106522391921386,0.03406438874480117,0.015747229762696418,0.01634233135704507,0.0218965636495774,0.0013325631736242603,0.00754269083470438,0.00425054138812566,0.11895238668430351,0.02331119978196721
690007f938528d77935770a1a85bc8ee,0.0006841525114673376,0.0001227938742882841,0.011084636933870665,0.003499592065463384,0.009399971156372623,0.006575195774140297,0.0015689264729276706,0.0005066979722461414,0.0009311001012358461,0.00017314876277959603,0.008657206011182552
b24d1b244d8cbe7a02422ddaa4d85531,0.0005707893745112321,0.0002637333836050578,0.006886878967241557,0.03273441196234005,0.018507851818516385,0.017525359813150815,0.04288756138838055,0.0007500008850782658,0.028262167215611454,0.0011118483658796724,0.008858113138540354
bad03d06c5c766a2007b224861859fd1,0.0005391327882571526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.837730434638888e-05,0.0,0.0
57dde192ef7a152e9402964ad8385b65,0.0005139616363685766,0.0001726470735890758,0.00027476214046087027,0.001051319830392404,0.0,0.002543299660064768,0.00022209735095497462,0.0,0.00039125290795043166,0.00011543936202043161,0.002322019643312728
8b46979b766058a108d3f088b5587da9,0.0004543653377438457,0.004789695609245661,0.013399710211605426,0.0036103099581737113,0.007051291663720351,0.005212584790200762,0.0014930407922888285,9.797054189295767e-05,4.7949720995200444e-05,0.0020039282921099468,0.010302942608868777
60c5874530fb102c40f246e7b59cad1b,0.0004022779891660582,0.009827240501072233,0.005332084217157388,0.024567889767236395,0.004778470028617,0.02154760933136518,0.009626888396151967,0.03279593573290414,0.024819015862088612,0.0009548082348061585,0.007130026098071617
d6b514f12edbe7d7f0bf154a81e0d3a1,0.0003575332763024534,0.02280655023621264,0.021752852792305613,0.010745640348001809,0.016930567647421124,0.020542842833766017,0.004117584011505749,0.0031806353800390413,0.006253469843919645,0.0076702676852687755,0.02457185894173175
ff8555fe88fa6cc0870ad9cca6f83f0d,0.00029404276489129066,0.0001226168621755733,0.007603297944259746,0.013355662997110405,0.00832339768126205,0.009180690698982126,0.001381391957562086,0.0024598708939570007,0.0001503567391658197,0.00568997832449491,0.006597106848314396
dd6549da7e42e03da9992ef2db62b1c0,0.00029211902820494264,0.00019893216438474046,0.002951369383932027,0.0007650469464549992,0.0013105582451714809,0.0013336855222934488,0.0009343689227991284,8.26880595683896e-05,5.104015091749646e-05,0.001221819345615598,0.003793611769596617
bc5bef134e298d0bf60255cb4f3cd777,0.0002859382870167069,0.0003767263812913534,0.010299982002832742,0.0035022548009326308,0.0033462813322348746,0.011085122694334332,0.0027665116163201886,0.0008797562983490582,0.0038173324319836564,0.0,0.009743180685544665
9e00ba65801ac9d563934dee13871070,0.0002771936692056627,3.0714716980024545e-06,0.010301704784102285,0.005907207287029467,0.004504070616755797,0.0031731980842381025,0.00046631150623564267,0.10818099668233627,0.012251010349034528,0.006165868547898019,0.010733048899671114
f59ed2a314d527abae84d2d5e1048f5b,0.0002730372078779834,0.00019740388289901214,0.0077970273586000826,0.0057809477503679395,0.003034979537880566,0.00285277926210316,0.0005477345199934518,0.0025858828552803286,2.126737974923889e-05,0.0005861778360082518,0.007566058659164956
20bbec3dbd4bb3ade4c7e844a3125db5,0.00024364177508599922,5.949724532632013e-05,0.006185557876219563,0.004961026440782798,0.0037617621549760334,0.0028841345994590427,0.0005558144113802705,0.0022941151472551376,7.003046815279349e-06,0.00043607448564483516,0.0071728402470036525
96f4a96eb1fd0aa4273b2551f3aa71c8,0.00020228697335845895,6.301293528351577e-07,0.004259793020442108,0.002231295552340268,0.003148387348038065,0.0005286093606424475,0.00010002000400080021,0.031084983604583758,0.0017496751235469383,0.0006634981311164995,0.0
efb15107df0f9540732eae58526fea74,0.00016566262295509955,0.00010407815847661481,0.0,0.000633902897770362,0.0,0.000732248995736477,0.0,0.0,0.0002848655598220885,0.0,0.0
e9934def6eb800ab9cdf6807f41e21b5,0.00016546263527248006,0.0,0.0,0.0025926295745307914,0.003625296993780797,0.005899992869983284,0.0,0.0,0.00034482104442277317,0.0025311426319482213,0.0
6c3086a6de1036e61f64c69ecb956373,0.00015810694696463158,0.00018440823668165415,0.003253619830698939,0.0018704068447533797,0.002024585648524142,0.0035601146899433994,0.0012834864835527464,0.0020699603773616485,0.0010524009632436409,0.0004737591206798817,0.00017880341121829962
700b35f1c3553fe3690f2bee05d1ea64,0.00014252423080127655,0.0,0.0060579886825216185,0.0005435617672207367,0.0009653981062309152,0.0005304077199487296,0.0,0.0,0.00017086210113413175,0.005252708917510024,0.008896245252254947
fd0dfc15509bfdb7479e7745dffdef1d,0.00012526030092685126,0.026567359711249638,0.009670527223268563,0.003528069392241451,0.0047920844114755995,0.0040698608758874,0.0024090616785182413,0.00039142541503494173,0.0,0.0013878697803387976,0.0035708981112335374
3050d74515c578bf6403c227d5697ebf,0.0001235094837613045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.395604803300433e-05,0.0,0.0
8ceae18ee0348d694b1a6f77def3b22e,0.00011154938532218456,0.00010809397474836403,0.0,0.0023669609069281302,0.0,0.002706190928583796,0.0,8.736030626227291e-05,0.00043466799797062987,0.0,0.0
7237aa7861b10c6a197951fdd697ae62,9.740263237784621e-05,0.0,0.0,0.009766884780102307,0.010996973162439303,0.006435990289748134,0.011818854077738262,0.0,0.00023387970371858085,0.0010241170877060835,0.0
aeae7e230e3ebcf727cb638734992e48,7.795979024918388e-05,7.342224626578374e-06,0.0066771258297068925,0.003133179049556194,0.0009783447527995691,0.003476348520500547,0.00013190526882044546,0.00024820265521621564,0.00010756750418106347,0.0015204331009692274,0.0004941826746985938
fb5d33e9375e4d1640c7eaf9ce9ea7ed,7.767078833286765e-05,3.222240702367192e-05,0.0,0.0,0.0,0.005628791072228817,0.0,0.0,0.0003116468335807389,0.0,0.0009824067640198312
f2bbc44a1a527c3f250da2743b8cc083,7.076824575309945e-05,0.0003311585916472812,0.0059888010154787895,0.011542941029492644,0.01963268068569399,0.004663824144448027,0.014272594235794748,0.0008016052094396315,0.0006504199323347579,0.0032238278790496532,0.011109806333622215
655583abd1ade306fce6dd32f974cd9e,6.799140524237897e-05,2.7963290751618133e-06,0.0063666142295300265,0.0032572110313101783,0.0038745982785492825,0.0033579047969787743,0.00020735186597213104,0.0005437177094746126,0.0006615121828747469,0.0011145756794146097,0.002863454035193275
c93836927d39c0db66b27bdba78b3a42,6.651037004070782e-05,0.0001205752236712071,0.001831027256732586,0.007687151008257403,0.008175887663777635,0.015466628659237102,0.007004940604643784,0.0001289528095712965,0.0002658025343489799,0.0021008420263800695,0.005498712870857895
c5ce90135162d3ff54ecc17593d2ffff,5.992765640141144e-05,0.0,0.0015518596071844373,0.0047434931234509444,0.0007915854416525468,0.008779761213080977,0.0011045881565288696,0.0003277905647607363,0.001953167199133529,0.0,0.0014293024539621935
f6ae0e8bab5f1cc57ee610d80b66b4c5,5.772068067780526e-05,1.0743758472461302e-05,0.004541552786128956,0.0029455194614053785,0.004069127314840173,0.0012012663826992697,0.00029626796283577884,0.00013549442088323826,0.0,0.00011486743085428307,0.004247540359331642
090fe2509aa7e05f1d50c8d95a6c61c8,4.7829091559610465e-05,0.00015362092146044103,0.006210431665637084,0.0016069075165362648,0.0037029690128893133,0.0031870157472228887,0.0002535905825969432,0.0006151096905806825,0.00018320048476896958,0.00033576954007817546,0.0025431684738912346
e7ec7f4a6af87d8d8cbb1a4dbf5f55ef,4.211560259409634e-05,0.0,0.00026694144510236445,0.0,0.0012155337657161452,0.0007179685612640694,0.0,0.0,9.587227457534612e-05,0.0,0.0017718242080193274
39d4bad2879281ffb1125a3903d4effe,3.95901127475946e-05,0.0,0.0,0.0013445511419682918,0.0,0.0019253450984485787,0.0,0.0,0.0,0.0,0.0
b4f82ea67416b1a10e084a9dca04978b,2.102316639046386e-05,9.085852977742517e-06,0.008081137976249314,0.002053637584613098,0.001137489684740625,0.0031583247006959493,2.9224575193973546e-05,0.00018992636075674,0.00017258378323391213,0.0013926257762846008,0.0045984934860673924
1874bcbb584cc68487377117abf1d700,1.736258656410073e-05,0.00011595265211271427,0.006362841391044381,0.0024305590627162754,0.0036102181353110377,0.009193578779092276,0.00219405542270105,1.895189384798384e-05,0.0,0.0,0.002012289205316311
606097211f26a02a927540bc42ad8706,1.5884628126694933e-05,2.723136355042295e-05,0.003891525309148869,0.009625348353233705,0.0030357415153628,0.0021353739943110305,0.00042873895089117853,0.00182921153522596,0.0,6.55619815387199e-05,0.000587070291382351
