,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
f0311cf348aa2605c084531193d6aba9,0.08564341647898002,0.0205280359940384,0.02121026496049779,0.026032813221099613
c6efe3f7a5d8c6f40cc1386d5cf9c148,0.07078376988681012,0.00928198858332159,0.012367390245052902,0.01998660780651495
f74fa85473069fba8449c14445b99af3,0.04867390950369277,0.020290127717125763,0.019898878518981658,0.026322347454209125
63ec03890247146b912da13c4496a0e6,0.04621419933385967,0.010611682601580623,0.022240797129200383,0.019271083634774387
7e6b1056402ecbf529335a62f2b9b102,0.041126414107534634,0.015900616543638293,0.0205011705931091,0.04311885184270997
05dfbe0e076a74d53512c4faa79bf9a6,0.0405791331771555,0.010346489977243162,0.00937329842441179,0.021223182131947682
3f8390ea73d22679bcd1d31adb00b57d,0.03933957895050247,0.038515724715029634,0.025711261026031922,0.014367093379137844
48a3520c138adaec1031c4d362960aaa,0.03756344026226341,0.016873836755480768,0.018506109679957077,0.024891998577594516
901deebbc928644ee1e7e3da1f7bde86,0.03398657515486666,0.03094422366504683,0.027309305952192806,0.030373789009415245
3ffebfa804ae7834b31e9eb7b202727c,0.03297892444059652,0.019138809378270616,0.018257701705893886,0.032691049254855886
51d4c2f7e60daff669c0a9f51fcadb6b,0.032201894095893586,0.023958772399188356,0.027177236840615966,0.011530504789082404
495c1bd1608a1dad54d3e2824ce899ef,0.0320294018034904,0.01897963712871546,0.020276469631490397,0.021228075896267972
bb781a76e92abba75b6ae096154ac1c7,0.029455538920581854,0.010099251200497497,0.012964168801756932,0.04865336828847499
20772a6e355ffe47cd990e150df72c1e,0.02723577273741948,0.020405254022838635,0.028377529202974167,0.025677166302234704
0ce25b1f07383d8a153bc4126c1726a0,0.02524030294718783,0.016604076718228472,0.016160151437133955,0.024553032768894926
7241710a56cb6af9c831233b9b9f7216,0.02445674217130651,0.014266263054381346,0.013532522307037258,0.012940923823934672
5b9ccc752c1055011a34d19b39905cb0,0.02168618779582352,0.022979666135857574,0.023433830126770364,0.018816110222285902
2f30e70fef38a2f96dc9c0a9aa9c41b8,0.020264368336528383,0.013586620105591671,0.012458931903091748,0.028364528161649336
5fa669a06a47e098d8e61d7345438b90,0.019970167003350716,0.022934793422807864,0.02781192162720237,0.027892221424415758
e790ba98c9dd67544e1e1edbae6a63d7,0.019675661675066146,0.019272227311351784,0.02366975032472739,0.014001479816814735
c93836927d39c0db66b27bdba78b3a42,0.01709179948450042,0.03166219301369171,0.034697634154586314,0.04240909955922592
6755fb39ef17ac6b19d6b63e9808d7e3,0.015471797420102153,0.014169154065492665,0.017655225053706394,0.01394818829665364
25f72ed0dc4bc5df66b4dfda0a9021fc,0.015408768781703677,0.02393469791029268,0.021198139604950508,0.022689573473409157
91884f1c7b536e459669355ec456a446,0.015075670398216669,0.013280669167310872,0.01204563113467892,0.026810958442126654
e3311a3407d2ed2e2b06fbfca3c0f3fd,0.01402382430742339,0.017735825225770194,0.018646965852224633,0.02589985343431121
a77d2bc652b4b3bf3e75d5875edf3251,0.013915182515483921,0.023789437492834624,0.02286600726457545,0.013441971438746272
0c14ce6ca7c15cabfeda40497da0f187,0.012799181201801976,0.015608487838850668,0.02776687380349625,0.01434533044286009
6c78c8276f10a6a4149a474acd64fae6,0.012683768015518208,0.01536343617238848,0.020405029966012383,0.013882401258776874
54215c231b9189d485c496351e64d05a,0.011528393144904042,0.012145578233198494,0.013568562668102522,0.00954693293552745
7f6a722f8cb8d8fba0debce0f70f14ae,0.010875616014590691,0.013647046360000083,0.02075284137682319,0.019333210774284414
0565395d558e4a48d0c2f2ed036478e1,0.010407695262965701,0.01944373964490406,0.01817880130890994,0.03132346752674509
4a14ee1f13da0c907963274d89e5c968,0.009669107918248817,0.006617577666619115,0.006970868387308868,0.00843729093774634
