,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
e017a6b7c7b2f10331240fa81a7cceeb,0.03822376357056695,0.03484848484848485,0.033766429974316364,0.025185921826357663
41ebb4383afe258a15644cba1eea5556,0.033398673100120624,0.05086363636363636,0.03799667623508083,0.02360774818401937
a01df357b1da120c5070bf1fc09ef7c9,0.03302171290711701,0.028181818181818183,0.02447499622299441,0.022548426150121065
b3cb035d9b14fd7a532d48ed31f70917,0.03287092882991556,0.029696969696969697,0.01979150929143375,0.025121065375302662
17218dda59538314c85f44207dc49da8,0.03211700844390832,0.023181818181818182,0.03157576673213476,0.01694915254237288
bbf9908e901b1b955bbae9da0141cf33,0.03211700844390832,0.02409090909090909,0.017223145490255325,0.01967312348668281
26dff29e934ef617e762037050a966d8,0.03174004825090471,0.03636363636363636,0.04192476204864783,0.026634382566585957
84840b6fd83c5dc9a49e2897754aa76d,0.02962907117008444,0.02156060606060606,0.046003928085813564,0.037832929782082324
12fa95711de79483ffa5dd7a8b7ed000,0.0288751507840772,0.020757575757575756,0.021226771415621695,0.02164043583535109
ab3eb9b1e9ed1614db00083ab3101a5a,0.02864897466827503,0.042272727272727274,0.02613687868258045,0.012863196125907991
3afa67d472eebdd21c6570169e88a392,0.028498190591073582,0.013484848484848485,0.025230397340988066,0.034049636803874093
3af63822186c71a53b4c8fb26d53d899,0.027291917973462,0.018333333333333333,0.008611572745127662,0.008777239709443099
e7d7c710d6c10fc9f9677ec78e69214a,0.026537997587454766,0.014393939393939395,0.003928085813567004,0.029509685230024212
0def5d01974bc7322693d79b2c7e124c,0.026085645355850423,0.013939393939393939,0.02130231152742106,0.02360774818401937
414933987972080971031a8943ddf24d,0.025934861278648975,0.03409090909090909,0.023417434657803292,0.01679782082324455
327b2c1e9c200e51d845bd4ab21c1ab0,0.025784077201447528,0.016212121212121212,0.015712343254268017,0.01513317191283293
5cb587b52e28edbc2ac686d344799b82,0.024879372738238842,0.015151515151515152,0.026741199576975374,0.03041767554479419
c8e218aa9dd6d6cb462b47e1314af523,0.02405006031363088,0.041712121212121214,0.025910258347182354,0.01513317191283293
b68351b7faa2d92d5e8c0e7914eca671,0.023748492159227984,0.04419696969696969,0.026590119353376643,0.024364406779661018
9a549aac1c24f6abe81445062ee7aff6,0.022466827503015683,0.007121212121212121,0.0033237649191720803,0.008777239709443099
b120446db5aae8d5cbb5424b1d1c24bd,0.020506634499396863,0.006666666666666667,0.0034748451427708115,0.009836561743341405
fd0d517ed70c4a859ffad0a22201fa25,0.019903498190591073,0.025303030303030303,0.031046985949539207,0.03389830508474576
52cde3121930654ac3de59ce3870bca7,0.01982810615199035,0.0,0.01812962683184771,0.02344020235212729
441a582791b3595adb6e945cf051c82e,0.01884800965018094,0.026818181818181817,0.016392204260462305,0.009836561743341405
1e37f70d9532f77b94158775a78f4c2f,0.018244873341375152,0.02696969696969697,0.017223145490255325,0.015738498789346248
b2c19857f67f4b276051ca96fe9c326e,0.01718938480096502,0.02893939393939394,0.015863423477866748,0.025121065375302662
f1749e6f42e5289ac734dc5cf02731f1,0.017113992762364295,0.013636363636363636,0.014126000906481341,0.03162832929782082
bab432a345972a87d74640d1d29f3cd8,0.01703860072376357,0.027878787878787878,0.018280707055446443,0.020278450363196126
fec88a8b2bb1bf37f98578a5ef8e75ca,0.01703860072376357,0.01787878787878788,0.032180087626529685,0.03344430992736078
04ca789f14a416a4bb241a8f39b548ba,0.016887816646562123,0.028333333333333332,0.017223145490255325,0.008928571428571428
61730f068f783d3a4daa3895fa5c136a,0.016887816646562123,0.025,0.028856322707357607,0.018008474576271187
274c6004a600c7531d6664c04439219b,0.016586248492159228,0.00196969696969697,0.010575615651911166,0.010290556900726392
1e760eaeea8c5c4b6848af8c2d21ba78,0.01643546441495778,0.016363636363636365,0.03097144583773984,0.020127118644067795
7ee246199fcaa7fe7549b3ef4a146430,0.016133896260554885,0.006363636363636364,0.013295059676688321,0.020278450363196126
62d6ec92613775c7121dcfb0c9284a23,0.015983112183353437,0.012575757575757575,0.01782746638465025,0.031174334140435835
f186590f95cbc0aa1a0f4a37f5afba87,0.015681544028950542,0.007575757575757576,0.02281311376340837,0.027391041162227604
9faa5da522a5a7bdd982b15345a4690a,0.015530759951749096,0.013636363636363636,0.018280707055446443,0.0211864406779661
