#SampleID,Study,Latitude,Longitude,Environment,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Light,CollectionDate,Season,PrimerPair,DNAExtraction
AZ2015s245,AmaralZettler2015,30.87,-64.37667,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,23.1,36.8,ambient,25/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s246,AmaralZettler2015,32.105,-64.36167,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,22.6,36.73,ambient,26/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s247,AmaralZettler2015,32.105,-64.36167,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,22.6,36.73,ambient,26/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s248,AmaralZettler2015,32.105,-64.36167,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,22.6,36.73,ambient,26/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s249,AmaralZettler2015,32.09128,-64.4598,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,22.8,36.73,ambient,26/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s250,AmaralZettler2015,32.09128,-64.4598,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,22.8,36.73,ambient,26/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s251,AmaralZettler2015,32.37833,-64.68,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,NA,NA,ambient,02/06/2013,spring,967F_1064R,gentra_puregene
AZ2015s252,AmaralZettler2015,32.37833,-64.68,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,NA,NA,ambient,02/06/2013,spring,967F_1064R,gentra_puregene
AZ2015s253,AmaralZettler2015,32.55,-64.515,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,23,36.67,ambient,04/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s254,AmaralZettler2015,32.55,-64.515,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,23,36.67,ambient,04/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s255,AmaralZettler2015,32.55,-64.515,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,23,36.67,ambient,04/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s256,AmaralZettler2015,33.87333,-65.93667,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,23.3,36.69,ambient,05/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s257,AmaralZettler2015,35.075,-67.22833,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,23,36.43,ambient,06/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s258,AmaralZettler2015,35.075,-67.22833,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,23,36.43,ambient,06/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s259,AmaralZettler2015,35.72167,-65.93,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,23.5,36.3,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s260,AmaralZettler2015,35.72167,-65.93,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,23.5,36.3,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s261,AmaralZettler2015,35.72167,-65.93,marine,water,field,collection,water,water,water,planktonic,550,collection,collection,17.9,36.51,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s262,AmaralZettler2015,35.72167,-65.93,marine,water,field,collection,water,water,water,planktonic,550,collection,collection,17.9,36.51,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s263,AmaralZettler2015,35.70013,-65.91222,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,23.5,36.3,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s264,AmaralZettler2015,35.70013,-65.91222,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,collection,collection,23.5,36.3,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s265,AmaralZettler2015,35.70013,-65.91222,marine,water,field,incubation,plastic,ps,ps,other plastic,0,collection,collection,23.5,36.3,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s266,AmaralZettler2015,35.70013,-65.91222,marine,water,field,incubation,plastic,ps,ps,other plastic,0,collection,collection,23.5,36.3,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s267,AmaralZettler2015,35.70013,-65.91222,marine,water,field,incubation,plastic,pp,pp,aliphatic,0,collection,collection,23.5,36.3,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s268,AmaralZettler2015,35.70013,-65.91222,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0,collection,collection,23.5,36.3,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s269,AmaralZettler2015,41.3826,-70.87858,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,collection,collection,16.7,31.86,ambient,16/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s270,AmaralZettler2015,41.3826,-70.87858,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,collection,collection,16.7,31.86,ambient,16/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s271,AmaralZettler2015,41.3826,-70.87858,marine,water,field,incubation,plastic,ps,ps,other plastic,0,collection,collection,16.7,31.86,ambient,16/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s272,AmaralZettler2015,41.3826,-70.87858,marine,water,field,incubation,plastic,ps,ps,other plastic,0,collection,collection,16.7,31.86,ambient,16/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s273,AmaralZettler2015,37.25833,-67.64,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,24.7,36.3,ambient,09/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s274,AmaralZettler2015,38.52833,-69.48,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,19.5,34.4,ambient,10/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s275,AmaralZettler2015,38.52833,-69.48,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,19.5,34.4,ambient,10/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s276,AmaralZettler2015,39.22167,-71.24167,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,19.4,35.3,ambient,11/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s277,AmaralZettler2015,39.50833,-72.32833,marine,water,field,collection,water,water,water,planktonic,550,collection,collection,6.2,35.06,ambient,13/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s278,AmaralZettler2015,39.50833,-72.32833,marine,water,field,collection,water,water,water,planktonic,550,collection,collection,6.2,35.06,ambient,13/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s279,AmaralZettler2015,41.36833,-70.89833,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,16,31.92,ambient,16/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s280,AmaralZettler2015,35.57623,-66.12893,marine,water,field,incubation,plastic,pet,pet,other plastic,0,0,early,22.3,36.5,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s281,AmaralZettler2015,35.57623,-66.12893,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,0,early,22.3,36.5,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s282,AmaralZettler2015,35.57623,-66.12893,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,0,early,22.3,36.5,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s283,AmaralZettler2015,35.57623,-66.12893,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,0,early,22.3,36.5,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s284,AmaralZettler2015,35.57623,-66.12893,marine,water,field,incubation,plastic,pp,pp,aliphatic,0,0,early,22.3,36.5,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s285,AmaralZettler2015,35.57623,-66.12893,marine,water,field,incubation,plastic,ps,ps,other plastic,0,0,early,22.3,36.5,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s286,AmaralZettler2015,35.57623,-66.12893,marine,water,field,incubation,plastic,ps,ps,other plastic,0,0,early,22.3,36.5,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s287,AmaralZettler2015,35.57623,-66.12893,marine,water,field,incubation,blank,blank,blank,blank,0,0,early,22.3,36.5,ambient,07/06/2013,summer,967F_1064R,gentra_puregene
AZ2015s288,AmaralZettler2015,32.0424,-64.48047,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,0,early,22.7,36.3,ambient,27/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s289,AmaralZettler2015,25.26163,-64.46215,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,0,early,25.7,36,ambient,21/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s290,AmaralZettler2015,25.26163,-64.46215,marine,water,field,incubation,plastic,pe,pe,aliphatic,0,0,early,25.7,36,ambient,21/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s291,AmaralZettler2015,25.26163,-64.46215,marine,water,field,incubation,plastic,pp,pp,aliphatic,0,0,early,25.7,36,ambient,21/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s292,AmaralZettler2015,25.26163,-64.46215,marine,water,field,incubation,plastic,pp,pp,aliphatic,0,0,early,25.7,36,ambient,21/05/2013,spring,967F_1064R,gentra_puregene
AZ2015s293,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s294,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s295,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s296,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s297,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s298,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s299,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s300,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s301,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s302,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s303,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,23.8,30,ambient,17/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s304,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s305,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s306,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s307,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s308,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s309,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s310,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s311,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s312,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,24,30,ambient,24/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s313,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s314,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s315,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s316,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s317,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s318,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s319,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s320,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s321,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s322,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,23.5,30.4,ambient,31/07/2013,summer,967F_1064R,gentra_puregene
AZ2015s323,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,22.9,29.3,ambient,07/08/2013,summer,967F_1064R,gentra_puregene
AZ2015s324,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,22.9,29.3,ambient,07/08/2013,summer,967F_1064R,gentra_puregene
AZ2015s325,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,22.9,29.3,ambient,07/08/2013,summer,967F_1064R,gentra_puregene
AZ2015s326,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,22.9,29.3,ambient,07/08/2013,summer,967F_1064R,gentra_puregene
AZ2015s327,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,22.9,29.3,ambient,07/08/2013,summer,967F_1064R,gentra_puregene
AZ2015s328,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,22.9,29.3,ambient,07/08/2013,summer,967F_1064R,gentra_puregene
AZ2015s329,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,22.9,29.3,ambient,07/08/2013,summer,967F_1064R,gentra_puregene
AZ2015s330,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s331,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s332,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s333,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s334,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s335,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s336,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s337,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s338,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,21.5,29.6,ambient,06/09/2013,autumn,967F_1064R,gentra_puregene
AZ2015s339,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,18.7,29,ambient,02/10/2013,autumn,967F_1064R,gentra_puregene
AZ2015s340,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,18.7,29,ambient,02/10/2013,autumn,967F_1064R,gentra_puregene
AZ2015s341,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,18.7,29,ambient,02/10/2013,autumn,967F_1064R,gentra_puregene
AZ2015s342,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,ps,ps,other plastic,0.5,0,early,18.7,29,ambient,02/10/2013,autumn,967F_1064R,gentra_puregene
AZ2015s343,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,0,early,18.7,29,ambient,02/10/2013,autumn,967F_1064R,gentra_puregene
AZ2015s344,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,12.9,29.7,ambient,06/11/2013,autumn,967F_1064R,gentra_puregene
AZ2015s345,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pp,pp,aliphatic,0.5,0,early,12.9,29.7,ambient,06/11/2013,autumn,967F_1064R,gentra_puregene
AZ2015s346,AmaralZettler2015,41.525,-70.67333,marine,water,field,incubation,plastic,pe,pe,aliphatic,0.5,0,early,12.9,29.7,ambient,06/11/2013,autumn,967F_1064R,gentra_puregene
AZ2015s347,AmaralZettler2015,31.628,-41.415,marine,water,field,collection,blank,blank,blank,blank,0,collection,collection,24.6,36.91,ambient,21/06/2010,summer,967F_1064R,gentra_puregene
AZ2015s348,AmaralZettler2015,23.292,-65.083,marine,water,field,collection,blank,blank,blank,blank,0,collection,collection,26,36.01,ambient,20/05/2012,spring,967F_1064R,gentra_puregene
AZ2015s349,AmaralZettler2015,26.082,-64.197,marine,water,field,collection,blank,blank,blank,blank,0,collection,collection,26,36.07,ambient,22/05/2012,spring,967F_1064R,gentra_puregene
AZ2015s350,AmaralZettler2015,31.46,-53.697,marine,water,field,collection,blank,blank,blank,blank,0,collection,collection,26.5,36.89,ambient,07/07/2010,summer,967F_1064R,gentra_puregene
AZ2015s351,AmaralZettler2015,23.292,-65.083,marine,water,field,collection,blank,blank,blank,blank,0,collection,collection,26,36.01,ambient,20/05/2012,spring,967F_1064R,gentra_puregene
AZ2015s352,AmaralZettler2015,26.082,-64.197,marine,water,field,collection,blank,blank,blank,blank,0,collection,collection,26,36.07,ambient,22/05/2012,spring,967F_1064R,gentra_puregene
AZ2015s353,AmaralZettler2015,31.46,-53.697,marine,water,field,collection,blank,blank,blank,blank,3,collection,collection,26.5,36.89,ambient,07/07/2012,summer,967F_1064R,gentra_puregene
AZ2015s354,AmaralZettler2015,23.292,-65.083,marine,water,field,collection,blank,blank,blank,blank,3,collection,collection,26,36.01,ambient,20/05/2012,spring,967F_1064R,gentra_puregene
AZ2015s355,AmaralZettler2015,26.082,-64.197,marine,water,field,collection,blank,blank,blank,blank,3,collection,collection,26,36.07,ambient,22/05/2012,spring,967F_1064R,gentra_puregene
AZ2015s356,AmaralZettler2015,31.628,-41.415,marine,water,field,collection,blank,blank,blank,blank,0,collection,collection,24.6,36.91,ambient,21/06/2010,summer,967F_1064R,gentra_puregene
AZ2015s357,AmaralZettler2015,31.46,-53.697,marine,water,field,collection,blank,blank,blank,blank,0,collection,collection,26.5,36.89,ambient,20/05/2012,spring,967F_1064R,gentra_puregene
Ca2020s001,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,not_plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s002,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s003,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,not_plastic,copper,not_plastic,biofilm,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s004,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,not_plastic,copper,not_plastic,biofilm,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s005,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s006,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s007,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s008,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s009,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s010,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s011,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,not_plastic,copper,not_plastic,biofilm,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s012,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,not_plastic,copper,not_plastic,biofilm,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s013,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s014,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s015,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s016,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,plastic,nylon,plastic,other plastic,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s017,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,not_plastic,copper,not_plastic,biofilm,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Ca2020s018,Canada2020,32.670797,-16.933393,aquatic,water,field,incubation,not_plastic,copper,not_plastic,biofilm,0,125,late,21,38,10:14,2018-07,summer,515F_806R,purelink
Cu2019s001,Curren2019,1.463806,103.837444,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
Cu2019s002,Curren2019,1.392417,103.978917,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
Cu2019s003,Curren2019,1.224472,103.852056,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
Cu2019s004,Curren2019,1.392417,103.978917,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
Cu2019s005,Curren2019,1.224472,103.852056,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
Cu2019s006,Curren2019,1.463806,103.837444,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
Cu2019s007,Curren2019,1.392417,103.978917,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
Cu2019s008,Curren2019,1.224472,103.852056,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
Cu2019s009,Curren2019,1.463806,103.837444,marine,sediment,lab,collection,plastic,plastic,plastic,unknown plastic,0,7,early,29,35,12:12,May-18,summer,515F_806R,unknown
De2019s001,Delacuvellerie2019,42.58075,8.725783,marine,sediment,field,collection,sediment,sediment,sediment,biofilm,5,collection,collection,20,38,ambient,01-Nov-16,autumn,341F_806R,powersoil
De2019s002,Delacuvellerie2019,42.58075,8.725783,marine,sediment,field,collection,sediment,sediment,sediment,biofilm,5,collection,collection,20,38,ambient,01-Nov-16,autumn,341F_806R,powersoil
De2019s003,Delacuvellerie2019,42.58075,8.725783,marine,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,20,38,ambient,01-Nov-16,autumn,341F_806R,powersoil
De2019s004,Delacuvellerie2019,42.58075,8.725783,marine,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,20,38,ambient,01-Nov-16,autumn,341F_806R,powersoil
