#SampleID,Study,Latitude,Longitude,Environment,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Light,CollectionDate,Season,PrimerPair,DNAExtraction
Fr2018s005,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s006,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s007,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s008,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s009,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s010,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s011,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s013,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s014,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s015,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s016,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s017,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s018,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s019,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s020,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s021,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s022,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s023,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s024,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s025,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s026,Frere2018,48.342942,-4.501747,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s027,Frere2018,48.342942,-4.501747,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s034,Frere2018,48.378072,-4.489611,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s035,Frere2018,48.378072,-4.489611,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s036,Frere2018,48.378072,-4.489611,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s037,Frere2018,48.342942,-4.501747,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s038,Frere2018,48.342942,-4.501747,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s039,Frere2018,48.342942,-4.501747,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,12.8,34.7,ambient,07/12/2015,winter,518F_926R,phenol_chloroform
Fr2018s043,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s044,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s045,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s046,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s047,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s048,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s049,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s050,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s051,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s052,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s053,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s054,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s055,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s056,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s057,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,pp,pp,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s058,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s059,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s060,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s061,Frere2018,48.378072,-4.489611,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s065,Frere2018,48.342942,-4.501747,marine,water,field,collection,plastic,pe,pe,aliphatic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s068,Frere2018,48.342942,-4.501747,marine,water,field,collection,plastic,ps,ps,other plastic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s070,Frere2018,48.378072,-4.489611,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s071,Frere2018,48.378072,-4.489611,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s072,Frere2018,48.378072,-4.489611,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s076,Frere2018,48.342942,-4.501747,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s077,Frere2018,48.342942,-4.501747,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Fr2018s078,Frere2018,48.342942,-4.501747,marine,water,field,collection,water,water,water,planktonic,0,collection,collection,14.8,35.3,ambient,21/10/2015,autumn,518F_926R,phenol_chloroform
Ho2014s001,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,aluminium,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s002,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,aluminium,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s003,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,aluminium,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s004,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,organic,cardboard,organic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s005,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,organic,cardboard,organic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s006,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,glass,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s007,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,glass,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s008,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,glass,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s009,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,organic,leaf,organic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s010,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,organic,leaf,organic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s011,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,organic,leaf,organic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s012,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,plastic,plastic,plastic,unknown plastic,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s013,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,plastic,plastic,plastic,unknown plastic,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s014,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,plastic,plastic,plastic,unknown plastic,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s015,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,tile,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s016,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,tile,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s017,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,aluminium,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s018,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,aluminium,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s019,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,aluminium,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s020,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,glass,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s021,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,glass,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s022,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,glass,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s023,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,plastic,plastic,plastic,unknown plastic,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s024,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,plastic,plastic,plastic,unknown plastic,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s025,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,tile,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s026,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,tile,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s027,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,not_plastic,tile,not_plastic,biofilm,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s028,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,not_plastic,aluminium,not_plastic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s029,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,not_plastic,aluminium,not_plastic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s030,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,organic,cardboard,organic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s031,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,organic,cardboard,organic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s032,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,organic,cardboard,organic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s033,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s034,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,not_plastic,glass,not_plastic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s035,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,organic,leaf,organic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s036,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,organic,leaf,organic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s037,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,organic,leaf,organic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s038,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,plastic,plastic,plastic,unknown plastic,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s039,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,plastic,plastic,plastic,unknown plastic,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s040,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,not_plastic,tile,not_plastic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s041,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,not_plastic,tile,not_plastic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s042,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,not_plastic,tile,not_plastic,biofilm,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s043,Hoellein2014,42.288834,-88.366064,freshwater,water,field,incubation,plastic,plastic,plastic,unknown plastic,0.5,50,late,23,0,ambient,Jul-12,summer,515F_806R,powerbiofilm
Ho2014s044,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,not_plastic,tile,not_plastic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2014s045,Hoellein2014,41.999273,-87.779868,freshwater,water,field,incubation,plastic,plastic,plastic,unknown plastic,1,98,late,23,0,ambient,Aug-12,summer,515F_806R,powerbiofilm
Ho2014s046,Hoellein2014,41.998598,-87.657555,freshwater,water,lab,incubation,organic,cardboard,organic,biofilm,0.08,52,late,23,0,ambient,Jun-12,summer,515F_806R,powerbiofilm
Ho2017s001,Hoellein2017,42.004549,-87.710654,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s002,Hoellein2017,42.004549,-87.710654,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s003,Hoellein2017,42.004549,-87.710654,freshwater,water,field,collection,organic,seston,organic,biofilm,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s004,Hoellein2017,42.004549,-87.710654,freshwater,water,field,collection,organic,seston,organic,biofilm,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s005,Hoellein2017,42.004549,-87.710654,freshwater,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s006,Hoellein2017,42.004549,-87.710654,freshwater,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s007,Hoellein2017,42.004549,-87.710654,freshwater,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s008,Hoellein2017,42.004549,-87.710654,freshwater,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s009,Hoellein2017,42.022521,-87.710146,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s010,Hoellein2017,42.022521,-87.710146,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s011,Hoellein2017,42.022521,-87.710146,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s012,Hoellein2017,42.022521,-87.710146,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s013,Hoellein2017,42.004549,-87.710654,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s014,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s015,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s016,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s017,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s018,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,organic,seston,organic,biofilm,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s019,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,organic,seston,organic,biofilm,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s020,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,organic,seston,organic,biofilm,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s021,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,organic,seston,organic,biofilm,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s022,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s023,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s024,Hoellein2017,42.004549,-87.710654,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s025,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s026,Hoellein2017,42.021587,-87.710179,freshwater,water,field,collection,plastic,plastic,plastic,unknown plastic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s027,Hoellein2017,42.022521,-87.710146,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s028,Hoellein2017,42.022521,-87.710146,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s029,Hoellein2017,42.022521,-87.710146,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s030,Hoellein2017,42.022521,-87.710146,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s031,Hoellein2017,42.022521,-87.710146,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s032,Hoellein2017,42.022521,-87.710146,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s033,Hoellein2017,42.022521,-87.710146,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s034,Hoellein2017,42.021587,-87.710179,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s035,Hoellein2017,42.004549,-87.710654,freshwater,water,field,collection,water,water,water,planktonic,0,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s036,Hoellein2017,42.021587,-87.710179,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s037,Hoellein2017,42.021587,-87.710179,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s038,Hoellein2017,42.021587,-87.710179,freshwater,sediment,field,collection,plastic,plastic,plastic,unknown plastic,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s039,Hoellein2017,42.021587,-87.710179,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s040,Hoellein2017,42.021587,-87.710179,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s041,Hoellein2017,42.021587,-87.710179,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s042,Hoellein2017,42.021587,-87.710179,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
Ho2017s043,Hoellein2017,42.004549,-87.710654,freshwater,sediment,field,collection,sediment,sediment,sediment,biofilm,2,collection,collection,23,0,ambient,07-Aug-14,summer,515F_806R,powersoil
