,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
323442b89ac839bca0b277760ea19a2c,0.04588870526760474,0.007029277520502722,0.016294925295688736,0.012725163171013245
ec306e9976a20b32acdc1d46f2ef2bd8,0.04575391341004434,0.01462853791745729,0.031878291199733476,0.020517399012990482
653f495fdff1fcc1515ff0ed8e6b35f5,0.04165161160105558,0.02738537995416983,0.03101026395794976,0.022197760374738095
dbc5123d137b11faa82a93d12cd6a451,0.03276002987229255,0.023838737189140955,0.029795987100512806,0.01409969974573001
bf46fa6a2a23e5afff31b554b6e9e19d,0.030791430387470398,0.025030857340661593,0.033080140725937957,0.03972419824499859
3610bc6352cd88c169003086df50d1bd,0.030321981627833398,0.050336695264563726,0.028240634201398048,0.0181735553320623
fb166b8158e5ca1a8cf75b994b20b14c,0.030315108779021084,0.021914020613894636,0.013440590510049396,0.02719997650867443
43819c1dbca7e6fc7b6f76ed7ebfe19e,0.029744997335667548,0.011170516505253018,0.01182942552605467,0.02328520309292741
2b364af4f3acffb23bf138229399c60a,0.02944785479541515,0.03431966760796089,0.025918467992256316,0.018510718071367695
113f16bfdb90af524d7ad500598c6002,0.02831785838860694,0.006403440005347616,0.01774077493491213,0.014937924461065906
d1e7c608508890800c10434093887d6c,0.025111907601888694,0.002971221688767479,0.022684726984512297,0.015138627512799093
4d8c353a4cd6909923b3c296ebc54728,0.02487625487145555,0.007937188282450044,0.013277335272401122,0.006125204019420275
6e1a55abf8ce929b1070bc4fd4c8a67a,0.022166373792382992,0.024322821656006202,0.013286448396534471,0.03377391427796303
5851d8cc30b8558419f85b6b7811146b,0.021389643057000748,0.016638439871326568,0.030177470093774982,0.056903702106895514
90722a58387204d92de2be9d7daab6a2,0.021386840400558625,0.009757364277412101,0.008965241564879276,0.010762663047211612
f39a44ead2e74ec66d04dcae2d305753,0.02035483888363182,0.008021304734885864,0.015180228517308306,0.01980828862698348
6fb0502f2859604e5e9f2b869108d165,0.019977555776343598,0.02241458302004076,0.014057446153395908,0.012231133108728438
4239397c7e27f08b2e0caa0956b8e07d,0.0198315787504996,0.008319994988545737,0.007510425797476761,0.007383251921366664
523737ca4fcb4098d7da1b255cea612e,0.018422547050959907,0.016845321382415783,0.014557947904849652,0.016427506396536787
f074814225b62798cee2d908ab2608c0,0.01745297152882426,0.018215025024397258,0.02393307256291196,0.01814004149797454
b449f5066387be07ee577a95585d45ca,0.01705896794688359,0.012625627971459628,0.03416452881726588,0.01693508956703062
067c90bfa1170638cc3e5e0af6ecb641,0.01692001514031968,0.006983627270378158,0.012164403818903059,0.005773199061887615
556657ab03d41722ff1ff463c76c3a74,0.015987305605067798,0.013339823321868357,0.01603989438882619,0.009572085741703297
e9de019df6c473d760169c2fdee8fbb2,0.01594716234753036,0.014578093986000228,0.029353170880940027,0.02558883632912661
c3d221f52b815c4f136c58f2fcf017b4,0.015911548561210673,0.03347494678267518,0.03575455743896864,0.02473855198493894
0ca2eb01c2e69f3b10c46f06b0d5c236,0.015016845754533336,0.019579980004893128,0.01087657876430711,0.012052289514251238
