,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationGeneral,Temperature,Salinity
c073c5a799fb7748a6ae1c82f77fc9d2,0.018736943566916853,0.04740853231128629,0.04125831898769971,0.05050415707445305,0.0251560269112782,0.020352879521566752,0.018745378724432993,0.009523816368557729,0.0358577910689188,0.02220159091060691,0.09630680910144249
0518cb6d0617ddd964a4dba3aeb99f6c,0.018244678112144273,0.026876862203143004,0.015181328205691347,0.022927395469660234,0.011916481411576028,0.016224559771360145,0.020216246051726585,0.0037377179732556672,0.0103224555195911,0.002598357205020497,0.0051998020172737925
0565395d558e4a48d0c2f2ed036478e1,0.018021545349580607,0.014580777248420874,0.00630700215500721,0.010188726562811726,0.012233455961305855,0.019633297761390237,0.02423142167312177,0.004764995333041669,0.013613561444233578,0.006261772782294532,0.0008662998799002293
8e4d471afec58c49e9824f1f089fcc4f,0.017438614450426135,0.0013455804167055772,0.008172665589945062,0.008118081262614839,0.006372399674943305,0.01322392000505743,0.006438122756485007,0.0021229671930341576,0.007593384647109979,0.0015863484402288575,0.0008525754543376669
3491e14714ecd74f8865cd07d8fbfae6,0.01735494102739737,0.0018910194447371825,0.011916668939343851,0.016732920520212653,0.01956938798519585,0.02772266039138097,0.014230378668163653,0.0032879693167506404,0.016755607282111597,0.0013708922710108655,0.0002740437557550825
e538267ceb8465a6e2ddde24c27f959a,0.01691200038716191,0.022660538425281016,0.013154116758197769,0.016236555251893492,0.013190548380235577,0.014728056120241433,0.017372328713925952,0.007626046364035839,0.009540916810003576,0.0016037057405829003,0.002587313971498349
05aee268d4070147e0f0388044c3454b,0.016398099639522018,0.0025628827433444704,0.005450370229199937,0.014109080555114915,0.017488867228665914,0.023811098099832194,0.007504583608295004,0.00020783539436766083,0.013715305303750109,0.0007293977076949921,0.0007230861850080282
783aabf3bee57d1e4599e212890a71a7,0.0159420861272828,0.004857439642057128,0.004327700001294093,0.005320073605790407,0.006365770304960554,0.010476475579307585,0.0065575218489241525,0.00020993474178551596,0.012990248011269034,0.009271135654732232,0.009605456197211286
37726953996e90f6c9f0e811901d4006,0.01509742514732846,0.044085572208322384,0.04645072336889032,0.023816823206127477,0.018234238340689057,0.0197058469698039,0.02439565240640852,0.003007710754876104,0.05144299178478423,0.11691968141791148,0.04762446576716834
3dbc9df5897cb346c6c21482395ecf59,0.014236555605275956,0.014008802559051332,0.005826321944155879,0.030862498244810323,0.019180115803715866,0.002910801947416754,0.0020429785242178223,0.0014207771593670307,0.007919610958433368,0.0013554071538525365,0.0014463393927894646
72631c81c952f081e2ada2ea893c495a,0.014071184300245962,0.009007807068738514,0.00730397286464208,0.006554574992028985,0.009112087871849622,0.016327561302995057,0.01897000537382917,0.0027395663670750085,0.015290814314384909,0.0026938312124223,0.0005116847646029185
62c82bc8e8b02bb0f816b49f83c8e763,0.013986780866039246,0.020883663541186894,0.007145076289127243,0.009873441075205745,0.010880237878721843,0.012340530508723633,0.017870168381724658,0.0035223507687962246,0.011175737572973106,0.0020020776916607522,0.0027700127402271037
9633a29305e97da7adace1e2d83087f6,0.013758249173665364,0.011377150623229696,0.008804384446888339,0.007732805997989743,0.012597700815114892,0.018168719675150574,0.011562685333969987,0.008793156745452871,0.014605180990568546,0.008254600305764151,0.0006378769318897593
90ea96af1ee50b17722c212e01b3c9b3,0.01372932286425426,0.0054888673869211155,0.009946083478596223,0.008254093327159463,0.005667252982961563,0.01898372683794986,0.004908039059599991,0.0005307723131161557,0.031132795522740318,0.10681229306345377,0.009973300572498806
17ec7d86d9228781864e953cd19ebbf4,0.013415331985181174,0.0020206046101403927,0.0100284665650437,0.016795065841374704,0.010694850237173393,0.010738360729973888,0.005223932088031039,0.0074645957849429284,0.014898218809825028,0.0028885054700749794,0.0007840739582955753
e937fa15d25cf2d0641feadaa3e55878,0.01268680367073682,0.012950111930890228,0.009423898133215348,0.0,0.027685757908925846,0.01899539440072979,0.03063547450277439,0.00015008693488026601,0.0,0.0137839138407076,0.0
adc324b0e294b133e544f69030146d4c,0.012098853484065229,0.0016729632638168605,0.0022464182265571767,0.00411013570404879,0.013681442228872286,0.014269124170766125,0.008457484523495398,0.0,0.0028158019377024337,0.0007892931329024755,0.00021018278457110847
91e4c4128b2cb50904f9ac04048bf482,0.011812622433266326,0.0,0.03164082420947618,0.01766436267731266,0.014762598800504718,0.022563950682495556,0.0,0.0,0.012099011515919453,0.012680252489793646,0.023769001957380822
7ad36ba2c525674d74ff6a0e9410f361,0.011516633813463253,0.0025687949722692197,0.0019210706997654663,0.0036000945093998143,0.010080880321139013,0.01868366610934257,0.012142678939541808,0.0,0.004391319554460001,0.0006676005297867167,0.0001988283031949028
6c5af3f264fec56640150c6a44b2929e,0.01141200378383002,0.009958053884886294,0.008281117725321653,0.007297582934180964,0.009154029613889598,0.017154434427929133,0.016011019049298414,0.002450131818385041,0.014668224376161618,0.0025917943954649864,0.00031400806567769343
cd8e39d6d28e95f245c7fef0dfad3e50,0.011149604460467057,0.0026233743593969926,0.00530918692322874,0.016244295179085627,0.019317758605795373,0.024143813289260064,0.007050660175713909,0.00038103155634071155,0.01356949430444468,0.0008106472616947489,0.0005200388970187526
999ea497bf071f558453bc8706e90bc3,0.01086868203069241,0.002599277030916807,0.0027353274818553088,0.0037782648751678275,0.010137485649381855,0.014972114089078338,0.009835694427088017,0.0,0.0034634795291798065,0.0005878455200168268,0.0003898572305487162
a3ef0724492ef5c96e0680118ba155e0,0.009841302733519302,0.0027696676561322353,0.0,0.007944639858660276,0.008150722687628011,0.013139067470048761,0.0,0.006684110914963463,0.020693833279105057,0.00938436903431925,0.0009387662681171126
6a6ead40062655e59f64caf8d192d812,0.007975977361089048,0.02078396873238012,0.00877823174690393,0.009467203284577222,0.00998622579873605,0.01337908206751779,0.018503746965773674,0.0,0.005312804913276425,0.0,0.004997333496278435
d6b514f12edbe7d7f0bf154a81e0d3a1,0.0074379893832669,0.013520141675504041,0.0,0.0030114568676794344,0.0010545852830142718,0.0018209875448752856,0.0035001913669210536,0.006046722064311662,0.004699043657670768,0.00289600142488108,0.0014132023769113987
979d419556f89c2441053c40f14723e2,0.006426337212307401,0.017026316540394205,0.0030734486788242302,0.015235191267013658,0.007660811011786556,0.009574394863866721,0.006557582181955856,0.12784136060060722,0.004141092800374807,0.0075231326321174175,0.002133407910936328
49a9caf4f019fbc3223ce4d1d4546d4b,0.006251285107020151,0.002409627542513295,0.006531738640867602,0.0021509339984748578,0.0016800196737602141,0.004520688107653627,0.006441009738281046,0.0032776844200769414,0.002039530569514671,0.000401109425116898,0.0
b1852d6ea300c012df86cfb582eaaa99,0.006149488196403053,0.001348948486373052,0.007879418059505365,0.002424754049148306,0.002109343813964817,0.0029625397312710603,0.00860336421496956,0.002202225688512915,0.0027711141589863196,0.00017040709486963672,0.0
495c1bd1608a1dad54d3e2824ce899ef,0.006044230541045443,0.0015620750935876084,0.006141651666776967,0.002836344724365197,0.0020785241328074647,0.003245355185819095,0.009274064860100413,0.0023104700297885924,0.0016518931159263197,0.00018080169185149744,0.0
87dc98543cefb901ac2393b666596b5f,0.006008869814320021,0.0018947728571781194,0.00651539629329179,0.002592820331504972,0.0018088193104410268,0.0030667532257649334,0.006700626018425918,0.00245200791672452,0.0025980023741586297,0.00024789302029147597,0.0
7fd6b7b69f204c54fc03668d726ef8dd,0.005943886446605056,0.003370484003234924,0.010784053059444446,0.022274175921288768,0.004529050169786786,0.008455996226237716,0.014657419005890413,0.15478145619577263,0.014762077530825427,0.005919337209678003,0.004318393511415696
89ff3b289ca776211b75cf0103eddf61,0.00584252445075585,0.0022224921339899324,0.007205561918160635,0.002700815600871414,0.0016698828282773902,0.0031382903206751095,0.007484547131632853,0.002912724472437635,0.002194279051824575,0.0003778914593071156,0.0
aa9976d0588dca5910f52ac7bfa3be9c,0.005775518506787109,0.0018733923531440069,0.007553414701504967,0.0029449393214608676,0.0018965783401479652,0.00357886937021664,0.007239868067984775,0.00167406038878471,0.0023081506132753746,0.00024062478673274754,0.0
e44e9ddc4f0fbd00a6953eb35a4606e5,0.0056417613376157265,0.002342421744147004,0.006019218541960815,0.0011635805219294584,0.001715444778178732,0.0025671415613147,0.008156332191917906,0.0012855131833610348,0.002463482287077938,0.0001569456238833995,0.0
2e19faf8da4ad08961efe9e66b812638,0.005488151334349331,0.0,0.0016977381428196548,0.0,0.0033008296261497995,0.0029198725751672793,0.0018635735050685745,0.0,0.0,0.0019933193481243227,0.00043592498226722206
afef61e7fb991edc376ed78efa633b8e,0.005413790397832584,0.002096694697359675,0.012863365226055651,0.003564300180592033,0.0017469833987749195,0.002993003690383422,0.006803891349874303,0.002888818238889022,0.002189057969615552,0.0008983996817380948,0.0
ff62badc20a085709a3311dce2c8a217,0.0052574113470023835,0.0021160332240892283,0.01007233221264222,0.0019027738281298192,0.00158813105184171,0.002884007744734716,0.006807888453813503,0.0023802194989283095,0.002610959710756371,0.0006704542125865551,0.0
18180cc09f75e3c3da5f57a01dcac950,0.005233856966539886,0.001696506528606669,0.0073667766095283325,0.002110481187498855,0.0023718795749707615,0.003321658648388646,0.005894289403824456,0.004243420240469285,0.002197346753251083,0.0004872036243174339,0.0
ae0af556cf40ef46283ea767ceeb1cae,0.004632088519372599,0.0,0.005120917971432568,0.004291487410369786,0.002669587814435253,0.007471319069832888,0.0034909648971890904,0.0,0.0,0.001244252343241348,0.0011377680937188625
ed89be5960a9d8a66eec418f758f3e94,0.004581929219171504,0.0017249568385384276,0.007115642955310668,0.0019240265829298733,0.0019179412557053805,0.0032243122596251513,0.008893931279469558,0.001986881613779689,0.003345203265054528,0.00014227459544976777,0.0
97782e375f874ce1ee3d42d364b2dc71,0.003960413071829216,0.004499721457229431,0.0051436443810385524,0.005563836152195417,0.0016879873596867703,0.0,0.0,0.004741040467955204,0.004426638869465688,0.0005198575918908711,0.00290684506599482
7422e5415874d332de6657fce1524c6f,0.003938324230731645,0.0024557405502883692,0.006820761854203568,0.002493767376086099,0.002104730576197621,0.004128075930510922,0.00970287036801202,0.0020289809554188565,0.002238896939711166,0.00012833524493377482,0.0
7ceb62f14dfb38821162d4ceb0a928ce,0.0038418481039455585,0.003926202887234451,0.0023189381754099734,0.00639972084901973,0.0062564154573361685,0.0,0.0,0.0,0.0,0.0,0.0001889803257139447
d0dd24560a7bf1602b42c8242efda52f,0.003683031046123482,0.0066788213280841715,0.0,0.0,0.0,0.0037558353844126704,0.0054390566671328145,0.006548084925560755,0.005073752142045746,0.0022029108624458354,0.0011873364096126008
f6967b9facce413d7167a0d66e0eb05e,0.0035602517124011064,0.0115682682835436,0.007439278269987629,0.018567500309755083,0.017670234274242233,0.0,0.003074328301448002,1.1546410798203384e-05,0.004537207415625636,0.0,0.001571945430405644
e4304c9496921fcf8a88c1ef30dfd0eb,0.0035273675549249853,0.013504465645998465,0.012424745693544653,0.006063444093295015,0.0,0.011999155451351865,0.012683472886688413,0.0,0.0,0.0,0.016129126326068905
0a6d42ce1ec8819c78ae4cf9ae98d193,0.003258411221466896,0.002017305878469323,0.0069875881785219736,0.0024558516231608066,0.0013992030358966118,0.0034903838678857864,0.004954885615028231,0.001374536732403637,0.0018461502455323266,0.00013509875906196105,0.0
79e6eb4c521ac04d9d2c5ee9e8127767,0.0032437233149521165,0.0012522485306162808,0.0073303883494778115,0.0022559760962954246,0.0013176232592137071,0.003204379304933219,0.006058804482690071,0.0009764062794090761,0.0022615094081020882,0.00022985433654324465,0.0
78d684e00dc21ccb6ceea956c11eab8c,0.0029629334357510837,0.0,0.0014809783948233472,0.0,0.002595518807995191,0.0,0.0,0.0,0.0,6.518608421213084e-05,0.0
f5ba8da7b098bc7e8abca31ff6a15370,0.0025859337342045876,0.003463100546650407,0.0,0.02228327580866575,0.016759761376893965,0.01120599825106508,0.0,0.0,0.004316500091636097,0.0,0.0017065751211987326
febcd7c83d149df008def133270119aa,0.0025759564578252208,0.0,0.00883974060818139,0.0,0.0018505785282841353,0.0,0.00215596150649773,0.0021155701503588233,0.0,0.0008579470711568951,0.0
58c4c519152238addd28ad789a0e3adc,0.002445348843736685,0.012437287558359827,0.01413269122835278,0.005087346840659823,0.02466477454914233,0.007630486644989006,0.031039556080673266,0.00021933951062081582,0.004456584108168594,7.827719001205478e-05,0.004924963997808877
825aba1c21aff834aa8bb5cb98c53de2,0.0021237926686175795,0.0,0.0,0.0,0.005205302760304822,0.0,0.006070247704634989,0.0,0.0,0.00012376362845333312,0.0
6236973f4cbc4ab3b6c76d8a21221ca3,0.0021158133357050955,0.0,0.0016526720285070873,0.0,0.0021187159948139536,0.0,0.0,0.0,0.0,7.135898731402814e-06,0.0
e3bd4c321c5364d01871ebb503a1dc7e,0.002108803365401408,0.0,0.0,0.0,0.005990253069805848,0.0,0.006192238779102156,0.0,0.0,0.00027710301123535293,0.0
91b3d6e72b01cb0d5f5d9c3d96f8175b,0.0019865588571202635,0.0,0.0,0.0,0.005976148756767054,0.0,0.006372461280034563,0.0,0.0,0.00010736046811575382,0.0
5198313aa80c9bdb960045fd15009d4f,0.0018741460536013557,0.014495952336951888,0.01352108614296482,0.005035887820886134,0.022294192841648547,0.006506200091398378,0.031011441144646164,0.00021051179317832137,0.004252360784591025,0.00028768932239973564,0.005487128706285418
f19d1d2583a292ebbfc7a6ca1a9c6dac,0.0018557719775295879,0.0,0.0,0.0,0.005813188487496915,0.0,0.006355341276112291,0.0,0.0,0.0003827814970156427,0.0
f7d71c2b22658dfae800bb4c7afac535,0.0016513253671195912,0.0,0.0021012567589238484,0.0051440738829689435,0.007979752489673895,0.004219883882971873,0.006460969891324893,0.0,0.0,0.00028651526490280584,0.0
31e17b8b4f50c61bbed06774e43e6d6c,0.0016366645548731376,0.0,0.008363131716341022,0.0,0.0018350879335916662,0.0,0.0011939180995386913,0.0018259944149013319,0.0,0.0006004837360831988,0.0
94892ea78fb188ecd4e8a1c59539bac6,0.00124552078528198,0.0,0.0,0.0,0.00625579324377937,0.0,0.005975894835212324,0.0,0.0,0.0001368648386447996,0.0
43d8979d52d1de83df6e15a3bd899fbc,0.0011044079705018323,0.0,0.0,0.0,0.005645426131492406,0.0,0.005435908245009335,0.0,0.0,0.0001844591940427259,0.0
18858749d103f12337402b92cfc64781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94eed9b6b86d5c3266a47ba495fcb49e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102c412f3faf55b0f15119fa48877c76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b53b9f72cc26da426fd50e100ee57c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36eacb89a3186545676104e8cf9ee186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ec504fcb8ce6c0b56b4c3a841e13e94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128d5b3bc839efd783063c004f3e87f4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858d91131eaa25b5827f87061b1c0bd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4e61efea3906af5f000a12e4ba9309d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6a8e579d74253e575c11ab7d3bc37ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0317c05bcb655b39cea3fa1e6ca9ef9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5edf1f7455e24300a8b92ebd933d6fbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3d48f121cb1c2b6feb1453357a5a220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d01e487b828ef6bb981e3f43b790d258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df144cfdeafa6ace4f6aa5e61ddae087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e431086f93c61e5bac55908053b7fc65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b83591bdbae000dba07503441c6bffa3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bb9479ee132e4ca329f0fecf4d6a3eec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335e6db8603a4c2d6fd8d6bafab60677,0.0,0.0,0.0,0.0,0.0,0.006619509328223397,0.0,0.0,0.01183519507929817,0.009460159665090416,0.0
15aeb6d5c2831534dd3f9c65fc742d19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b92a9a3ba8ace09de2b7bb94b6b4d73c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0b59a39511050d6af174534cb1465f28,0.0,0.0,0.0,0.004840744155725109,0.0030752004496705024,0.0025181799028200554,0.0,0.0,0.0033510470196757743,0.00046627685369735516,0.0
76990f500f42d2aa3b3ea384d8de9d55,0.0,0.0033383819217678045,0.003347500832529106,0.0,0.0025770956759657735,0.0,0.0,0.0003938936967582241,0.004290266295203494,0.0,0.0009818013187099246
80f9b1b32b5e6e4363fdde2382d6c65d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982e4bccb6613326a75dc6791eba336f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390844a02bc29380c25f7d24245bd07c,0.0,0.014469059374359288,0.0,0.0042007513299385435,0.00246279237929522,0.0,0.0,0.005887780418897564,0.016011882831935446,0.009203213070764469,0.028820959721414584
d17fb1649c579bc67de85c71ea8a4a98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440154bb8423abb8bc92fb68d3f5ad71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0805781d96996383a81948b691b2c00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bb662b571586f2b03e563aab907eb7dd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1bf891afdf74afe3d086b05b0448844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b95f9f8c21787d115880265f226066a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a35173206ba410e6336058f68186d0f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b174051da8682bc67a68f12225106ddc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ea7f6fff60e894489157dc5672f6aefc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a44e82c3e2aecfb811aa9e024d840c9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54de1739d831a24874020c5539a7a0f4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a55c92822fbaa1cac42bb0447d1df3a8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97eba59fd6119f95f5d6a95f854faf89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1b99037a6c9e8bfd3b5613482e10f81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fb6f80da6796d1e70a2e51419c44bc5a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d252767084159b27ab1f0061bbc1001d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78c45a48629dc0e3e8f0f9a72751100a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c9abe6c582e2e8c0e9ffe7472ef9da3b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04ece7f155300a63ffc1283154e50d6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6109bc861dbe36a3a971c371196eba2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3841e9ae21b64392fb95c151dcd4f62f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56860af15df4abb689164018ef111c81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01799d2cb2857858211024b8a8e2bc83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440e1bf7de70a49d7fa171f19323563e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1ed3793236623bf4d0de6c2ab4c0c4bd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
085adfe7b323eed690961c21364b88b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42db08e44e0d5f1abbe54e0138f1ff27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bf3e1b83d4946c692e847044bc4c71c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22614935cc77aea382fc8cab3ab3757c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ff8cf5b0b14db15b4345a08c18856bc7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c47c33246a2ed0f7e23d636e9e3c58ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53914b12a74b30239c428c05cc5802d8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bb28e52969fb1e413e9d7e4cfa0ae49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30f7c468ce92d593ce9a0afb97ab52f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f630b0d6121bfba9e8bdb4f721406d97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515406c681362511e439f4ad44a06053,0.0,0.01263947627706267,0.003803524312355494,0.0032688090084808277,0.007244551875691251,0.0,0.0,0.007206655516430629,0.01734779068583828,0.0,0.010800576509382293
ac39c43815203aa99519cd5bd103183a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7f29fb0bfb5d2c5a19ee9729021cbdbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51bfb8de047a1ccac1a5f70957a08e56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f33b65cf0b0e445f79abd84ae1151fdd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32915d3c18941ea14f3a47a83a80c6db,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9138906d657e98f27fd0f935636d909c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7a415cafa1ae05b89e4d0926c99184eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1951f40a5f1e635d662564336f1eed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dd20da41ab024d999b354457e93e3f46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61493ec558ab24098ffe4005d011cd0c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52353ca38bdf279e910ad038b774e109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88f127fe3a140d751f366226d300f85d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
