,DEPTH,DNAExtraction,Environment,IncubationGeneral,IncubationOrCollection,IncubationTime,LabOrField,Latitude,Light,Longitude,MaterialType,PlasticTypeGeneral,PlasticTypeSpecific,PrimerPair,Salinity,Season,Source,Study,Temperature,WaterOrSediment
Alphaproteobacteria,0.0005756031931333857,0.02592124727225194,0.0018651827329954356,0.004286202192576983,0.0035432413927128903,0.0012964587592554056,0.0028946251621133406,0.06565314141348715,0.004832560985386619,0.041433123498511235,0.004707287993847335,0.0049898043719525335,0.004725847419828528,0.024405450496436353,0.0011088360245538808,0.004892161937155075,0.00318047583752661,0.019331590383878206,0.00198833411029928,0.0006223871588196944
Proteobacteria,0.00027103594398014967,0.022734478024365862,0.0006683938608997513,0.0031373172557748476,0.0028491654508714893,3.734194482493032e-05,0.0009721984751161326,0.3268588196212946,0.0009011422827064206,0.23507862627646753,0.0021671530665432503,0.002463515689826931,0.0020105797872379317,0.023653423358125283,0.00032856646855760745,0.003467051689590702,0.0012214762582950576,0.018751638043105617,0.04172678103611985,0.0003327993899296154
Flavobacteriaceae,0.0013903432035495984,0.022224493016802238,0.0031665367100123356,0.004162933316976316,0.0034307508686279844,0.0004695635831638362,0.008936603600607489,0.0032073834313237647,0.004955378380471623,0.015051521743195252,0.004452209310235256,0.006936654675364119,0.006100498840833497,0.017735476951276957,0.000693904758427162,0.009306672043827393,0.0035652796999319134,0.016815621185979426,0.07874055432761654,0.001641696677912984
Methylacidiphilaceae,3.259991850001991e-05,0.0064761368120791925,0.01211355448840349,0.019411322849281175,0.006311965548107333,3.810103132127542e-05,0.00018111032679531353,0.0027982876599054276,0.0001726729475383402,0.00037587665030973096,0.0038826303674209775,0.0016402723744883183,0.001835718688392239,0.0023229115341505363,0.0009475427312996789,0.00875461362225982,0.0025390254483653924,0.011492919800462664,0.0002622600913919219,0.00017430670136101746
Terasakiellaceae,7.20760536611018e-06,0.0040100854231689435,0.006296221389615602,0.01593345536371713,0.007126872096190164,3.573864442143273e-05,0.0005117141932309766,0.0003913878957955106,0.0005499311945398964,8.430391833634071e-05,0.002107729249298774,0.001100666887751065,0.000758404722466665,0.0007552785382253571,0.00010551730254158458,0.006359246808490566,0.0005029277047265371,0.011234429892352545,0.0003497646819162417,0.00025000288698518065
Clade I,0.0011652329908848928,0.01215099331152637,0.002534604527510582,0.007682276654518688,0.007184604112748721,0.00010519000091085391,0.0027322175204399987,0.002118996426103634,0.0010807605867797724,0.000913438879582109,0.01112495185586598,0.010145005054206478,0.005619829756717547,0.013284798361146198,0.0006017062763437797,0.004161383674312519,0.007468405125402284,0.011106258121895923,0.002001974174153979,0.0013065016362042885
Ilumatobacteraceae,0.00019831366392912162,0.014816926973721084,0.002976266452534221,0.00950942580145322,0.005700021165958161,0.0008403734462334309,0.0019733129903583904,0.041922158137256846,0.003429493583030974,0.004515703310734868,0.005647566332622216,0.005191480071466425,0.006350954424207123,0.011252335651303316,0.0033420878396321465,0.00387769757349505,0.005851811970369818,0.010433645170980606,0.0009325339534331533,0.0018824393336318486
Burkholderiaceae,0.003743056067534537,0.0060100336689653385,0.030629339299678565,0.007338134953250328,0.007422764816512103,0.0001521840570652048,0.007502733441407943,0.0026543542173746554,0.006602218884670821,0.001844813299998012,0.007092156044809219,0.005896275899088722,0.006469996838501793,0.01851587953034725,0.08625512591567877,0.012848869545598572,0.004891870029144891,0.010273066003301941,0.02634205168666898,0.004245738381796308
Puniceicoccaceae,0.0041346054739063096,0.010077848217793837,0.0014878115476742325,0.006135741904793761,0.012965689897178294,6.0343514684876344e-05,0.00257666411899242,0.0010489898712024973,0.0012086472196260333,0.0006447768991597817,0.006867924359880969,0.0071656264678786104,0.006502079305876286,0.012697835880752933,0.0004364816413068856,0.0038188294648957132,0.007854398035614257,0.00988865984433869,0.001598421081828639,0.0011854478775280394
Crocinitomicaceae,0.00018634034061856328,0.011895138675484666,0.0009425860911323796,0.0020376838577431853,0.0018065327501043534,0.0010814424250040308,0.002450174121149486,0.0006773589704132149,0.003375458777681076,0.0001749355588369798,0.003934771160722317,0.0042665890102136575,0.003842158654517479,0.010196731803448489,0.00013629009280749786,0.00326726213873547,0.0030124989360600356,0.009716956886495933,0.0014830977927451831,0.0013054413687631804
