,DEPTH,DNAExtraction,Environment,IncubationGeneral,IncubationOrCollection,IncubationTime,LabOrField,Latitude,Light,Longitude,MaterialType,PlasticTypeGeneral,PlasticTypeSpecific,PrimerPair,Salinity,Season,Source,Study,Temperature,WaterOrSediment
Bacteroidetes,0.007822096387040334,0.0908489929189932,0.034258696477363154,0.03267240491870197,0.03057651590289653,0.011404898851941844,0.03927156116509932,0.299783877392234,0.022133099964331895,0.2753781668646631,0.03252216372468235,0.029659383655700023,0.03598980910493498,0.08082646937181362,0.01176986334458046,0.04087131825673563,0.028247114008561836,0.07878597724253208,0.13086683387891634,0.02051010977852806
Cyanobacteria,0.007596869977138545,0.039019151509046175,0.046170734353771704,0.053070101977341674,0.03126082987153898,0.0017723767683602216,0.034490706895919834,0.033955273236431376,0.02023338910470368,0.010538173353470712,0.06671225805024454,0.07951168933317414,0.06173290564496792,0.07797910932805342,0.021636071703880985,0.049980025241695536,0.05554123067587539,0.07198645148866369,0.07620514258006382,0.07272215726387814
Actinobacteria,0.027145229618667346,0.06175729027220045,0.0908156317456929,0.06195802208281856,0.036686566373223144,0.12791495737553282,0.026154843675548763,0.020102824289332133,0.02552591467245686,0.020957227919376778,0.06939193972943714,0.06826889427277626,0.07658207277652299,0.07833886265082537,0.3235142423948887,0.06309436952962137,0.09970678741643321,0.06924277772599331,0.029357510215935603,0.03964233433074058
Proteobacteria,0.006931551930865243,0.07282850552916544,0.03137513079287259,0.034605986546552815,0.03312085974826164,0.00570345605123544,0.029466105533494734,0.1638229325930059,0.023796632076223508,0.1514673230137855,0.04078347365659442,0.04038011176024319,0.04474319284250783,0.06942089106215876,0.02950866836654563,0.033779801441240785,0.03833554476754528,0.06591784694997076,0.06591024920739594,0.027183199252041202
Planctomycetes,0.012307930480383557,0.04680790263788698,0.05721530265701733,0.11482630713821207,0.1526284324549013,0.02228052628783931,0.04161847965505234,0.051832325874335304,0.08699183981526182,0.16277442060277916,0.05577081114923978,0.05150572835605747,0.0482593881704372,0.032460552935827884,0.047975997181969585,0.039284480840833524,0.032806279073053245,0.05609252064844481,0.03168334244662381,0.04500313509447212
Verrucomicrobia,0.021869557143467926,0.05203452827091307,0.027552384072167365,0.04543912868497977,0.05180317257559321,0.00961985111692876,0.03801478546139831,0.02432078920400536,0.06869722852225048,0.024882288031751246,0.05156710502530446,0.054932880934726966,0.052928205995649805,0.05661160563224233,0.018220515262126785,0.04759438427982649,0.07503211460953173,0.05146071827433021,0.03499136706697514,0.034453858590403466
Firmicutes,0.009251881968402223,0.05350502732989654,0.04090319933973723,0.04618705230533138,0.045818940282489416,0.07317174133510798,0.03284016205534864,0.14955729447345018,0.030238488490397477,0.059343020984065756,0.03127953992934769,0.03245358677659278,0.03513473759143458,0.03203632374880981,0.05594358015298775,0.03601469530120426,0.02664457924227883,0.03822416152917479,0.03764696485954127,0.023022550477967363
Marinimicrobia (SAR406 clade),0.21678614940305074,0.027226367551672223,0.04484374369241722,0.029859265826497505,0.05002042987409226,0.0012859587600183749,0.010636577011498326,0.009141540929892642,0.007772115295221327,0.01957403585557464,0.05565021643089113,0.051250980592449195,0.04607377521457748,0.04932259328779217,0.04441969454048396,0.019983748595994725,0.061712605884303925,0.030313210746449406,0.0560421182928582,0.015844603566873963
Acidobacteria,0.01775690930492544,0.035845984758616244,0.02636804544724826,0.03485133705489722,0.019916321713475817,0.0033651208427063132,0.06424184729125669,0.0071820315904500215,0.020074867178107175,0.010724332732070857,0.03794621862396196,0.04139283646774649,0.04352126607162887,0.016125309718388353,0.008705556865520436,0.02945149755178236,0.03261315314934054,0.028097504011017002,0.03197231796266591,0.06491738135567317
Fusobacteria,0.006462681643764382,0.012107881750906239,0.04564744205025219,0.03915339669157422,0.051413553806272945,0.0009220342456527985,0.010964271584671205,0.006948831988059204,0.011906064839002571,0.006906223530964491,0.019328134400479674,0.014518448793343556,0.013723272628181847,0.009677205745773952,0.004972287935403464,0.0208203873633814,0.01327758065867724,0.02478099687983756,0.01373588184279752,0.009412060022708668
Epsilonbacteraeota,0.0040073720862770345,0.0161389814509134,0.01572044402797098,0.024774051109568082,0.027685333322549226,0.005086891269235814,0.011505034269785051,0.010175534152180374,0.00954576539398141,0.008571264966532557,0.02233878006309331,0.022065863742672564,0.01953800625789193,0.021522597254815964,0.011950130185778694,0.028792417925226507,0.015816628637530708,0.024473184762429132,0.025259941629230998,0.030890979588829214
Patescibacteria,0.010483152151133334,0.01951315437058418,0.010656793936812164,0.022756802648358408,0.015735733775279145,0.002997048161723346,0.008734579503586927,0.003293059535742972,0.01145423600219146,0.00726083724297576,0.017404892184111065,0.019388431457417435,0.017177963498581934,0.01738803529177369,0.005832947589345141,0.032379743103224126,0.014524444734977049,0.022238333256393523,0.020289008964405407,0.014757194002793432
Nitrospirae,0.011688930127292819,0.018308355932578433,0.025925198523288537,0.02437866330807032,0.018253369541323835,0.030961983094300056,0.00972860658250005,0.014385494030109747,0.01446509133470049,0.010810493854311225,0.0189823360480014,0.018629143876407996,0.019841947643462404,0.009787917076551765,0.0027209397763138174,0.01597922675929361,0.01914118548100402,0.02209221855291302,0.01668803439380465,0.010499936673916407
Dadabacteria,0.00810320070600021,0.028663484037217902,0.03795680337190999,0.017930459234596144,0.013378469011507363,0.010763949688740766,0.022026195520536147,0.022411988814087833,0.03849587713117273,0.004444744229966136,0.016430693068215048,0.02051126451295489,0.015182094757841985,0.027067335678808743,0.0722627256197877,0.03620665738235142,0.01470538198638912,0.02063220159965254,0.018651198631929822,0.009758215553132396
Chloroflexi,0.014572670254706155,0.02245928011081203,0.018055763781826252,0.022145000965882043,0.016229276432467372,0.0028541802024174773,0.02935910452233105,0.00902762191369324,0.024131448051878335,0.01973651964153903,0.022340770610647195,0.023834412366991263,0.024791755899140785,0.016382864407177535,0.008274193896051048,0.043472744494629116,0.020904113272331194,0.02026711304111033,0.02278817711216256,0.04014801714818294
Gemmatimonadetes,0.006018100642765658,0.026141163228295527,0.023339105538368064,0.02023441224133776,0.013984089619498171,0.0015977695806716071,0.027146534222164075,0.009302750607744223,0.03327672763036906,0.02739100616649646,0.02160195010385254,0.029886091019332997,0.025007284436848104,0.020348295186022308,0.008654881126414637,0.035219953513357743,0.025550598854968458,0.020157193260988367,0.018306333853638303,0.02002951536704043
Deinococcus-Thermus,0.01013403243403021,0.03071595029323784,0.013734539703659768,0.016554616715850047,0.00922981868939721,0.000848355487135212,0.027972529599028607,0.004572272949756094,0.012128520563289778,0.002595294561106113,0.018714043662702046,0.01756849574567176,0.020873617148738262,0.010223433572380735,0.020560615400704783,0.019154876626957067,0.021336457703709257,0.018917070996264076,0.009056612049527702,0.009831335285004334
Thaumarchaeota,0.5070116898926593,0.01255383012429186,0.010309316014904637,0.03111706318064555,0.03260294025544287,0.0022154737698078268,0.024049712497298356,0.024316028363826094,0.04215136064063412,0.010454063221033262,0.014433218616408967,0.018831165731376963,0.015174012071541093,0.009927310853948402,0.0020407384576217372,0.014924343514596828,0.017216354686539974,0.018420016782656316,0.01666756500533447,0.023321810033068907
Armatimonadetes,0.0007971483082074145,0.032327828977400594,0.0559711087748361,0.01594140004559802,0.014276268400871392,0.0010433275977925396,0.019546052916731477,0.005396840911809439,0.003770825723393118,0.02345583184303686,0.01827512472834499,0.017717007851612114,0.017240318354350637,0.0236771792478173,0.09485545265073501,0.01507310889660941,0.01665987561378937,0.018374924383424692,0.022889542846971287,0.013904212153957946
Kiritimatiellaeota,0.0016099748866714697,0.01634109200704214,0.01425102515315181,0.01642338141889476,0.020593530706422523,0.0009410607145196096,0.008842209863890721,0.008265504407175571,0.006601368123479601,0.023756004011893397,0.019578376527499785,0.013520984280140267,0.017280171526641904,0.025047826307572133,0.008404532316615324,0.02154449514833779,0.017217499365609616,0.017793592754169245,0.009523771807130828,0.015215285886406764
Spirochaetes,0.0012305209861431005,0.018873873068842296,0.03026662560355101,0.01802293559160761,0.022356359498268277,0.000814404535081395,0.00708251171778136,0.002425427756843496,0.00810050336032116,0.008828790575471191,0.018399441301587573,0.01587199543677794,0.019012944952519133,0.008254852203376977,0.00484643281199034,0.015975348111612157,0.010746441827690266,0.01638205442560692,0.02958504579496816,0.024604903196572932
Chlamydiae,0.012137932441403477,0.020781232871126303,0.012537929879697053,0.02069254985809514,0.015292151038915265,0.00233273716993781,0.0080365993815895,0.016974676136877545,0.03267200346077657,0.0011736095667951058,0.018068625127997524,0.013415113954782785,0.014096895565240597,0.018814192201241652,0.0075621265498306235,0.023754025872477453,0.012788235952074048,0.015720115915569214,0.01844550653443368,0.0077145441451006835
Dependentiae,0.0044853766074436675,0.011025206531780485,0.043425635685807734,0.018365019256189705,0.00984921382600967,0.0014645088692548077,0.013415194839404955,0.0051885773590583245,0.004250792009627128,0.011093658585049015,0.020758028112634892,0.020898161974623575,0.022321776339927137,0.020239307466785147,0.0880561811168742,0.018299095853539372,0.024593452219768205,0.014524822552304762,0.04099768886795928,0.02312365764687816
Euryarchaeota,0.0006267729412081293,0.007415009633219658,0.010183928389608448,0.010059731405357146,0.011241077190667989,0.0013404003379139666,0.008998966246839005,0.00252881958364382,0.0067531187678477765,0.0008571343813471732,0.01087777134764445,0.011935059836662832,0.011518678204827888,0.015651879887052814,0.0015373476048075225,0.009490940893804777,0.012531162630096194,0.012513042283344235,0.010821544817875034,0.011867030362804978
Entotheonellaeota,0.001198581438697663,0.016403401637475286,0.010244290064161318,0.007809836320243961,0.004748018690004707,0.6378842284481635,0.06008551008277082,0.0016827329103412674,0.04451127528171647,0.0010914831284841349,0.00822994061943401,0.012555875140376536,0.012168580882416149,0.011316139919910654,0.00043518658014958994,0.022326691557086668,0.018231196235814217,0.012506876343460085,0.0010028531585519614,0.004418492753919208
Lentisphaerae,0.013861938482933427,0.010157587811480944,0.007107369137114734,0.012087066015303996,0.010319735792495472,0.002466884999047663,0.04262471017972066,0.014956231845814008,0.04736934577814812,0.003396867491191438,0.012585942531119011,0.012205542368464937,0.014299230318400835,0.012182404350369517,0.0014790127253167433,0.01291288751651621,0.010604718175676283,0.01100321956544036,0.007173836842102367,0.0126007506103368
Hydrogenedentes,0.0014186681730635603,0.013256944239339838,0.021311341404195168,0.010610875435509757,0.010054438196143881,0.0017450673687346473,0.015088591796631499,0.005836927281655141,0.01891832406762133,0.012028963292104511,0.015691218866784047,0.013311086826216902,0.014260074053640862,0.019322222990562774,0.01372811339984582,0.015591929332525744,0.01163130301970894,0.010413088347454497,0.017305108476960877,0.009291094353172014
Nitrospinae,0.0018195439077850898,0.008699588439526755,0.0217746247780323,0.010764379575151715,0.010067102511113084,0.0022952803628460273,0.01082222839432871,0.004492554594647753,0.007799120069924877,0.001169594240511149,0.009968701232492013,0.009156566538734668,0.010377719636902651,0.02461892088116672,0.002968528546799013,0.016105270130817036,0.017985398853101582,0.01009645050326909,0.10171985474849525,0.02016415124068961
Latescibacteria,0.0017946223461258297,0.012337006093245196,0.006812347200564894,0.010699069637894885,0.01158044526034144,0.0008599878496308456,0.009002386903779438,0.0013168904118069137,0.006427965624261753,0.0007400961515768186,0.01623142698006609,0.016583489045640405,0.015186206583193352,0.009832058357626104,0.002373969919589848,0.012685132015676963,0.01679408413483449,0.009863584317229373,0.00919043502727615,0.04056285693879312
Calditrichaeota,0.013495040744985927,0.006853412133678482,0.013717931888485014,0.009692847981888294,0.008290797120651713,0.0017041687468260015,0.03923680623986492,0.003886999915902093,0.0187499513642726,0.003857375045752659,0.012571764926274098,0.018372922694030184,0.018783526254071696,0.01090381316108893,0.004545410244235312,0.017800709893905267,0.02181962217159292,0.009762829857767328,0.00904671351865742,0.014975825123888736
Thermotogae,0.001228474729337779,0.012591889314700386,0.007011838384173741,0.006141207559443207,0.006777376415254633,0.00078390962966518,0.024454549290962316,0.0004595502818817994,0.031770846395069004,0.0015452972146969036,0.007742851526781828,0.008663340410673747,0.010756223915398249,0.01452323605768305,0.025436640891843755,0.0071844530091169185,0.010975036414316946,0.009298698639346103,0.0008093478528633885,0.01649248292394144
Omnitrophicaeota,0.0005619847456834673,0.011022697004099637,0.020538488872418336,0.011116697867994605,0.015067064142412828,0.0002945889273157391,0.010495686851923317,0.0034319448922280715,0.006248340858226304,0.04459893215909723,0.02306897990586123,0.018276964741433695,0.011977157182110423,0.0038912500176967457,0.0010776090715717813,0.009335231096202852,0.014946294448247141,0.009267605058316445,0.004815286159353296,0.004545971447452018
WPS-2,0.0003799879818913813,0.012379840029494524,0.012111577751121531,0.009624838456992739,0.008736569075858567,0.003170149086734417,0.005852207479731439,0.0025108616751327285,0.005916062100678362,0.0010983649014235056,0.012311845308790858,0.012700808186963829,0.013581948896115616,0.014350859946361538,0.0023806266419831917,0.018065530644895997,0.01162610071833268,0.009228272253215361,0.0076539608156732,0.018007340225657743
Fibrobacteres,0.0007880040579606195,0.006685989771132956,0.012325253609394805,0.012612850891223139,0.021661922684349445,0.0028397237535097665,0.0038201339624671063,0.001680120497980131,0.0032209787533473136,0.0025225828896203333,0.013851031955496277,0.011270257770182718,0.008491841724685593,0.007431814882151606,0.003259321018472167,0.009014863215983568,0.011013052279822187,0.008684939895567425,0.0037730210522931734,0.012003280970089193
Synergistetes,0.0015887861952602503,0.009978822894594895,0.005161637760650452,0.006040489492284056,0.006635540821473814,0.0007382171683173696,0.019562274363016934,0.002984244482650017,0.02541767013704569,0.001872675590586976,0.008715151023796115,0.007376935258554263,0.008538359672816721,0.008442666938225325,0.013253171524631704,0.013948327230620861,0.007143960750102119,0.007087319083360053,0.002839420347603253,0.01619080202466544
LCP-89,0.0012485413172955663,0.008720696991391389,0.003873374138099271,0.006115907590692494,0.007375503592289136,0.0007985909084494966,0.03578744416626251,0.0004297732562051126,0.04185978158668188,0.0012094417143201969,0.006053411969039566,0.006435852597426704,0.00803394640166923,0.009008752750226555,0.0024579848703910594,0.005975218061776804,0.0052920554321905745,0.007000656715847128,0.0006460845677536256,0.013646146180686316
PAUC34f,0.0003713673346285442,0.003950635210298254,0.006137408385878673,0.010687946186747345,0.010368639257058592,0.0007242269720238836,0.00375644584094314,0.0008286240029584485,0.0037591976366819256,0.000810040575423923,0.0076130674059560295,0.005490343337457505,0.005592834451098058,0.0036344517192113484,0.0002800726455057728,0.006190082077234692,0.007732120270181953,0.006430171578063683,0.003185830001458618,0.0033937711772119997
Atribacteria,0.0011197427279426434,0.006630379412424778,0.008205546447614969,0.010374922283368363,0.011328508597046927,0.0061350705640115435,0.0049515837536717325,0.00038576916412682503,0.006466507365431709,0.0018088417436632053,0.010230440997734682,0.009573632630846823,0.013054076691691209,0.012376804467631812,0.0016221564020451286,0.008359307664585121,0.01937431612620263,0.0061825315989106466,0.002876635403496493,0.06626436356162939
Asgardaeota,0.0008151907611917002,0.0037891888169022405,0.00408614709629351,0.003992675073046328,0.005152963217741054,0.0007287547174411468,0.004580096656243735,0.001650691347283635,0.004549404292904654,0.0006305232460144255,0.005286886855412215,0.005290138729210645,0.005184546777594891,0.0033765740465193806,0.0009404078351069338,0.0056957917345502275,0.004355133419049117,0.006124493727642553,0.005206157100799072,0.009877305266414898
Elusimicrobia,0.0012702917866104666,0.005227439529213501,0.003257323909727414,0.0038013471307315255,0.004088356686985234,0.000838643211192412,0.003454844872891123,0.0002565254081004287,0.003919970077030316,0.0012498514245845372,0.006651241034269983,0.006561218904947123,0.0072020616059319705,0.0030200536081752072,0.0003220963005083184,0.0060304769292541215,0.005653710963058824,0.006071207219705072,0.0017541074881328718,0.003992453306807274
Zixibacteria,0.0033341901939498396,0.004460271168122879,0.0035011156781961893,0.004620961278098249,0.008270284803158494,0.000714929187832602,0.006897040507714247,0.0047895939496503635,0.00541917238948791,0.0008996332178639083,0.005728190077050442,0.006239817493335238,0.006289777529068867,0.003709474580546943,0.0005795012376963426,0.006572080977390182,0.006078170052392116,0.0057872357064569155,0.004231057866352344,0.014411451794264696
Nanoarchaeaeota,0.0009293952860034521,0.007280328689169729,0.003523231931360122,0.005370793718542528,0.006247963866672874,0.0008846503192800277,0.01295300317877788,0.027528432001736765,0.02148186178138903,0.0008809015395076017,0.008714849379595187,0.009268309203940377,0.007021640299721731,0.007101814006833689,0.0027050119428752386,0.008807871061732924,0.005784170788331577,0.005620105576870932,0.003237960678242593,0.0037402920536871802
BRC1,0.006405769467213537,0.0077173115171231465,0.0071260679946042686,0.007199840451841397,0.006133052102477469,0.0008317725885555628,0.006283212085164875,0.0014125803640796534,0.011663646183854475,0.0006748188526885547,0.009754689058509129,0.008374320488486216,0.008408857401346361,0.005204738497831619,0.0008864179255810363,0.009890216427948987,0.0071958708874888784,0.005554632246278236,0.0021738130468761142,0.007187702216920779
Crenarchaeota,0.0009624822119241198,0.0038484933026755428,0.004578927497616592,0.005105124188098668,0.00499368841555655,0.0007556884073272478,0.006549482349884146,0.001190648694232125,0.0039137891835249305,0.0005655820972554458,0.005363086661842771,0.005038271934232744,0.005213983471449911,0.0032279031834349828,0.0019022909184766863,0.005776912228075032,0.004223532147559452,0.0055443380831865135,0.003358358676527544,0.006855759327503344
Tenericutes,0.0005109460486854051,0.00506549990429449,0.003147025062663323,0.011087737932415341,0.01635848705716913,0.0011425427087332358,0.008474831146445233,0.000370885534401515,0.008251727320031514,0.0006314053350950713,0.006917488466893695,0.00606506758888184,0.00669185099043388,0.0038398337676672895,0.00045363322600990274,0.006863532519273102,0.005048995046595973,0.005485841407536558,0.007574328848618958,0.014504954713944673
WS4,0.001087345390825514,0.005843226769793001,0.003105217464434965,0.005376237651424099,0.005680815315862465,0.0007317147197638007,0.02705951660748649,0.00030200777990911567,0.021680596950125215,0.001227216556454232,0.006347838676283786,0.007040095840957388,0.0073268039986249655,0.007342038067878889,0.0008186175991219006,0.004926300365239367,0.005077186794837317,0.005327395262737254,0.0005939870687502801,0.0055528667991514655
