,DEPTH,DNAExtraction,Environment,IncubationGeneral,IncubationOrCollection,IncubationTime,LabOrField,Latitude,Light,Longitude,MaterialType,PlasticTypeGeneral,PlasticTypeSpecific,PrimerPair,Salinity,Season,Source,Study,Temperature,WaterOrSediment
Alphaproteobacteria,0.000143427921571898,0.01656993647966949,0.0010854761145421387,0.0031993961112942297,0.0021738504884377396,0.004656947849999537,0.0013709614014348365,0.02693446885786925,0.0034624007650574475,0.0026788620782540263,0.0028606353609311385,0.0034905784186443,0.0030396113721913092,0.016619961836589012,0.003452242008920517,0.002742041310255292,0.0022790980479922888,0.013454128188137134,0.0012500974341715927,0.00026662890501624617
Proteobacteria,0.0002613230977509717,0.015678075378815343,0.00029903170127601106,0.001963298230033728,0.0021281065076996686,4.934738131214312e-06,0.0003232343738083538,0.32006936064273817,0.0003494159051787456,0.03074110481227755,0.00110739613428056,0.0015731207109241892,0.0011363203720797389,0.015471707316463672,0.00015622417463168948,0.0023399835106816527,0.0007028420439670217,0.012246201553073058,0.018258313401671642,7.845849476591029e-05
Flavobacteriaceae,8.822441887531349e-05,0.007853711096231569,0.004241113544228615,0.006099971194249295,0.008040755703243108,0.00030326971484243394,0.0023112015696544336,0.023255829821391204,0.0009033035502341443,0.502658440197765,0.0032795248813309676,0.0034268573827992413,0.002735033846622378,0.00752059978315492,0.021457875626510945,0.005656986253713749,0.0016245048025695895,0.007821558760599348,0.10691213194070123,0.0009251386320674518
Clade I,0.0002907151190931502,0.00877265773404758,0.0019512569085424565,0.005320371987496957,0.00743750219156256,7.108494902006151e-05,0.002061127610433453,0.0002197622898321333,0.0003035249202234351,0.00044902304430974506,0.005538174105097595,0.005743828856156623,0.004270139767406086,0.01092365359736686,0.0020181593693862645,0.0020208353384902635,0.006566686993067976,0.007729445277634821,0.0011765626888471355,0.0005025387379688066
LD29,3.46555314700077e-06,0.0038533831415896473,0.011366335797823717,0.010936697925830201,0.006026498295084722,4.118336778829494e-06,0.00012685964716454973,0.03342755083709113,5.7229296946922594e-05,0.0012900263498077415,0.0013614751774678631,0.000614870430691631,0.000616368790025183,0.001825928825886723,0.000130101309166045,0.005038623326106976,0.0006485722453172051,0.007678732883017823,0.0009775964392889334,0.0002360702083762665
Oceanicella,0.0003313342237999113,0.009804002724018506,0.0001588222117792751,0.002011344924816812,0.0009338248749351264,2.7411217774887994e-06,0.00010448637804723733,0.0009492351840560774,0.00013169000374404626,0.0008522333646234895,0.0009264013575361273,0.001099710998886119,0.0007868010543478218,0.01017663090121279,1.9401219537609042e-05,0.001010301544686411,0.0005651540270294564,0.007508863082544995,0.0015014646636955186,3.1794384856770056e-05
Terasakiellaceae,1.5475930539483522e-06,0.0032014880373907404,0.003933275887648277,0.009372812252482345,0.004069092699702556,2.6153946385629703e-05,4.164521821127473e-05,0.0001296053650887487,6.230605399521175e-05,9.71797061421672e-06,0.0012016596308182723,0.0005561829413918162,0.00041057916876620934,0.00032516158956664347,0.0001686227068693774,0.0037981936086354524,0.0002049542123593413,0.007395913180671205,0.00011200767514658393,6.479597387626084e-05
Methylacidiphilaceae,5.8972479102093885e-05,0.0048263163820366365,0.006082732974432864,0.011911887114593619,0.005651398966327003,1.2835490835358408e-05,0.00015355359727367164,0.0013367291241439259,6.261719689602557e-05,0.0004939875805786023,0.0022172981841917416,0.0008422076587164689,0.0010997408329918173,0.0013143665197594258,7.85685471541718e-05,0.005602089888418423,0.0011518760758724507,0.007304209366917915,9.521778853959512e-05,5.126217365273152e-05
Coraliomargarita,0.00016680139837726136,0.009054425528999889,0.000246348059094473,0.004404693441069654,0.006248135497470372,9.973903288105285e-06,0.0008514122529361327,0.00038631942062780254,0.00016371715508638264,0.00028599782287663046,0.002106012553153106,0.002513647210276395,0.0018762055863183783,0.00979716806261255,2.0353917671923032e-05,0.0016241888411081614,0.0028838005302344403,0.007105924381239545,0.00027797441153053676,8.613119924723444e-05
Erythrobacter,0.0003623149240456606,0.008501064590343716,0.0006927953445729995,0.005154428645489994,0.005021543235278483,2.821797766562019e-05,0.0020703794798505597,0.00039040166694874576,0.00042804546258984246,0.0004140438124568912,0.0031273829716139665,0.005118039894695772,0.0032317730109894726,0.012018427409679192,0.0002570618075651056,0.0021567453594678967,0.0028952754053148673,0.006922871062476487,0.0010954504582420875,0.0004669204791485088
