,DEPTH,DNAExtraction,Environment,IncubationGeneral,IncubationOrCollection,IncubationTime,LabOrField,Latitude,Light,Longitude,MaterialType,PlasticTypeGeneral,PlasticTypeSpecific,PrimerPair,Salinity,Season,Source,Study,Temperature,WaterOrSediment
Alphaproteobacteria,0.0005379870114985722,0.03149296969464179,0.0049702288215691835,0.007313879088307554,0.006072050007505885,0.0013575559684550283,0.004319679001854615,0.029952273582499512,0.008266842535013731,0.09066711123692801,0.007259331053166876,0.007718714136151217,0.006828120797818417,0.033083258566025,0.004628418767895523,0.007730050399023112,0.0050775375432655385,0.02599709125374149,0.0024947136528062873,0.0011620447457452135
Proteobacteria,0.001396950294273659,0.027870046353862997,0.0017780907954428177,0.005137061484339002,0.005725665607345592,9.157691012288232e-05,0.0020998817508332906,0.39027526272069757,0.0014490697917378832,0.3156475319095198,0.0033789640637593345,0.0035135063633680353,0.003168719724521251,0.030043512773173978,0.0019370328425185074,0.005295221482573602,0.0018969258669688936,0.023502982229685377,0.09777472147999428,0.0007450228982025234
Flavobacteriales,8.66534148997744e-05,0.03273849070789608,0.004991256952385049,0.006030735391598384,0.00522341059036143,0.009113886198166898,0.012263391423306565,0.024098991331231043,0.00631590310905549,0.0015864118557660577,0.007534833157640067,0.00837009562539548,0.009169941133392916,0.022671012149614894,0.0028119416077094085,0.013616303441348518,0.005610243511174851,0.023300128565420634,0.014876962013859362,0.002932929874991527
Betaproteobacteriales,0.001639351768293646,0.010948704449866297,0.05139956399110106,0.014520995069555067,0.02043743246011846,0.005516998535726395,0.017303847360266977,0.00966969055763314,0.011627185492907229,0.21679673879179942,0.01112715439051764,0.011485544946158374,0.012022104862111405,0.025150485357699683,0.5517597286356508,0.015289586809798096,0.012760742162969286,0.01858785243181437,0.05495610923922105,0.0028757798630536704
Methylacidiphilales,3.5797191166967025e-05,0.011803553279153148,0.020155171899919874,0.02750208115243235,0.010833418083204512,9.696397099122438e-05,0.0008218288484845707,0.03297884424187608,0.00036114696083386084,0.004376043401103009,0.005619435199252734,0.0026315458264717104,0.00409681260933024,0.0026928263773581753,0.03271639339460496,0.013345507035955759,0.005264874259740988,0.017792841738758263,0.00046088342344105385,0.0004495652681020968
Synechococcales,0.0005923039942338453,0.007763173120920832,0.0045922586565489455,0.010143597015582696,0.005551268609130415,0.00022231573459484088,0.00909387644083341,0.0027211925490863396,0.004287620789123943,0.0023552844166442963,0.012513954072842655,0.012161302501913041,0.013184048614310459,0.017159517926586376,0.003077365750685238,0.007182827901895108,0.010033795875403621,0.016304857202291897,0.0141214566472388,0.00343269789771401
Microtrichales,0.00013681373002980552,0.01975639240973696,0.0017827471505984544,0.012805298481168043,0.011053167566321088,0.001004225166056474,0.0023171115898220985,0.0024485027129099736,0.004955534173697812,0.006288065617612803,0.005754377839925321,0.006792909329215654,0.005297999869889207,0.01978944951760658,0.00044577555181024467,0.0041778036546077256,0.004301080354287918,0.015785392835115944,0.0017616955203033763,0.0028961601907225502
Chthoniobacterales,0.0010783666332877901,0.008371750462404001,0.02060002809319645,0.019630712131615102,0.0097163727426263,0.00011125371823001028,0.0017384388986021366,0.013248842121267554,0.001174916109978162,0.00290855001265301,0.006575882682738421,0.006324084628595449,0.007265017195393223,0.007011964338618615,0.018236987848226367,0.011892705343958523,0.01111774142475963,0.013714746608015915,0.0023159774235536963,0.0034816115363674512
Pseudomonadales,0.00011418067768394567,0.014914820998794598,0.02350833949340136,0.011269879237837241,0.006421039428311485,0.024224585257863397,0.006691225303261549,0.00106064338997677,0.010336159984997753,0.008498376560672777,0.006641175025724733,0.007472756172030654,0.007515959911971065,0.02276890983109435,0.019400588671429814,0.006459920142304381,0.0046838966774441345,0.01333570917023644,0.0046049753390455415,0.005305075756730059
Thalassobaculales,0.0028018133232110567,0.009116761301611967,0.003841306649077884,0.015944719778609652,0.005180878323838019,0.0004120271983784892,0.0022869471860298106,0.002402812473475356,0.0036833945277947255,0.0006368020062642366,0.008471749865553749,0.0049660144381316945,0.007463607043751816,0.003296534200676342,0.0012021488592567262,0.0052913052658337565,0.006686018067327455,0.013096364235637757,0.005789464296041145,0.0014664897001286517
