,PlasticTypeGeneral
Cyanobacteria,0.15685340748652962
Actinobacteria,0.11712088909324314
Proteobacteria,0.09508269779127106
Planctomycetes,0.08477254720240514
Verrucomicrobia,0.0779557837455603
Bacteroidetes,0.06003423707680848
Chloroflexi,0.04475840252581711
Patescibacteria,0.04155917867549278
Epsilonbacteraeota,0.04069665851386873
Acidobacteria,0.028881766561461585
Firmicutes,0.02169833142472433
Gemmatimonadetes,0.020340368261261517
Dependentiae,0.019990747538624922
Latescibacteria,0.018306782166665956
Lentisphaerae,0.016478147298463336
Thaumarchaeota,0.015372174327673746
Nitrospirae,0.013472173168032174
Deinococcus-Thermus,0.012683843423406916
Kiritimatiellaeota,0.011663971530868095
Armatimonadetes,0.010972342615060833
WPS-2,0.009209054563858144
PAUC34f,0.009012290185355924
Euryarchaeota,0.007872266777629268
Hydrogenedentes,0.007745272463725043
BRC1,0.005831510800328269
Dadabacteria,0.005579416635258158
Chlamydiae,0.00548615049685394
Fusobacteria,0.005383426936049878
Crenarchaeota,0.005280211849682037
Calditrichaeota,0.004477997265633021
Spirochaetes,0.0037674749861140236
Tenericutes,0.003018363869033576
Schekmanbacteria,0.002415852434854401
Nitrospinae,0.00241036623689603
Asgardaeota,0.002366793698072225
Nanoarchaeaeota,0.002246089638633408
Aegiribacteria,0.0014511197500403099
Synergistetes,0.0013845307824768326
Fibrobacteres,0.001330757936413871
Zixibacteria,0.0013048687897139002
Atribacteria,0.0012566063463065507
Diapherotrites,0.0008109813858349887
Omnitrophicaeota,0.000738305264529062
Caldiserica,0.0005387491862878381
Modulibacteria,0.00038709129317960776
Rokubacteria,0.0
WS2,0.0
Score,0.8333333333333334
