,PlasticTypeGeneral
0313683d4b52879d694bc5c695c8005a,0.03140443109215558
68bd6b0da33c3b2c9d458099f3f1cdc8,0.016789453273382958
150ba6ca36e16bf9fd4b11a39de8bc0e,0.016281948736927187
d065280abc30073ba8c3501eba41f1e9,0.012900729042278394
22938df8e232d3f31729d9558a99c5cc,0.012223103685443552
fb800d4d7cd0a8e0da07b414fcf21b8c,0.012171174387723895
49055a8926642ad934ee01650da59860,0.011786487603927902
fc090e288032f90e9498b452ba441a67,0.010866652176012464
cd3252d96bdb1efe5fc05bc00a9d9309,0.010860641740127481
e416d0916760d2fc17b616e2ac3ad855,0.009871731330135315
5a6e29626c62d7c7a9ae6a0f5f325b19,0.009357943293458522
8f196eb756ca2c43bb186e6b98a5c6a7,0.009244628117776554
55357b7fa07da6a981c32fea228aeb2b,0.008875331314014308
ffefc9a0aade9e50fcd47685c9e1454f,0.00870570257684085
2b9608a3e6edd566185a0fd8c737a0f2,0.008675533045732623
0e24e81b47a51b1827c0e2d164e87f73,0.007682746393343005
1606dd77af9faf5ca6185ddedd2d7c15,0.007273952075218427
1c2b8892a0d7f828d72808cd01cfd199,0.007197092303268727
52727954d409fd4ad8ae9dfce287d4c0,0.007142458996772697
54c5162439d2d1c970aa53ae1209bc72,0.006778962568729402
30dbc0804f35617e0e830cbb007f23bf,0.006710328400932347
af2e78403ec6def98c4fa60387485d6a,0.006227826909911654
01e345009377d307883dcdfd7429113c,0.005966963065321968
00b54bad7e854b2cd5c060869fa7ad6a,0.005866857020447702
2055d4bcabed4296aec22202dc030fec,0.005780710465925213
506034f9da6c777f14c4f7408def3cd1,0.005485632349648449
ac4f8a20a782e0226e85487593891bc5,0.0051904386632168785
62a845538d745dad19f77539227b3d83,0.005128864043410068
a42c9f8f85e528ad62538c00dd464c86,0.0050454089798010315
80e70001cfe9984ac9b29ea25f87893e,0.00500924395859714
d5b62b26119113cdb59cf565175448e0,0.004894935614594427
47089eede2228691db261668879887be,0.004860878762190366
ca8f1c260ac18a133685554fc1089155,0.0048087955957361395
433f583b97892ab787dca54792266ee5,0.004780179535183841
7be86d144beb2d26a04a72f677225be8,0.004763141182292629
4999766a4e4c6e4e8c6a06b4e74f78d6,0.004711026378915533
1879cba5460da59522c5897ff29d513c,0.004642703200437684
227519a9a3f18fc856593aedae10ffda,0.004522464185042918
09d283f3c7e9ebf5ebf1530043faf4cb,0.004485174549038806
83aa219ec530f1dd24c47844fa823e65,0.004402538293242582
68e8bc7eea81ca0258dfdeb020925dca,0.004388250146668136
0ca2eb01c2e69f3b10c46f06b0d5c236,0.004319340530738412
8b1887ddc67fb58902f874cea99354d1,0.004241596197067565
ebaf71826e51148a569b065667df5fbe,0.0042192660752578305
e4191d3ececf3e363ac94fd6d677369b,0.00411873825817108
13a81e31eeeb356b7d28933740ac86b9,0.004094315445836282
c556975bac485d3e853ad35ea4cb4f4f,0.003922957739544475
64110c785b3791610670b71ef6ee4070,0.00391684608486572
8df13636f5eb6bf9d19c24c9acf7c3b2,0.0038856895652008283
6f8ed0922367c1452a74e5282adadd17,0.003880910456226377
054177777faf6e7f44c8f614abcb2be1,0.003840981286518558
789c4792f179db802b033fd6f0abd298,0.0038178411255802296
df21b89d82f66a29ac32449515a2032c,0.0037598935904813143
a32f13bf9b8e245fc88044e769dae7e8,0.003664801766811635
d7ad1bae995487781d84990fb7757f83,0.003617335252636254
03ce811941f66c0b73fbaf7d29fc9c05,0.0035959244376928315
ce7cd290a02a5afd4276ff140b234a8a,0.003593144430847394
