,PlasticTypeGeneral
Actinobacteria,0.15441690588429327
Acidobacteria,0.09410578166473249
Firmicutes,0.07230152848737696
Omnitrophicaeota,0.07118470756836306
Proteobacteria,0.0709212857204055
Bacteroidetes,0.06885297248395562
Verrucomicrobia,0.06134154546449705
Gemmatimonadetes,0.06022790888763639
Planctomycetes,0.04594271880926811
Epsilonbacteraeota,0.04471024130067373
Chloroflexi,0.0427417634838916
Cyanobacteria,0.03211150523268191
Spirochaetes,0.027507813744366158
Patescibacteria,0.025368549219260943
Nitrospirae,0.020150201621493703
Dependentiae,0.01634542157942684
Armatimonadetes,0.01566122838868413
Hydrogenedentes,0.015650697220850142
Fusobacteria,0.01421218252419623
Deinococcus-Thermus,0.010876322634178934
Chlamydiae,0.007453135099795574
WPS-2,0.007290241086324977
Latescibacteria,0.0059664957749206516
Euryarchaeota,0.004427817923256
Fibrobacteres,0.0040597417897200935
BRC1,0.003216446968848357
Elusimicrobia,0.0015874981020424226
Kiritimatiellaeota,0.0007330879950135297
Nanoarchaeaeota,0.0006342533398458089
Nitrospinae,0.0
Caldiserica,0.0
Score,0.875
