,Aliphatic: early vs late,Other plastic: early vs late,Biofilm: early vs late,Early: aliphatic vs biofilm,Late: aliphatic vs other plastic,Late: aliphatic vs biofilm,Early: other plastic vs biofilm,Late: other plastic vs biofilm
6543fb7002ef3565144ca8248bbdabd0,-2.15589002682091,-11.52176989060052,0,-1.1656803896287662,0,0,-20.662275099567825,0
69120d6623aa8c9fca6593be4216554a,-1.2125396260686199,0,0,-1.4611563330957915,0,0,-2.2306877541767878,0
18fe8b00d114363970839fa6bcfa90aa,52.80879189889732,2966.2851552967763,0,0,0,0,0,0
d70b0125524607d2a6a63c30dc65fd56,1.189207115002721,0,0,0,0,0,0,0
ddc675e112b72bef9bd8bbdd384c64f6,8.42389320987627,38.96971439474638,0,0,0,0,0,0
ca7ac1d1421694ee37bf8d15ec9134e0,1.0766073524501176,1.0329508868761248,0,1.0272059683094998,0,0,59351655.80504592,1.0329508868761248
a2c39461c60086cd3b9e68a91a33e1f3,102384.10317583152,437.53025380130885,0,102384.10317583152,0,0,1.0822118838873684,0
ecac27ddb8727d855b3b7d5e3888db8a,-43.611146204572606,-57.770221842869894,0,-1.4558457432165464,0,0,-3.288862832627579,0
c0da7e784e7e887550b294eddcf287be,-1.4125584382605725,0,0,0,0,-260.8583464213771,0,-1.0555086964572047
311a0503e17a3ec987f1f3f455fb461b,-1.5966163789034176,-12.139946273781753,0,-1.204506571221097,0,0,-12.9,0
9fee33a55848c917b2ea48017bf0d9d8,11328403.214085165,1.131434288015527e+54,0,0,0,0,0,0
90b38f7272c6b47574fa1ac86467539e,1.1188017150394498,0,0,0,0,0,0,0
948996ba90b5e935e339812ce83beed5,16.0,28.938266943933858,0,0,0,0,0,0
441a582791b3595adb6e945cf051c82e,9999.999999999995,3.2464217192597986e+109,0,9999.999999999995,0,0,1.0019071712490026,0
c622aa57e6d4404093caa3b8ed5a8050,3.6605315325422076e+35,-237235.79529817178,0,0,0,0,0,418477974.1795506
4672cfb7df31f9071fcf4bb20f3c91df,0,1738.879192622923,0,0,0,0,0,0
ca0b870618d2e8ce26617dc9e57925e5,0,52.80879189889732,0,0,0,0,0,0
ccdedc613074241e31a66eb74eb715d6,0,1.1694032425278227,0,0,1.1694032425278227,1.2528880399491493,0,0
6acb923e8fa50c633b51a19b0807c61c,0,2966.2851552967763,-225.07783414893018,-1.7292734488602797,0,0,0,0
8f19b7a58894b7e4dab2411dd3197762,0,0,-1.0964725761574543,0,0,0,0,0
fb605b20f7842001a4dc80ccb36dffa2,0,0,1.3197805553566992,0,0,0,0,0
b2c5a27bd2fd0283ab41388ac6c896a5,0,0,1.189207115002721,0,0,1.189207115002721,0,0
5bd14fcfbdc4014b2ce094b21b0e7e1f,0,0,-1.0745579863531587,0,0,-1.0745579863531587,0,-797.4074431241378
901deebbc928644ee1e7e3da1f7bde86,0,0,1.1534673639952544,0,0,1.1534673639952544,0,28.938266943933858
ad584cbd56af4950abc116bf8ffa5bd8,0,0,-13.58945236751465,-1.2021738103552198,0,0,-13.58945236751465,0
147e26e9b59ceec4f7759ca0ca4a6a58,0,0,0,293.00117608414513,0,0,1.1534673639952544,0
e170c8ae201613bec248c8e838b64d23,0,0,0,1.0948397242600092,0,0,200.84756458211325,0
794403a3389cfc383f5d3348bb19cf45,0,0,0,1.1287629199736742,0,0,0,0
5166a299b241088221dd8ea951f10155,0,0,0,-2.6649648701486575,0,2966.2851552967763,-1.6208123255315556,1.0619360368833601
eed38f0f1435902ff32ab23d429fd358,0,0,0,1.1094974875322592,0,0,81.78907650490486,0
bdf6628bdcc402f9100bdd262ef328f4,0,0,0,1.1298088296635325,0,0,51.823736086839034,0
330f3162ae8e3acd117a10d6a8f3f97a,0,0,0,0.0,0,0,0.0,0
9285aa60b5dc6276cd7e61a87dc708b0,0,0,0,52.80879189889732,0,0,1.1401633146217924,0
02bb57c3e4451c15455bb7be3e7aff0c,0,0,0,0,0,-57.770221842869894,0,-1.1169946797214712
8e3debaf9e4cf3defdf2447838bc212f,0,0,0,0,0,0,0,-90043.1134618392
Colors,"#ff0000, #25df50","#ff0000, #25df50","#ff0000, #25df50","#5F9EA0, #FCA94A","#5F9EA0, #8B008B","#5F9EA0, #FCA94A","#8B008B, #FCA94A","#8B008B, #FCA94A"
