,Other plastic: early vs late,Late: other plastic vs unknown plastic,Late: other plastic vs biofilm
f2cb5b568f7289fe805c64d697e2cbe2,2.2388047262015762,0,0
541a3af5bf279c169c85bb7fd9ec2a21,-1.0105736442505224,-6.885537035074865e+19,-1.0105736442505224
de4340eff3230e51a4579d6b51f28c29,-1.0199410977744172,-36957891253.587296,0
c9869c8ee11c511d2adf4a495d12d553,0,99.99999999999997,0
1b446acd0a742195038032026300596c,0,0,0.0
Colors,"#ff0000, #25df50","#8B008B, #3593FC","#8B008B, #FCA94A"
