,Aliphatic: early vs late,Other plastic: early vs late,Biofilm: early vs late,Early: aliphatic vs biofilm,Late: aliphatic vs other plastic,Late: aliphatic vs biofilm,Early: other plastic vs biofilm,Late: other plastic vs biofilm
8445a1f534ecb24fc028061470634f03,1.0766073524501176,1.0329508868761248,59351655.80504592,1.0272059683094998,0,671.0891393938025,59351655.80504592,1.0329508868761248
5a7b179b1b45f0fe2282f260bf073f60,200.8475645821135,293.00117608414513,59351655.80504592,0,0,0,0,0
147e26e9b59ceec4f7759ca0ca4a6a58,293.00117608414513,28.938266943933858,0,293.00117608414513,0,0,1.1534673639952544,0
f270b88dcdff6c7d26cb3ae6af0d46f9,1.4329725737447612,1.4695571179694145,0,1.3750604114545673,0,0,4.219992336469569,0
c0da7e784e7e887550b294eddcf287be,-3.9061709528528223,0,0,0,0,0,0,0
90b38f7272c6b47574fa1ac86467539e,1.1188017150394498,0,0,0,0,72.23262330184653,0,0
5166a299b241088221dd8ea951f10155,0,1.5556950699177885,0,1.4470797878470765,0,0,3.4718486178235723,0
ff851a045e47fb19340cb5949f9cff6d,0,0.0,0,0,0,0,0,0
fb605b20f7842001a4dc80ccb36dffa2,0,0.0,1.3197805553566992,0,0.0,1.3197805553566992,0,0
ccdedc613074241e31a66eb74eb715d6,0,1.1694032425278227,0,0,1.1694032425278227,1.2528880399491493,0,0
73b25afe097792213b9e0c4aed49d1ab,0,-241.92908418376143,0,0,0,0,0,0
c36b9a61196ae1b1cd2f890022be67ff,0,5301.426803798913,-8.350083938948,-4.499999999999999,0,0,-1.187126868916433,0
1b8464a5028cabc478bfeadbd11336b2,0,0,99.99999999999997,1.1099656250033179,0,0,99.99999999999997,0
48989212ea27d39e6d42abad1554d9b4,0,0,-1.3285625959918772,-6.21521370073494,0,0,0,0
c0ddbe96bb6b5151b0e315f42e513c48,0,0,0,1.189207115002721,0,0,16.0,0
Colors,"#ff0000, #25df50","#ff0000, #25df50","#ff0000, #25df50","#5F9EA0, #FCA94A","#5F9EA0, #8B008B","#5F9EA0, #FCA94A","#8B008B, #FCA94A","#8B008B, #FCA94A"
