,Aliphatic: early vs late,Other plastic: early vs late,Biofilm: early vs late,Early: aliphatic vs biofilm,Late: aliphatic vs other plastic,Late: aliphatic vs biofilm,Early: other plastic vs biofilm,Late: other plastic vs biofilm
ecac869c59680cd9143ba1be6583f055,0.0,0,0,0,0,0,0,0
dd92b4dc8ef906aa926fea4e41ff1e4f,1.1287629199736742,0,0,0,0,0,0,0
320c38dc57faa9b5f686810d51121f54,200.84756458211325,75421165591.77446,0,200.84756458211325,0,0,1.0193677204723708,0
c622aa57e6d4404093caa3b8ed5a8050,1.1314342880158613e+54,-121674.68469214921,0,0,0,1.02449681437072,0,418477974.1795506
cc35840a1ae4bf4a67e9e37182eed5ad,99.99999999999997,1738.879192622925,43421.02855426454,0,0,0,0,0
45d5ac204795994fee201f96b9fc3627,0,0,0.0,0,0,0.0,0,0
d0217e3c75a979cd1b13e912a39f3714,0,0,-1.0242555246960845,0,0,-1.0242555246960845,0,-508639303.0666329
55357b7fa07da6a981c32fea228aeb2b,0,0,0,1.2528880399491493,0,0,8.42389320987627,0
1ce7293e4d21e35594c6cb7645a1fdd5,0,0,0,0,0.0,0,0,0
d01e487b828ef6bb981e3f43b790d258,0,0,0,0,0,0,8.42389320987627,0
Colors,"#ff0000, #25df50","#ff0000, #25df50","#ff0000, #25df50","#5F9EA0, #FCA94A","#5F9EA0, #8B008B","#5F9EA0, #FCA94A","#8B008B, #FCA94A","#8B008B, #FCA94A"
