,Latitude,Longitude,WaterOrSediment,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH
2b080946ba14b4a2c4f82e2002fd52ec,0.013196857057864577,0.0,0.0012833496096410072,0.0025970400000270544,0.0015896272897559672,0.00150337993365292,0.001722884044422425,0.0007907490881547539
375e66a990c555672e98f6b0857c981e,0.01273206803656796,0.0,0.005230110671095354,0.006139327407379002,0.004336892972523092,0.006350864109519128,0.00463618967096111,0.007551622253467798
dfdd4ded298c73bba21ca66e917be133,0.012547685422800206,0.0,0.007400244608890807,0.01584738822529381,0.02064416769180797,0.01283659426895993,0.013733959448068418,0.004004909774649283
c556975bac485d3e853ad35ea4cb4f4f,0.012471250512031717,0.0,0.004424679120684854,0.0041265214498474746,0.003934053052231808,0.004465550065825774,0.003111377809719757,0.001510847372342256
eb5715f45c1627d182ef8c5a2c6b1157,0.012060752810415158,0.0,0.004823439304036361,0.007915372188469535,0.010829260579769769,0.008379271295664343,0.011307103386454742,0.0020829403412878167
0d7ec6f38061196ed07ed89c73245b8c,0.011786906005757967,0.0,0.000264136407690874,0.0002716302342930873,0.00019710552284580573,2.015845070422534e-05,0.0004976857592812789,0.00024051443087650531
13d7754a56b77b903ad8e14a106a6821,0.011599560827684657,0.0,0.0038426148211304985,0.004641856665188652,0.004271286313393805,0.006764445105351249,0.004462852997392489,0.0008018379028311837
eac23401f62b931543304a883d5e8898,0.011389002110554387,0.0,0.003932019554009973,0.0047678843462001025,0.004639270923950377,0.003927266082297129,0.006789629091498854,0.002229575196715771
80e70001cfe9984ac9b29ea25f87893e,0.011217446959640484,0.0,0.004580042296768904,0.005015617028677171,0.008849541281694063,0.006969723811592023,0.004840196709546066,0.021380213641648087
df21b89d82f66a29ac32449515a2032c,0.010558616957185246,0.0,0.0009661250010812117,0.0032318322270284525,0.0015301447881041262,0.0026606096764934866,0.001381217380580738,0.002046148432985491
a3cf60f1175fbc9a26cead1cfccf9ee7,0.009985644914597983,0.0,0.0037041204119631545,0.0056140315807593376,0.003579383349896071,0.004002453360573226,0.005359440522747512,0.013384724304086777
80e78102b0c520b898182dde741f50e3,0.009894520683488834,0.0,0.001442613010629284,0.00093675623101475,0.0016023714688998345,0.0003962076686875074,0.002669890820830847,0.0003194617063860437
8667172cd6a726dc57f94203181b3116,0.009889070260024646,0.0,0.0016037881195209663,0.0015911992447732257,0.0005308623268417876,0.0021179661733492505,0.00120660537718799,0.006902858768190893
e1c7cf3da9a472a555ab62de23f03880,0.009797470912308776,0.0,0.004333373372761379,0.006144355015690548,0.005514999652439725,0.006208636485335002,0.0032945822986390205,0.0032618211083071955
aa79d6e8127b2e8249f638cd04ec19b4,0.009516284166787979,0.0,0.0012820014086619223,0.001709230246640265,0.0023156785207779393,0.0015058454325692055,0.0017918948981131865,0.001354526721602338
54c5162439d2d1c970aa53ae1209bc72,0.009143205788471885,0.0,0.008330337877026979,0.010471995014425695,0.011248651000661688,0.011499739211156839,0.008783222683382337,0.027544852393060027
26fa0d2fbe1cbe34cdf431bfa54518e1,0.008884966020364274,0.0,0.0011223448569509789,0.002748163743688767,0.0011983258746968402,0.003087035186726357,0.0013415407613349465,0.0010022936012755296
d7ad1bae995487781d84990fb7757f83,0.008645875938540203,0.0,0.00734004652336899,0.008626712923154346,0.007956276607196222,0.009997750353571814,0.006984732577132059,0.01089749932592517
183b6af4cbb2e73cd7237ed817e78bea,0.008398225227803409,0.0,0.0008984421945837296,0.0017883949481367117,0.004182411963653409,0.0010337704077463636,0.0014687556324348586,0.003405566121411509
b365790697effc27a87d99d16f8a9fb5,0.008275238997792927,0.0,0.0019889498585681825,0.0005507401897351913,0.00037241222869951427,0.00024418856376534826,0.0004888917021046628,0.0004231427332233133
c9869c8ee11c511d2adf4a495d12d553,0.007700322882189647,0.0,0.008581403510888456,0.01519343934150907,0.01844064688257978,0.010303659704108518,0.007451591074934149,0.011332458445053034
cc0f030858c0817aac61afc043224bf9,0.007560690258792696,0.0,0.002153506781678417,0.004163815279499137,0.003940543790005311,0.004063584138934337,0.0053984081207561025,0.0007910980422695714
e0bef8bd1e1ece07258e7dd02118d59e,0.007490063234394297,0.0,0.014057468993482758,0.00999878586305702,0.01843033048246538,0.012845123676801903,0.014611003247441481,0.031350176739379156
cb16e852847785239a4de5fcd3b3af02,0.0072336373833810814,0.0,0.009483644353064109,0.006525600856204687,0.010829423003161049,0.006853965753891766,0.01017158773965399,0.0034429059638802096
9224f4414a327e0b42859f73f4ae225d,0.006560519707977822,0.0,0.0025380174213774287,0.0040102117598819,0.004284129803790319,0.004883714358026938,0.0031831133045544906,0.0008449307931814656
bab2ca547ec979d9977cc0c3199e2735,0.006127337389057126,0.0,0.006366939852062974,0.009284898505813523,0.009673981375365251,0.009120569967714324,0.0017367831219002798,0.05996747292979853
348130315bbad3e04a17de3d7956d8e0,0.0060018457988223715,0.0,0.0028060219961294564,0.0028447228447036096,0.0048628209831276335,0.006366876586544036,0.0029641156491667076,0.0012409885657602027
c8b63e18f3d74391f6a16c2909016845,0.005931219862105279,0.0,0.013067969645403639,0.007917559137225852,0.012604506788636031,0.01215314180597444,0.016722381483184903,0.0042030530128398715
d525385fce4194f044a41ca81ad3c791,0.005884616518693715,0.0,0.006083533064586574,0.011275493710342538,0.005881871671591524,0.00732965249004977,0.004329516369424996,0.004336344639221868
6576beacd97cb759d9f43328f945fbb3,0.005767970492050421,0.0,0.006072691849925081,0.001162415631822028,0.00038304717088430895,0.0006918776164976837,0.0006729844255104188,0.005333623023440814
21727ccd141928cbe5fdb2455387024a,0.005762350947974619,0.0,0.003903445993842528,0.006318497730352542,0.003658856860940456,0.005209760447377771,0.003948116536620216,0.000721695663722869
6d326d08ed63c1522c8b05ba5578b704,0.005430422897536728,0.0,0.002566871827634025,0.002879741032441596,0.0032704801105953155,0.0017290160785630268,0.0020664972144500715,0.010449489326821647
e416d0916760d2fc17b616e2ac3ad855,0.0053553754686267085,0.0,0.0056769062887896665,0.006417757072302346,0.004448632564861564,0.007162403057120483,0.005723922764803485,0.003302345862881625
3576a745308ec8f4662afdc8f6e84e6b,0.005121290415045699,0.0,0.0016911169215469495,0.001329929652106251,0.0025991114912343226,0.0013951577000465205,0.003463446392612684,0.0007600359756614184
0bca2aa985f900160e83bd991d499732,0.004995560626333071,0.0,0.004058844243725144,0.00518328930774453,0.006304142263252251,0.006287517427026823,0.006789952708930553,0.007816366967264255
3b91446485c169ddbd88cc3d4923acec,0.0047893033664262044,0.0,0.006315407580003628,0.013265401356066528,0.016893598786977798,0.013013806918359648,0.014510037913826507,0.010200561062641758
dd71fb80e26a76a63f817a5bcf71d2d7,0.004729149115037159,0.0,0.0023359462692652405,0.005754530442368022,0.002731208587693062,0.004601057642852888,0.008006699687483835,0.0008155663498512052
d2f768f067aa216a48b8f73b0a61cbc9,0.004664016901053482,0.0,0.001776287459100356,0.007384227850802009,0.0028249429118118083,0.005134931145680095,0.005103571301942585,0.00047185355970482475
2363d97c05d059390fca53d856383162,0.004507106699265083,0.0,0.002295215421254261,0.0029440747010277854,0.002238385663462624,0.0033800232059094416,0.004724528988169467,0.0011013483886812496
60028d2dbcfef8272a4d5b6baf0633b4,0.0044113095263638435,0.0,0.002910242531971276,0.0028507945491743993,0.0027067893033944973,0.0037147588389034765,0.004172571703988826,0.0008407178081114538
70154c5195f47b59d183ea946c55b082,0.004362898733481589,0.0,0.007433439977652603,0.01610942618923255,0.00907908960357715,0.010977062120672636,0.012651194186401917,0.0037703406381543302
2c27361b2f95e8d0646fbcc02e0b9806,0.004344406426168307,0.0,0.013119960525698839,0.007782868852422059,0.011891937287147327,0.007301873049275439,0.006000733943186032,0.005642496805107913
d338b742da6cc6a04cb97813aabc3674,0.004150234531969491,0.0,0.011454130530362257,0.0032336460686521393,0.0014991813130387486,0.0036677335777473455,0.0053049422190646605,0.011502669127911962
3a03346da75d6349e7e2da681d15a048,0.004146425984253131,0.0,0.0015996661808713756,0.0020045106351063904,0.0019155651213908504,0.0014209784828251406,0.001755197221787525,0.008493478388543332
419e2654b164a03f8427e47edb43c351,0.004122893124837432,0.0,0.016695779778570032,0.007428367376618751,0.00919128047800922,0.01058412160390632,0.00757432272119776,0.0344204821543013
aa2792df67f96d08214065311882131c,0.004067261481588615,0.0,0.004891369136133041,0.0021350223623410026,0.003169909369502618,0.0027874929946848596,0.003513315125829505,0.0017594108068704369
0e24e81b47a51b1827c0e2d164e87f73,0.004066176516086336,0.0,0.0010495799763569386,0.0034177249813738173,0.0008662830484462776,0.002602209617371797,0.0025599476598736222,0.000499690746690042
5f41045256c355488cf982814835865e,0.00391698613019607,0.0,0.0011165223252765871,0.0016279964864248165,0.0013654474634991092,0.0006423750524950089,0.001357740822179827,0.0004797555257984582
a42c9f8f85e528ad62538c00dd464c86,0.003907009642263171,0.0,0.005730372404044398,0.008752843659833257,0.005351213719738704,0.008445283303642862,0.006539621818563926,0.0026372467689892575
777b8a99628424e74a397c814b662d0e,0.003905677676222023,0.0,0.015380193035231329,0.018445869158700185,0.009518093591704151,0.01523917778306021,0.009853530257773356,0.04363665438770217
fbade0f317634e900772b68353c61994,0.0038210283493815707,0.0,0.01034507835371811,0.0061466090118722175,0.001366934010982557,0.004216000353198509,0.002280064486405402,0.0418107646479052
d445ae7bbd7803a3110516b3f363a118,0.003820980951967734,0.0,0.018464548054407573,0.008379080728882035,0.009398895926689688,0.008423073627043014,0.004967145369479868,0.02679512097650361
ecb0c1c7c866bb56108d431555dd4aab,0.0037921074055926604,0.0,0.0006790104137136428,0.000453385270747441,0.000609493743487397,0.00010401192300146868,0.0006548496969580324,0.000934238901226523
df5d3a055e5f03a0b497945487e968f9,0.0035410393916983913,0.0,0.003550032998670079,0.005161735552035441,0.007536869370216166,0.0031583863307524016,0.003448459711933402,0.00041462989850743693
8696a3a4ceed8a13acd4b0dd9d538bf6,0.003523086245609246,0.0,0.0043357951368908,0.004058847781817533,0.0037171599957224813,0.003901941842655339,0.00382275668547557,0.001167041305987909
3275549275863bba59477de992e128b5,0.0033904320809709154,0.0,0.0026671842401593806,0.011125588493210117,0.01772759992276975,0.012850880217154274,0.006043364466938087,0.00275840571833868
f186590f95cbc0aa1a0f4a37f5afba87,0.003265711121141309,0.0,0.005273748790357811,0.0042014554545650165,0.008806396341215546,0.005403156367773125,0.0046651008943372286,0.00170297971247175
e4f84d3191b50ef498a0016a54255306,0.0031717106315781517,0.0,0.0143849015957652,0.007127683678936499,0.011812609273380147,0.01089734687465993,0.005765364234770278,0.004917925410830862
aa29a3d2a81c767a9c8403664a058c8e,0.0031332173256387813,0.0,0.004464355622183475,0.004468483441197986,0.004659683937220045,0.005263740733430818,0.006707755218276498,0.001213303829833475
c759cbc57f95d76dc2b85a8e21e836b5,0.0030147619659046205,0.0,0.0033294557801605814,0.001521164088715139,0.002831259470951764,0.0025375091992158034,0.0022086400709108002,0.001681640508387592
57c3f1478d243c15a2ee44e205029304,0.0028541601476924717,0.0,0.004382613564112404,0.00485249580317589,0.0035417992534881953,0.00526701750596643,0.0053862160086442625,0.00129567421168599
e909275e83268fe54e558830b4cecd48,0.002836449808042509,0.0,0.0069264225166353515,0.006808720301416092,0.010982554553761658,0.008676643004896959,0.007426207675837361,0.007287601309466538
0c604bc79204a6f4cea79c14bb7914ea,0.002787779382385972,0.0,0.0019167387351988463,0.009754433142292109,0.009765398166244988,0.005259744489040508,0.0022507211949263583,0.0001837898845262439
10fb351bf35359df168431035a52ebe7,0.002665497448816625,0.0,0.002085670281355953,0.0022628269865005313,0.002243719086162742,0.0024948586237249393,0.0033238010324141377,0.0006388517092595195
1135b318aed124692eb5e8b45d42581d,0.0026335234606507034,0.0,0.005470921748592771,0.0038050439437528135,0.0032157576557673684,0.003974696942205998,0.003293742644067695,0.005945958158167102
46351b0c509444586d5c5fe7b151c33a,0.002588430718791449,0.0,0.0034774094596128854,0.002793545954243595,0.0032225563783982157,0.0026970910888341215,0.0032807574407915283,0.00040104129470383104
b476f72d2a0d4df374473c45c203ef71,0.0025739772781834917,0.0,0.0030407297104883763,0.0031876919061533168,0.002450302028267998,0.003003479740525601,0.004903380489989067,0.0005418578500088722
f2fb5bb0c325924e10f3ae4aa16f0b9d,0.0025722852260784256,0.0,0.016735815303453982,0.008632671336255513,0.009555686263751521,0.010066634698290926,0.008261897342735117,0.026689422011399337
2522404db25c41f4ce0bee7ff09604b6,0.002435016447563927,0.0,0.008092813197422501,0.005559976631363824,0.005393693239686676,0.004785992093703131,0.0034301344831224115,0.011340721100469495
6ecf8ca553bc7e686fd2547492b30469,0.0024310634348885187,0.0,0.0034658259775575367,0.0027837968208409506,0.003898459278799935,0.002406670726943902,0.00212652159605783,0.0008245869446745879
506034f9da6c777f14c4f7408def3cd1,0.0024135312978814587,0.0,0.003738264235286456,0.008004292481959427,0.00835906738474526,0.0083453749685619,0.00533895562871188,0.0009397357104855441
1f5cfe8564eca46358234075d4300a11,0.0024065447686558872,0.0,0.0,0.00019200802114205658,0.0007865040083950312,3.309605233608617e-05,0.00012318041269439027,1.2881976212259835e-05
2479a05c8820454d7ffc06a5fc437383,0.0023845481608351583,0.0,0.0035488218184794953,0.002686688588704141,0.002452839749162559,0.006167942748816241,0.007347804035243525,0.0010705413419826238
110b5e349203691b4231003c56f44050,0.0023495378819848468,0.0,0.005990129087178597,0.0055135992491561585,0.0059974289942461715,0.006263223796854105,0.004527196218263342,0.004468976622376675
f02d06b7cee1929b718d6108c93c00ed,0.0023252624234263086,0.0,0.005380914262918291,0.007110742346486841,0.004298160488440701,0.0059274789924486085,0.006062574827073604,0.004907089228516004
0ca2eb01c2e69f3b10c46f06b0d5c236,0.0021772369145036437,0.0,0.005839270830010189,0.0035296079344439165,0.0019993280687667283,0.0052289626336548415,0.0037155334971835942,0.0008216663165631598
a736b09e9ebd7b8fed44adca905691fd,0.0020614015839507177,0.0,0.004343805051106277,0.00569071690171708,0.006523364712908229,0.006199821928077951,0.004176614570042315,0.0024493332268387953
4286609de405153985ce6e3bf18e25f6,0.002056113885451427,0.0,0.005595396340612784,0.006653608566289986,0.006525838655332513,0.005807659767849044,0.00523908824794806,0.0031378023856487316
352134c441be78ed02b0c46914efbee4,0.002047785587975396,0.0,0.0027066196446178343,0.00421990479425902,0.0035727020234944252,0.003117153612269213,0.004235585046040196,0.0003345928314242254
2f49d542aa16afa3864a9e2939e4f95f,0.0020193182276964294,0.0,0.0002823974981786146,0.0007091715532287721,0.00019723529406548166,0.00030066915347875563,0.0005047962830594029,0.00012803062894257356
003d6b88725e4077e101fae2d9de1dd1,0.0020058860932285483,0.0,0.0004752008030232006,0.0006271842469534328,0.0007960702477954539,0.0006685433325267726,0.00016009418253724728,0.000178291705711257
113381e3893ed86fffe77e3fce5dd07f,0.00200482102063374,0.0,0.0003967449488098975,0.0001338767580231724,0.00016616791923064695,0.00015509201862843328,0.0006257712933898939,0.00012909148286891053
24f02e5080d0e05cd8f0bc3082e8802d,0.0019935496273132632,0.0,0.001327275372090739,0.002686111094377386,0.001924936679731172,0.003151689881059173,0.001372373150534626,0.0003782982017434835
d9f8bc79b166195b921ce9c9cdc2c717,0.001991254096718683,0.0,0.0034302407546559217,0.012095275014896257,0.004991226059510672,0.009116618963450975,0.012827235851388081,0.001973969181942533
4e85bc6546a503e32b5274dfd154cd96,0.001975556627021065,0.0,0.0053816153947654445,0.010619191750817693,0.011866578022487407,0.012250952735513295,0.0173354763973132,0.00504358062186787
6112d362565c5797eb555106a550d353,0.001959018559818431,0.0,0.0024004256927435672,0.001082948063581758,0.00040946338660419266,0.0014531759443993607,0.000526208393067588,0.0035805566854520236
e72aa9d91f0347e09f526fb4e403a2b9,0.0019408855451157115,0.0,0.002114864573032211,0.004199303237144116,0.005390084290404117,0.007247292757401041,0.005235747442703289,0.0010911728207155505
159dbd33ef1a82e73cf0e8085e333cce,0.0019102282760123995,0.0,0.003715554190056789,0.006147405956626671,0.003099057198683871,0.006001245475486163,0.004082158173441613,0.0006341312672770905
ebd00b522c57db69ae3e4a7a6c627c5b,0.001909745364652494,0.0,0.002490999881900622,0.007324783712565966,0.0017182096115257268,0.005701362918143201,0.003340141103064223,0.0010564483303945088
8ceae18ee0348d694b1a6f77def3b22e,0.001886135178943238,0.0,0.007193421846793072,0.005381109347915026,0.007114815800836586,0.008444056614864567,0.004921977796418422,0.004362273552619173
054177777faf6e7f44c8f614abcb2be1,0.0018364144983909236,0.0,0.01129975935395955,0.005032921536121636,0.008390168259633677,0.005486394655163825,0.004491603968013025,0.033444358331509695
6333a14627cc7d0c5340333ab6f4203d,0.0018208272218073745,0.0,0.003332870002424053,0.0028072701920733756,0.004277286059943145,0.003820887975758612,0.006549701963505862,0.0002922594782567735
1523a2ce1d28a0d133090472d7e5735b,0.0017830646243625853,0.0,0.0030151880627424256,0.006505156158203002,0.004643138122124666,0.005909930091111952,0.0052174986414481464,0.000632546091574477
d175edf63d2d94bee015fff07473ffba,0.0017776319320777763,0.0,0.011071193025835625,0.008220640587833115,0.005767566713727914,0.0059130601026339494,0.006051801591344554,0.04432738673089688
4da4b1ad179282e65252bd7b7bd34d40,0.001761594394842173,0.0,0.005749067007414276,0.0016368252449379945,0.002973089712222445,0.002103868274710165,0.000683027406883901,0.007183735036073681
b1a3f00cadf501c8afbc61f82d44e14c,0.0017071819589804767,0.0,0.0012164372211446992,0.001411924053717112,0.002145968627256015,0.0015059656295336793,0.003633692223291088,0.0005423805437634017
2b9608a3e6edd566185a0fd8c737a0f2,0.0016943456098836179,0.0,0.0009695422886525232,0.0006821497833609661,0.0006349311930880604,0.0010234191204903985,0.0007895265819045481,0.0004122378688746215
dd332babe9084cd1c50adb614c40cdfc,0.001672460180825011,0.0,0.0009290955387339894,0.00048362979844129487,0.0005808836759693508,0.00040353273097627545,0.0005513734106015281,0.00018087968628916252
0646dda313840fec0f1510b16fd3308e,0.0016698068051984741,0.0,0.0029698879018104107,0.0031605831700173407,0.0021611518388350887,0.004287634249809814,0.0002241552926465378,0.004313784908553729
3f04bd2a359b976892faa13fcb4de619,0.0016507200966575796,0.0,0.002049182126722896,0.0030051613934969196,0.002037909819260539,0.0034412386367300425,0.01308146967850889,0.000611663411871912
4d268b1ff51108548a883f7ce4007dca,0.001591810676476016,0.0,0.0035579581593493713,0.002354619370996751,0.003196467175034185,0.002933916406500386,0.0030700743716302924,0.002030876789612981
1606dd77af9faf5ca6185ddedd2d7c15,0.001579601987094405,0.0,0.0035527068037860695,0.004109778232824811,0.002016264850042321,0.003037248693637643,0.006774024544571591,0.0023250044634597657
ca8f1c260ac18a133685554fc1089155,0.0015614327837128986,0.0,0.0017045300463397986,0.0009713605709599302,0.0022236960696931426,0.001256447464906063,0.001500399057487673,0.0005162556844631879
2d9a3610311ef9d7fef8f6f90d0be418,0.0015602242338020027,0.0,0.004434891598063144,0.004302169130124944,0.0038142220123195134,0.006583836640165011,0.006639457235520625,0.0018569169149873271
af2e78403ec6def98c4fa60387485d6a,0.0015537499476463812,0.0,0.0011259245151254446,0.001950171353085312,0.0021197240706143194,0.0027288059921527245,0.0024348236753053334,0.0007991103976255442
5b85cd30acd9bb8457d1b1f6a275ca8e,0.0015414065292246016,0.0,0.0025318270718023123,0.004301173575896275,0.0015592393807681928,0.0036542471984645024,0.0027507747104365946,0.0005929804090652259
cb61b408adbb5069401252bacf789251,0.0015265383143929696,0.0,0.003264951260660991,0.006482889638624117,0.005467295685860431,0.010585590214510976,0.017267743155699036,0.0015877472123981716
5fc7e6ef6a5cfda515cd05468202e6bf,0.0014823480029898368,0.0,0.0015765666817610046,0.0027695587316373233,0.006278224896590158,0.0038499060542191497,0.0026985245248580983,0.00022608067431985793
8cb53dfd442d1a3a4ec9c7546e3cb07a,0.0014737382714833107,0.0,0.0023455792465091473,0.005971788053288345,0.0035804566472571607,0.010884576518378352,0.0028721119789049477,0.000826997717508832
1f59c794fcc55b3abbbe02dfc2dd90b1,0.0014257208782913625,0.0,0.005010714953686436,0.002732029543603103,0.007835036972033355,0.003395844881736441,0.00254130009268845,0.001400926102486838
197a3729dc5c2a845bca5422ffe4cc8c,0.0014247839390292495,0.0,0.008817077082263914,0.001543030141074344,0.0018225127215709314,0.00236349646313017,0.002288885369891953,0.005856531432994204
77f4991424751df3efaf4e2e39811514,0.0014123765607864382,0.0,0.005107343096788302,0.0059461206148302345,0.005114995541797239,0.004518405278569125,0.0036421962155758166,0.008002506083027126
f5e344913a1e842e5e90d4625c9e1ab2,0.0014025741154418156,0.0,0.003095412364215062,0.008880292975862401,0.008046328290352933,0.011021821626946742,0.008846077546525237,0.0025443230909016896
b90e5c13beb1ad9d155a1b934c22e640,0.0013920303379593958,0.0,0.006899124588121994,0.0017300482681945032,0.0016116998926314922,0.002338336510884652,0.0022091041909214847,0.0011328906062692792
6e6197e34c868499333b2df37f3dd8d5,0.0013759496426979992,0.0,0.0038811427051177383,0.0006219923153579418,0.0011469854357355278,0.0010024417791198446,0.000764021794207365,0.003135679024803419
b8a4d3a8a8a5bef22e3ef4cb5c2d04ae,0.0013094211774007556,0.0,0.0016995316998243066,0.0015546250904402991,0.002166409114156497,0.002303698122506508,0.0034622427596835486,0.0005171973920732268
8b64c92f100e3a8e49c7795af238333d,0.0012956574256280115,0.0,0.00934035956731728,0.006172558200658357,0.005250597050341733,0.007290862563801853,0.005570201622654025,0.0027673320533197813
33d5b59b84249c30ecc17216fe3311e4,0.0012410521598134245,0.0,0.0,0.0012865468431304896,0.0,0.0,0.0018389562714835443,0.0
49055a8926642ad934ee01650da59860,0.0012153227251937182,0.0,0.0022232036928151056,0.0013015190844241,0.0020068477511249326,0.0009670128869876904,0.002789263969109933,0.005461612980264797
89d0e7e10465dcaefc869ef00b87c20a,0.001210829552342304,0.0,0.0037657019511284245,0.0022642209393679506,0.002153072911114919,0.0015838674249210398,0.0008570706716646972,0.00016908417326065795
8eed6ffd25f435c2ea579c79cc79a6a8,0.0011774161093126624,0.0,0.0014031614523441669,0.0005702155961124493,0.00039440021297700164,0.0009207881337973431,0.0011842574910731216,0.0005493284347684373
d244be3e213f8c3234e80bc03111b8b7,0.00116444725444213,0.0,0.0009614499283057242,3.1609100786934913e-06,0.0,0.0,3.664515289363426e-05,8.893724701565827e-05
a9009c395a96d10a7bb1fd23f5efe0b8,0.0011448155930673535,0.0,0.00407110299495242,0.002192169537553119,0.006525788062444068,0.004066000908401902,0.007177372853919489,0.0008878295267886115
150ba6ca36e16bf9fd4b11a39de8bc0e,0.0011313955605199834,0.0,0.003930728709383272,0.00538947188333321,0.0028846023600580042,0.0042434974530639975,0.009750434025836134,0.0008123542739685233
da9cf7b18aa190e3a931150ac78cad62,0.0011043978790465,0.0,0.004968393517497739,0.0018556815085489578,0.003038368532030725,0.0025268216806799857,0.002000996964811448,0.001044168208854896
f91ce6870c100293b42cb2e8f4d5f5d6,0.0011002295813429212,0.0,0.0008611889411535538,0.0017647071238407676,0.0020075353073236235,0.0014753066447982098,0.0016918558429223126,0.00015038119859169368
4b15f5618bcd1d862c854e806c97491f,0.0010990051469070398,0.0,0.004155244662394732,0.004456451090173606,0.002770661138594995,0.002697976143135296,0.001448236386144943,0.0004909907248649603
dc3835d12dc9edc210bddff9c66bf356,0.0010221610856510743,0.0,0.0015824714873558078,0.002485786787903472,0.0014298350692145858,0.0018603748563893146,0.004439187058911381,0.0005230330196372598
4b8124debe29ee72363ea954138bc0f5,0.0010108636884230483,0.0,0.020547314041654472,0.004587921675648983,0.005387082762325289,0.005209494828863774,0.00273797637635342,0.00828389517102386
b135fbde5a9c861d458a21258afbda94,0.0010089075159968003,0.0,0.0019485827109213428,0.002094434528909385,0.0026345772379126105,0.003363090864510114,0.0034687784215233107,0.002418272212734539
300763d703ddc07d5019a4880f30f9d2,0.000989218672437844,0.0,0.0027209807836120277,0.0029446180955280065,0.003958393751123982,0.003126263130280525,0.004871878231614679,0.0006487567497260289
47116dc234b0e98fbe1544617899eff5,0.0009707227169966382,0.0,0.0034699051871898354,0.001413667379497794,0.0029900003381019276,0.0023037051303989252,0.0035543941497668172,0.004205715975975028
9985a7f01bd630b987ea4c0051b4ed42,0.0009614103249848922,0.0,0.011397884502400002,0.008780061931775296,0.014205379869291771,0.012031824846450991,0.007130877956680874,0.0020783892741443456
