,PlasticTypeGeneral
b0e0ec92d4d47ea0c668fa8b0387322b,0.01283207024205274
33d7317d54fe41bced73dd2f497c12ec,0.012031094244433941
dc3835d12dc9edc210bddff9c66bf356,0.010264097749835865
c1b4d4f034152d964a49c3f6559274ac,0.009639416963064251
15c1c3c6b3755a72c95a9cdc9ec5ad28,0.009595171190317884
67e062d8170da62ed1715cbc0fce93d5,0.007144671208743846
3c43583fb893c03555f3af73ea5fe45e,0.0071137313387067995
9cfa52be027c8fa57d197b21dd7a958c,0.005726661799285059
797894bb0d8cd7f6f43250b723aa2a97,0.005491188332520901
c4b5b0d584a7b6b6019f42b4eb607d91,0.0052866516001557305
339a3f77df2144a14813a65bf44d8463,0.00514093439630779
55357b7fa07da6a981c32fea228aeb2b,0.005115068378372469
8f196eb756ca2c43bb186e6b98a5c6a7,0.005016268269614022
7c338eeece15edbfcf8ed52c568f6fc2,0.004992775590974218
5a37f59051d37c8d138f2dcd1b6a95dd,0.004967609740913862
a51911fb468aee7787ca8edf2ad66641,0.004743764382860314
304a41c1c7d84b9f7049e0cba0f63300,0.004722165167518612
982541ec56cee3f9152a8fb03c410da9,0.004678949532154453
cd3252d96bdb1efe5fc05bc00a9d9309,0.004650069475510485
087e50a409374f400614f96d9c161f62,0.004588347994527337
5afc2a9c279a0e72cb96fb88e116f994,0.004415963489286948
9737b23542e3ae0dac40d87694aa5ea5,0.004269823062912665
a32f13bf9b8e245fc88044e769dae7e8,0.004156868910731452
0d1ffb6e3cccd06707e7f0023c5bbd65,0.004111123812850063
876b81ac207219d09733f203834b91b4,0.003985630696153678
84ea3564fd34c5377c4305b340f0c16f,0.0039008694698694853
9100c673ddb0128f63023d0c6d423792,0.0038820951204040347
396b3787848ca962a7fd5027d414a602,0.0038698714562103655
19a1a7d222c56d700fd7ae37f967b3f2,0.0038482471412526536
f2ab4fc98e0e8163677b27a6fb926376,0.0035511232651019875
fb800d4d7cd0a8e0da07b414fcf21b8c,0.003511592926509774
22938df8e232d3f31729d9558a99c5cc,0.003393582987621923
490b6542cac27fac9fa7c4821ec6460a,0.003370549731910563
a9a516691d10b9beb2649fa7d5782c36,0.003339250538192036
755afc7ffddcfd5e093ea2222f4affd6,0.003336200433523838
68bd6b0da33c3b2c9d458099f3f1cdc8,0.0032569053367188616
e4304c9496921fcf8a88c1ef30dfd0eb,0.0032393595629000094
7857d3187944415a804e443783213d31,0.003219361835929444
ddc675e112b72bef9bd8bbdd384c64f6,0.0031898053424885067
49363be39f4e73fc08154c4e95e73321,0.0031897267657615344
c56d12a1a6c69c8fd5e83bc51aa7b741,0.0031878044460681683
3b29656fafebe2fbca061ed249f7fdf6,0.0030888374137628357
361415f522e4c1e777562df222d2309b,0.003052416559178983
3c8a9630951999d2b809868618b05848,0.0030031031817582083
f382b323489ad4970162514fc4a2a425,0.0029926566517132764
d32e579b3ae7b2aae8d5bf9f027c29af,0.0027247185816208132
