,PlasticTypeGeneral
Cyanobacteria,0.16076333245321495
Actinobacteria,0.0700841415575863
Planctomycetes,0.04177589420705844
Chloroflexi,0.03771024988640896
Verrucomicrobia,0.037643766622016454
Latescibacteria,0.0331386124885429
Bacteroidetes,0.0330897042000799
Epsilonbacteraeota,0.03137320198961045
Patescibacteria,0.028720620218663836
Calditrichaeota,0.025350470865731247
Gemmatimonadetes,0.02366448367457956
Proteobacteria,0.022576444084024976
Acidobacteria,0.020785637094585294
Nitrospirae,0.02068250199768777
Armatimonadetes,0.020378144903722972
Thaumarchaeota,0.01951580433670283
Lentisphaerae,0.019513015474849783
Kiritimatiellaeota,0.019031968628686488
Modulibacteria,0.01595114208848663
Firmicutes,0.01557654188421604
Dependentiae,0.015542822390696194
Crenarchaeota,0.015095660729234224
Deinococcus-Thermus,0.014664283562823028
Fusobacteria,0.014297497735502564
Aegiribacteria,0.013759825809247816
Zixibacteria,0.01349761036422411
Asgardaeota,0.01326419045063755
WPS-2,0.01288796925033312
Dadabacteria,0.012399971889147671
Atribacteria,0.0120490043440916
Hydrogenedentes,0.011693471076923076
Schekmanbacteria,0.011534123247631173
PAUC34f,0.011530073344374381
Spirochaetes,0.010770188938038237
Caldiserica,0.010570484845576857
Chlamydiae,0.010498469640127591
Euryarchaeota,0.010486876332184614
BRC1,0.010105648267159163
Diapherotrites,0.010099731499926488
Tenericutes,0.009837695618752492
WS2,0.009735554076104052
Rokubacteria,0.009049868508838021
Nanoarchaeaeota,0.008787297458168232
Synergistetes,0.0082681026683772
Fibrobacteres,0.007690784506867471
Nitrospinae,0.007405426465838226
Omnitrophicaeota,0.007151688322719169
Score,0.6862745098039216
