,Latitude,Longitude,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationGeneral,Temperature,Salinity,Season
12007c6d1135d67ecb05d1e9c774c8c0,0.00992198333303841,0.009488629471869662,0.007332310861892804,0.012330219596454976,0.011036183300494173,0.009564612056709236,0.012763523713966444,0.0054914562784495,0.007550906773441136,0.017718800324844172,0.004593123641300872,0.009649066349160521
dc1f113c270b8457a25cdcaaed038082,0.00983510849088845,0.008527225530251148,0.005818812998028288,0.00732203668593248,0.009824950514772333,0.00791990052913987,0.00944897192077929,0.005168483960350524,0.005533323529248228,0.012509438830078521,0.003831825039883875,0.009559297907875068
6db516bbe41a36fed551cb08917b6e9f,0.009673364859733843,0.0042058007452909435,0.002030590210315994,0.004544687463723424,0.0029987791888512944,0.002109704332006856,0.00378580154410709,0.0007353297601859662,0.003887790756010398,0.0009620386947446866,0.00202718304091617,0.004971124263651223
81e87322810935435dc3a0fcc72d0af8,0.009630072146915249,0.004376640224470882,0.010559378726934757,0.007892915368740771,0.007334590896357549,0.005938689081109126,0.00591363754281043,0.01256831801701076,0.013120635492053088,0.005895859407279248,0.01714451164365089,0.005655044285301396
d54b97c5ba9ad43bde8e3586cff71d85,0.009621477770728649,0.005922346409821082,0.008073145958901622,0.011009668137459992,0.010583803147264148,0.010085638557285993,0.009412546435705776,0.018170689010624026,0.007941104235373333,0.007087373395910532,0.005628066177917951,0.010625084599006997
80510e6f36a63fba3b00643cbe719b6e,0.009537553004509595,0.007021871851770462,0.008623152694591697,0.008110472540483403,0.008278531610139566,0.009936159650275242,0.009791690823419578,0.004337884114834225,0.007682957996743548,0.015047516388321153,0.007137312335616399,0.010713951939001261
38f5cf1f8d0a5df2cc0c2dbedadcb04a,0.009455840489446461,4.027822364629134e-05,0.00013327575676191968,0.0006281829163662995,0.00013002007831931778,0.00012671465957503879,0.0002571405442846954,0.00023050583367225703,0.00012328401780879974,0.0003074674945779934,0.00011012109312155036,0.0006675911898769923
0f2701a96db5109718919e1d0c5cf87f,0.009311024124771269,0.006633222977261893,0.02151340008269874,0.009228156792007912,0.008196377835447305,0.012263107721256463,0.009606169177617575,0.030746906840350998,0.017443416289642955,0.01170369709856299,0.008702998203590762,0.007869754589678434
2ff0e64636a0f6d6852c914c9d3d48a8,0.00917881940704774,0.011067155189337098,0.012200932825674351,0.01791155033147517,0.017525863722024644,0.014813707068177522,0.01915015520354947,0.0032041157409654153,0.010252197880098235,0.013186657864241363,0.013154623769596335,0.012806939903462487
89ca3d682a62714cd0ae968734945e74,0.00912767013981353,0.009802158211636016,0.01091428383092602,0.010157245196968813,0.00926467652508723,0.013837350116903993,0.011692454250426268,0.0019039412684617796,0.018645931913040644,0.008568235451817409,0.024572696471156844,0.009711614610597781
5f8787df701122c9fdc43a24dd36e1d9,0.008593135591512934,0.012580314746107902,0.013821687167936076,0.01033621116134962,0.0136070427670678,0.013519556519724927,0.015342934983458366,0.0009995759989564488,0.007363218955477787,0.005439391448436202,0.007564200820140895,0.010501513321811014
5bc0080d4057fa042c1fd65525e8a4a1,0.008392196713127449,0.00475949992364618,0.00442344135304268,0.0038531943475357713,0.003364370394733984,0.0032598676693193327,0.003415561367396764,0.029677268749585442,0.004075639469931064,0.001821642221583414,0.0021950769795051313,0.0032206556377058475
e0ca32ae16b1014ba2bc2cfabb55ec37,0.008226277143508117,0.01051112491056287,0.0059248511907615655,0.005085173515483682,0.005510046952052853,0.0057921704899045095,0.0052921505552465066,0.0007821126230376798,0.004779098237413783,0.0049883806287525775,0.004804873870457259,0.005486214298151226
222cc96e64bbffeb33783ee2ce6019df,0.00811910316067456,0.0054729446662716355,0.007532535492179528,0.017144658063570996,0.011398528629575204,0.010756181730404145,0.009918681967900762,0.004640806754856559,0.004959784989897979,0.009933004019938772,0.004735286834146445,0.008005483229934458
ef6acc5b121a7c3d68d54fcc9a30f00d,0.008067604134132007,0.0028389222722731864,0.004604841065413001,0.007461262983954461,0.004687621804793931,0.006607104696558131,0.008943489813467842,0.0056212296477103525,0.006144847293379178,0.002242471260632082,0.0021684163088584855,0.005238327565917543
dd6f1d386a2eb2e1ed143b62172c4507,0.007877530616479078,0.006858550325622089,0.00937063676682701,0.0072121679709689,0.007638181842880738,0.010823698001428293,0.011028774703578006,0.002611122250672396,0.009770793231827285,0.004818005824641071,0.014297525266738196,0.006294801794931569
17105e4f13a4f051c5116fe72f03fee8,0.007840946917411199,0.010451758476890555,0.007999409428706661,0.00898677320737024,0.008973766143003704,0.009251093437290922,0.009347235864357225,0.0027292605887947355,0.008598151944597029,0.007757547980646109,0.005994263823484436,0.012582175370769059
656c09fe8d6f75ce2996c0f79606218b,0.007679826298939645,0.000701701130880336,0.007550198963604231,0.00355096995126084,0.0036758735976886703,0.007495023859928485,0.003114441848461094,1.00532459089877e-05,0.006079863859289247,0.00033671355528052305,0.014358045965823405,0.004553211422621855
ae70bb0db9748fdabce937bbade1dcc2,0.007523300151712713,0.009096428378226051,0.010833358452235008,0.010218339684524284,0.011885046727767282,0.010048181945798393,0.011402804634147277,0.004608778977999811,0.010907828763274076,0.0060696564416573,0.006584870842478159,0.011544994184336342
a4b5a0b7035aa2b3c68b10ef368a133e,0.007235575227377418,0.014862641313492143,0.009896815554837056,0.009532588551918042,0.009856090146587556,0.009803826457006287,0.010194043738106067,0.009611935319985766,0.007907379177133363,0.007859685913546922,0.00826186877530217,0.01032121586223798
1bf6d6f0e139ee65d4c58ce19be2a1b9,0.007220732147619305,0.025830420367378044,0.011971722997760812,0.012349692635911432,0.012377294575102348,0.014251314694727065,0.014109770441926251,0.018993851096956633,0.010679830469182375,0.015649452968224887,0.009820030235227517,0.013023722378820475
105a8f006405b534ea74c1fa54868053,0.0069594305765848085,0.0034718597043183453,0.015474394694067516,0.007011540796398101,0.006798585298133195,0.006578523916012622,0.00846716458438436,0.003686739127794783,0.011976929836800272,0.016922212084398362,0.012661024010294319,0.009804422082167492
67665e2c467a725a9fcb0cbe24e4d673,0.00692135138327396,0.004885757279416113,0.003914596576070009,0.003965554516515305,0.0045637470440278135,0.004071307798800598,0.003536031222226675,0.002022802484630301,0.003357857029466951,0.0025871968227954224,0.002936091400785685,0.005051805151372915
acbf0d9532a9e5392854280957cad346,0.006881042578810352,0.0011937979176952153,0.004381660120239384,0.002902955991690393,0.0028054415161657253,0.0022274475478334934,0.002038741420386491,0.00020267143814629472,0.008400239813624826,0.0005243771296362772,0.019039631727837653,0.00368657029816626
9ae4e592d2dd081e2781c7fbe8f120c0,0.006825221161269182,0.005744137417714384,0.008179181762831826,0.011044812676450692,0.014229111719890174,0.012140928376020722,0.013636759482443275,0.011450538279765164,0.008590742795431906,0.011839999733429363,0.005222271319715098,0.010301716378026786
cc435806c462b0085079dec803d57bfe,0.006773315814997945,0.01288182295058492,0.01126716343507546,0.012417192180538108,0.009467104853560412,0.011989300330404245,0.011050735164582692,0.0021139372984420434,0.014119998249683704,0.005540611800530031,0.010797396799325948,0.010428673921480334
2108cb0aaa5d78497a1daced049c9e1b,0.006613043042295993,0.003388282783497462,0.005449436658440598,0.009143036610896165,0.004598617566008404,0.0046226207198211255,0.005520286938440341,0.015711190694852727,0.006325705298468846,0.0037279489634759245,0.0027256661063009753,0.00711112087108433
8c7ceee5ea67170af32563717c6831f4,0.006580766615079432,0.011121175097807827,0.013067980995873921,0.014492456020409616,0.011690731016972893,0.013065291577392403,0.013968615139309977,0.008111868073849438,0.014454103138825329,0.014365558086861498,0.007950542507643632,0.012454766462557113
b2aea099c27be2dde5f339fe4ea0ffd4,0.0064472522997067756,0.006473139395901149,0.007532746734573637,0.007817266468343659,0.006340174699411389,0.007319486597279225,0.0073258005392440794,0.00034101461094002546,0.008373636398284576,0.0036755209411644387,0.00887968885050812,0.009115900462302557
afce776d62b25869405fb3cdf925079d,0.0063572950384431035,0.0025671377815379612,0.00448098701324701,0.005200904521515188,0.003994743426256281,0.006229688470516779,0.005601317526800413,0.0018594870377930323,0.004241759342746117,0.0031190430822126106,0.0019774483399559585,0.004802266891372277
248e378142afce76513ec5e43dd36417,0.005815651725869105,0.0035426745659407426,0.004189549188247908,0.00580921369137137,0.006140579869430199,0.006076605870174629,0.005233138836836913,0.0011454751450372985,0.0037731456837866487,0.003447768102418489,0.0029197940700955677,0.008217229635044721
78ef3b2f80575915204e4f5f57c4ebd3,0.005793542755172603,0.012545711622554906,0.006761892852902125,0.006083421477945909,0.0048392001619321934,0.005626280127443493,0.005298148206910728,0.004203941598653295,0.004560483939353814,0.009333020437445012,0.002916439180451527,0.007869680379891952
c617feeabd94d8a940cea014e063ce32,0.005718322569239666,0.006350986848050371,0.010354501502723438,0.009640230376537147,0.008600884333726681,0.008965986416871798,0.00921777274205137,0.00285065106286076,0.009378937349409977,0.010100736582077847,0.006141665804111436,0.009979775276650282
179f476a71a186df4235f05b9794d646,0.005681329863377711,0.0056038661441688165,0.005488223382835073,0.0050294594646180715,0.008182212268597994,0.006312743836252128,0.0057412589662196156,0.00048349871207948805,0.0043702539116990255,0.0028251051999732455,0.003873881897653294,0.007831670284503635
d8acc84efdfe2d66802ce54c49e162ff,0.005545060340298599,0.0003904764622398427,0.0015258976323605149,0.0020864893267632375,0.003962538354295578,0.002798013395728502,0.002344884547630441,0.0001974796813875059,0.0008916914571904488,0.00047490049592048534,0.000649417154598485,0.000965371291890426
489f0484fd56fcabe46588683cca152f,0.005456858175241426,0.01353584838831409,0.009563941228847482,0.009622904690991464,0.00723108489436294,0.007159444116231676,0.008049685480190171,0.0020539041136759784,0.008564772705594482,0.007720676676500827,0.009623216416816882,0.008255343435497362
a7f44d25d4516a24bf22db5dfde4bf13,0.005389123340668678,0.0058213511340859635,0.010394087974641732,0.007286093804608049,0.0053437383010081965,0.005567754637793804,0.0059587496423685465,0.02061560604572172,0.00655354603139664,0.0016243476501812929,0.005737832971905631,0.006282075669028695
de002a9e94d5200cae450e30c6bb1003,0.005388887985956434,0.0007238434157832628,0.0006482981309736389,0.0009379279093456564,0.0015320865208830014,0.001674358538843694,0.0007667973820039182,0.000789420398002967,0.0003294125460525717,0.000866449739127787,0.00022433823817460223,0.0007513541178171131
3ec2a90e4dfc3ded1360e0523bf1b6be,0.00537889684980352,0.009319226943917612,0.007703119762492975,0.008199663253925875,0.007062465364755378,0.008497574513445525,0.008426922797543786,0.0053804897290948735,0.007359524646875805,0.010036219256532848,0.007475416929424777,0.00772531017706543
c933d1d316209889a6981cb4f80d78d8,0.005359599817331288,0.00019287218567866384,0.001483513878360553,0.0006689895165173978,0.001552607154864523,0.0013869152392672428,0.0009408192607277072,7.087848649496882e-08,0.0010656272134594372,4.8115817450768536e-05,0.0007723186992575921,0.001592867203218048
a13ed1847acacc06afbc007429abc72f,0.005349595553507117,0.004685293680645826,0.0030379054676552067,0.005293899988613296,0.00486718414733769,0.004401978234835726,0.005651656721638256,0.0009184746229512579,0.00724502937669469,0.0017141860711285119,0.00211070555922976,0.006355820362003586
09281c85adbf0aaf3aa3b71f8974b86e,0.005294372948356238,0.004522471582751804,0.005291145327835399,0.008144200476706743,0.006488732924207973,0.006952138314003805,0.006843977666116966,0.005050888296264794,0.005028118971526213,0.0021346059961930013,0.008685406323945417,0.005660256753683673
22dd833589084b5c2b6db0947bc535c6,0.00523742271970015,0.003044635113597145,0.003828493621547299,0.004880221351103418,0.005288047439259745,0.00454304399964801,0.006015505232632874,0.00508332215738309,0.0038243673893654487,0.031019015691119273,0.0018451638495526677,0.004680719168306052
f2a714d8359b9189946325a8f81ba346,0.005139698094096956,0.008278682198463687,0.007234414612261571,0.012175152634965094,0.00941282979040979,0.008151533741539183,0.008866226306379493,0.0013438300185404208,0.006037478434661206,0.004293409644882364,0.007537489641171254,0.011022545119227452
f544cc417880717ce8871851e2fb53dd,0.005014021359216245,0.013521766602131016,0.006376634113955284,0.007559995686731827,0.006640716819994046,0.007990524301293963,0.006843186128252722,0.0010752898022371755,0.0060392681197045245,0.0027523844891609813,0.00396818067977482,0.009310044094099561
67b96df156e3d8193be8b8c37286d59e,0.004965493662066071,0.0068888347468810665,0.008182795991939575,0.006867255009731437,0.005297942802948924,0.007256656898410216,0.005635615444484351,0.010245624065233824,0.003969828957158877,0.0056806356879534736,0.007539973235899836,0.009348342457967205
5d507a307437ea84e61a5bd6caf1886a,0.004900681607671411,0.005232855107465328,0.005054547389431489,0.00287427264973945,0.0034113357206385676,0.0024304126953795403,0.0036942855038221705,0.00200662746867398,0.00814785958556065,0.0011838518243642371,0.004472023835313358,0.004917998963892279
124752f36f740277ecebc8afbc3e3536,0.004722394527829199,0.01689726069128609,0.006937287584763935,0.005356054164115466,0.007222944846597573,0.006791703956636132,0.006701495333221761,0.0004488202123542831,0.007496176218097034,0.008564973693896683,0.01856573210319018,0.009499036857695728
0328fff7c9115a59bceb50f33d2e4068,0.004669508898081704,0.019075086551265604,0.010384008257449916,0.010450233279905092,0.00987159219405823,0.014734456268638093,0.01359883214792191,0.008198341173984974,0.015913061333203873,0.004767919037528957,0.014617038580715063,0.00815308391747934
dacd0251f76b25d1f22e67f09e42fc18,0.004514677636077294,0.004016021597115789,0.0016457245631312234,0.0027274961185170263,0.0033035867507941437,0.002698549709479976,0.0031741542955178617,0.0022618888317049264,0.0021782893103982626,0.012318735036369238,0.001398234952466153,0.004788902150394967
31a4ad83fcddd5a63287b1cb6690dbd4,0.004448289921011148,0.003362236828851229,0.003385331198146762,0.0027162424804222486,0.0010459685569917476,0.0016441693891994567,0.0017516426460846212,0.0007052211681666681,0.0020589060833757808,0.0005733125377238999,0.0003154865714628762,0.0035136284806849866
7f2870a51f28df404450be6e21898a20,0.0042638298925049166,0.010478844649561038,0.006217570132315056,0.00783567555065845,0.007363977322362911,0.0076527427880250425,0.007865389844244675,0.0032448779256485675,0.007682013626167051,0.005784512707176051,0.0030992263126214032,0.008062015365173173
9fee33a55848c917b2ea48017bf0d9d8,0.004251342801368374,0.006182785416866062,0.004912299488378898,0.0050135056536728985,0.0041329133227049255,0.006269124071157823,0.004614144129959904,0.0022437989027351436,0.004661753694712091,0.0028856803087436043,0.0028635140337592534,0.0058485845098167726
4e3d8d34382021698fe79e910da3d15c,0.004232411777439616,0.000413116834717059,0.001642233871278754,0.00037503890758237656,0.0004933287215175274,0.00027749061581861607,0.0001757687139881211,3.3351101175919815e-09,0.0001699599961478583,6.628302500893553e-05,4.580225993851462e-05,6.601069716229671e-05
ee483e80083681e32fef0e05939b9e4b,0.004211889564449355,0.0049823048880243154,0.005332464397063561,0.006932796738721729,0.006820010556994253,0.007094522645822979,0.0063664163689389095,0.005744089886072524,0.0048352708271158455,0.004672964921496424,0.004791792629026951,0.007060366605058273
7d72ca3fcb7ceb4d6ab52e0d7e60ecb1,0.004193391105219212,0.001872309236685044,0.0016312079934714817,0.003851099852343158,0.002674204803519572,0.0021865879364096727,0.002464232240193743,0.006474298099275003,0.0017096921808727628,0.0015338724380397253,0.003414304074642641,0.0039060049564256447
545167c3a567d4bdc197cc54a36dfa93,0.004179675164523678,0.0006071336301001898,0.00118337480535649,0.0009215317482391055,0.0013065827279889392,0.0018577493163021578,0.00103759123702382,0.0007371645979611722,0.0014412555756181797,0.0009412744220153637,0.00028511371418435676,0.0016278001190756675
c22d34a09c53850ca3f0fc6b05887943,0.004164760677713693,0.0028999123724045366,0.0031957607238688904,0.005718732711498788,0.008779274431702727,0.004978335550476203,0.004800673706884208,0.001548620933270675,0.002770224056417612,0.01226393834048159,0.003752272799623173,0.006462901216869912
f765a870ef412e5acea9e5a2149738a5,0.0040848957401839565,0.0006400643062077152,0.0007270271161405838,0.0013414313009885105,0.0019245697879819391,0.0013513683995120438,0.002770176656786485,0.0001891002996190628,0.001140184306644225,0.00080891394767773,0.002485014486484779,0.0013727025107284627
088412961387dd0efb9539e0427e1431,0.0039978242935910365,0.001017107283859354,0.00595358357554368,0.0030372382216786436,0.002416638726169785,0.0033103967926785007,0.0033960820179035683,0.002895864895565721,0.006682305685140686,0.0023678694627932827,0.006338608069610817,0.00222176396968951
a72644f953b42b898e7e69bed097b4bc,0.003962798857096665,8.391700594553958e-05,0.00022465245000583952,0.00030160369039610547,0.0014443110208519374,0.0009379637843298222,0.0009437494735248886,9.4369195891528e-05,0.00026850812819075476,0.00039283259264078613,1.466983154049757e-05,0.0013885189180171615
8f1f50acebbd21bb439efc7b027b2aab,0.00368130387932441,4.17108953220887e-05,0.00022253675842936547,0.00016536672796370986,9.968577260771079e-05,7.955334090336805e-05,0.00014788295692761747,0.000282397383287739,6.695299252255455e-05,0.0006908053616665617,5.283682953211627e-05,0.0008588812689455909
f0f6860ad309ae11dfac91e91aaad9c1,0.0036624974837421416,0.0021054748402362603,0.000988503610099938,0.0014385609591935067,0.0006417427563363666,0.0004926710543957616,0.0010001454261653528,1.692092635169524e-08,0.0008901600065434137,0.0006398955114557217,0.00027392875644362074,0.002041927103905642
6a2aef20c5ef19f2d9b0340a74576d56,0.0035945825822989385,0.010370073997429181,0.003924267484198712,0.006082809731532899,0.004453446196829023,0.005040542225542369,0.005643042400980117,0.002840828116113516,0.0030884690416963885,0.0016330894710636385,0.004241085435813075,0.005006684519089447
8bb94315c176a45d2aa072371f4ec34c,0.0034690370543797398,0.00037852275778261455,0.0002047920908379794,0.0014288976745832046,0.00046176617626494135,0.0006256265984122052,0.0004209434785415075,0.0016245460485898049,7.699209110850354e-05,0.0015538520724204525,0.00014659959865031898,0.00039997800823720427
84451f17a9d274414b433a8944adcc7c,0.0034684532954675877,0.004342668007970216,0.0047243615613095855,0.0027804785109648606,0.002263896372348993,0.0025183205356017102,0.0029093037079521273,0.004496440481393621,0.0031064283822837763,0.005699255920392916,0.0031270779499167206,0.004435005503809673
3ce7bfa102753d1f66ff723af342e6da,0.0033798175283548614,0.00163579995052731,0.0008772009129050519,0.0002589262367178326,0.0015071476984723207,0.0007135270466686767,0.0007755384774569107,1.8708578805347405e-07,6.895404651109655e-05,6.117532095050018e-07,0.00031605872968932494,0.00040893692097981464
4736882ccb648ef78244436320ee0bff,0.003337597112414616,0.004260204876339929,0.003677294230406326,0.0024806648015369775,0.0018795241152331761,0.002519210592183899,0.0038515770234373893,0.014110132760722236,0.003376766251744833,0.002063218360845282,0.008347724857844773,0.0035017823836323734
ddf7062f0e9d6c6373601f72a1eb6291,0.003235038698681271,0.002682165662851749,0.0017470897484080105,0.003753268235074942,0.0033903924809046554,0.0025584533653394215,0.002710488736728539,0.00023079232643658293,0.002910683328301864,0.002349466535267685,0.0005451703605762455,0.0026454846531202237
4bd88ddab0b6c345cb4fdbf044e73066,0.003201217554667223,8.57501549883e-05,0.00032167625094979265,0.0003004447922609482,0.002271059568583491,0.001740667104212166,0.000926527242610928,0.00014563013988650367,0.00027578552856199253,0.00026284318405606246,4.074063813366761e-05,0.00189108172583563
334b3846d287d263d98bd846a72f61ba,0.003168628979638704,0.004449962936077796,0.004475709702794469,0.0048379831949858145,0.004530942052152521,0.0048351468516680315,0.0051337951791191475,0.0008728669880983906,0.003645277074760274,0.00703538122269128,0.0037847393271276957,0.004383716986790865
549af479f687345d5a12c446f086909e,0.0031591702755706,3.378304288564735e-08,2.0689460810578197e-05,0.0002610975604490196,3.422740119138601e-05,0.00012248910830653064,1.8445529531698293e-05,0.00359483421417614,1.9625319933601e-06,1.9028812671418537e-05,5.484699084144986e-07,0.00032602966298705125
884ea6dc62a0a34dcba45dd89f8932f0,0.0031307556433323416,0.0002801328394443633,0.001369894379259575,0.0026710563842237502,0.0011718114433931415,0.001418038932044379,0.0012502469956006616,4.622524830337771e-08,0.001828354914456846,0.00028051735230177004,0.0009074509019813478,0.0007727543240723181
b1c67a1698f6340cf494139a91c84982,0.0031304255519506658,0.0021869681206999553,0.012421007319825832,0.007195357100459202,0.0069552967445802106,0.004662657569138583,0.005801967966203688,0.006130853092051784,0.016254224475776742,0.0025536743396758657,0.008318092753551018,0.006894529862308073
fb605b20f7842001a4dc80ccb36dffa2,0.0030934254374402306,0.0056709422575371045,0.002099615067423975,0.0018795107885613861,0.001096665440313529,0.0018441092206981412,0.0016626191931047593,0.00019861904135798944,0.003948418074804726,0.001260220057604842,0.00041539205515620344,0.0021571233770839005
d62e0ac8ba4ac94ceefa9d028d9b12e6,0.0030169369256549733,0.0006009543461237813,0.007377737249195365,0.002503334505559879,0.00381359020493889,0.0033798244361102382,0.0030777868587112153,0.0010862516410788281,0.003066197243585163,0.0005685915527803286,0.00295139308786608,0.001475539724495974
eed38f0f1435902ff32ab23d429fd358,0.002985768727238125,0.00108064027676635,0.0006204464866407411,0.0009690628962875204,0.0009476388881437827,0.0009160406946758081,0.0007141979013516058,1.2939266270970192e-08,0.0005432454129475165,0.0008394470973878107,0.0004080691766529666,0.004005219043408826
d0346d8070829bccf1487305da7dfc6d,0.002938106632083583,0.007933308209262635,0.002158296341618639,0.005170527587547713,0.0024456585899479857,0.004193247474931076,0.0034088061076870736,0.004643472523953868,0.0027878072642822335,0.0015134976548875022,0.0012558870639285073,0.0034204887393287364
368344ac8cdc0830e2ab55f44e6032eb,0.0028246063138175743,0.0030683455942694293,0.002941131205167379,0.003225349485546823,0.002522387955784333,0.0034712859053497845,0.005769260637296181,0.003885457717371234,0.0016952240455381652,0.005838543722393506,0.0038780927066353905,0.003645909263736217
3e3f80cab6377daf8baf3532c4162c9b,0.00279359103306084,0.004984452875535668,0.00580004860200012,0.012116367487674695,0.009017677856781543,0.0057893908850304154,0.006186825810690657,0.0015680390388563689,0.004720075037863361,0.002574381558711721,0.003309203384787397,0.006402832825381666
2cea285954d4842bc21c6713c8116d22,0.002758599424502752,0.0026240415462717706,0.0014444420823258208,0.0021962544648596624,0.0022442687838678398,0.0018434944727477795,0.0018722940861123074,0.0012993979375603149,0.00116734634858389,0.0017183922291039654,0.0008020266722296934,0.002576688203642742
910140b2686cabf2bf518874f9a64d12,0.0026994767809892252,0.0035849302669091637,0.0022758846566122734,0.002637747484502388,0.002571370692234718,0.002286749870469073,0.0028988321657279306,0.004137638969347891,0.002343280285934054,0.001435800118950924,0.00244002976501479,0.0017755558227606368
bd1059edbe882ffb0d62371de351c2ad,0.0026565066420204293,0.011483400549357616,0.004397772295139036,0.0051637422088168005,0.004006012690812509,0.004724356186026986,0.003984247772103039,0.0025684828027940534,0.004430004058481702,0.0039145616902744465,0.003313839502091244,0.0055726805421730755
b0f81ebbce29215ce20adf7bf6cbe9a1,0.00263554040803487,0.0153212680093279,0.0032249175235934636,0.0037100224621619176,0.004112321089356916,0.004432081806431008,0.007723022042393298,0.0004005467282075075,0.0023581281357311482,0.0012968800209694992,0.000629862419054282,0.002925592603198382
