,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH
c4f7f7d843eca4862537b5052067f2bb,0.0158141597590941,0.0758189315373907,0.04298339344382604,0.04920604312317593,0.029965032578586452,0.03261501862884432,0.003069801414346242
ccdedc613074241e31a66eb74eb715d6,0.01432424989073674,0.0004121643687110637,0.00894481933785248,0.0069362931608140345,0.008620929715444184,0.008542683744647044,0.0
ebe6ca43e44061146dd3d43cb10f436c,0.012771610171163088,0.0,0.0,0.0,0.0,0.002881391731934254,0.0044574488336306655
02301f7d1e08451a4244ccf9407ca8a8,0.012143939604067545,0.015300101131861686,0.02016707867082891,0.021745658336071394,0.03521678053823465,0.024623218027138138,0.02379434249969058
39d4bad2879281ffb1125a3903d4effe,0.01004228329809725,0.01563525521347924,0.0323220459499756,0.043656610205712806,0.02814024673531263,0.020188695497853956,0.052437789854738806
2ad121e08d16f50a3801944f85817d69,0.009242999539782278,0.0040169133192389005,0.003601455587092138,0.005439151801225762,0.031715162649690105,0.009763184333151669,0.009456430899303687
e4304c9496921fcf8a88c1ef30dfd0eb,0.008910946894952077,0.007875776571623186,0.025104142636099534,0.028419001788319673,0.03488511794031648,0.031166650069426666,0.013979999438827783
9fe8e1e8335f32ce35e518e667658b9c,0.00884258540645321,0.007818952499300464,0.029672292956928484,0.013590471582959222,0.017943289314705308,0.02707862682480947,0.012014926803992628
9e2312d6a5bf061f9c45f5f83946fca4,0.008311251737837914,0.005163094888506174,0.013722203183306794,0.02483982193208797,0.015269590807769148,0.0184931499394516,0.017457672833499523
183b1085ec7d9b20001265937f063710,0.008284508155282271,0.007318075366026464,0.03179114671520027,0.04488838286295074,0.035228988293477134,0.034332284435050854,0.011675119306554424
27581bd56d23a5ce184f41ebd43301b8,0.008160212779815013,0.003911205073995771,0.0148981891242909,0.02921573102839076,0.03573506369348864,0.035655436840967794,0.2872341987728112
b8ac3b4a05163d4c615b0480d5967770,0.006032849569178325,0.02127209259471892,0.019575484843883353,0.013539119897860856,0.03282866606098428,0.02007049779132003,0.018810864954212365
22eb19bdbfc2552878ade9530d6534de,0.005393991855848884,0.004039181934464564,0.013143013721049868,0.020508941260779606,0.014357484173592104,0.02158706428232025,0.0016091385330431892
d4387ab7329f70338f3e5e2f82527b77,0.004785306209823412,0.002348376847352526,0.026078994964088473,0.03477040500474209,0.023221170899099683,0.03028899690890682,0.003198995600755444
5178e9441cf8c8b2c71fabcd4068b15c,0.004545454545454545,0.012345495215509754,0.012245356274546319,0.005230156394225519,0.008000577622736461,0.00521248659777707,0.0017350746146012237
30b44f781c310e7cbe49ee41ec4b24ab,0.004334012093716384,0.001117198716889667,0.008620691745232622,0.0034355753011056115,0.009628913621477659,0.007882710206648776,0.00025013383448178753
0920dcf0f62fb2b3ab9e32f1c4edec37,0.0042056699637815845,0.0054269441716307135,0.009589508037423795,0.021367680509171302,0.017001175540568896,0.02303034758150405,0.003994670680060648
4f756614fd941d26eedab026704b4ddc,0.004036411451399522,0.015809472281052922,0.0028734928163199913,0.0022591325700655708,0.0016426460261513762,0.008160158608544457,0.00021141649048625786
db30bfa14b0cd36a31d9d1bd5aae464f,0.003911205073995771,0.08105545294936245,0.02567330526497926,0.037644990206961736,0.027977672278642687,0.03756450440188956,0.05136054420004649
88bd7456fbf21669c36243f6a7d068e9,0.003911205073995771,0.0021283359114276285,0.023804948824786745,0.028942633428536525,0.018866240186637823,0.029511767878869125,0.0020217391245188235
32b0b2e12b7cb31f2ea4d79d04b64f93,0.003911205073995771,0.00021141649048625792,0.0,0.0,0.010685069209538487,0.0,0.0003577922267256033
110b5e349203691b4231003c56f44050,0.0027135722656123707,0.0,0.0,0.0,0.0024394583185166634,0.004139500471145628,0.0007399577167019025
bdea9bcc9f7108fb516a5a83f6764587,0.002577520537765646,0.004529667811283037,0.01992259369932259,0.03561727106856413,0.03203553764013758,0.02398564660800854,0.00821667466942863
64723e321d1e32dcc4001aac6b6e905e,0.002548027661526634,0.014160162881287682,0.00911038384806767,0.005800711648159753,0.0017888202618962779,0.0063226163598003775,0.0012684989429175473
e3311a3407d2ed2e2b06fbfca3c0f3fd,0.0019279539393658787,0.015995612140612393,0.007597437393812384,0.007315971983242805,0.015457166971413503,0.010199799522971138,0.004122621564482029
1f42e44d0ce431bdae549c20dba107cb,0.0019144197382141397,0.00021141649048625792,0.028373862216940403,0.019530254635995246,0.010602125627316094,0.028456926250921936,0.0007399577167019025
def77ebd596db46a6372217710a14c62,0.0018643153822186635,0.009615849516399605,0.012826660459713209,0.0050391080572781705,0.015286274932914788,0.011061632011538956,0.0
2322e6ecfad183f8ec5613a1bbfa89d0,0.0015856236786469344,0.0012767790825847281,0.03645125260746472,0.019091053297391008,0.021894641193774683,0.031161775148674693,0.016191687302518357
f617931335477584dfd0b193104558b4,0.0015259926124869805,0.04604130530046892,0.020433375802569223,0.015648864764539486,0.006806637238846302,0.015119835524741262,0.012504858361922732
f34e6f052a17ab4cf55a0494faefbbda,0.0011967115234361708,0.0007946980782932206,0.00836147880549012,0.0034501415877656893,0.006026168507957594,0.00920502412570804,0.0
359f7ff69a69000079c263bbe1684565,0.0010065103178552466,0.0005644072354418761,0.007822621706290393,0.004050050547403743,0.004861039998666774,0.008029794146486425,0.0
711b903666893ba89b4dc161a404619a,0.0005285412262156448,0.0,0.006097308127298386,0.010721878716552677,0.013058287660787246,0.0,0.001328599059647777
2ee8d3deeb2896edbd01c244153dcfa5,0.0003171247357293869,0.0020801796034848174,0.007926309292674027,0.013339618273192837,0.018895960287708995,0.0031882034622446286,0.0013742071881606764
59faf023c045c0083089bfea6e1d7637,0.00021141649048625792,0.0011627906976744186,0.0027553293502175042,0.0043851793964475635,0.0039113259313857006,0.0,0.0
d6efd2da2728fd74ded268122ee05036,0.00021141649048625792,0.005994407046799414,0.02005100841934921,0.014230861165700883,0.009399898614060789,0.020172268073690644,0.02283767004877809
79013deca000adea00e0362f2ab16111,0.00010570824524312896,0.0,0.0034024878565047465,0.0029255303483572193,0.0015910898965791568,0.0022946138096020543,0.0
c87761d6cfbe747dc42a2012d24eaacf,0.0,0.0,0.0,0.0,0.0,0.0,0.012280611992246497
26f7240adc73d917039255f2e97327ef,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956d85cd3c9639c69f5ac82cbdbdf974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6bfa18f4c20888f5cce9302a622947eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f3be0a31b0048b3a65bbe23144a95f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
badeae06f9f02ed7567ab02f37fc1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc72bb08bc82152703b73b088d61c502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6b069377eddabf51c0c530eeca29ceb0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66c75141b6cc5f29b38f794ad6433eef,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0d17196ef29bdfe5033bcdea99dfbe8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b98308a7ac525cb84de81d45afc06e29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f4cfa4b49744dba4f4b9517ef010ee9a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368c3f5206d4de43771287d89f0a2c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4acf587ad601d102a7c998c2825a613d,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12f0627b0f930aff1182481eb84cbc7d,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d32e579b3ae7b2aae8d5bf9f027c29af,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e725aafb9b16562dddf2cbc92b59bee,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f41e58594369399a98ca43a5bc116814,0.0,0.0037323279870831124,0.008884092667183987,0.012024566687178903,0.010345003907321558,0.0,0.0
206977be386ecbd95c21a3c8560c90ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3fb03c63ded2e74ed6452d2f9fb11777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2abe8c4462399086bcdbe1098712466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0077b1c328d7c6d76713c77105393caf,0.0,0.00042283298097251583,0.0023803653367874766,0.0017117045980093656,0.0,0.0036978366099655853,0.0
4c24f3fd1f58da042fa470fcee17f720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e710b8ac685f11cc7c09374158f8e5f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3b354dc575ff72cae474c8c6917d32de,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08666c5b709de4f66855f3a4cd267a34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2c5a27bd2fd0283ab41388ac6c896a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504bda43dba49a4c962dac812c8b799a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca2cc9d6ddb5ca316bd03d3ac8868f64,0.0,0.0005285412262156448,0.0,0.0,0.0,0.0,0.003095664908994353
30e02ef5ea734e86045eb8b58bde9838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2b171e4c26f481ddc20506b79877b519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1f7b21a5152a5c6d36df2c15f9c5b66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c9eeb9179e405b1fd7846a8aefb864d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6727c3bf49aac216bd6f65c6de201a53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c28ebc2e1d8f5df83c28a0bbe9a9228e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66f3d552b956d0ee0d287f255931dbf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d46e2205f0c6ecf67b51f83d111c509c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d6b514f12edbe7d7f0bf154a81e0d3a1,0.0,0.0,0.0,0.0,0.003854640080606639,0.002946271788250235,0.002114164904862579
7cea8b8a256428a4d2235ff25964cc69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9b26da15f6055d665e4098a4b3604ab5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5e344913a1e842e5e90d4625c9e1ab2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4aa57304b7ddeeab175631a6a91cadcb,0.0,0.0,0.0,0.0,0.0,0.0,0.0014408547577705313
8359c5f7148a7ccd7212ce016c0fb2a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c9869c8ee11c511d2adf4a495d12d553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fee4875c09f5394598c38c615d30467c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afe0cd47cc2f08bd2b8f537552dc2d91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92a95363a9e53815876d516fa898a6f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b7279007573da839dc7d022d326a795c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a328c0f7f38b37bc995ea3f6dc3042c8,0.0,0.0,0.0,0.0,0.00537895126597472,0.0023169749922843917,0.0025369978858350946
3daf1be9fe5fe47c51b69a4af98e35c7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6845fe55f2b4f051a22bc167ef2b80ea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b61585b4a0f1e96cecb3c695fe737083,0.0,0.0009513742071881607,0.008685131100299887,0.008176841082650581,0.0,0.00253033538723769,0.00010570824524312893
7c7460390452e22396912b94d42642e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0eecd98ee0fc801c9e05d6d60939d76b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390844a02bc29380c25f7d24245bd07c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58a9a501230a08491f94325868b26299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587a0606b24db52ca037cc6f7a6bdfa6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2a6d8c768277a0cb5bd745cc508f6c33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df3e3bc9d5f3d056e82a30ffa159c26c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ebe761bfb1238c87195d431f41bf976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18898d518ebaff313f88993a1d7f3b8e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ff1213b3e9a408e6f46763b34d7a34fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271b321faa7c7ee0c4385d6f8f82b858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ebbac2cfea12aa7f7c0e4a53e1f6a0d,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872f0e69d09c0444bcf38abc8e703f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cb793b0f5b7cf99d9f0babd4202976c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f3206e661bf4564b7b7d844690dbea6a,0.0,0.028297068397591395,0.012983488818481714,0.008156405465827373,0.011368691940504957,0.015031374589517888,0.0
0f185f82244f41b3c67c486a867d0aa5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9f6b0a977dc1894fc5101d5b967ffa82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43207165d765bdd6edde112306fdca3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f23a30af18cca01aa6800d4e613192d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29cc946665c481dae6c155a0a9f48f74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d5b525583bbd6245a63036a9399c2a6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d28a9f039bc0d0a23b5daa6316d98b43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756e46fb1761af1d389cf4809295ef65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c587bdbf765cc63882dacb01d68b71c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8f6587a69b3325d19a789bef5b0489a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43f5630fd1313ab29af7102ec699c8e2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0565395d558e4a48d0c2f2ed036478e1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6b64f583267dc6514987de786cd19b47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19a1a7d222c56d700fd7ae37f967b3f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a834360740fea7a76b5bf9746ca2f2f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc6622c636a5210293fb2873fc4761d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e9ce2301bc73bc15949a9f86b6bb41f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c033e5d0ac6e824e88254d6ae0b6bb5b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a0bedf4617d24814d60a2dfaf9c427df,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8fd372cb3bcacc2b01a8934a383fab36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fa5cf7904c35a1a3682e120f28939b5b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0ae14e4ca61b4d8ec1579f833a4afc3a,0.0,0.0,0.0,0.002437808857868145,0.007861519247457338,0.005960235441614999,0.0003171247357293868
233383e04fa87bf991be022550116546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707a8d846a39b75dd2dff935e02a8226,0.0,0.0,0.006286157358518388,0.006197988543349231,0.008754104238889027,0.006662396059389517,0.0
70791fde14760e326b427e7e9454a841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e00ba65801ac9d563934dee13871070,0.0,0.0010553695196702576,0.0030490713093160792,0.009787316633310532,0.004195239054716156,0.004376518188848189,0.0
59da3ba21971969e8d421010ad4e2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1df3cec550635cbe0fcad2a6dab771e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e38f55d93c25c3e651751b5cd479fd2a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70a60612f186462ac3e8cd7ffb50690c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197df0274ad40c2bfe525a3207c31b86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c0a36dae0986102f29288944dcc95aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3e8a2b02d765cbbad6fa2b1f14838cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9cb78f382a930984a43cdca03c6f692a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854e03ff6038f2a141080b4f186a1f20,0.0,0.0625499625699293,0.004448095206798925,0.003752079099712521,0.004458473111930376,0.0,0.0
5f860792e75c63fee7cc9ba712c92163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264d1187a2883f1bfd18679b0f67ed3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820f6693f569e339f183638cd73a7fe6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7054b6ac948c1d9d17cfffc3ffafdc6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e5d2897df2f464827244b871d67ee050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a40bfe8bf2c4f4b5ac4527e22eb0f5a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c998d0b44e93d3484d65a17b914d871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f936cc0095df2ce79b485df5f7fe631a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97641a323b01825b896a026acb44ed8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f974c903d27807d64dafd08071daafa5,0.0,0.0006342494714587737,0.0024568195354377604,0.001980029398519865,0.0,0.0031105068138847576,0.0
ba2bf1a1bcd453a02a5a7749d2ee93ea,0.0,0.0011579669236141104,0.0030244208522728156,0.0019385313088488968,0.0,0.003037094286740139,0.0
e44e9ddc4f0fbd00a6953eb35a4606e5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9cfbccc48b63a139f7c2f3aa3cd75667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596ce09267ebadfc1010766079a61896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a560a8fc4cd6a01f145b3eb72b4cad5b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7f29fb0bfb5d2c5a19ee9729021cbdbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ddcd29b28b4db1fe25e09d023b5881ec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87dc98543cefb901ac2393b666596b5f,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6109bc861dbe36a3a971c371196eba2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43d8979d52d1de83df6e15a3bd899fbc,0.0,0.0,0.0,0.0,0.0,0.0,0.017598737981814327
f03caa9f0775a11cc28c971eb975e0ed,0.0,0.0011672450841147225,0.01610419780170688,0.011518677158883812,0.002366011753036252,0.013821560175774806,0.0
1ce7293e4d21e35594c6cb7645a1fdd5,0.0,0.0011627906976744186,0.0,0.0,0.0023531460910970413,0.00385061551356077,0.0
4ae83d74ad719968841b2be6d950de3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604c80e50d85d95c4a7ca079b7958efd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f60b47fae1adb11912014c0a7d5b53ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25b5b342c3bb786b0244e4a1155ef91e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3d9005d549c38439ed73ff85a5399794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47adacb1011d20d9b4b948e67549c196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816d60e490a425580172a31cae641e25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dd7ec9f34e40aa72e6824614d3d0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93a13da347e3890ea6147351fe989654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6da0fb2ff243e6ed8c9d4ce2b5f2043f,0.0,0.0014799154334038055,0.0,0.0,0.002184307560278044,0.004732106363543755,0.0
d445ae7bbd7803a3110516b3f363a118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0da7e784e7e887550b294eddcf287be,0.0,0.0034645455484080003,0.0,0.0,0.003013349970390543,0.0,0.0010705642513587016
2001b6108f109c863a4c1b7312900a10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02e3e40d8f66b08e839b247503a8297b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ebe09965287411f89cc56280f9790a4d,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fee2b4a205b2c372db7eadfa0b0b6aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Score,-1.8647837917247259,-0.176285782985232,1.0,0.0,0.0,0.3333333333333333,-0.32255565359654437
OOB_score,-0.4750703187227099,-0.7264424435881229,0.5454545454545454,0.2727272727272727,0.0,0.2727272727272727,-0.48886338078094305
