,LabOrField,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature
9668439b5bdd3a7fca4adb77234ffa92,0.011054455378252016,0.011434139839728588,0.01959600096318268,0.010198096836194584,0.009968419780306628,0.0041053000605852895,0.009196185286103543,0.01735502231350049,0.05703997465495409
3576a745308ec8f4662afdc8f6e84e6b,0.010999158460320343,0.013734329812725392,0.008714631350629113,0.01106682558894218,0.010013643331634545,0.009185661738287358,0.0121480472297911,0.008360216578503388,0.035763468784833996
cb16e852847785239a4de5fcd3b3af02,0.010694791523662383,0.01196737894288217,0.020905491959998298,0.0083072647733003,0.01754475986581926,0.0017100563563689356,0.011693914623069936,0.018210745436649148,0.006586695948873036
7dd273cfe05a5c5e224f299f760201cf,0.009995769075872761,0.022180892882999,0.007654242494356542,0.01707413417554119,0.01734998269449183,0.004017909454799796,0.016235240690281563,0.005885501519166619,0.004307217832489838
024c68e68bea18a86023bf3c6c3a8fdf,0.009829218315061283,0.010965523708878672,0.012440404894855988,0.02592152659252885,0.020806546300584056,0.0026216064080588795,0.0007947320617620345,0.001465705913527826,0.0
3b50e9874fa67e04b49f5a59ecf0059a,0.009788914781542264,0.021024202586194987,0.02099947519019285,0.013978190566318549,0.028542642568036694,0.0014560141708576846,0.03962306993642144,0.011285863232021808,0.015785609981816374
7f8301efde41010dfe5b1c7f03c1b450,0.009657574478777999,0.005674745781449999,0.005221375083793016,0.004003582356542518,0.003894270038541899,0.0038381840029332107,0.049841053587647594,0.01638516970293121,0.013901182776724905
f186590f95cbc0aa1a0f4a37f5afba87,0.009361187243390948,0.0022946308844499284,0.0019192466903108177,0.0010024583506296082,0.0,0.0031183229724105733,0.0,0.002778375375304007,0.017727595516040594
ee917c88a6dd4bcb259eea0a1100c27f,0.009083439159930777,0.004179054051096837,0.004258816944451173,0.001798703348123695,0.0031730875960501183,0.0022780453449402992,0.0,0.011415138442391544,0.004327155837880758
3c64d2c93b904bbe649adbdf95109857,0.008994674986662109,0.003556157492314065,0.0027614091951563033,0.0021695778568833193,0.0010931137030003204,0.0022186993675219315,0.0,0.010243454966531796,0.0022982066285505503
bf57cea5711d3339cecc570af82f3437,0.00838622729845925,0.005829115759210646,0.003193378730761285,0.000913359172517676,0.0010813406482343376,0.03350099824060451,0.0011353315168029065,0.011002084024130995,0.0030830695171245397
97c1e53b41663dfb5bcff97b64d399ed,0.008294051378930344,0.011073257542399557,0.011868878249539699,0.009217884059984313,0.007078521736013321,0.00390171116197349,0.006925522252497729,0.012755863621485945,0.004740640859337712
4286609de405153985ce6e3bf18e25f6,0.007975251771550857,0.013995724200428284,0.011891653242838102,0.017141452441160023,0.01876631388488008,0.018839899412000722,0.00011353315168029064,0.0028298760031422975,0.0017830278461279194
0c03959892d1fad4c349f605f837a226,0.007926101636948525,0.015356135910834467,0.019193410550581793,0.01899010391588018,0.0363044386762366,0.0058168757969781285,0.01737057220708447,0.0063301576475682225,0.008445062867522963
1f4b26b5c7e7531739a89704c06811f8,0.007727650885814255,0.002308987031140043,0.002780182828032317,0.0014900209279367063,0.0028319321927878457,0.0005985229751626623,0.0009082652134423251,0.010454111044023998,0.0026473193842457233
2b9608a3e6edd566185a0fd8c737a0f2,0.007533299045834381,0.019401190976301542,0.025274312189738333,0.021166496561410914,0.010258066688299945,0.10282239837868065,0.013056312443233424,0.0025051738302055747,0.005608543191210569
71c9b09c1567f81e14bb6bef7b934e49,0.0069830915630251485,0.01453109036050746,0.020604775263081906,0.014325193897771576,0.021395241918003585,0.012565560491343096,0.009877384196185286,0.01123963732861422,0.007170839513159024
b9fdb958be0e2e5e093d91320d6db67f,0.006857885337219999,0.006509128435139894,0.009718930222303754,0.0022175804640332964,0.008743101835511257,0.001339926779792433,0.00862851952770209,0.007442963202355779,0.002467190545953312
5fd8757a16e27c1fde92abd8bdcc315c,0.0066821838228253785,0.016376865416566813,0.015393068075097242,0.020807561791116497,0.014922673419734621,0.015452095581062744,0.0009082652134423251,0.002953681156247369,0.0027040432948556
5fc7e6ef6a5cfda515cd05468202e6bf,0.006556540771466704,0.0015215379192198841,0.0046454372988545,0.002394164679766531,0.004112130466699375,0.0013904320499713223,0.004654859218891917,0.013114180615027508,0.008886580363490463
382651a97d4f6d97df62548582fdf4cf,0.006148700039898328,0.002181196367424358,0.0044418787349172996,0.002597333743973422,0.0009913923010896448,0.0007191766523451099,0.0014759309718437783,0.009442172844329496,0.0009864469711078517
2479a05c8820454d7ffc06a5fc437383,0.006048203442391039,0.005381342794710115,0.0051958865949654825,0.0014500579553261665,0.003403238998846724,0.003917022279468193,0.0010217983651226157,0.00703544403993208,0.0019386280158008265
20cf8e642b90f18273d1abd288318355,0.0058923757697175805,0.011217564272303148,0.011755306862160971,0.007430081307541777,0.008604862076201333,0.004328157498990519,0.007720254314259764,0.007902000061028003,0.003030498890445896
4473ac847f597164696bc96da74ca753,0.005808402446971615,0.004779301100230463,0.0031269517041273708,0.0034620815721704613,0.0071622554201231136,0.000813968036343239,0.007720254314259764,0.00603990304900259,0.0014627007923098763
872ef2e5a0cb2abdb69607b54fdd6bda,0.005747130329400432,0.002823351711758909,0.01231650046942216,0.002131742758883975,0.002454799853517904,0.0005375229942499466,0.0007947320617620345,0.01113893623095134,0.0019660796547429082
1b446acd0a742195038032026300596c,0.005532944380350867,0.0028936805328498897,0.008987921226436577,0.0034449089735277836,0.0007715276314251482,0.0008043570713162605,0.0011353315168029065,0.007177053342381071,0.0012731099009546229
0bf2c441c6be7c7566910702b6d05eb2,0.005489003856233914,0.011061074888429726,0.01174856394872342,0.01694722461918472,0.0034883773119782106,0.02731848770954756,0.003746594005449591,0.0015570369508321903,0.0015667313642930114
ffefc9a0aade9e50fcd47685c9e1454f,0.0054466923145661435,0.009892140400944043,0.011857172688784069,0.00611114374643617,0.007426929188539431,0.0037120904594605294,0.0013623978201634877,0.001516198021627524,0.003386680141043654
d4c011ca2624716a23acd388579b0907,0.005433915473622533,0.0019514481806318586,0.004796853326619737,0.001891436504056365,0.002350286744909545,0.00043652362069333025,0.0017029972752043597,0.011767820521466845,0.0043881386416260715
f2fb5bb0c325924e10f3ae4aa16f0b9d,0.005339525580787626,0.03704638227536521,0.014792729634660301,0.027655862378896168,0.023471702262712252,0.031182835567000442,0.001248864668483197,0.002019971318491447,0.001851928396514993
cd90a70d4f6835332ec27fc8689785b3,0.005025829052539472,0.0031468769132875375,0.004185406112811908,0.003095840936600457,0.004632539281926463,0.0010673011964017775,0.006130790190735695,0.005945181060772766,0.0005798736491209976
a56eff0d6341148e0f157cf2afbc7dd9,0.004861961122698486,0.019288611216282132,0.016567808796203468,0.007957909056272267,0.00988259164336085,0.015227549822121657,0.00011353315168029064,0.0034509472643222986,0.00175368542959852
22144d9149a8a0eec1ce9f4d0539f1c6,0.0047873611349798905,0.006602993851701244,0.004425428236703197,0.003798949765525387,0.005787574218609624,0.0023930192886356346,0.013851044504995459,0.008488203397917898,0.003234051402934615
a42c9f8f85e528ad62538c00dd464c86,0.004751564603805266,0.02381493902963106,0.015407237248100903,0.015709028345827384,0.018692484227548135,0.007017437617764328,0.0023841961852861036,0.0025753341033693767,0.0017793014563620333
b8a4d3a8a8a5bef22e3ef4cb5c2d04ae,0.004734919832714692,0.0028125858543047123,0.0028771901675256942,0.0013024932259057544,0.0024225128124852552,0.0006055964386087559,0.0011353315168029065,0.004410289754665712,0.0011684208331458773
f5e344913a1e842e5e90d4625c9e1ab2,0.004727941886147742,0.001105349818558428,0.0028097624425908524,0.003205223331289688,0.000746314651547569,0.0003556044601398405,0.001248864668483197,0.008395672253751398,0.0015442729160123226
c8b43c6957ddf945a8e5c4a8914a9c17,0.004722457261478303,0.0014158205752004248,0.002575287369344233,0.001303643144889952,0.001359403947103219,0.000583509706774132,0.0006811989100817438,0.004652314610659869,0.0006014885640293563
1df9823763ad52fb535bc80b7c91ec5d,0.004408145928477321,0.0021116669971509914,0.0035985759481624384,0.0012161719841757863,0.001836887236948671,0.00046074742006114143,0.001930063578564941,0.005354910254754045,0.0011330561688186723
affbea05ebb8a02a230ed6aa87f408cb,0.004280221282144025,0.016461093697987185,0.011503254417829288,0.009127617978985467,0.017427802675865967,0.0012487654579270097,0.051430517711171665,0.010523114988348715,0.0005018236760818536
b40c7a26777aecf4b7b8cad1c8fb2e9c,0.004134527705123933,0.00406806377656041,0.007370946396312626,0.0021181111489090186,0.0038522596979076325,0.0004010064249915862,0.0011353315168029065,0.012247649201823913,0.004601592493484547
087e50a409374f400614f96d9c161f62,0.003936895813688138,0.00742507992171934,0.00839155957111676,0.005449166817371293,0.006216868350069232,0.001030218595442152,0.0,0.00013592974695636603,0.001979606239258642
54c5162439d2d1c970aa53ae1209bc72,0.003897072119783406,0.014375709690593987,0.007568770406012744,0.013590580514523188,0.006642944680267324,0.003410323339377475,0.0,6.883586603643743e-05,0.0037897411263170828
ecb0c1c7c866bb56108d431555dd4aab,0.0038056287767553754,0.004380117977599753,0.0026153782298402764,0.0014289212730891462,0.002706191564818854,0.0007619316071955803,0.0010217983651226157,0.006623102382334042,0.001970163380269863
55357b7fa07da6a981c32fea228aeb2b,0.0036947526027172207,0.013674640551918011,0.016602905895467677,0.010392005889882691,0.01033885047425729,0.0052630736459870105,0.0,0.0009283683763489576,0.00299995591336649
6a16ce308c0dedac37d27825d44a7987,0.0035346154883557634,0.0015912916592169795,0.003955484106731697,0.0013667516350682955,0.004126497976721622,0.00025523256735179254,0.0006811989100817438,0.006399533049596485,0.0028004959389745358
3dba26a6f832e9adde6980d176ac10a3,0.0034636815453932346,0.005108998508336665,0.00760963157378706,0.0033292991767548455,0.0027096481468793145,0.005064270302865704,0.0,0.000896014516915322,0.0020561064833307034
04175f386c14319829ffb23d5c188b2a,0.0031825294470785286,0.00891232517833237,0.006070678050131442,0.012135892437807536,0.009337918716379203,0.00158066200395052,0.006698455949137148,0.006129533996525386,0.004050415525950275
3c7a64cd69152bc816c612605a410e42,0.003108619759921452,0.009481658075856584,0.0061338398270345765,0.004361034941709412,0.010865417334869704,0.0007530729706775383,0.0060172570390554046,0.002493660757408137,0.0016590105260036899
183b6af4cbb2e73cd7237ed817e78bea,0.003012764997976574,0.014426247200445679,0.017555668558289536,0.03803208046615377,0.009068135029613726,0.014496743026626558,0.0,0.00017262951212062693,0.0015791132650969525
cddeb4730930248f3e3b7072bb3f84db,0.003009030110046935,0.006778885247378335,0.0028166092532252713,0.004746407202479227,0.002957884963276956,0.0012015882860488707,0.002838328792007266,0.0054670033427080015,0.0015724756790204478
83845df173a937b5eb4c72ed4558e3e6,0.0029513245244681004,0.0005336678380084257,0.0013938746939152213,0.0003394572905299731,0.00199508687903987,0.0,0.0,0.004208563719533855,0.001798370204186666
54a22cf3df309a83579e4d8319c278bd,0.0029439075270643266,0.0014651277447056041,0.003423151498265497,0.0026332781826900755,0.00045423928323258593,0.0003286132863295859,0.0,0.005016397073577861,0.000947102440260955
22938df8e232d3f31729d9558a99c5cc,0.0027271369542436192,0.006809043219902915,0.004994660719557438,0.005198177074417345,0.006173155510260871,0.0009783730045111031,0.0,0.0008625918690679384,0.0006512674144230882
3f7335898523c748a6a644df83e9fc1f,0.002698057596766377,0.009813252283867356,0.008100186576559431,0.014650578674217778,0.0005127546454348732,0.009988740783567936,0.0,0.00025780983774734194,0.001184564217004264
5a6e29626c62d7c7a9ae6a0f5f325b19,0.0026321396770154983,0.008680478612654845,0.008113554634643411,0.0014989218046163079,0.0015668672673718575,0.002723539253481989,0.0,0.0005003851642712716,0.0011848395203295332
d7ad1bae995487781d84990fb7757f83,0.0026273360715516475,0.008208391601760418,0.007530435218432733,0.00219425812578081,0.013556566859829396,0.0006896685788762666,0.012829246139872843,0.006012565586413611,0.00113233072751873
9852ed0f4e67879c26004ffcd2c2f1a7,0.0026220173345470107,0.018227788074578567,0.010175385537359532,0.015068863338144065,0.01701611046414882,0.0009213142976977535,0.004314259763851045,0.00257812251967305,0.0006359748162986743
4907465a9a7f15f4b5bc3fd185137a84,0.0026039885973324615,0.01852455847391453,0.013982530458801856,0.039288535067172926,0.007893346593761785,0.0,0.0,0.005030873551735022,0.0027868754793266147
a7d473b251dc597fee770f43b92a6f3b,0.0025578061675118027,0.007759322137784233,0.005235438610101234,0.004082625620655875,0.004403133425147964,0.0009614926531298274,0.0,0.0003197472776337933,0.0015905987243346308
8f196eb756ca2c43bb186e6b98a5c6a7,0.0025257221429603317,0.007993669407246053,0.004940577697867575,0.0031358091983508386,0.005481193088287916,0.0011106708939839557,0.0,0.00039859481153525946,0.001377455799954651
4d7b83d18dfc7a5fc6cadcd72de413ae,0.0025144231944545428,0.0081964722635707,0.0055047408397383485,0.0038521563111408347,0.005300656633230077,0.0010140058859289746,0.0,0.0003378292604214913,0.0019149413071319701
1606dd77af9faf5ca6185ddedd2d7c15,0.0025030577957202383,0.004271835405503005,0.0028982744631375523,0.0028787814204310385,0.0024009207994372963,0.0009129947961856516,0.0,0.0011998771138210982,0.002477875230351492
30dbc0804f35617e0e830cbb007f23bf,0.0024803135322656314,0.0014003681485226943,0.00236886282094967,0.0008874092417420101,0.0012180013776590581,0.00034466171466071116,0.0,0.00017975589052249123,0.0027634077722773803
6a2eb1f21bbfa414abf861218fec976d,0.0023692399838130193,0.009531022605025521,0.010603271654503523,0.01549370072456111,0.0027748256122000193,0.009011226869636155,0.0,0.00021375942064513024,0.0014264050876872723
75d49ec8408eeab1c32b95245f61567a,0.0022476394226639117,0.005512659725519339,0.006169110941665987,0.004796739066808528,0.007392396863585792,0.0035702177679337063,0.009536784741144414,0.005711757224721665,0.002085407359516651
96cdc2598420800428c9781e8fd9819e,0.0022277627914303873,0.010115921941122812,0.01163015036315156,0.004804147748939528,0.006420977635917842,0.0009643337928114858,0.0,0.0003828517664690198,0.0008435137503068468
2055d4bcabed4296aec22202dc030fec,0.00220769720103021,0.00258422002594573,0.004899251137290162,0.0018060377346018725,0.001546868837611078,0.0004719377441475876,0.0,0.00011799348923202548,0.0007474246102146065
54b64017df438882505b225820b0cd6b,0.0021846309164609457,0.00324604154679947,0.005024280341160779,0.00222915486159976,0.001927614157202473,0.0005322545432268192,0.0,0.00016472339219380784,0.0008449556969571612
fc090e288032f90e9498b452ba441a67,0.0021315025465374945,0.0072481609454248695,0.008475148364405067,0.005475951112411884,0.006158484209517143,0.001453012592834986,6.622767181350286e-05,0.00026019793872261666,0.0007544374345775723
9a936f049eff0ec59bd1451344e514c4,0.002101306177004252,0.004564062271217158,0.003691215776686053,0.0003579260632092784,0.002302478079174946,0.0037301191479145587,0.0,0.00572008319296737,0.0032308762515485877
b02b3d9f477c9d1b771a8a5ec6b5b8ed,0.002083873764535796,0.0028343671504346226,0.002433169440716713,0.0,0.00014592986496371355,0.006726526028866143,0.007493188010899182,0.0048911552559548,0.0006032096844488756
47116dc234b0e98fbe1544617899eff5,0.0019285101251480003,0.0014180483248527075,0.000799903622238232,0.0001762649257576063,0.0036634463186514922,0.00042782455725592434,0.0,0.004642181199044643,0.000504182377736851
b120446db5aae8d5cbb5424b1d1c24bd,0.0018948118782830684,0.006854592781062257,0.00891457721925701,0.01044766315852719,0.0006989418840903863,0.0061217651358395275,0.0,0.00014491638110226257,0.001374568138610302
aa9fce82bb04aae4c41afb51469f658d,0.0018506021088008848,0.010342235805877785,0.009641188229081518,0.016380234638533293,0.0001241998828869934,0.009629894821812469,0.0,0.0,0.0014208009033535517
19026183566db7ea1ad9b200971335ad,0.0017904627312866303,0.008033182719214075,0.009426464064332306,0.005824752784935043,0.004903948351945952,0.0006974881443158383,0.0,0.00011408450676121822,0.0011248831452906852
727d95e07b6e400f36e1277c02422ca1,0.0017344635492391174,0.004833309786523488,0.005750565733275004,0.006304124435828357,0.0010618018112697179,0.002098218621567171,0.0,0.0003872738580819326,0.0014306913628947624
eac23401f62b931543304a883d5e8898,0.0017316172405479186,0.001481816181753177,0.0005033222908448298,0.0005352063002385421,0.0025621578714171683,0.0006338317099784288,0.0006811989100817438,0.0029754508181790242,0.0023163929704085335
83373f7f91e347a98708c09dc2653689,0.001630121856624671,0.0005659206497591717,0.000622708610129963,0.0006055669372920793,0.0029719334433413666,0.0,0.0,0.005508207931108509,0.0006435914406153081
74039d574a33534789816ded78815b81,0.0015988616749884055,0.0020521790984003546,0.0023731672446388693,0.0013228364483190516,0.001477828458579331,0.0006678999392693314,0.0,7.28228987559421e-05,0.0014966827695584693
00b54bad7e854b2cd5c060869fa7ad6a,0.001596897590684893,0.0011656273037276425,0.0013169021520972866,0.001357058021592696,0.0012238278465371948,0.0005312087104350349,0.0,0.00013782460397654742,0.0005719519462312109
bf7c288e56837b9f97547481762972c7,0.001538298236333954,0.015343418882211543,0.011519341001644203,0.008757222864319689,0.0023422249477013904,0.031118328809401977,0.0,0.0003363666883153133,0.0014566342581839766
2e46eeed58b76d5ed47b1a624901525f,0.001456017686760132,0.0,0.0009969181520948155,0.0011412364333560695,0.0008110403577946874,0.0,0.0,0.005938677097933406,0.0009956840418616222
fbade0f317634e900772b68353c61994,0.0014537598131848194,0.0004923311096855087,0.0006372061125267972,0.0003348446774523937,0.00033115820390669157,0.00018382314370731087,0.0,0.0012819763574523106,0.00046045016913662023
6f718405a9b6a3f02f97fa307e1e8e4e,0.0013825131974296715,0.0019054835980876863,0.002697137189070458,0.001685641458280021,0.0011953562370524884,0.00021299533123661504,0.0,0.00014622190438020558,0.00012612471745255787
74117da8a9b3c0b4f538fe9f0e6d2abe,0.0011780052991143466,0.0003651072689556835,0.0,0.0,0.0,0.000525725243652221,0.0,0.00031638147262650826,0.0
1135b318aed124692eb5e8b45d42581d,0.0010720289926098845,0.003256213546715331,0.003454097157471288,0.0029324165775947387,0.0,0.0,0.0,0.0,0.0
187904a7bd997b12d4c90424e2eb7f69,0.001038292262880153,0.005437147807289982,0.005283292734296988,0.0076177445369140446,0.004823400151567659,0.005813977874776276,0.0,0.00045005468881714663,9.265871493575317e-05
159dbd33ef1a82e73cf0e8085e333cce,0.0010323968906616938,0.00357540499927199,0.002505382874113696,0.0024970628649107376,0.007255077381393242,0.0007594444014933363,0.0,0.00036926252708407406,0.0
2e7b8e0e674c8f20390203310d34b401,0.0009413089808471001,0.0007584749153248011,0.001049988978260132,0.0010110136893109432,0.00036770260841688894,0.0007262588160834802,0.0,7.78625018289655e-05,0.0
88ba5a3448b65c4962dadca292f23601,0.000890421457530658,0.008990684252444398,0.0013523003519687526,0.006940441511696012,0.003605774827383373,0.00014766035804851126,0.0,0.0010197537585279325,0.0006282913996019455
150ba6ca36e16bf9fd4b11a39de8bc0e,0.0007777255021502331,0.003336030734505153,0.004432197148593515,0.0010797092577869492,0.0012625151681931494,0.00028612461690157725,0.0,0.00011074693767450078,0.0010652029193408958
3f04bd2a359b976892faa13fcb4de619,0.0007075250795007917,0.0019125055743406507,0.0032026677969422706,0.0008193871529562702,0.0015149063569558075,0.00030274118169403165,0.0,9.146891886805285e-05,0.0011132581379816222
e4375ebe6b52ade74e0800c4e456975b,0.0005394918395324648,0.0017412446081849177,0.003293651252372275,0.0007860726115806089,0.0008466067543671619,0.00027593047959667945,0.0,6.742860995920548e-05,0.000209619083053422
587a0606b24db52ca037cc6f7a6bdfa6,0.0003870335026085596,6.504585153676021e-05,0.000283563795265747,0.00029779889396178697,0.00024089730945569515,0.0,0.0,0.0,0.0
c8d754a85bfcf701673c917b6a9bc1a3,0.00034808558343300377,0.002362956585200328,0.0024595960960626284,0.0017362062434023754,0.0060283230844973505,0.0008842182285272704,0.0,2.044932894582709e-05,9.001842302507687e-05
1c6313722e5a47b87cd83f098e24ec53,0.0003283468394211952,0.0002462470917416776,0.0025140991663938753,0.003732609211972553,0.003157079082088747,0.00047980935743027937,0.0,6.504253857139595e-06,4.131280283759939e-05
3ebe761bfb1238c87195d431f41bf976,0.0003166469148715243,0.0012244773999054873,0.0001406776003908371,0.003085772763503156,0.002600186491969318,0.0,0.0,9.407454563870237e-05,0.0
24f02e5080d0e05cd8f0bc3082e8802d,0.00021400187685248058,0.0014755059826572822,0.0007483387800926085,0.0,0.0,0.00011884171572657958,0.0,0.0007325906770907452,0.0
e3188d29d0dea6af8026254b6b5125c2,0.00017984957222443019,0.0,0.00026510093788790416,0.00026839688139836614,0.00029739082613001257,0.0,0.0,0.0,8.262560567506994e-06
6112d362565c5797eb555106a550d353,0.000165777311984083,0.0008759905003687697,0.00017038126778248124,0.0009420527636624521,0.0018859366818331047,0.0,0.0,0.0,0.0
2f35b61d3cd5d03602352992382297bb,0.0001274418040813226,0.0012047575343692252,0.0004490623916751488,0.0007673340211736032,0.013097719093799852,0.0,0.0,1.7289387169027183e-06,0.0
64110c785b3791610670b71ef6ee4070,0.00012214744015301898,0.001981004797264751,0.0009941643377428795,0.0012124197040869443,0.0,0.0010617491629869343,0.0,0.0,0.00013546102699128157
5ace64f69f21a48fa88e2b55e81768cd,8.360536072470565e-05,0.0,0.0,0.0011754167396996593,0.002431081688297415,0.0,0.0,0.0,0.0
