,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,IncubationTime,IncubationGeneral
7ab4a1fe2839da254ee86aa8929f8445,0.012146090019969961,0.00865151845957008,0.009888703711390277,0.011850779307449013,0.0022774771617380387,0.0050297232427410354
e538267ceb8465a6e2ddde24c27f959a,0.011971976643274075,0.01200112588884032,0.01146973698397489,0.00922797432741622,0.11724433111107575,0.016830636467835627
76990f500f42d2aa3b3ea384d8de9d55,0.011946635423302283,0.010629709617255498,0.0024688718574036863,0.005768812129725255,0.0004934593306632582,0.022947279696546842
bfc2679463d6c4a65143e174bb76f84f,0.011680773474321034,0.012692022630920076,0.009663574737352824,0.013763673970353003,0.002984053061761017,0.010009662948932308
9c892354fa2ea0a789762c29e1869d5a,0.011656749977472708,0.011524647112027421,0.00785333328646364,0.01592714591565063,0.004079138008987981,0.004199644913862991
90fff2972f074b56616a3dd1e7725ebb,0.011426259568277336,0.0034378923854106462,0.009826241522061668,0.009290618080276097,0.005757674024496028,0.0024855633788983377
0c2811a7d89c3ba3550d8a23eeb42113,0.011244142755751885,0.013877680044323671,0.009486828469324268,0.015573562109836507,0.002335049226757696,0.006928347396360611
a3e3967623a08d05f3bc047f64c7953a,0.011130571421520867,0.009621513443381897,0.010379762182999446,0.010721948988466956,0.0025511789076672624,0.0066297326274225325
0aba94256d52993f806274099a2450d9,0.01104442715957555,0.006201735504335698,0.016089904388744386,0.00811567226100806,0.0023973395816130868,0.007321798474899016
2322e6ecfad183f8ec5613a1bbfa89d0,0.01102224168629519,0.010465386828996101,0.009669930848192147,0.007361013194313352,0.006087636451252204,0.008137570887980585
5574e96b8507be5fda1c4532a94a07bb,0.010680830315015545,0.013016683951302895,0.010280353468098146,0.006981220903189124,0.08029903942484676,0.038695247556614416
bd6a34bfa11d858066cbd03ee27fac39,0.010646081412249103,0.011238096773948736,0.013863898136499143,0.022050567809705653,0.04589933718701928,0.011570761033515238
879e3009b004aa8cd65587240be5ecc3,0.010385454723639382,0.025369613564400508,0.015175605801414915,0.007878204006521025,0.0006828303104533585,0.0069881676033267445
66ab2d6ca25e798ff5b8761b8a297540,0.0102902359264501,0.014353374780674003,0.01072555410516228,0.02480189129998933,0.002052791542157209,0.0068415157426316335
b58bc498670c630770129dd3f82334dc,0.009883166096926535,0.008428172236116813,0.017172524584567878,0.010301336306188834,0.03567373208858802,0.007094719077313595
5f157674432f761d3b07660c0f4ec74c,0.009527954243068052,0.009511152404056,0.008458484420128979,0.011825043502253219,0.0018288807879082495,0.019122303758225156
6df49f1cec915a8037a64312752b12ed,0.009517300781018244,0.008247243154256003,0.00932627746386834,0.008047645324877572,0.006703256435865547,0.009005445666035521
13bfd26252da9ce9bb334c5bbef9a3e5,0.009441074654389621,0.007343256864581003,0.012135818798673434,0.01206090027598326,0.0010067491237122674,0.013949655846752118
a661add99a5ceb334b05bc694af3a425,0.009426609389319043,0.005653104207228301,0.00905033568038777,0.007753645998773762,0.04268446238460421,0.009422663921520198
e801b1416ac9e381f0355e2018168d2f,0.009376397645016101,0.004453343888772562,0.004134783637185333,0.012905358343523701,0.051452598663715945,0.0022748559402822124
d374f11030fab9f1c65d0850284d0d6b,0.009033073140148437,0.0049344902060948085,0.007748118652809436,0.005705356649481198,0.004401273181084873,0.007509754062994815
ae873c73328280c8e810ca82286c1c25,0.008975753365242664,0.003666709981388114,0.0100642019244997,0.009130632794725748,0.0008628359010812751,0.009985713931520503
ec7a39640511ae2e3bdade76d494c9cd,0.008949361739924708,0.010625052742059896,0.011588435470713676,0.011043458262279518,0.018568901937879204,0.008612317616425393
7a44613ae5a5d2d83e79a7cde29cded6,0.008458182877526034,0.01160732840339323,0.00797883024963279,0.013041765072728419,0.01431267593616242,0.012123637254881938
d4c17e46a98333c0674f8534faceafa4,0.008403963867498376,0.007747894866624155,0.008991794562804741,0.030960327970435124,0.0009674137795955162,0.0031773563076617542
8ed3337462e45f671f69cbd553d6f855,0.00828549325684575,0.0009600141398062517,0.006391183107283462,0.0034545190490398946,0.0020984750096203005,0.0022997638041807266
85da82e70d85287e1b8afdbc6f7cb347,0.008275451605104107,0.005361745619545657,0.008472832550223257,0.005887301478359846,0.009637800570942816,0.009566354638202094
05b901aa2f9551d437386142e432f848,0.008115495304246316,0.008411250842395916,0.01486472239668133,0.008691340220378891,0.009877953459351422,0.008304596995765844
f9c06d76def58a71b4e62f043b05815c,0.00809673232137813,0.005475964318545832,0.010640114650259876,0.00824613345149114,0.006055159698457133,0.003238578251685716
131aa226cf550c67a9c0ffae5cd5807a,0.008068630469813546,0.010927332606943443,0.007686224090686154,0.008840349878609117,0.0038204755956708267,0.007099605745691167
e12c0c943802d0ad143922639f6e29bb,0.0077539033717803785,0.0023837829964677842,0.004770619666056296,0.005184889124469173,0.0016011906995978885,0.008991729672669369
54d70786278564c735a16b908c4a749e,0.007644405305034095,0.010591530692574761,0.0075377362086777484,0.00906890535866036,0.010310246296794043,0.016834421316268118
f7db3b7a0561f55db3573611fa2796d9,0.007553515792471267,0.013808750184604741,0.009277514917293958,0.007967323632594045,0.004599241619025045,0.021119831810360735
77ca5efc6e3228b099302a629f9112f6,0.0075462876400673095,0.009733084879602425,0.008867137631740808,0.004551307455756316,0.0006396106924853328,0.005022633246889815
3ce079e81a7c486e257d2abcf6cf83ea,0.0075436092725146234,0.006755451261255902,0.00846616915284228,0.009645836873818127,0.0037006613074368343,0.004527782490173312
013acfda61409799031e2ddef6dc539a,0.007535145734153908,0.009704979062965626,0.009682367675710339,0.009580955200657413,0.00647825834344929,0.00810207620681364
f8ad368ea349e1085a448d3b1785d452,0.00728773576079384,0.008230884231706785,0.0126161791107028,0.01085096064767392,0.002750890456809199,0.005993026312701966
b45fcf705188e52b2f3288d404e84410,0.0072490514095269135,0.005318758225496464,0.009122205281706423,0.00842795023623308,0.0034282977347226845,0.005465642139954953
7f2a10992e2a5e6974370ac29c5133e8,0.007114632562982478,0.008381347862179476,0.009054370807716728,0.009681163208269807,0.0015536266128822623,0.016007067616981126
c58534f7640833dcd32765ea4ef042a8,0.0067931094986754415,0.014119310775213122,0.002355762134598702,0.0042232523241796755,0.0009731518878417403,0.00942692749936024
8842af2cd7f220c134d21229fda282d1,0.006654284225680845,0.009430411517424808,0.008024950307381746,0.008455144132458058,0.0005660019435856365,0.004699741684392698
475fde06a2c9cdbc5edef9b0694958c4,0.006607582901871465,0.011837968067696429,0.017821981001507694,0.008965098141045697,0.007340717802899109,0.008456352104381816
11e8c86253af57a3cf6a61b00441f9da,0.006546740389286355,0.004875277582901721,0.008522722925553783,0.005735194612406933,0.0020548768947619895,0.00995579094235016
b03dbcf0137f3302a7f842044aecb27c,0.0064924559398443805,0.005465440692578692,0.005844802904416664,0.004487825163846003,0.002438023085943938,0.01129593369176944
1554a1ff448e4c81917965fdf3ea3164,0.006467671027350897,0.006890340801450387,0.0025143738240784043,0.0070837458358352775,0.0006043701493928786,0.0013618977323780858
0ce3fb49d1dd368adc0416adf96c601d,0.006288550642841572,0.005831732706714733,0.007530939008303382,0.014795545572974425,0.004656187438034771,0.00714945450765408
ea8dac1807cf03190b91d4345cc78e41,0.006272531975228818,0.005463446260867605,0.0025946537989663854,0.007535007932863189,0.0033154201673778485,0.02403005345562568
a4e467e7de28b21c0e391913159071d9,0.0061291694515263,0.003488052912487993,0.015347277993147793,0.012543936238523427,0.0006744461701450429,0.002532701660178063
cf58f66e0ebaf3a22ad3b30eea3d4857,0.0061158517047332495,0.009004666480526807,0.001809582839181812,0.0061445062657472,0.0005809999690989366,0.018876144733601025
cd171c9b0ecf829e70c24754f186204d,0.006025083352360412,0.011010646394334236,0.005853835437976982,0.0020364022945058434,0.008363806400895832,0.0025620528975727874
ae74acd958f135d6a6866b5909522640,0.0058964557112486035,0.0007395137374480052,0.004581043864564558,0.014523112814353218,0.0006130512824519685,0.0008384830795451955
216718c31acf417e005f00064471ce95,0.005735629355033661,0.006499462136803701,0.0033550218709134313,0.0035712544708842954,0.00020144758283076902,0.00637808436635083
247773ea4f54141659eda749d0c6033f,0.005606750362596654,0.004560810953978528,0.003767457337452247,0.0027789263414752766,0.0005169774751271819,0.0025604754284674486
102c412f3faf55b0f15119fa48877c76,0.005514525215681426,0.02053669126393223,0.008488633748092382,0.009295024851601077,0.0019151555141184182,0.0031550663407023814
fba3a1a4149bf309476e3d147e77efe7,0.005237443580357946,0.0017919028423207418,0.003229808750143617,0.0020642494361017756,0.0007468796084858273,0.0009357263150559455
ef995e71ba50d39f6a435d3f60d35cd6,0.005230256124067794,0.012561569223668176,0.008887261670522088,0.005526677416131164,0.0006953132721146352,0.006017973118011583
22b7646f7ff11820e651c63e01d50567,0.005173001840059029,0.004787425291965039,0.004222583813850211,0.005474005015271115,0.0009538859497358584,0.003523176570112813
b6d00671725af0b5a5e011bd259f9e2b,0.005108143819562199,0.009370523514199857,0.00657773302549623,0.008337289484920707,0.0007597712061092906,0.0065159362407761715
8e5f36646977465a3fb783f8e7f6dbce,0.005072817828457687,0.00807741711838805,0.010094421560557568,0.0066099178597705446,0.014089900357064672,0.007416449462845011
9224b05874ef70e976411c9f0999966b,0.005061319541651011,0.003436966295601907,0.0020751856147884122,0.002999059993425762,9.524888403393077e-05,0.0037249673724257977
63b8ece27d14f1f7497dd4025b3785df,0.005041038705895929,0.002931636705856986,0.0035466043305566798,0.0061873906050846335,0.00022116437498560652,0.0009141852912143176
3c5e168b4abe0ff0a0402c7a53a083b0,0.004994500164728967,0.0024763485726281374,0.002900160688223339,0.0013113889270663993,0.0001889964123997476,0.0001703151895242173
bb85a7606929b9b16533da4867677b5a,0.00487418811765351,0.006442846045465251,0.004855608466647132,0.004744356186390897,0.0005577054038187787,0.0018285383989347817
b537cb0d014341ffb08a26f5fddcb3dc,0.004823980223994365,0.008349629530062548,0.0051594218181306726,0.007885970938341329,0.03165912134246226,0.00759308485823718
cff8fff6e86aa43080d2978f8da1d304,0.0047982310127012056,0.0015067795943026724,0.007246997400089685,0.006414687525142723,0.0007562479029236867,0.0010594465701846436
d08177a1c9f7073b2e7f1cf6bad4ef5a,0.004614408442830824,0.002242380769284598,0.003490439742889285,0.002011286296552473,4.680385103681765e-05,0.002528805486559146
79101543b8fff2e4ec2155737b5519e6,0.004614050489672725,0.005173413862594283,0.003991786593195108,0.0025287703582084877,0.013915859599145113,0.009229227152116054
b1d36b3685ac016632f4a6ae22a9ccd2,0.004400636608265945,0.006420756518139936,0.005987140957173007,0.005644117556247845,0.0049927735435838895,0.004753955828430026
66a77c102ee5a5e184aceab173dd0937,0.004395182848300474,0.007060370004673006,0.0024836598659924067,0.0025253148230022617,0.0007079752642862458,0.004234294970163558
f490f07e289f97435772ffa16cfb06b5,0.004332119507269931,0.007390775837208701,0.005422438851902582,0.004691672688426283,0.0006281013228826733,0.003323874698741847
0d75a67ff16260d7a662e0c5df6e09c6,0.004181991422261853,0.009255413832276346,0.002744243919637304,0.0031964623578474975,0.00044975760285596926,0.008144249756927648
557aa6ec2ee9b4f1a60c2c364c2b45dc,0.004178279762283879,0.006740906678012783,0.011880887444537316,0.0032841323099165364,0.00026390814261366543,0.0006918715702379061
101dd5539bceaea163196725cc0e7e86,0.0041358716117207844,0.0010008429858534087,0.002768339512312142,0.0035997829328292263,0.0007136694247406128,0.00761993165835155
509448b64e2a822fb23e5206854186a4,0.003919379813553431,0.004070961274490238,0.004615259251091831,0.004036048304024501,0.0018639492136644953,0.006775771789496936
063a1774a6253cb416928fa4858e4eb2,0.003608524564353496,0.001749040164838015,0.010336047990668845,0.004209438075668011,0.0014140044847018058,0.00850206176744715
1bf6d6f0e139ee65d4c58ce19be2a1b9,0.003585466029741424,0.004472115151335476,0.002867969236399088,0.0004937075711394268,0.0005496728535488095,0.0011047373973897517
bafd067f4959056d2d37309d02704b76,0.0035287883990220096,0.004189681453662107,0.0029316577890202877,0.0009441597440463498,0.0022591793866713374,0.000762658367797669
2ffd7e6afda1ab98ed35277fec5ab414,0.00349299665742819,0.0018208040052172742,0.003690745609156916,0.0,0.0,0.0004912789765407829
1c2c12e699afed865bd8b25bd34f3405,0.003436269399477056,0.011738335274229428,0.009003826116668173,0.0031336714933236053,0.0007244233933752691,0.004035651820996035
688ec2c0d05f6924755c0d1cc2851610,0.0033688954028665953,0.0016298632059822925,0.003365691518956226,0.0006680758227782383,0.0003780478070742558,0.0022020528121781424
3598242c6e6c63dab2121a5bdd389f10,0.0033022168422544448,0.00429428856946203,0.009275654423830411,0.0026915250175927677,0.003925891536420433,0.01211107563576758
40db52fe16bf4530a63be9ef1cbaef9d,0.0032919198596933585,0.0024616464714422516,0.005250433370963128,0.0051667286157338795,0.0010970627661715004,0.0052973031782323834
48b3cd95bb74a3fe679247dc289ecc1a,0.00311870960412334,0.0001755499225948484,0.0030078043691215326,0.0012919876194208626,0.00015059135631059403,0.0003269844227834121
84d640f008616a9c567d4d1bfb0d4262,0.003108017582141674,0.0035876680608819505,0.002465310066025769,0.0007107973507812715,0.0031148013963779096,0.0025777385312016664
1fd240369f7a00b5b3b03f31e7e84a23,0.0030368822400662883,0.003255368021402567,0.01211142907153266,0.0021494998105538263,0.0011290111692625912,0.0007968539218631555
75bc53c037269e2593405e1aae08341e,0.0029355097915213404,0.006040241305264207,0.0026724180348107886,0.0011680572011963464,0.0008380795135447174,0.00653742541909352
9004ba8848540e271cdd19aa0a4ec08a,0.0029147484415238335,0.017939436929722493,0.0058749993017112355,0.009758349744347345,0.0018475274338988956,0.002797822362504865
bc2a7cefc691c7f004d948ea8d8782ad,0.0028069238206812784,0.00190031241553147,0.004218623495410596,0.0010812607273382512,0.007391480927937866,0.0018120030526917491
e7ba6bac3885cbd4f1122b4956c877e5,0.0026563207250123563,0.003532654832695232,0.0016755675691381817,0.0022163933470669434,0.0008237150887019334,0.0009041786675643491
84ab35b5532099a09e3909dc5d071605,0.002579720763994363,0.00495345640813402,0.003164388142043233,0.0020145560587812215,0.07694967049568531,0.004196197395290825
a2e1edb8e7ee378d123eccdb4ab36832,0.0025467180081708814,0.0,0.0013942562170263947,0.0007164847593944966,0.0,0.0
98ffca66644d8d2ba6d463090e6d3a23,0.002422680961549842,0.004566782146705728,0.002461636875708232,0.004331260483935963,0.001345691589992218,0.003841912607072293
0ca5e8a697924c172f6eeb8218934e70,0.002362482104541464,0.003328165880942713,0.0024959348552061355,0.0011083270463183767,0.0007280529413793594,0.003080628754465105
35a443c41f4efefad5c76408ff7a99d4,0.0022814838989702064,0.006381307158707088,0.003562277531873236,0.00991634884383407,0.000461309123884051,0.010504132730467722
73a2c7cad28706fe0ee066f48445706c,0.0021600798305788115,0.0009581567850040282,0.0037374952198579122,0.0005786647654737269,0.0001466580491140417,0.000497223970309762
d46e2205f0c6ecf67b51f83d111c509c,0.0020521028083624483,0.0010431321807335516,0.00032436356726849063,0.0005236413948951422,0.0,0.0023376379230696507
9606a6aecf73a09d04fe4575ae19e14e,0.002049011744098218,0.001801966414884791,0.0012974306400697557,0.0,8.588999551995261e-05,0.0
cd366f041633c72d9ce46680269db28f,0.0019900337106206374,0.0017727501552077193,0.0018751417230306782,0.00046318725873984503,3.0158713381796342e-05,0.0011624195433721778
0b0c4a0a98d4dad37d595e3ef5bf5338,0.0018157949219624453,0.0004378098424809891,0.005270728341323144,0.0042790817670890725,0.002108701314117206,0.0009561457749326578
cd17a0b9eda0e4b2ef0e0f09cdabb037,0.0018140300321415467,0.003958014531284806,0.001301435236770239,0.0023346029897029293,7.694232011581391e-05,5.02279744128489e-05
c05b04f9439f8b54398974b628de6a30,0.001716683278512044,0.0053069491896266694,0.0018931468681556989,0.001017529329369543,0.0002722750566444215,0.0008683910987252656
64a4566e998fec311ebee0501d08534b,0.0017120356541518145,0.0045599137659942945,0.0024218726001212824,0.0012693632394649107,0.0008196885517158892,0.0013918889152806464
7f19654125e4620b4183b2c129d0c945,0.0016989876433250195,0.000532890069698207,0.001599889596326164,0.0014317602134009829,0.00023201008454696055,0.0008338226035026939
239a7ce7776d589a8c5abea7524c526d,0.001682599517527183,0.0018714488216837626,0.0018423544357711443,0.0005221744515007924,6.623349170955198e-05,0.0006874693294455883
c31505c05fb32987e138bd85ca80c0d7,0.001643040177229991,0.0008911936796576184,0.000758544728660892,0.00041433903643929115,0.0003674395533310035,0.0018828055319561766
965be035abfd432b8bdef389456e26dc,0.0014791364658030283,0.0013722729542694455,0.0005364728599428544,0.0007331155420656296,0.0003746193983043717,0.010707432239810716
ec675a82f27de66631ad079c494ce740,0.0014688977393722527,0.002369759210513461,0.00028664773725045194,0.00020162312866640167,6.347996378362054e-05,0.00046183569210248785
ff877fc7c8a5cdcbd8e7ba6240af6aa9,0.0014454873532588845,0.0017896974092352792,0.0040380596076892,0.0023857782239473705,0.00048681812785944983,0.0003295795839482417
385b92cd7952e83de0d8796f14a71e4a,0.0014226197113001045,0.0028310706589193737,0.0005143923021988316,0.0004659865261700803,0.0003153748443040923,0.0016407888792809883
6b2a6cc453b51bea02e60cffd3ebf8d9,0.0013713333281406416,0.002382131754339768,0.0019409230900172183,0.003306427896050002,0.00066088890906257,0.0015932244252441937
dd928aeddae6f46e447a134dc3ef4482,0.0013710253838244244,0.004650462600646151,0.005569430815897718,0.001099856092496632,0.0022274366839630457,0.0017736079192118804
2390a787ceb7699678518daa464656b1,0.0012669882118459409,0.0033652310389940205,0.0024159120307458864,0.0016003827890349836,0.002918673312994899,0.017952066207973513
c61ec3924cb240085082b07fd5a9023a,0.0011282315923226793,0.0013034550030446529,0.000960433193458756,0.0005546030885853288,0.00028675297102228177,0.0035823453119579432
d8d24bfd1fe2616ed4d1100a7cb56940,0.0011213373809079935,0.0010586241955025224,0.000437440873445255,0.00012480398366946372,0.00016122294830218651,0.0010209531978349917
491457c81cd432b02db3eb92f9cbcfe9,0.0011206681301569805,0.0018761116396492244,0.000646076656672594,0.00036456058533141403,0.0002589080717160582,0.0002323180384334354
bbc372422106d51e373f724ecb2c2844,0.0010874728499854396,0.0032076972795678,0.0005380008147963273,0.00029755481427930496,0.00021334901074374763,0.0008121315764894122
4675af44565a59147cf6cca8fcf201a7,0.001060268719604823,0.000722548703261292,0.0003227378243076576,0.00014675470927885085,8.010277444918053e-05,0.00136098286462427
a86c17aba4bf3934fa4101f35035001e,0.0009219430124453241,0.00022716219649795893,0.0006961765622165213,0.0015876041369706473,0.00020017930677794062,0.0021109053536303487
531dc639ceddc7a86be3dbf44a5f3fb1,0.0009130325227467589,0.0022753749049808053,0.00038709225035103077,0.0001784802783451331,0.00021088729041735395,0.0005719535890711879
89ca3d682a62714cd0ae968734945e74,0.0008879565933834259,0.000804426210728092,0.0001708891421017678,0.0,9.424225402418863e-05,0.00012210499350118821
a75fb5f8516cb17f75ad16fbf292be39,0.0008674500433194571,0.0006358768031061063,6.282325910898225e-05,0.00014756898967332248,0.0,0.000919172246428782
79013deca000adea00e0362f2ab16111,0.0008233128942616873,0.0004950943523365571,0.000210036879123723,0.0,0.0,0.0014337849600785154
b33aa73e5e8bc5b0be1b67c81b84a06f,0.000818668767976441,0.0007439685578899618,0.0002815591143971616,0.00011155288283609213,5.8472977811546e-05,0.0005555862105882795
ca527f2b2b745a618c4c486f18a1de58,0.0007706679670907609,0.0008842565999958405,0.0010661388599168865,0.0001236511733282374,0.0,0.0016732888803495983
f6d0a63db49775337ca8b433aff6e859,0.0007659027393005456,0.0007119337655970257,0.002697342756034552,0.005647846924652482,0.0002316857947467698,0.0014376203790595775
51324bdd224e2aa9ffe401ddeb39865e,0.000765552929207518,0.0017354514046769654,0.00045615298421122465,0.00013131411070078938,0.0,0.0004111090068706119
d59d9b80dc6cdb6996eba8de17473025,0.0007524151381348256,0.0005637107626631347,0.0,0.00017851729135013418,0.0,0.0
4687f018fb88e75457509f0b2fc94561,0.0007118229929022989,0.0006103290792368692,0.00034623779353338375,0.00010781469156329835,0.00023436726641570455,0.0004875093691574617
ee483e80083681e32fef0e05939b9e4b,0.0006966233241046779,0.0006540133829523865,0.0004658623872081441,0.00015566249623421346,0.00011377043819675756,0.0003505285673177174
335e6db8603a4c2d6fd8d6bafab60677,0.0006841468512172143,0.001192188789092835,9.8878083369932e-05,8.85219202186596e-05,0.0,0.00035849499489981493
ac940243ddc863efcd2273871bb30e6a,0.0006744922523321699,0.0008342587852216804,0.00035993492540355463,0.00013798167536920028,7.608368101114351e-05,0.0006047620706918549
7b6b178fad5599c0e9a734e4fb09fd64,0.0006397341493744737,0.0016744333910136756,0.00018651314924248924,9.713001532354221e-05,0.0,7.662896605931476e-05
b3fa0ab81f983197fddb0929fafd4ef7,0.0006287085128801687,0.0003608549890913342,0.0,0.0,0.0,0.0001551328231542783
f5100219cd7cc3dbe8dafc3ea31ed258,0.0006236555627739501,0.0005477076701699787,0.0,0.0,0.0,0.0
8e944fff010d7948d45a90198e02fca9,0.0005476246476400246,0.0005392760732581744,0.00023120335237811386,0.0002686008676384342,0.0,0.0008704752098037619
08125d77b7d233f0fd5c4072467d0dd9,0.0005326772631347631,0.00015253270167246978,0.0005422087794583381,0.0004622393943822209,0.0,5.080645161290326e-06
121b27e53641c74e68151cc3c5603c0b,0.0005233267241602276,0.000450141776517494,0.00021886709673285475,0.0,0.00011762550877935891,0.0002868268166977086
cf5132ad37cf0ddb92d95a2259ea77bc,0.0005114011786245917,0.0005152983010453515,0.0,0.0,0.0,0.0
bc4d29157c21dac40ab863cfa33e94d2,0.0005002791288729264,0.0,0.0003613634842181082,9.115239625704001e-05,9.926318262957847e-05,0.00046195027983981195
01a2df11caaac92cff8d4d4b39993546,0.0004828835990466329,0.0005108359222042999,0.00027366659460994504,0.00018223207468887593,3.7774556480400606e-05,0.0002530979760271445
7cf8cba63170ceaa8b0ad1d27758266d,0.00042377900609117216,0.0006871195074072963,0.0001159869768864738,0.0014341615721814606,0.015939696012016433,0.004458325886624952
9f859bb7803c90e405f7d71431c3e082,0.0002469316961236617,3.207738968137581e-05,6.110381455312402e-05,4.601370833425442e-05,0.0,0.0008087533298248823
97f4aa3033fca497b1ef2cdcf1898a89,0.00022884481879626649,0.0003912018166310271,0.00017557696422135672,0.0,0.0015003227779669798,0.0002118932323173574
9e2312d6a5bf061f9c45f5f83946fca4,0.0002023256728524405,0.0,0.0,3.3194100498416976e-05,0.0,0.0
18180cc09f75e3c3da5f57a01dcac950,0.00012648579353692936,0.0,0.0016943805218420569,0.0014730109886960186,0.0,0.0005761624370710478
598039cb8b81ebc9e9b5f300e7e97f06,0.0001256211294530239,0.0013669961964025339,0.0,0.0,0.011277568113457842,0.00042177347931560794
06bd0957c98152d6b3cef89f83e71e45,0.00012447080192735764,0.0007854122269249224,7.918406699838723e-05,0.0003684357959009925,0.0004232843263276476,0.0
72d458807840d0075bcfdbe62975292d,4.153461279897085e-05,3.406121756912926e-05,6.075674841142151e-05,1.7051282051282056e-05,0.0,0.0
b1b4f732f53e7168fa29692774ed8149,3.186891920886856e-05,0.0006738746936155085,0.0,4.707232439828712e-05,0.0,0.00017180290727221987
b80b5f86ebf10830da1ec522ad948b95,0.0,0.0,0.0,0.0,0.0,0.0
3ce9f601e344bc02d35a5ce7a2642b4f,0.0,0.0,0.0,0.0,0.0,0.0
69f0b04c6ec94cc1684f28c8550237d2,0.0,0.0,0.0,0.0,0.0,0.0
af7dab7c715e8570190f539586ef50e1,0.0,0.0,3.5217620416335146e-05,0.0,0.0,0.0
e16b1fb6ea6d12a19263446104b27d33,0.0,0.0,0.0,0.0,0.0,0.0
08f2dd1d73e5bd0644a9dff36acbbd7f,0.0,0.0,0.0,0.0,0.0,0.0
0b2e42bbb560b8c1e97b6083994bc6bf,0.0,0.0,0.0,0.000903892423238755,0.0,0.0004635159359454323
0b1c2b9ed02095f223b442c9bdd35006,0.0,0.0,0.0,0.0,0.0,0.0
0a89d39a6efaa924ac57d90ae88a64cc,0.0,0.0,0.0,0.0,0.0,0.0
88f127fe3a140d751f366226d300f85d,0.0,0.0,0.0,0.0,0.0,0.0
4599138d9e1882d08cc0497e91dac3eb,0.0,0.0,0.0,0.0,0.0,0.0
342eca328b16a2c6156119cb6eac07ef,0.0,0.0,0.0,0.0,0.0,0.0
cee9dc6fbd260e2111d081ccb524b223,0.0,0.0,5.34534224946137e-05,0.00017394671142169303,0.0,0.0003660652905983275
8445a1f534ecb24fc028061470634f03,0.0,0.0,0.0,0.0,0.0,0.0
4b9a9d8c4e661b02fad5ef87318e4020,0.0,0.0,0.0,0.0,0.0,0.0
