#SampleID	Study	Latitude	Longitude	Environment	WaterOrSediment	LabOrField	IncubationOrCollection	Source	MaterialType	PlasticTypeSpecific	PlasticTypeGeneral	DEPTH	IncubationTime	IncubationGeneral	Temperature	Salinity	Light	Season	PrimerPair	DNAExtraction
Ke2019s206	Kesy	54.4637	12.2797	aquatic	water	field	incubation	plastic	ps	ps	other plastic	5.3	7	early	17.3	9	ambient	summer	515F_806R	powersoil
Ke2019s245	Kesy	55.6843	21.0114	aquatic	water	field	control	plastic	ps	ps	other plastic	1.4	unknown	collection	18.8	7.7	ambient	unknown	515F_806R	powersoil
Ke2019s246	Kesy	55.6843	21.0114	aquatic	water	field	control	plastic	ps	ps	other plastic	1.4	unknown	collection	18.8	7.7	ambient	unknown	515F_806R	powersoil
Ke2019s247	Kesy	60.0652	24.8039	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s248	Kesy	55.6843	21.0114	aquatic	water	field	control	plastic	ps	ps	other plastic	1.4	unknown	collection	18.8	7.7	ambient	unknown	515F_806R	powersoil
Ke2019s274	Kesy	60.0652	24.8039	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s275	Kesy	60.0652	24.8039	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s277	Kesy	59.4951	27.7959	aquatic	water	field	incubation	plastic	ps	ps	other plastic	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s278	Kesy	57.6819	24.2636	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s279	Kesy	59.4951	27.7959	aquatic	water	field	incubation	plastic	ps	ps	other plastic	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s280	Kesy	59.4951	27.7959	aquatic	water	field	incubation	plastic	ps	ps	other plastic	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s281	Kesy	55.6843	21.0114	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s282	Kesy	55.6843	21.0114	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s283	Kesy	57.6819	24.2636	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s284	Kesy	57.6819	24.2636	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s297	Kesy	55.6843	21.0114	aquatic	water	field	incubation	plastic	ps	ps	other plastic	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ta2019s020	Tagg	54.10458	12.05168	aquatic	sediment	field	collection	plastic	pvc	pvc	other plastic	6	unknown	collection	8.2	15	ambient	autumn	515F_806R	powersoil
Ho2017s030	HoelleinB	42.022521	-87.710146	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s031	HoelleinB	42.022521	-87.710146	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s032	HoelleinB	42.022521	-87.710146	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s033	HoelleinB	42.022521	-87.710146	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s039	HoelleinB	42.021587	-87.710179	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s040	HoelleinB	42.021587	-87.710179	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s041	HoelleinB	42.021587	-87.710179	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s042	HoelleinB	42.021587	-87.710179	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s043	HoelleinB	42.004549	-87.710654	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s044	HoelleinB	42.004549	-87.710654	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s045	HoelleinB	42.004549	-87.710654	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s047	HoelleinB	42.004549	-87.710654	freshwater	sediment	field	collection	sediment	sediment	sediment	biofilm	2	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ta2019s003	Tagg	54.10458	12.05175	aquatic	sediment	field	collection	sediment	sediment	sediment	biofilm	6	unknown	collection	8.2	15	ambient	autumn	515F_806R	powersoil
Ta2019s005	Tagg	54.10458	12.05177	aquatic	sediment	field	collection	sediment	sediment	sediment	biofilm	6	unknown	collection	8.2	15	ambient	autumn	515F_806R	powersoil
Ta2019s006	Tagg	54.10458	12.05176	aquatic	sediment	field	collection	sediment	sediment	sediment	biofilm	6	unknown	collection	8.2	15	ambient	autumn	515F_806R	powersoil
Ho2017s009	HoelleinB	42.022521	-87.710146	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s010	HoelleinB	42.022521	-87.710146	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s011	HoelleinB	42.022521	-87.710146	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s012	HoelleinB	42.022521	-87.710146	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s014	HoelleinB	42.021587	-87.710179	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s015	HoelleinB	42.021587	-87.710179	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s016	HoelleinB	42.021587	-87.710179	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s017	HoelleinB	42.021587	-87.710179	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s035	HoelleinB	42.004549	-87.710654	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s046	HoelleinB	42.004549	-87.710654	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s048	HoelleinB	42.004549	-87.710654	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ho2017s049	HoelleinB	42.004549	-87.710654	freshwater	water	field	collection	water	water	water	planktonic	0	unknown	collection	23	0	ambient	summer	515F_806R	powersoil
Ke2019s001	Kesy	54.5823	18.6288	aquatic	water	field	incubation	water	water	water	planktonic	2.1	0	early	20.6	7.4	ambient	summer	515F_806R	powersoil
Ke2019s002	Kesy	54.5823	18.6288	aquatic	water	field	incubation	water	water	water	planktonic	2.1	0	early	20.6	7.4	ambient	summer	515F_806R	powersoil
Ke2019s004	Kesy	54.5823	18.6288	aquatic	water	field	incubation	water	water	water	planktonic	2.1	0	early	20.6	7.4	ambient	summer	515F_806R	powersoil
Ke2019s005	Kesy	54.5823	18.6288	aquatic	water	field	incubation	water	water	water	planktonic	2.1	0	early	20.6	7.4	ambient	summer	515F_806R	powersoil
Ke2019s006	Kesy	54.5823	18.6288	aquatic	water	field	incubation	water	water	water	planktonic	2.1	0	early	20.6	7.4	ambient	summer	515F_806R	powersoil
Ke2019s007	Kesy	54.5823	18.6288	aquatic	water	field	incubation	water	water	water	planktonic	2.1	0	early	20.6	7.4	ambient	summer	515F_806R	powersoil
Ke2019s008	Kesy	54.5823	18.6288	aquatic	water	field	incubation	water	water	water	planktonic	2.1	0	early	20.6	7.4	ambient	summer	515F_806R	powersoil
Ke2019s010	Kesy	54.5823	18.6288	aquatic	water	field	incubation	water	water	water	planktonic	2.1	0	early	20.6	7.4	ambient	summer	515F_806R	powersoil
Ke2019s013	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s022	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s023	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s024	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s025	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s026	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s027	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s028	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s029	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s030	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s031	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s032	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s035	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s037	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	7	early	20	8.4	ambient	summer	515F_806R	powersoil
Ke2019s038	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s039	Kesy	54.3152	16.1171	aquatic	water	field	incubation	water	water	water	planktonic	1.8	0	early	10	8.2	ambient	summer	515F_806R	powersoil
Ke2019s040	Kesy	54.3152	16.1171	aquatic	water	field	incubation	water	water	water	planktonic	1.8	0	early	10	8.2	ambient	summer	515F_806R	powersoil
Ke2019s041	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	7	early	20	8.4	ambient	summer	515F_806R	powersoil
Ke2019s042	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	7	early	20	8.4	ambient	summer	515F_806R	powersoil
Ke2019s043	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	7	early	20	8.4	ambient	summer	515F_806R	powersoil
Ke2019s044	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	7	early	20	8.4	ambient	summer	515F_806R	powersoil
Ke2019s045	Kesy	54.3152	16.1171	aquatic	water	field	incubation	water	water	water	planktonic	1.8	0	early	10	8.2	ambient	summer	515F_806R	powersoil
Ke2019s046	Kesy	54.3152	16.1171	aquatic	water	field	incubation	water	water	water	planktonic	1.8	0	early	10	8.2	ambient	summer	515F_806R	powersoil
Ke2019s053	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s054	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s055	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s056	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s057	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s058	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s059	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s060	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s061	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s062	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.4	0	early	19.1	7.3	ambient	summer	515F_806R	powersoil
Ke2019s063	Kesy	54.3152	16.1171	aquatic	water	field	incubation	water	water	water	planktonic	1.8	0	early	10	8.2	ambient	summer	515F_806R	powersoil
Ke2019s064	Kesy	55.6843	21.0114	aquatic	water	field	incubation	water	water	water	planktonic	1.4	7	early	18.8	7.7	ambient	summer	515F_806R	powersoil
Ke2019s065	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s066	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	water	water	planktonic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s067	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s068	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s069	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s070	Kesy	54.3152	16.1171	aquatic	water	field	incubation	water	water	water	planktonic	1.8	0	early	10	8.2	ambient	summer	515F_806R	powersoil
Ke2019s071	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s072	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s073	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s074	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s075	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s076	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s077	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s078	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s079	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	0	early	20.1	8.1	ambient	summer	515F_806R	powersoil
Ke2019s080	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	0	early	20.1	8.1	ambient	summer	515F_806R	powersoil
Ke2019s081	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	7	early	20	8.4	ambient	summer	515F_806R	powersoil
Ke2019s082	Kesy	53.9596	14.3227	aquatic	water	field	incubation	water	water	water	planktonic	2.9	0	early	20.1	8.1	ambient	summer	515F_806R	powersoil
Ke2019s083	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	water	water	planktonic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s084	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s089	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s090	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s093	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s094	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s095	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s096	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s097	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s098	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s099	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s100	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s101	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s102	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	7	early	19.6	6.2	ambient	summer	515F_806R	powersoil
Ke2019s103	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s104	Kesy	57.6819	24.2636	aquatic	water	field	incubation	water	water	water	planktonic	1.6	0	early	20.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s105	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	water	water	planktonic	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s106	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	water	water	planktonic	1.8	0	early	18.5	5.6	ambient	summer	515F_806R	powersoil
Ke2019s107	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	7	early	17.3	9	ambient	summer	515F_806R	powersoil
Ke2019s108	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	7	early	17.3	9	ambient	summer	515F_806R	powersoil
Ke2019s115	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	water	water	planktonic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s116	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	water	water	planktonic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s117	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	water	water	planktonic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s118	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	water	water	planktonic	1.8	7	early	18.3	5.8	ambient	summer	515F_806R	powersoil
Ke2019s119	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s120	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s121	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s122	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	7	early	17.3	9	ambient	summer	515F_806R	powersoil
Ke2019s128	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s129	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s130	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	water	water	planktonic	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s131	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	wood	water	planktonic	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s132	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s133	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s134	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s135	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s136	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s137	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s138	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	water	water	planktonic	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s139	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	water	water	planktonic	5.3	7	early	17.3	9	ambient	summer	515F_806R	powersoil
Ke2019s142	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	water	water	planktonic	5.3	0	early	15.3	8.7	ambient	summer	515F_806R	powersoil
Ke2019s143	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s144	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s145	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s146	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s147	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s148	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	7	early	17.3	9	ambient	summer	515F_806R	powersoil
Ke2019s149	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	7	early	17.3	9	ambient	summer	515F_806R	powersoil
Ke2019s150	Kesy	54.4637	12.2797	aquatic	water	field	incubation	water	particleassociated	water	biofilm	5.3	7	early	17.3	9	ambient	summer	515F_806R	powersoil
Ke2019s152	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s153	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	0	early	18.8	4.4	ambient	summer	515F_806R	powersoil
Ke2019s160	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.8	0	early	18.5	5.6	ambient	summer	515F_806R	powersoil
Ke2019s161	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.8	0	early	18.5	5.6	ambient	summer	515F_806R	powersoil
Ke2019s162	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.8	0	early	18.5	5.6	ambient	summer	515F_806R	powersoil
Ke2019s163	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.8	0	early	18.5	5.6	ambient	summer	515F_806R	powersoil
Ke2019s164	Kesy	60.0652	24.8039	aquatic	water	field	incubation	water	particleassociated	water	biofilm	1.8	0	early	18.5	5.6	ambient	summer	515F_806R	powersoil
Ke2019s165	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s166	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s167	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s168	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
Ke2019s169	Kesy	59.4951	27.7959	aquatic	water	field	incubation	water	particleassociated	water	biofilm	2.4	7	early	18.7	4.5	ambient	summer	515F_806R	powersoil
