,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Season
b4f82ea67416b1a10e084a9dca04978b,0.013548954301395761,0.009279096694524503,0.004212067939972899,0.003428695811825345,0.003062434790816249,0.002974540166328843,0.005471138640770688,0.0049721761370174235,0.002273159400285259,0.0067511182746894,0.009679679768320239,0.00821882812142503
24a9c64b0ea511aa4384a9c4b9a0ab9c,0.013127697211499732,0.00203752559728104,0.0053377417164297,0.0023709900095024773,0.007021526594248718,0.008117700925901103,0.015840173098062467,0.0046388825379705635,0.0004512773801782284,0.0034214728482452232,0.000938758573418404,0.008661578854607192
a7b00c09293aff2c196d40cc038ae425,0.012685763726403742,0.01326355885812462,0.005017565278731356,0.00959369157443647,0.003916809739297059,0.0075352986417926504,0.007224775425581713,0.0008231395579792343,0.0019278290580139173,0.0006397453034933629,0.0010751547224694769,0.0008274700264407201
50d5e9e01b0798a3343b38b55fb2af32,0.012497910731973037,0.015395924178153964,0.00514351169470381,0.004177645896462643,0.002761547931175675,0.0027849998076568796,0.0032396351848075415,0.0029943649539333522,0.0015876477308974675,0.0014426553769525915,0.0028333348317535014,0.0029178704806021804
040390d0d350be64aaa7ead3da77e2d2,0.012326872257264327,0.007823688740933978,0.003436820254905396,0.0056844102170887315,0.0053782763583514895,0.004498860873264804,0.004121373476428787,0.004010917982948117,0.004668669699217959,0.004777831311213425,0.0039846912437279764,0.004789698103402609
ee483e80083681e32fef0e05939b9e4b,0.012247195944419798,0.0016966660725576883,0.0017206843455265756,0.0011407277514252209,0.000606954868660415,0.001448824106208408,0.008322641116674447,0.0010119459044020851,0.008160679359522046,0.00032971247160114184,0.00014559862818058514,0.0009094759338786171
e232e6f4a873496656969a88cbe7f732,0.012130723851537305,0.010036639706552112,0.009600556698967196,0.010488853274377511,0.009692280029793783,0.010774317131322316,0.01485727081434514,0.012924256949144586,0.013631033628691195,0.021291839855277838,0.01952090012221559,0.012002134061656898
64c52718612394b97132744e455bbe9f,0.0119161246595364,0.010753294769539947,0.004968209019289744,0.006114862684003766,0.005139521072473928,0.0050650746725731735,0.008029551033021214,0.016608070859392306,0.008694291428086575,0.045623706097861406,0.005856570162853289,0.016183383737779646
619ca57b4c399a4b4339ead1a7c0a912,0.010710090675885168,0.0069797128770403205,0.007676123350860962,0.005569701661736803,0.005188893956833008,0.004019617505114606,0.0044568996020277335,0.005985432907422892,0.00227091134462451,0.005033697320799008,0.009395008925895173,0.0072552529076232485
cc07dccb8deee0eb07c51219b534dd6b,0.01040340799365915,0.011259763362249977,0.003784587041180938,0.004516357870594596,0.0030998532285193524,0.003024312359965591,0.007835622131384817,0.01199320063329631,0.005217796931738968,0.01440109273193356,0.008609993025517996,0.005058607265255467
1ed3793236623bf4d0de6c2ab4c0c4bd,0.009853682160911578,0.009158825210072778,0.005784557821007481,0.006597145600671583,0.0029365041748866507,0.005765027558126503,0.004680979095068978,0.005257798726398705,0.003267738525841886,0.004339725074537873,0.014498947311512288,0.010340459702969528
3fb03c63ded2e74ed6452d2f9fb11777,0.009662878451500144,0.00496529041436256,0.00519228522274951,0.005667025880839527,0.0038262346556535384,0.005815976543289384,0.0053782189784623465,0.009468093115261022,0.010270645100908287,0.012396400400306918,0.013602002819107195,0.012088210617891287
a46ef26c68f34bf00032851f65c69f36,0.009445124133284372,0.010963067409390351,0.0019034045888122486,0.0019932661926273746,0.0018187928684208182,0.0016060662460889532,0.009656947335716672,0.002433959861579825,0.0037492579812146167,0.004417213414937576,0.0021697762150942263,0.0022210579542340948
2ad4f1ac33440cbc2544148d7d58f2dc,0.0093227935960782,0.0015168985535632593,0.0032608948494323676,0.0024837478065899074,0.0017406308692529244,0.0024083279976222084,0.0026475532308580063,0.0012696542147286735,0.0013961524866625411,0.001217010760698279,0.004610120647117372,0.002730775418557023
7732a2a63b458a970e9b048b496cd751,0.009173394708397793,0.014867745205500498,0.00438500185440965,0.005908874921183598,0.005202155431961497,0.004334741719688118,0.010317210016202888,0.009829928676796953,0.006369251213071572,0.00660825595221682,0.0042195876124725236,0.005423356316172919
7422e5415874d332de6657fce1524c6f,0.00862378737287973,0.006896450220821859,0.0008264060871334341,0.004950267295934767,0.005550621324974159,0.00578620224546375,0.0027702467638541857,0.0025222681387256844,0.0011508272614000404,0.0015895627257934766,0.0006609631381586591,0.002531946195105835
9942857b27f11f825656aa982fd6015f,0.008599966461482022,0.0006284998879558851,0.0005351857926385268,0.00025455489686968143,0.0007254330415610767,0.000350220943690495,0.0005758078738749241,0.004519540444817291,0.00018156522378014935,0.00041035153903225345,0.001445130292865288,0.000855360090418019
eec89a2c0c83eba7f3d5e609dee726eb,0.008314587133921717,0.004216068339615717,0.0031122592780205758,0.001160726230324509,0.001173590667519018,0.0014383127339432148,0.004430982417520866,0.000692322769049708,0.0008422897281796547,0.00030903616377590224,0.00013528821161610304,0.0006526570210600492
b1f7b21a5152a5c6d36df2c15f9c5b66,0.007901921282314867,0.015727645670146024,0.00568403667996499,0.00954806902271502,0.017858476214813963,0.012761544722210423,0.028772293350162785,0.0011975697920987673,0.0018895453778240976,0.0008192750943729856,0.0006446780094006107,0.0017628212503628066
d01e487b828ef6bb981e3f43b790d258,0.007567664758177549,0.006980602714320024,0.010607310272277409,0.008469267329321049,0.00977426293823011,0.012307294514575308,0.008101376419591055,0.002551207316727882,0.0021778328411209526,0.004034557360752857,0.004725992891564433,0.0029174635262722917
14cbfbff578d66019bd47d58c798b4c3,0.007386857178635751,0.013778942830627002,0.007321509487904737,0.006953384736178952,0.004042944361329025,0.006530279236383778,0.009816279897698744,0.010137969550895477,0.006508151156319086,0.031466185421406556,0.01020109387210431,0.00873636671419223
a2c80067e1f47652e360cd7d3544041e,0.007316838497656781,0.010135792060846789,0.0020057844960350217,0.0019162779482795919,0.0013604522806503513,0.0018927007319006878,0.009017637072101067,0.00015200520287259422,0.0009857436930723977,0.00019942621528176884,3.8224473167186746e-05,0.000329762474163534
0d56852883ef169c04e27a88a3982e44,0.007255089480685569,0.0053103756795498365,0.00035717334485862345,0.0036014039308061587,0.004208336582288375,0.005450593695345948,0.0015931349195555159,0.0012689731726910998,0.001158073190498467,0.001954411830767998,0.0005008777514510555,0.0018887200681172878
b90b2e82e544aaa28ac26c1782dfb7fb,0.007149328400688003,0.0026366916375237495,0.002063224514040812,0.004660333865701268,0.0024220218316155224,0.0036425458721636808,0.0026488875114171278,0.003374000180845147,0.0011336547217973621,0.004343158931725286,0.005580379634859821,0.004705341685625393
55d9f48638d4c464869b115fb6851b60,0.006889967602692029,0.001489369499099199,0.00013281056708367076,0.00016637057677764108,0.00023405102910694948,0.0001925121362543806,0.0001765180042323948,4.4759221724286835e-05,0.0001832528102400395,8.966424640883523e-05,0.002034119527869135,0.0007782519540509374
66f3d552b956d0ee0d287f255931dbf1,0.00662546680301219,0.005979857469138381,0.0073413067705853504,0.0066610071088414055,0.0063010870849157154,0.005072874912223175,0.005065171971878572,0.003342146825939435,0.006967944483991304,0.004745746842136223,0.003838789347492226,0.006530759089566484
718c201d4d7fbb3c35c85c6aec16f11b,0.006340050583899642,0.017367574263116105,0.005488137454073243,0.004561677005462321,0.004475388264886184,0.0063999473024522,0.0026792516164377868,0.007214685075007536,0.002276481627078768,0.008351616442937972,0.005605030976423426,0.008906977038348038
604c46e8e025fda10bab1cf728378b33,0.006261257602508698,0.005870367696532301,0.0023412563816035425,0.0014317068636000934,0.001951322795309263,0.001162427820130884,0.011784368951765397,0.0018676066809636858,0.0012694688238471007,0.004337379457544294,0.0013624686663228206,0.003234080741925629
57ec46af379154a33c369e61e78fd0e1,0.006001650991753503,0.007050556867717514,0.004054045163817928,0.004717598730206083,0.0034582218100750735,0.0036574433335949544,0.006735021789836392,0.02255466035028297,0.002839695023091182,0.006874637361024725,0.04460191708116231,0.006864778521196564
c93836927d39c0db66b27bdba78b3a42,0.005812532841430722,0.0030649639932883973,0.008459249040949326,0.008209349209760346,0.005628781797511531,0.004812645970535955,0.003603840768468544,0.006287216494542964,0.005373346534406292,0.007210683498325827,0.005597801955479919,0.005846272417010873
206977be386ecbd95c21a3c8560c90ca,0.005767717623733458,0.0057247638815271255,0.006885998382272683,0.005035225994447868,0.005426736094991497,0.0034520527382048143,0.005456897471347894,0.005886689605482233,0.0032859429424551305,0.029430240457764996,0.0033261546024987076,0.0069889957011630074
be82a9510004b84b9531c40b353a8e58,0.005763951759547352,0.016714620576918818,0.004748726195853494,0.0035150504606743698,0.006323857029327536,0.006877081101655254,0.036050926987409436,0.006143713431500792,0.0032861274515576834,0.007105295140874009,0.0028422775254148365,0.005533110530013542
f1b99037a6c9e8bfd3b5613482e10f81,0.005661078446583074,0.004974135189251714,0.004525754856245833,0.0048259317766762054,0.0043057292863782695,0.004285783282822959,0.0013684433534019806,0.004843261573133432,0.003032329083636529,0.0009263732675653975,0.030206314033452697,0.005465363086576814
587a0606b24db52ca037cc6f7a6bdfa6,0.005627817170272813,0.019431709395494913,0.01251255318677932,0.006898970870383724,0.012261944911529528,0.006448654124216259,0.003482372373852222,0.0009024347388336114,0.005673822651239902,0.00022053297402395967,0.0005836057234257211,0.001506222076355833
bd50e84152b2b3a28c57712f67cf6f14,0.005248548741132409,0.0009210374790888355,0.0019042207346418505,0.0008930184249179145,0.0011630042299390591,0.0013609412866276735,0.002322270499679938,0.000306597442623281,9.114114168300903e-05,0.0025477919956040265,0.00024293015963131035,0.001178066454600039
c87761d6cfbe747dc42a2012d24eaacf,0.005133295612582358,0.0003803796641908375,0.0012525012027620375,0.001448622281791606,0.002474333506064796,0.001995597203693176,0.0004100619653685012,0.0011844553924508306,7.98252182310108e-05,0.0003287590169318093,0.0007357530312016003,0.0007925946785387894
9bab55bd4fac54ad3354cfc3598f83d6,0.0049496697996353175,0.00438252002500932,0.007560461236450648,0.00572813914294753,0.008862065261451684,0.007197349907653478,0.016825338172532806,0.01100915373263386,0.005717557629950353,0.002078518326788591,0.01102259756728437,0.008500295058421172
1bf6d6f0e139ee65d4c58ce19be2a1b9,0.004929987258525984,0.005805732609152086,0.0030880622194854033,0.004300202683192854,0.003089318726761151,0.0047022459010048956,0.005200931487078732,0.007047167941110871,0.016263184570520277,0.004730084123011986,0.0027736493253215345,0.00258982293267974
b5225ac08f1529f1ce4582fb6af146c7,0.004849234867902613,0.0068999395866406925,0.0003068988714060031,0.000197791374338727,0.00035825379695892035,0.00010723438981046529,0.0011021724985509653,0.00019376491543618085,0.0,0.00011668655168027435,0.0028970804294899282,0.0006107484192335018
8f574d9161a34c3732eae0bb43f90767,0.0048460397831797605,0.00819729862236923,0.0024763261305544362,0.002821345919388758,0.0011710419630798683,0.0016047011726629322,0.0017206537804529817,0.0011676123551292619,0.004855778921606644,0.0033748030288611773,0.0035011390641570403,0.0012977248122811405
69550e9e4b4aed16b2019ed25f6ea93d,0.004841602761607656,0.0020401428532856765,0.00329998662631156,0.002928455501552854,0.0031714110873830095,0.003754283949523747,0.002494858890706061,0.007662779470968438,0.004108262020250887,0.005004609836828039,0.0026479535472013413,0.006891530544392353
59faf023c045c0083089bfea6e1d7637,0.004773139002231072,0.0050316341146669115,0.0028906354328815964,0.002844639695183506,0.00367494773171417,0.0023806411477881317,0.013214662586085097,0.004310528608081331,0.008041004510397345,0.009887415766525708,0.0033544329273462793,0.0035986045520682687
c4cb45a5fe27e8d53ed9c568c4bfc296,0.004610348692054256,0.003047544536088292,0.004328566740076262,0.004326717658879782,0.0024005122704304745,0.0017663515604610211,0.0018689197923447772,0.0030753313105714966,0.0017038779076629152,0.001366938178185859,0.004884637153063036,0.002854915943375301
7a13fb5f2b1b76ceb6ed76c61274e8e3,0.004609071718876948,0.002943804033897064,0.00380547096544974,0.004354514684763314,0.003513283602610635,0.0038149323597907086,0.003361266040470002,0.004157329282173882,0.0067546392944355695,0.002041281365824479,0.00229003529248733,0.004956547770441642
18d82d8d0a976e8cd2e094b534c9a942,0.004545119247426745,0.007957716906874763,0.0021114978005677527,0.00643188825942271,0.0013777172997276772,0.0068770833352781975,0.006290835234863037,0.00019517446743310535,0.0008492382645325715,0.00016367838580512618,0.00020679869702843826,0.0005576600936898803
5891298a7dc1b7b668e0a21045b14f3c,0.00453422886766261,0.007432018429903324,0.0016251643332083443,0.0014207964990808016,0.0020371719287334907,0.004782646641415238,0.0032783813129254984,0.003255225592803025,0.002276510334246008,0.004727238733281524,0.004558223890293355,0.005459858070161771
fb8013265bfe4300ab1f0dc436d24d16,0.0043736307587413925,0.0012930009520066808,0.001436876425617616,0.0015243271233088772,0.0015438916637982238,0.0024074163207066027,0.0013965106134252163,0.002223830931204094,0.0006546024783172019,0.002431665586886684,0.002180601978746188,0.002873498611697793
43f334b6bf53186d5300bf10d87e46ff,0.004231014446533227,0.008410818544658529,0.003543308431064378,0.002386269444927763,0.003391420795911752,0.002349288986675272,0.007334622023795693,0.0031141213747376043,0.009214526346878447,0.009852455866644991,0.0020640673573051093,0.003004315324841409
35784a81d8adea62c0bb484838a7b509,0.004148252890616391,0.0033347903451750953,0.0047308429595576745,0.00554403221339406,0.004242045597886657,0.005729180595752989,0.0028485439236274734,0.005467479072135226,0.006127281981067588,0.00487150185538777,0.006579989882798029,0.00835258339547795
85bf817366f037311a67f720f4c287f2,0.004141930310279714,0.004080948853244652,0.005235939773764887,0.0019128742066185128,0.003990250490418193,0.004278100654944073,0.005424619413896896,0.00036783917638143004,0.0012417014086415566,0.00046679847749151365,0.00010047279621745432,0.0006576870492518636
abf1a733cd7dea975b8b4c85be2041cc,0.004136998394137029,0.0018240381998654784,0.002284105805918514,0.0024735160964657935,0.0023880744178397806,0.003761974668586503,0.0028908199595339933,0.005959931494934755,0.0013566687317814084,0.004330541506403453,0.007899631427059782,0.004304929878279686
dd20da41ab024d999b354457e93e3f46,0.00405621725678467,0.010506208688807063,0.006519887011421975,0.011337743817626564,0.007042503814238995,0.0052635113266922655,0.00387263069839809,0.00031053587508045734,0.002619250741999627,0.0005126436583225952,0.0007631186599417278,0.0013448863122299708
5c7eb04e92014f0b471bb0f62226cdda,0.0040166662948356024,0.002280592363413603,0.0045037227164053915,0.003596166053882674,0.00640533773579517,0.005015201638936474,0.0016587761607417463,0.015963493667759197,0.003286346724110855,0.018313151832452683,0.006610018662311598,0.007443262586899918
9f6f2ccd9943ba5330e77f8d9012eae5,0.004002100599022166,0.0024313723277901013,0.0011694422416172615,0.0013566286572289366,0.0006300690636182855,0.0007523991701154843,0.001127393811178374,0.001980413831361484,0.0008622305716617402,0.002998780382156811,0.0028459813019780724,0.002864863300316593
4f0dade1a56c97358870bbcca4160b3f,0.003945418265421611,0.001121532608779079,0.0005437193714827303,0.0004266492700659581,0.00019291173134790198,0.0005826011214417479,7.13622759512352e-05,0.001565594236840367,0.00017906181079848843,0.0006944600595449712,0.0015875372062006757,0.00031408455806019583
fa690429601ad4d6c2c200b77e4e72c8,0.003910223031697048,0.007421825525159,0.0021358821795753806,0.002006014859065795,0.001960461497091036,0.0018019452615517905,0.0015866514515881578,0.0029730399819369174,0.0005429563638192844,0.0005796920246388963,0.029411717023861843,0.005027620401670622
55be4816121a8d2d348b5ea711e0a54e,0.0038968791931934445,0.0009239781937933749,5.48064764938072e-05,0.00022998994517695807,0.0003726300539828288,0.0006224859864607195,0.0004258198375415006,0.0004431085362077252,0.00012084862801586894,6.435077066940071e-05,5.17495295905235e-06,0.0008930658278211616
ddf7062f0e9d6c6373601f72a1eb6291,0.0038904534881082672,0.002285929645726878,0.0032900478090820136,0.0034253827759632193,0.003210351639824538,0.002630404907727554,0.00521379738242567,0.0030969398085680406,0.0071743131176342356,0.005343649605268702,0.0031370179801986035,0.004463899289737081
e48f0415c755a58e0a0c541963963924,0.0038738595033096825,0.004936875986518155,0.004261054665976962,0.003150879119880395,0.0029975928808206953,0.0035260208326897604,0.00300267736596672,0.007590618896303425,0.0030586706959295305,0.009425907299959868,0.004518225321359281,0.008656005099326689
f974c903d27807d64dafd08071daafa5,0.0038724202728512096,0.0013108995385910853,0.002758342077753325,0.002211866132038073,0.0035940699502076882,0.0032850549594444813,0.001130037894952947,0.016238894104756266,0.0016012933615029428,0.0012493764064584166,0.002407332931897811,0.004652621115089669
6d2a257fb85c434e2c54c5e413c249b1,0.0038394768835849657,0.004358299294878208,0.000970938875490596,0.0004978318754805085,0.0005728012615611204,0.0007707322004477669,0.0021746274246556797,0.0006412322483981244,0.0004493841502439189,0.0034029980212654503,0.0026741209677039633,0.0006019530466488528
f8d2b7cdf3b8b59a8ed1a4c648fa3e21,0.003743304411548407,0.002301309812919814,0.0021888869870804084,0.006241253152652237,0.004802639402597057,0.0029622240434554518,0.0013302250724302786,0.0025778256755121377,0.009656932417908836,0.0033800584668777574,0.0006886221828479938,0.003247399325811618
3ceb9b5d08c082552d0fd03541d227c8,0.003713341578463159,0.0023244488507320666,0.0006050199809985532,0.00034272222008098095,0.0003120432169376853,0.00010454359687494772,0.006622411781337368,0.001668910777445596,0.0019966707015135706,0.004829204803093968,0.0006640100285216842,0.0015534329061179534
89f75b88e779577e9b45d3c1ec22061f,0.003697878829099641,0.0014507435241172494,0.000991423529647091,0.0008527290146812784,0.0012328671776204731,0.0010006252157885851,0.0003422961594577804,8.391578235034298e-06,0.0009044644000850828,1.240942324890933e-05,1.5789227487761039e-06,3.263275370483755e-05
31474016703682176913f2143d5eaf81,0.0035853927106483607,0.002655002726731145,0.006602894567308204,0.003175454837535746,0.007140729056646393,0.007679905968346224,0.007381762096790705,0.008813648039252643,0.0027037855729951073,0.004054929254426956,0.0075989169580240115,0.005280587604901816
700b35f1c3553fe3690f2bee05d1ea64,0.0035614947171484024,0.0013565047072690989,0.009107901831259736,0.004600514516529393,0.008503820452958652,0.007642332669586212,0.0018671839789039316,0.00162048721276918,0.0012850948671824596,0.0009313292217357251,0.0010829620548601234,0.0026844038071092194
43f5630fd1313ab29af7102ec699c8e2,0.0035393002342088784,0.0025327675598706195,0.0022273966848693374,0.0014246839407564672,0.0014962642891799478,0.001762627376763383,0.0022308920307140055,0.004014925243020082,0.005853996253284216,0.005319948183983475,0.006704423616160052,0.004193834177342213
f3052dace0eb87c3b684d70c9e1f4f06,0.0034799768653565777,0.004555740268290168,0.003720727696112941,0.0013149610965160325,0.004081798311332247,0.0023675729461756384,0.0025819367096813753,0.0018336280108088986,0.001393550494320301,0.0014219169709357737,0.0072801376577878866,0.0022424593927630088
a86c17aba4bf3934fa4101f35035001e,0.003478744542882314,0.007474180610323856,0.0036791340257781484,0.002503169716251613,0.004535663025021611,0.0054751734053650365,0.03803303853616617,0.00456578024074754,0.0008998336072077312,0.002004707857730264,0.0022112467264730996,0.003225947732363556
bcdbc323daf596849a3f80943f9b69b1,0.0034672757161630235,0.0008756750898189245,0.005046425574242263,0.003657634476019627,0.0053943329472596335,0.002884456805356634,0.0013518859223938906,0.0016572601337658359,0.0010336191570042312,0.00227224890475036,0.001814278425440406,0.004546637414325052
2af0ac0497d7da266b0bac3a668fe7eb,0.0033931208910045942,0.002200864143909348,0.0008668831068445036,0.0013967331151384984,0.0010047657408471533,0.001346315163218765,0.0032135215146393203,0.0027902694322712532,0.0008124638634099636,0.003295070708977423,0.004176996397148408,0.0036059593540269637
2b171e4c26f481ddc20506b79877b519,0.0033807962227871717,0.0014763239887151084,0.005009739209320165,0.0030835516744962986,0.0012880502587589132,0.0015256427635878425,0.001477898490140746,0.005415775456022198,0.0024722815255181427,0.004808867597760508,0.0028602530529891483,0.006752933684446121
00ef81badd721616fccf537203098a60,0.0033527588424285978,0.004562778289596411,0.012586784188455076,0.010517347865314651,0.011249409019754348,0.013696851967659447,0.002055271637019511,0.001646594003772466,0.0025057970484488232,0.0004899579861029535,0.0057246266188053195,0.0024652425904912677
9c46b739b21d6bee08a0d89295341ccd,0.003341555659907706,0.005698796148648732,0.0033572474210882314,0.004338226005799489,0.002639200163371145,0.002822700432956593,0.0012716591427082064,0.005943318738462665,0.0018335651632320031,0.009108033946474981,0.0038244717364823173,0.004758369512779203
d11fd6989dde2b9334c6050d21fed3d0,0.0033392253982246108,0.0023275807144686814,0.003802707143499064,0.003190124956070148,0.004101708234389713,0.004244727671922228,0.005302592109756462,0.002158286999576326,0.0005502648236849329,0.0010673768713207635,0.001917371957095702,0.0033588623243635068
97641a323b01825b896a026acb44ed8b,0.003173665380968783,0.0022706381923177873,0.0005441365269561101,0.0018285200983345275,0.0014054241779033595,0.0017094382242213752,0.002510509014483083,0.007550840714431116,0.0009654991632767091,0.007463601759525062,0.0025948599936029865,0.0037584842221916864
7b027b73db18db16c4e1b8629afc77ac,0.0031711211763620724,0.005570661639455461,0.00522654599886953,0.003756340170671454,0.004484763564450996,0.004072406225382595,0.0019210518824726635,0.0010095034628259973,0.0007804141549090626,0.0014823571371726401,0.0002648253297104481,0.0025273966621108448
ae6b42332cf256977353bbde3e3edee8,0.003088311195539919,0.00561600518267653,0.004132191578522974,0.002754650689116282,0.0023270209295753307,0.002631517303596864,0.004652394371468189,0.0034239695950050793,0.0015952810151902339,0.0008662419881416735,0.007027116711172355,0.003801198295858717
ae870c432507512d53146bf2d47eb2ad,0.003064943011649109,0.0020462357063658777,0.0038857623472390254,0.003063053648520267,0.003783482744237429,0.0037882952829030635,0.0038013328687301474,0.0023260329077216296,0.004331324331956157,0.004372316662707315,0.005988434315342321,0.006678735419421805
9383978682ee0600c98cc968ca48e776,0.003009144241711571,0.0013757255954111739,0.00490505292207976,0.004505998196125426,0.005483484314698946,0.00514522787410982,0.0015543792673619143,0.0006931135245753223,0.0007590545254177799,0.0019685458790426706,0.0022904936449844302,0.0026854001204050016
af1876d80e115c00cbe75aa6ee65c760,0.002960358708569615,0.0005016136847853196,0.0003112303042539722,0.0001329435332036082,2.483322175338658e-05,0.00032522524224231275,0.0005612455467808572,0.0001316047468926109,0.00018365588741197587,0.00013363584420819855,3.791194719324444e-05,0.000258900212508225
1554a1ff448e4c81917965fdf3ea3164,0.002935708075164183,0.005310644599225234,0.003205261746882164,0.0022877253591057985,0.0012025167329702577,0.0018748251248289784,0.007215218723187067,0.003666350751292179,0.00140580723049258,0.0014240523128808739,0.003861302316773255,0.004059426566132518
9843ebdb3556529e2db27b59a1d9bba7,0.0028721072649119887,0.0011836564704651154,0.003885561236457336,0.001608295900268302,0.0043247619581414055,0.003325810186794652,0.0016504909565855745,0.001516945420382488,0.0009537582908817142,0.0020467477841554877,0.001048907452660969,0.002010382252769897
e11840463ae237bd78de9491989b77ba,0.00285558890561731,0.001140288946141586,0.0029208552491304866,0.0022324504284928944,0.0033012827945837933,0.003338695549969063,0.0009371679609018939,0.0037362371009229357,0.0010102603378449161,0.0014034889958642524,0.005385656556690135,0.0042030604178453146
a77d2bc652b4b3bf3e75d5875edf3251,0.0028389974475154967,0.007769563525688193,0.0035076703220354504,0.0059243763257611015,0.0055837791971652595,0.006905141423110375,0.007512555717710983,0.006592413036386706,0.0021127902211591602,0.06730545862808715,0.005241439999433822,0.0035984463844973853
f03caa9f0775a11cc28c971eb975e0ed,0.002817028357911308,0.0038903289355637,0.0036955218105968264,0.0028496938770071695,0.003800949083354816,0.0035535264217181725,0.0029306155570230025,0.002342164025163464,0.005308223812922878,0.0025643645764220576,0.006584568472867585,0.006477833292593128
02625439c5b21ece3e5a9cdb84573521,0.00281071114909464,0.007435368188039857,0.007109860048657233,0.007313398963037392,0.009848925387123406,0.004867420987128119,0.016775749802012522,0.00034086515246408935,0.00415163945776789,0.0006239625802299387,7.379420485925469e-05,0.001063523408480396
79b4bcf50ac353a0561ea195695ff95a,0.0027998880283654957,0.002882510595225094,0.0034538183686828334,0.003311659841097151,0.0026110659434143953,0.002843045536304541,0.002281978786854918,0.010288959669146535,0.001821037231738829,0.007162300903215366,0.012500398264958667,0.00787797763192841
4b9a9d8c4e661b02fad5ef87318e4020,0.002767986692997134,0.0008543746315450329,0.0019139704953486944,0.002745396431375916,0.0011309440489703703,0.0017637223900123288,0.00131905166136371,0.0032919869984107293,0.01115974535928491,0.0005997504824537368,0.0004915199237103334,0.0019405616408022994
10a07994721eba68f34315b700415c1f,0.002766775006230229,0.0022389726075630794,0.002505427753216014,0.0015126745627339407,0.0034055279974540957,0.0036914785616846487,0.001238889544184844,0.0036235999407088037,0.0011574940669875121,0.00782470030578121,0.003443920055820067,0.003980525518411043
a235df339eaa34e9c52e0fc398e1dc35,0.0027588873584828504,0.0015001862709200654,0.0025086390436454956,0.0016938793299667795,0.0033612734117109875,0.004257011669486016,0.002375047903842488,0.000654155087315277,0.0005729368085548716,0.0013321170470197137,0.0006574554076537373,0.001408234139598744
57dde192ef7a152e9402964ad8385b65,0.0027374056730644653,0.005242412371317816,0.0018084248925114125,0.0020029895511385347,0.0017950183451926065,0.0019058587318197453,0.0019372254186739324,0.0028984365625743117,0.009301985624403125,0.006361456500932573,0.004485834262389131,0.00376617916916807
