,Latitude,Longitude,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity
ad72127c01dac114c005c83404612b5d,0.006576666558291254,0.009092923457427942,0.006660760948842935,0.007570452206921442,0.006374572608035074,0.005190053299655171,0.005214645055380004,0.0024178297154900507,0.006228991460119679,0.005030969391650783,0.003107826828253186,0.005925373699807498
723d06bab6225f80c683c38c5610799b,0.00656378557640204,0.007617747623566468,0.012310305185156654,0.004966048772104753,0.0063922708363740675,0.005221720960034654,0.005616773070398144,0.0030926454310177777,0.0043938007457810955,0.00737157472661756,0.0013870730056693965,0.017787453398160236
52cde3121930654ac3de59ce3870bca7,0.006529701177949353,0.011042706872811855,0.0016515651324701334,0.003093272419900415,0.004457094978350887,0.003737503790685584,0.006110672186698254,0.0032235398132735523,0.0037707701498763575,0.002249014507652261,0.0010478201626641565,0.0047640473639030435
3ebe761bfb1238c87195d431f41bf976,0.006420736845195497,0.0028703523066571997,0.0009922856552643648,0.0025998472132693433,0.0036381296581109134,0.0015334866303940748,0.0028674918640007015,0.0012166639358937538,0.002938007068817425,0.0008449090273305801,0.0017520369597302486,0.0036465151256744135
1687e9e0a11389039faefa7d739d016e,0.006294437798189948,0.003433021328874052,0.003740124400276997,0.0035431730716158727,0.005199012092399535,0.003910022176382762,0.00597297634495569,0.0040917758995078855,0.001974529051240495,0.004086214427689347,0.0020200324806024473,0.007343953479983062
d6b514f12edbe7d7f0bf154a81e0d3a1,0.00625263949294618,0.0020653128148955717,0.0025500646462600644,0.0005426272875909123,0.0016369121952881152,0.0005439799870983818,0.0015917144595932588,0.013776122977268056,0.0013831745143145892,0.0022802969606618103,0.00019725984815753355,0.003106775899979659
d81f75adde4397bf405a869d81c3fbb6,0.006166526362710651,0.004253068664552887,0.0021020447255698078,0.0033258285779207987,0.004276787090838065,0.004105623389750275,0.004375845050060272,0.0014573615340821092,0.0038793443487003627,0.0018801111074327472,0.001646715425971087,0.012650879539054654
e4304c9496921fcf8a88c1ef30dfd0eb,0.0058500463773836445,0.005187535208379486,0.005082662508400443,0.008678416755729794,0.007690754042367855,0.006758527133658883,0.008881908040194637,0.005800867859668082,0.024529251492479445,0.005854858172143109,0.0022707322359783277,0.004541448009443192
490f7022ae9936cc74482d629b706226,0.0057743795488140025,0.008966244339090306,0.008021386361533416,0.006221683844126064,0.006473405104928415,0.005418940657549247,0.0057190824946242984,0.0152710591453105,0.002799767325117415,0.004412565685588499,0.0016964589769544935,0.005261245127114624
4b64dd88805bc3dca176c6e917c92d81,0.005758996455933912,0.003443392737015981,0.006090317951456194,0.004236021775803249,0.005618451447858804,0.004171520457475987,0.003693249451151351,0.0029765787627074668,0.0024268421051656932,0.0012455508626810006,0.0013919730598223876,0.004761805545364373
75380179c20c73fef33c9c64de32722d,0.005708969487108793,0.002282908543722966,0.00369153635627261,0.0031784141732916923,0.005272502428897081,0.003013412977689982,0.007139557421897055,0.0039958524865935,0.0077243763123468565,0.004566673616827924,0.002156133755847633,0.0029561958838909843
099b32bce5aa50f169a534d39fc1a1a8,0.0056791644707597675,0.0012635102848974394,0.0007948626765817329,0.0025735688431858766,0.002089441822200637,0.002588189664448146,0.002099921236059796,0.0006713703319195172,0.003511417042317141,0.0010511211719710215,0.0013015794299167393,0.0022144022804893968
3a84a2929aea404462b395d009df3133,0.005637502048977359,0.006610402319794661,0.004727112897471392,0.0047639205779832555,0.006298469623916989,0.004282259954890022,0.00610093232634826,0.004210297683274759,0.004536146084937556,0.004321290505233212,0.006653714958956455,0.005785911813991235
80995f9a11d2cf65da5d9397e12e1078,0.005559824819770197,0.007796198806833325,0.0010341982065381961,0.00449459338183321,0.0046690416673004125,0.003224031027669679,0.004225193393716083,0.012913490397620603,0.004918053119136124,0.001738227764732067,0.001023546268355725,0.002745367115760121
88775cd81f1570321d972c1c88061ff1,0.005392112015993333,0.007440773705817275,0.005140270148832837,0.004433661079802995,0.0029362524868579553,0.00612312513067499,0.0022366672256670787,0.003003450296217923,0.0017683417075541866,0.003466230368704428,0.0017640836089395679,0.005449807103611863
ddc675e112b72bef9bd8bbdd384c64f6,0.0053153729688744855,0.00519777005432539,0.006158174811742809,0.00930346502340146,0.007013980981119391,0.005890358662741671,0.006307333066416763,0.002622553545674551,0.006809392024923665,0.005179654401122245,0.0035543211215958966,0.005896748573230623
72f3e687f502aed6129c9b5969a2f072,0.005311511452407985,0.0020805872961905825,0.004266024743391346,0.0024853574953174547,0.003864604760523017,0.002057099157334134,0.0035353865896389897,0.0006751130648964846,0.00338954676200879,0.001615638310038981,0.00043445664116318364,0.01355184459790488
4e79db2155e301ba1fc282b4900aa44d,0.005266467401442648,0.0024738966138777465,0.00087921636477689,0.003320609818156398,0.0030831597083722123,0.0031113975719875603,0.003263641058415609,0.0025021499623342105,0.0012570222493624651,0.0014695887349363253,0.0008666206308036388,0.001995544888077267
99b704bfc00a03bb2e47fa90e5c4b896,0.005225668585078463,0.007523426570500142,0.002712579020512107,0.008403016502253094,0.008253914983735164,0.004996872645633953,0.005771108029838174,0.003208537925517382,0.010142148095155793,0.002210438617084792,0.0013650814841517822,0.0051564046901255555
48ad9b5bbf12b65767448b349b7c6ca6,0.0051586423436308475,0.005305265009772786,0.002907089663718029,0.007499554946159799,0.005724698619090452,0.007973419721468384,0.007175326515094845,0.0016637654011082445,0.0036778697115405277,0.003230893123202037,0.0009040353923140821,0.007375963474344699
82e4ca299c4e6cc7e629baf88e6b0b26,0.005139544783699359,0.003105745256711647,0.0031419125232270773,0.007053257444183312,0.005870477539566916,0.0058347828974191695,0.0048758439027647765,0.0008815487078188016,0.00934822430317543,0.004599369618604209,0.0036018811219260412,0.008259820698071955
dc3835d12dc9edc210bddff9c66bf356,0.005121647605376565,0.003568688818383728,0.003051430518636627,0.00520414660677984,0.007584215156170982,0.004506638898906021,0.007206556181243818,0.0034795180969530008,0.004546074662697138,0.0033890446443831925,0.0013023084430429865,0.0058590654417228485
e90e62843eae98fdc986ec26b07fffc1,0.005093648361810093,6.88434063419162e-05,0.0,5.310143952858196e-05,0.00014474434901647415,6.279027802088744e-05,3.639867257566292e-05,4.904845894017448e-07,0.0004755152337381504,0.0,6.511460488592434e-05,0.0033205598935598557
c7199e02c310cf0d432375272377615b,0.0050393539361658045,0.0032616090442476892,0.0026632022299579888,0.004547240302785539,0.0033155863382066052,0.0027830286655082283,0.004283673643933904,0.0010487653286268134,0.0017046352256947046,0.008873524203034003,0.0022997457066346134,0.003461220250985961
23fdc247e14a3de5398cbc82805fe4ac,0.00502861366249085,0.014859549421281962,0.0024821579091451967,0.0031866561980763747,0.005558573832900151,0.0038880245695366335,0.0046632543480579595,0.0017630505947853847,0.0050074671770331146,0.0028887293308714475,0.0019701964710202515,0.005215574379746052
9a2a437c19b15de632b0e3c7432cdc35,0.004949183969585055,0.007324908137793785,0.005041619391174174,0.002605466064777855,0.005155150957200308,0.0028099488878698276,0.005063805550237069,0.0032435975675724413,0.006230650140564636,0.00137610634889525,0.004510387935184209,0.004249344700092786
a736bf8aab84f65b0a7e2cb20966b40f,0.004740870098169699,0.005674489059421584,0.005027901777848402,0.005936277099499926,0.007505183103855474,0.0047098102245576815,0.006625319464370499,0.006460625065124684,0.0073559706716653,0.004987447527774485,0.002924268171380924,0.003465725019743662
7dd273cfe05a5c5e224f299f760201cf,0.004710909216987047,0.003357068426205696,0.0029470938052859543,0.00594045015407175,0.006733958402432903,0.0064534011797271265,0.007515969047771358,0.002118014117187747,0.007528811155858517,0.0026332092361197957,0.007718820832838088,0.004467694842688582
339a3f77df2144a14813a65bf44d8463,0.004632503889348372,0.0014298894784156755,0.004820244398669184,0.003356822732306906,0.0033722827462394113,0.002079252778439354,0.002417695580587892,0.000591007262548541,0.00493181102839946,0.0040916378590064705,0.0003445640790885524,0.006329437612766419
9c886d46813a724862c055b0ed46e86d,0.004615274468170541,0.004385754356461056,0.006759278911788702,0.006393517648320162,0.004481889595588505,0.005457836547458892,0.003830024206364183,0.001740795229157403,0.0012904441470257201,0.005366639471524014,0.0009972535844775473,0.005749637824380065
04175f386c14319829ffb23d5c188b2a,0.004546073951375495,0.0034182107686446667,0.005475984768496785,0.0048141545781509,0.003690305638408342,0.003439635548900925,0.004560494030967005,0.0036352135128439973,0.003650235592495973,0.006733950171750845,0.0012534347092446189,0.002237238353159141
1606dd77af9faf5ca6185ddedd2d7c15,0.004483712923707817,0.0015774779625207106,0.0010345835448871915,0.0015077723730238773,0.00210776222530357,0.001433249968801999,0.0021422639251118696,0.000672402022991683,0.0018482916994762824,0.0002000777602262349,0.0009004212042715753,0.0009536056424597592
921a5ee00dead0f060894d8434e9de90,0.004460403641247381,0.004110237928823798,0.004030638215237219,0.004510176091453936,0.00523625050939191,0.0039391109201752416,0.0044009464210709275,0.0017981760587222064,0.00913026366490123,0.004547783698378337,0.0011764011051025355,0.00816013751642404
9100c673ddb0128f63023d0c6d423792,0.004454061322001063,0.0049827425403880694,0.0023993223180882512,0.004906751246129687,0.006847471785110413,0.004343467306824869,0.005377167263758638,0.002929415955555706,0.003983960292909825,0.0021256564589367927,0.002103034792888214,0.004681092075866275
fd2899fba49792389b004ff5b4edc105,0.004436632902699865,0.004418417443790463,0.0009972567036602988,0.0036592840684877984,0.0026082880260651694,0.002002890675670804,0.0027870256204842194,0.002393843398932469,0.004371145960315952,0.0016725444163230379,0.0005665930981256429,0.006480311081264999
e59d918128a41ae29031acc537db14ff,0.004429597632927058,0.0031775423175114,0.0017714916451365922,0.002915866440624015,0.003792009325393026,0.003267478604252441,0.0036712622457007915,0.0008652295502891499,0.003605967358394386,0.0023965812923491987,0.000719422461028375,0.0065342428558337285
d8f3b3c0125fa99af9bada24a9a23bf0,0.004422472755186921,0.0012760713630959473,0.019700384546517652,0.002509238436085087,0.0029326097669394625,0.0024922850977264484,0.003256091524778769,0.0017239632730397393,0.0006887605318475257,0.01652452071922971,0.000337992688225243,0.0025494863971394833
698f4b362ca69771b609286b4f5c3781,0.004350950305453418,0.005246342636055085,0.01246433594944276,0.004784352172931553,0.0044264194833910225,0.0057557018923428075,0.007186940646566376,0.0040709989579418605,0.001841997754497517,0.011792425844036811,0.0010056613819862655,0.005999970027281672
21a5a9ccf5842dff738d54f164b30c5c,0.004339068407734448,0.0017959918370928191,0.005063296662893882,0.004431355500772591,0.00403700391404246,0.0037871486188049376,0.0033454626285081596,0.0009927440867275345,0.0023222045241227444,0.003035875685751061,0.00098076484665714,0.003818836129618095
d590c23ecc6ae2ebb1cd5619aef7b97b,0.004273776690462644,0.003273572620162799,0.0009501315687212465,0.0024561174436453616,0.0024530434258159227,0.002065879231534127,0.004034924447929935,0.0014762830221887319,0.005578068055504657,0.000931080070091846,0.0017750187708522587,0.0038437653689617837
a42c9f8f85e528ad62538c00dd464c86,0.0042059239424781835,0.006557944177733098,0.0052482102781277705,0.0008822903386254966,0.0012364429515300964,0.0005326528624984675,0.0010754529150948347,0.0009656340005856458,0.0004029016619677031,0.00405336682336907,0.00013429789613178091,0.006640394451469882
181270ff39dc1c54f01b1d6bde714fbe,0.004198340570142101,0.002263338641019063,0.0028835127509773233,0.002215905308997407,0.0023280414103253664,0.0015401314553338593,0.002232720087361088,0.010783439824913003,0.0006293209202498707,0.002735917911130935,0.001887841854771593,0.0012686330788020837
1e6c023bbd7769a702c56063777fb587,0.004158358121202054,0.0031928927253182236,0.0009577873311549336,0.0023970040605171754,0.00354450254906235,0.0023565459916037854,0.002690747380921125,0.0016089614167528875,0.004606165923637462,0.0003826730945044068,0.0019251445837221324,0.0013996085173844904
e86f39c772caa19380d9ce16b33b7a64,0.00414041824845358,0.00244642319687599,0.0014004747286115217,0.004163802833516327,0.004899856099808507,0.0032270400508972864,0.004986707885853633,0.007413270423511656,0.0036921446202063768,0.0009776729808822586,0.0008996450095522318,0.004994110462300367
62a845538d745dad19f77539227b3d83,0.004115980180687723,0.0025551296097478787,0.0013793094162805573,0.0031881585594669914,0.0035955488010407472,0.00506586324703954,0.002959425463057601,0.0009293913226701065,0.005524435503751565,0.005535940890268127,0.0008148289363326233,0.006079552902537807
938647d500d0ed9e973136fe792d6b30,0.004070112080997276,0.0029640995369440448,0.0009776832297510986,0.0027791500190805195,0.002380846620562436,0.004069670226428808,0.0027593302753204066,0.001945350076069954,0.0032556910532784648,0.0013307594840627525,0.0012462087862131562,0.0033284434901999283
2c27361b2f95e8d0646fbcc02e0b9806,0.0040648865294449455,0.002544740614068316,0.00018140713735391014,0.0014449798995211695,0.0017499116287237745,0.002568450266189566,0.002505485981183258,0.009454512847894713,0.0011720966810241527,0.0001528711823462819,0.0010527474498464946,0.005335483466572007
ba2bf1a1bcd453a02a5a7749d2ee93ea,0.003981021332198103,0.005127363690419221,0.005871542325670934,0.006685454401666587,0.005632263697536771,0.003979608681987618,0.004974387335708595,0.003585311661625134,0.006055774155671403,0.005759853856887814,0.0016809336670939043,0.00416615081981824
5a37f59051d37c8d138f2dcd1b6a95dd,0.00395135759712656,0.005768407297251765,0.0029052217668282354,0.003050247934786925,0.0027102609778744432,0.002866429656377317,0.0032009868993757118,0.001450568304254061,0.00175414612917909,0.002180793349897042,0.0008136267576198831,0.008327076314495993
d01e487b828ef6bb981e3f43b790d258,0.003935782023959014,0.0029171889437540435,0.0016063192669913912,0.002836456114912562,0.004103166509754254,0.002306216136644561,0.00433191074521682,0.0038427646485723783,0.0022618798886461177,0.000788440299563197,0.0023097071393077978,0.006400261661108124
0bca2aa985f900160e83bd991d499732,0.0038686921004372167,0.0024086513372812853,0.0010467346278646898,0.0017285766695632964,0.0021203015978223274,0.001460632933002132,0.0024843103507803375,0.0018891156968702093,0.0024252185910149013,0.0016856558400599392,0.0010988605463598234,0.002220370614491471
a9a516691d10b9beb2649fa7d5782c36,0.0038443354372331745,0.00474023699491888,0.0038716051911384854,0.004215263411307171,0.00406404655684674,0.003723870860314165,0.004405271259514417,0.005592711469518439,0.007454613622803815,0.0022367277740524463,0.02667807785946835,0.00393766961075656
a4e7c4029a5970db9ae5de9cb1b8ced9,0.003827566813596237,0.0035174461033040307,0.0016932923990811968,0.004273959634398055,0.004274488764288552,0.0030016347547894783,0.00435865879521998,0.0032169239172081614,0.006882979611398419,0.001150176150224461,0.008011900931061081,0.0034304797786552962
f861deb66544ba4ec7c03c678f5b06fb,0.0038252079727377486,0.004341896883360343,0.017768676009973935,0.003000260498963632,0.004213229068659077,0.003040225515024044,0.004365069980683933,0.002369835326170185,0.003451725849592973,0.007943895884684698,0.0014941742631441022,0.005152014064045981
0d1ffb6e3cccd06707e7f0023c5bbd65,0.0038033043155838876,0.0019389909028771728,0.002019678780515593,0.0030643144779877104,0.0029386316342605075,0.0024994899170299066,0.0033590456998683913,0.0011375034564788935,0.0020123867768056802,0.00267723804745574,0.0019074219235040678,0.003261440228668844
76990f500f42d2aa3b3ea384d8de9d55,0.0038022457568891795,0.0037989285644675344,0.003269583820679899,0.002604532801186205,0.002404568751417684,0.0018075775327328013,0.002933253674527391,0.004046949351309862,0.00147715421447586,0.002898637267284294,0.0021766386212174393,0.0015984866534347595
e5d2897df2f464827244b871d67ee050,0.0037325554313505597,0.0034934796672262767,0.0012308596931562266,0.002233432920954359,0.002338002842454258,0.0030457194475248302,0.0021203480689593003,0.005806193676132052,0.008507494040851058,0.0010956590546354688,0.0006015497888132404,0.0011708990314657883
a080a409c3444a2a2ebd1d7716b1b32f,0.0037054236958234212,0.00155509709943072,0.0013668138877879052,0.006046161546689807,0.004512851204266839,0.004364516133499265,0.0031306662074043604,0.0007808783097611011,0.0014996779656546086,0.0008923178893108188,0.0009692889965458908,0.0021483418479860453
7857d3187944415a804e443783213d31,0.0036687731163131,0.003590242346628315,0.005127637786170222,0.0068595834294233726,0.00675703696399543,0.00754512380843121,0.006090458661638115,0.008830397268628522,0.004849585169983595,0.006884953523098629,0.0022830888559597015,0.004768919935132745
3b2149284cc1cb3fb5b7df52a2e28950,0.0036621867541320107,0.0037484949358479688,0.0034598436851409724,0.002415636634680658,0.003118785705698733,0.001872033965030516,0.003273643688104265,0.010371849121003172,0.0018337595151743783,0.0045470398722997005,0.0013765727358989227,0.007035854367215771
dcfee403caaeb2d064481512ed02606e,0.003596669650423829,0.001236571173981746,0.0002445681761938742,0.0008699118220976024,0.0011338899794645957,0.0005573702122936948,0.0011604168109877434,0.005847877701686621,0.002735946024847538,0.0003811845928429148,0.002494802453604234,0.0013638701477813261
bad03d06c5c766a2007b224861859fd1,0.0035909720479535587,0.0031536277643807262,0.0018623705216553978,0.00335721098206045,0.00730228835829888,0.003304820338268149,0.00486044356018917,0.0028685837340345667,0.001314345117522473,0.0023592448871782795,0.0017538596972827398,0.0015927762122195952
54c36dffe1ad335392d1ddd117b9a4db,0.0035422670574550962,0.001841898915758949,0.0007399010877979763,0.0022729322285074435,0.003476076594044457,0.0019690759949347676,0.002743179477798675,0.0007319338350853191,0.002763209478271163,0.0003387035125912726,0.0006388360618027597,0.0066428266825233695
a7a963bf0fb0d67274c1d3c9769263b9,0.003533339571838518,0.003191616720109925,0.0017086747828475477,0.0032723920665239134,0.002683801197336341,0.0032536341958305497,0.002892670637658232,0.0016725474728412155,0.0010994333567656742,0.003015496799023558,0.001654228793659888,0.0062639944149898725
e538267ceb8465a6e2ddde24c27f959a,0.0034986886420156653,0.0039798222064065,0.0,0.004103198808501231,0.0028981278244628425,0.011272952490888742,0.0038159512032180927,0.0006707504630936998,0.0034683565946731485,0.0,0.0007616155393575755,0.0006831834880262333
c4b5b0d584a7b6b6019f42b4eb607d91,0.003428780490528608,0.0018698827150729154,0.002038785456011651,0.0027681706066294996,0.002531261513395078,0.0020665612218448244,0.0024656742538672104,0.0007182770525130084,0.0037873491048013245,0.0007710354714845379,0.0005263928001504718,0.00309247033813322
d17fb1649c579bc67de85c71ea8a4a98,0.003426667749067386,0.0029638856797706255,0.006385053320584294,0.004089801086173875,0.004618076886887436,0.00415473652253501,0.005161275464818363,0.002363875768386456,0.0027810568231585705,0.00850462292509902,0.00041708608610141424,0.0020530231055334667
177d2176a3368f43cc132f9e34a9405c,0.003410792384643659,0.003905189596621396,0.0026086406858006,0.004242360742973651,0.003974872809972321,0.002933266639370704,0.004388130995902905,0.013966563565540541,0.013182438783524994,0.0010027384029894508,0.002561534267293372,0.004070369581279244
982541ec56cee3f9152a8fb03c410da9,0.003410187650576447,0.0029610769999684093,0.0029243251996286953,0.004714643600289772,0.0042381012086695,0.0029642834529624938,0.004179321181535594,0.015376456635771148,0.0019413529846571828,0.0023059278974094694,0.008266711716824032,0.0024712189475343824
a56eff0d6341148e0f157cf2afbc7dd9,0.0033831891923431614,0.007229873430765343,0.0019200275939282058,0.00397999149659928,0.0043461491376375165,0.0029905043641456344,0.004103459425771614,0.002472872263227855,0.002608196604569072,0.001526250282929369,0.0017791025914317483,0.004663668074751034
3c8a9630951999d2b809868618b05848,0.003369297279121299,0.0021802722148446183,0.0027998685636579854,0.00492183425654369,0.005786838036760959,0.0055709761749910625,0.0049069711105356574,0.004494928357346348,0.0034937329470431243,0.002512542427964775,0.011079338609270887,0.002999792481572642
acd02397c49cc5274634fe91afc2e722,0.003320448665547138,0.0016559465611942728,0.0006949776762817752,0.0008414941037501531,0.001704876744862653,0.0008439125818448692,0.0023485786639326637,0.0011284859983729022,0.001014452975678598,0.00033305381076990215,0.00050023519903317,0.0013876732504586053
64edc344889f4279a1292afbe81dc043,0.003311135120729305,0.002234422832349526,0.0007762564659237564,0.0013952449371966095,0.0027750279768505317,0.0010885205293656851,0.002043105285112236,0.0015366584614152563,0.0012753624984202568,0.00042767946455107175,0.00044495413784691624,0.002838362889586433
ece78d347b031413455f7e54df2f3a00,0.003284462358700288,0.0005751237762551562,3.5751499481973506e-05,0.0009920297673082412,0.0009690876188022413,0.001443078411250586,0.0009212930813022801,0.0003447161934003576,0.0001569355813790013,0.00024463992069385563,0.00030046483306597337,0.002901065606265316
cfb98993000a7864ecd250723d57b8db,0.003277378844913796,0.002850306568209808,0.00225234254793106,0.003360836108094304,0.00553356817379488,0.003082235869192388,0.004027114951060669,0.001826774789687456,0.0028683325332884914,0.0017601650386266095,0.0004188993597356175,0.004428009987043629
3f04bd2a359b976892faa13fcb4de619,0.003265138836363743,0.0025399404838464313,0.00218884067222932,0.007642123123874202,0.005012704446851275,0.005081435235119923,0.004822700897473555,0.005441737215969643,0.005709558705912609,0.0015402455290428683,0.0013845203297374385,0.0033944678451059197
