,Latitude,Longitude,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity
a52c980058aaf9dce54468cb2049399a,0.04437707877923834,0.01746921878463501,0.0006134323912034336,0.0029488035678515573,0.002139803587260745,0.002503727410377796,0.0024769002781539306,0.002364068514825064,0.0015373361669243112,0.004867561956487679,0.004435609125362275,0.016921985029301565
fbb28971630d9217315585ec7b2ee1c4,0.02107894568395448,0.010094122425321728,0.007093339504088716,0.006799191416955279,0.003960985526141113,0.006142032103819016,0.0040083912385691575,0.0018319035864510756,0.00358185144883682,0.011657822809387488,0.0032333975870046366,0.010003614680694673
587a0606b24db52ca037cc6f7a6bdfa6,0.01795880392170789,0.00538983741363145,0.0065561268537495465,0.003074747709351224,0.006330140837483537,0.0037196764235784044,0.0057694625141321435,0.001410127019545415,0.006174422295060955,0.005182504978157882,0.003171390071517222,0.004555733106919837
0356b8bf9fd15d2b45124228f1e8a464,0.014896786423663934,0.005132888359665843,0.0010395277231153694,0.0014629276804197604,0.002513492259399666,0.001131988496319391,0.002320679827078632,0.003396277281287819,0.0006777415956090395,0.0018712482420555517,0.00033984461213837613,0.0030607823053872296
ca527f2b2b745a618c4c486f18a1de58,0.013095560135471604,0.006802740877107818,0.0031003891401570408,0.00504500755031131,0.007606225042087698,0.004820796208254086,0.007141371027818569,0.002323962184814369,0.006792103527575701,0.003261212031599345,0.0019787154263383165,0.008650010810740422
ee23936eb7d1dd1c67d0bfa7f12f9454,0.011511370669796343,0.008574907655955324,0.0113357469929996,0.005444613455201095,0.00822766338310881,0.005779135651666777,0.005295350252496782,0.002268499251312604,0.009226310425405868,0.007929633674631693,0.009660817265084805,0.005219262163406204
4473ac847f597164696bc96da74ca753,0.01103066199320987,0.006527216705456492,0.005816520591706409,0.0013201005919107414,0.0011479163131738162,0.0017361539136417062,0.0010789312703709105,0.0007086974788658872,0.0025662470074071598,0.006434737383701691,0.0005572010774226318,0.006797876886270623
a0b9fc0337836b09f60433272e84bc20,0.0095762838941607,0.008541540341740296,0.0052431310748103435,0.003961761407114319,0.00435884956458767,0.0036456034232290276,0.003971854516059778,0.0013553998301343278,0.001436510929922593,0.005877811723754428,0.0015595116283962222,0.0041285799984898544
dcda68119d2e24090194c9af5a818225,0.009333732396990684,0.0043341424771628475,0.006531854221917942,0.005868662877024691,0.005114157877018415,0.006375606022988595,0.004801253690560618,0.002858837075525679,0.0021450582293240043,0.004729124922838861,0.002479980560931174,0.007602385120106411
46c82feed07a3969e6b59b9b9c55df0a,0.009320363182008743,0.00815507010657948,0.0018415931694282016,0.0036864991613557636,0.004596840349223558,0.00461412858983896,0.004834491700879987,0.002392393911879785,0.004923605175604333,0.0019347980635454967,0.002188860081240558,0.011591677672202868
29c423b343a947bc263fa2ad17906c5b,0.00906016955646457,0.005050781832233959,0.0002014242874072806,0.0016729560063993634,0.001956269486632421,0.0017349926303802494,0.002347430304045312,0.0009840915128527185,0.0009497519503052567,0.00039088657558075505,0.00044700079053093815,0.006936613596298935
c67744b93c1aac731ad718596675f25e,0.008679522850862518,0.02148961897764107,0.0115145313655238,0.0073924271057247285,0.0074398858149375595,0.008036355266425828,0.007017968447744059,0.014246318544532798,0.004174723648651637,0.013582710445729788,0.002857325379031665,0.006162122133691707
df1b86612013e1465940e16b25c176c5,0.008567963215356902,0.00449138177774986,0.004954502740026771,0.004475795807115709,0.009100972198070994,0.0037361620573757052,0.008615695724956374,0.005407716706642622,0.024020528634856746,0.005875546233897606,0.0016820369797444967,0.004375768847172677
8cb56911a2b9040f6b9db974003bf1a4,0.008371319682593272,0.0034369270828077366,0.012409733183456102,0.003579630149659625,0.0039032970952453715,0.004719758263761213,0.004671391342976013,0.0008394574582466007,0.03336492825125689,0.018785354193858416,0.000543221597734953,0.0069872123621246215
29279cf5fedb344b6a00a63947682318,0.008352405415647437,0.00576530250544168,0.0007233193926904001,0.00363740906878142,0.004088491977275459,0.0022963914881541266,0.0045241448612301696,0.0022893702264017105,0.009473078859046838,0.0009279946691643362,0.0006880628227764981,0.00469263120884336
23ecc1e054dcfb352ccbd96f61c7c80e,0.007801607399023051,0.006081008270835274,0.006502186273128487,0.004643642115924852,0.005802756418616213,0.003447215291884478,0.005585056011244174,0.002956638212851862,0.0024588828983244005,0.007100940159320804,0.0030995363547604957,0.005753611479602578
5afc2a9c279a0e72cb96fb88e116f994,0.007754915709590759,0.012090099231996287,0.00445686901528554,0.00785687975269303,0.007789145402383409,0.006540864218583941,0.007319068774789362,0.014011331461097105,0.006795772295968121,0.004129803173250611,0.003714918187971113,0.014969692357765135
c9bc1b285751f2b5cc950f14d98e295b,0.007708844173339101,0.004519369548942661,0.004644505471364207,0.004157317093988029,0.006010498881791743,0.00517507169883461,0.006175466810470499,0.007921509899655798,0.006226908938515552,0.004108093740390614,0.00247059760713002,0.004645541754513511
20ada5c0fa2722151f9039d1896592e8,0.0075191619331855105,0.008010938104784829,0.006339768029289514,0.006821387100246392,0.006280357696060456,0.007413713288810759,0.005825997235429324,0.00444721065828736,0.005037333991913277,0.00584735484497371,0.002249247543386543,0.006681031580694227
0450b28abc45714f2c2e3b2f30bbb4cf,0.00732059746944398,0.013537688823660488,0.004310651996900736,0.0031045534739833924,0.004166315741819309,0.00230421988761817,0.003997769754315046,0.0025269126303640132,0.005969384519606833,0.0011454271924073228,0.0026088226495722382,0.009334639027352832
3b29656fafebe2fbca061ed249f7fdf6,0.007293896044301806,0.0023999347981139814,0.005900955829361531,0.0035560166717933514,0.004942694978516966,0.0031053924049197624,0.004965667017911773,0.002460650449313329,0.0020961951519336895,0.004550311773838027,0.0022326813173423553,0.003486760100919433
ab3c8788d244ad9a77a7a48ae03ad6d3,0.007286719686234686,0.008576957199266032,0.007007448870977884,0.009559231365343902,0.008970074142136264,0.007307069186926478,0.010246112434783367,0.00741235034036711,0.010073618233737014,0.00451795628554013,0.008669082096757773,0.007829413146072689
9711a7623ac2b145da2624b49032e793,0.007056611011985594,0.0031757331061901418,0.003083153726870872,0.0040786583579501875,0.003659731186379966,0.0024295215425418045,0.003681519041922887,0.0011447375524278,0.0036548110976882086,0.0021091680008809757,0.0010890857853084479,0.0024833223439826102
7d90d5ed128c6d4519c33e4e5b4deda9,0.00692543000612512,0.0006511480143000999,0.0009400205086703832,0.0006791357860044031,0.0024793984429398322,0.0006261429213536491,0.001273370364704972,0.00025299331961217914,0.0012986290401462298,0.00026466542297164726,0.00029838158308389146,0.003435919660195929
ed3f8d8f47258f6eba170105b4105acb,0.006595145803681968,0.0031082487706793793,0.004166005996036993,0.002873635342448517,0.002787212884777334,0.002315719105292309,0.0034843610782310528,0.001047016201292059,0.001917168193084472,0.0054168388238741705,0.0005434423464844229,0.004917097731667839
afe0cd47cc2f08bd2b8f537552dc2d91,0.006581067008570213,0.0038224425554626903,0.0032059585371400504,0.007421515687740837,0.006219214874353048,0.0031690801193136526,0.0069657766987810095,0.002207022401958635,0.0033479357713589687,0.005205275270708887,0.004191759759500558,0.003251337644568042
