,DEPTH,DNAExtraction,Environment,IncubationGeneral,IncubationOrCollection,IncubationTime,LabOrField,Latitude,Light,Longitude,MaterialType,PlasticTypeGeneral,PlasticTypeSpecific,PrimerPair,Salinity,Season,Source,Study,Temperature,WaterOrSediment
Bacteroidia,0.00297192328817643,0.0844287042896573,0.025645008136211307,0.04732079965657944,0.04224182712146156,0.08743095268268886,0.07035655869002887,0.19829026508460834,0.0380576295535209,0.30116441612251105,0.03889165637539629,0.043182520748893304,0.048273133119997653,0.08116037801287343,0.009781279689005122,0.0428237973163575,0.03467343899017761,0.06822966432505667,0.14536059171637217,0.0239616939981386
Proteobacteria,0.002672629181474636,0.058821561987018524,0.012787095628130034,0.036076660135360185,0.02911763359203538,0.001313838115320902,0.01995967978013321,0.23025258061948561,0.013467824198125132,0.1193565474018227,0.022281144065606006,0.021044318248222445,0.025916405792781535,0.0646300512417565,0.001140639589917948,0.023227532734653087,0.028751791242180656,0.05294600300955188,0.04229273794232249,0.011055147823902593
Alphaproteobacteria,0.004028534884104903,0.052429992122853174,0.03623083519857265,0.03939461440730246,0.04238307145184572,0.10526361327569732,0.062263565691120085,0.028250185533932607,0.048832502945476294,0.030297051746977055,0.04148302816785008,0.05049484325844061,0.04379498859859127,0.047571635448607985,0.03959952876352989,0.04872496697198226,0.03747986415944711,0.051846683357613145,0.05379622915209523,0.03942001418642832
Oxyphotobacteria,0.003234248412783906,0.0378710194461669,0.019340840471351043,0.05602499836136339,0.051037932455855646,0.0034557690208168877,0.06132302723556186,0.016801382682808695,0.036029279905164524,0.008353998654239476,0.05777131199459663,0.06925079963057595,0.06323507383226801,0.048957156049111286,0.005406566371407175,0.038831295521837665,0.05835387397619163,0.045330617863817375,0.04100495755587439,0.03725098006032058
Gammaproteobacteria,0.0032050698145599113,0.04404076200876385,0.029470828549633066,0.04097803321556896,0.039775100653626244,0.1008853313937491,0.041416359481358155,0.019780220056847656,0.027543416253910394,0.025341176674400417,0.033742233625129944,0.03717790209087741,0.03855851623863916,0.057603507553921164,0.03125366673067304,0.04512785658514669,0.025047982966711946,0.04486524268441075,0.04007258668421307,0.02381994913779617
Actinobacteria,0.0013110356983268407,0.03335156972286604,0.11045701974633079,0.05741689963257751,0.030356989000972417,0.06725077546206781,0.021314889966221984,0.02341942258988485,0.022484306234779747,0.013322727964909386,0.05802629933965587,0.057448413218057645,0.0616522830564671,0.06701063870047937,0.5583870175569167,0.046416834799441295,0.0807737477701674,0.03995241321069287,0.028869187011042876,0.027269134818749693
Verrucomicrobiae,0.008453442154225818,0.04434946306483175,0.02152624772652904,0.043205320087538954,0.048419721189080285,0.08644999203722528,0.10457576799164015,0.0351392922696579,0.09616418319094275,0.02447419100857928,0.04574586379392889,0.057157240960254256,0.060776701168648445,0.040847617940714565,0.00532801077777456,0.05522872936594605,0.06995536779396258,0.03983166513563243,0.0272977603180496,0.018829290596257816
Acidimicrobiia,0.029651176210002857,0.04547761166146003,0.018120903596727238,0.02561890851499977,0.022722423071189646,0.013375117427391997,0.01613059623706659,0.03563185127969171,0.014644694043048719,0.01850578469618439,0.023462832136225638,0.022630200816982474,0.025039023924202024,0.0385630311489478,0.01580529428200833,0.022944342946424372,0.02077264252580039,0.03630858652309138,0.0171095520796051,0.019477253563129664
Planctomycetacia,0.0049832603940375714,0.03447763827521855,0.033924510566490214,0.050338014333907055,0.05282750440345082,0.14817126355668123,0.033431118148009135,0.04293446698959958,0.028970794509018686,0.02986778036697607,0.032870631092764634,0.03333595516123678,0.031041076354967393,0.02265634892062395,0.006733618478769106,0.03550188884363163,0.023227664093672194,0.034332791089739426,0.022772997515610745,0.022998775095822224
Phycisphaerae,0.003973396414624382,0.026417205773143118,0.026610610720438126,0.0499417241162931,0.051696274650331636,0.11687821795786334,0.0276816485689535,0.010618365272270194,0.04354570444094003,0.009741213470696019,0.03287665829967126,0.02935586011134474,0.024038713466824773,0.013749200303018877,0.01863216760401495,0.025683434657325838,0.020687093533876773,0.032929439481991375,0.018027277868014027,0.012109695110725113
OM190,0.012041299150726274,0.022955374739269542,0.04218900037705388,0.03867690168101322,0.04193518127747852,0.01865179936785739,0.025397957348626047,0.07882764492906319,0.0426092680851594,0.012619805790841829,0.039407340943570665,0.03075256551438601,0.0285895336437515,0.01822324748460431,0.0047545434412638605,0.02525179887140551,0.01701361373525121,0.030326356090761473,0.00926570260831857,0.017744960507830608
Deltaproteobacteria,0.006947039984139127,0.03575521633956096,0.02048169963639576,0.02071664938892123,0.020120662678994032,0.011419221125159812,0.03231390227872237,0.020696234203306414,0.020964851256613272,0.016538057764758158,0.030808540440842764,0.03474972536393167,0.03491392244609267,0.027123110017616484,0.008320909908286787,0.03105313108785562,0.024903820706486047,0.023808575289022044,0.0175232896366734,0.013764402291895456
Clostridia,0.0017300879106076862,0.01918453438196737,0.01399073865465026,0.02057440983439834,0.027918654119814604,0.0018473421693414448,0.0174239303787927,0.006363324715183886,0.014769923430077913,0.003882964866257667,0.011112255711058954,0.01105612411324366,0.01100456500899995,0.01092508364953653,0.0012809663862900418,0.019272038594872695,0.00853245025829368,0.020504051073070333,0.01330705325227769,0.013033983245887067
Campylobacteria,0.003157122475127334,0.01641967056844527,0.008916265015577827,0.02012964964964754,0.020256817548467535,0.0011812244165248218,0.013225541753055736,0.007152106310715577,0.00973654047827742,0.007725288310675099,0.018370268500470292,0.018146770422068463,0.019850206825334355,0.017325563139311564,0.006422780626777238,0.028424391441701037,0.011720484398836715,0.02004971310896496,0.009938956967947677,0.018567671341276615
Marinimicrobia (SAR406 clade),0.03954097927920809,0.019052286167660266,0.017883655830546318,0.027083169548595652,0.04628751450045321,0.00023272947439529785,0.006741006095608199,0.004031376551382272,0.004062826726948287,0.00406998935384408,0.0477406311825178,0.04859862237521734,0.04361021299470817,0.026117066793653818,0.039010501009754686,0.01234114350007134,0.06721898732791744,0.019367448192823804,0.00730925410432908,0.009668286772580121
Bacilli,0.004016842821498116,0.01654553843888908,0.013391243361112243,0.020114775463081085,0.020176232144088677,0.00848689689114429,0.024908275664708157,0.03392320696445039,0.011644224719988498,0.012553726109653097,0.018353389311517965,0.02129113085204658,0.022485303506626156,0.019150981180404848,0.008773615613289971,0.020779450512981752,0.021023799487536063,0.01750740852468968,0.014055652192937291,0.010840225854681872
Saccharimonadia,1.742438586140283e-05,0.02441654820667318,0.011400319099610092,0.006247616680356933,0.008049254224554386,0.0013748762146265842,0.002592952008429564,0.0023322271561952916,0.0029494406725042235,0.006273920971378218,0.007903234383215108,0.007479829966750652,0.006827081974716941,0.010063968549692824,0.001347364692992297,0.022842548312417634,0.008701155123300561,0.016724087013150132,0.012882428772435091,0.008650371510124098
Ignavibacteria,9.472726944607808e-06,0.013847727328869444,0.036255635134643326,0.010636574871636047,0.01570419249907029,0.00041859067941812245,0.010702531193302773,0.0009471742396288635,0.00678345380814817,0.008299731496397202,0.011542987599424714,0.014161966142027688,0.011955619514099366,0.01680764432193955,0.009727841306765116,0.015449870061218944,0.016172907899326867,0.016449057234700894,0.0036962048226334724,0.016719000758547743
Gracilibacteria,0.0002778914093387207,0.010830261643682294,0.0067508498960406485,0.014412061102193074,0.009726173607293899,0.00024176720503213335,0.0035256179044048813,0.0035717902773047803,0.0031509645305724202,0.013496982306479525,0.019168937237222034,0.01333948712174106,0.015338974555795524,0.006248184556175963,0.0010115878628658872,0.01716172125006915,0.008268274509072453,0.01591274432442203,0.005152935573218576,0.020935347658336656
Rhodothermia,0.002237872385638927,0.01812752029200952,0.012196270377945552,0.014040801981084958,0.012896579180613606,0.04760961366888415,0.014515119932874744,0.00425183678595548,0.019709282204797784,0.0023161405514492248,0.013349985804851425,0.015457938441309604,0.016539031454919827,0.01399873406719799,0.002629166260476304,0.0161602153641692,0.011610700622376251,0.015556990624935913,0.006452333630748251,0.007817103712974465
Nitrospira,0.01051319100523966,0.011051034248178458,0.01376967970525511,0.01070319766377405,0.007700307756214905,0.0346508906518374,0.0062683075422508405,0.008706431569145396,0.007982289453046775,0.005961408627197785,0.009621362047766596,0.009896666322114219,0.010586833199315094,0.0060715768246261065,0.0007226646425561785,0.009471362513578073,0.008464917309419642,0.013724404148149592,0.014775247844850022,0.008913450048108954
Parcubacteria,2.416863384409139e-05,0.007262073809170772,0.00795425752035115,0.012822373087054882,0.006785644530894595,0.0026353693521257485,0.007337675490284712,0.002355114809198224,0.013647179431129738,0.0025617419767275875,0.011337627436795474,0.011133520181000809,0.0123180229431464,0.017820270859818934,0.003323973519852234,0.007899261057258637,0.0050472192966586225,0.013653452898477303,0.007113103949760788,0.021254318664704994
Gemmatimonadetes,5.0418774214898825e-06,0.0071182404696548554,0.05912303557587945,0.009941676474574102,0.005611644500432477,9.250730915562685e-05,0.015278900068881114,0.0035649133465144077,0.0025222657773547276,0.02367060487279982,0.013301706417829334,0.020087536669914554,0.015255413457394833,0.02530176917754803,0.1071348282258583,0.013377106983404514,0.022352973051880897,0.013311024787903367,0.0029774276873119274,0.00681957397796323
Fusobacteriia,0.0012720592610939423,0.006638165811524734,0.009040135369722499,0.022957892999531212,0.037635867165679945,0.00023727978849006403,0.005992696402911888,0.0021405515826229344,0.004294142104949736,0.004280991777007049,0.010430692513848544,0.00916316586355405,0.00950678400900083,0.007906251082860168,0.0021422127623502824,0.011688574680388118,0.00901602338873044,0.013007189989689784,0.009253302506778081,0.004081182048878616
Thermoleophilia,4.61992032049135e-06,0.00954702404758137,0.03570640908070263,0.012461362024332193,0.006425297812933857,0.0002210313574227792,0.0028343420146439355,0.002335573061498675,0.002486226835085305,0.0012436952715416045,0.013493808135343746,0.013480259127550015,0.014227196395746258,0.021348778691127702,0.0015720251534876595,0.01612183822234685,0.02258586911198392,0.012418640473067543,0.006556154351401653,0.011764744614965789
Anaerolineae,0.0012211388615440833,0.01201635794530435,0.006360926046140318,0.011723090557294848,0.011529406685694459,0.0028699442316978603,0.013274884451835953,0.0038547003816704205,0.010501948466198022,0.014840940892788724,0.017980904180476785,0.020905931079383898,0.014518692489586925,0.00848364292070383,0.0009903986039327623,0.01944104698142903,0.013055376851052293,0.012296050710027645,0.010442411583275036,0.013196731958448487
Melainabacteria,1.2451996589303196e-06,0.005177363681954626,0.01864947717423486,0.00840492384297639,0.00710002969285074,0.0004006346387142674,0.003984289085016025,0.000996090744506493,0.005347553812921828,0.0004884868386189986,0.010599933753904575,0.010149937185820983,0.012116175001197934,0.014456778100928533,0.0005431882817613384,0.007579146067228647,0.014423189138327524,0.010682929017471667,0.001313035156421949,0.006262008844717422
Deinococci,1.4141831698974388e-06,0.013431643854624963,0.007116704188242924,0.010002667525828552,0.004564995492021085,0.00040922427374547764,0.006810915804541827,0.0015772286942314126,0.0034760176769751752,0.00034649040719442545,0.012529238618282618,0.010336772072052901,0.011123817903202252,0.00336478089588783,0.009343544970486723,0.009573302700651222,0.0116055052234399,0.010580308200086546,0.0014282327123523026,0.002741470350569081
BD2-11 terrestrial group,0.00788338416285416,0.0103196652239437,0.009115738601722705,0.007730453676762436,0.006653829455057128,0.03817820015946449,0.01776007859446241,0.002431557274264183,0.02220902649044346,0.002585661616596583,0.008304052143525467,0.00776053523373441,0.008375672507457112,0.01468457833924504,0.003190936010163847,0.015022466370734452,0.006392998178409642,0.010324465565926217,0.01318662422246072,0.005891410984425791
BD7-11,0.002672293325789742,0.00347772571563311,0.008544799046982588,0.023092256666397044,0.008065256658370322,0.024506240082764502,0.003645628104572745,0.004144219063895258,0.008236277416937469,0.0005842141434882756,0.008004498869159068,0.005139502292004029,0.006072653022690799,0.004254857448211623,0.0005037858041947077,0.00613874716816285,0.005743899215434152,0.009899677443904926,0.0015554663208058378,0.0009893139629576532
Sericytochromatia,2.437947979962823e-06,0.017906291938477627,0.011373231017446452,0.004454474198274783,0.0037301656486428757,0.0001202705217674022,0.002247449345671001,0.002075657030895584,0.00047945383736037805,0.002523176885197164,0.00734592879644338,0.0048245862092356475,0.003314710889683135,0.0021713242512972518,0.001947999528133091,0.011094410522846149,0.00392014152909855,0.009792175603853304,0.0019928419262485466,0.002672276433530401
Subgroup 6,4.0428342289400854e-07,0.005214047379243999,0.034452374624615124,0.0043132971421622895,0.004510592484351999,0.00013949678438761724,0.002803938076326989,0.0018693626797119502,0.0009037243360966485,0.01079454641728092,0.007409425563109808,0.00928249506345133,0.008065976575030108,0.015821079472731182,0.012830740150976969,0.010382043579128497,0.015093938583515246,0.009595586924712567,0.0053516606728036134,0.005558600551563924
Dadabacteriia,0.00884993782117355,0.01628994108097431,0.00951598103575032,0.007022249369657933,0.004626607006961166,0.005059695955225641,0.008160557682848122,0.021170715975053073,0.01884823106607502,0.0021404333033084536,0.00973749436963379,0.009845873114396886,0.009255077354904096,0.009719020546722782,0.04185076066731354,0.013415236578473334,0.007240018266263452,0.009241830784763734,0.012207780118165855,0.003853369418513144
Acidobacteriia,8.17467464312389e-07,0.008862098464730624,0.008741115512908829,0.007701206995238005,0.0042828884197674165,0.0013804375251784476,0.04628144606004287,0.0016568057372223673,0.02125964070449221,0.0023390351076383008,0.01034227872568858,0.009977555428020259,0.012202480816749985,0.007092751003873861,0.001007156343348377,0.009538628075868078,0.011666263467490945,0.009172364892177544,0.0036430778245010276,0.010260721360387996
Kiritimatiellae,4.94894806622777e-05,0.008569095002033818,0.006084591149765491,0.005721685354564881,0.0074152965806249475,0.00023100745904981325,0.0032126076351705678,0.0030564383143944296,0.0032635973382913025,0.005418719708946512,0.007264092277579738,0.006976994182032412,0.006256612188952512,0.0112106249209645,0.0005948490036329865,0.007493613024464864,0.0071940211041875415,0.009080795683059216,0.0025367427576797577,0.006786916549532289
Pla3 lineage,0.0024395927644051845,0.015315528798151186,0.005733599698265209,0.005826956632740918,0.002305899126252443,0.0004804673244968433,0.00898349789449527,0.0032741128400899278,0.02956674869231295,0.0006202741178015425,0.005672706112248152,0.0049369391247002115,0.005787828058860237,0.009114982818608763,0.00030560701821369726,0.01371714406415655,0.004159521462178918,0.008481255299077898,0.00754629519499021,0.0021047444017478593
Nitrososphaeria,0.18733946149092154,0.0066798651464561026,0.006785541474844025,0.00744467904398849,0.007966254258057592,0.0009490190769652683,0.0065679804707649584,0.06809146342408161,0.02004696590025746,0.007510203101100906,0.007694497527765418,0.006650663051307965,0.006182340744568338,0.0053154792358809065,0.0007274813653028544,0.005690379650817833,0.0051820755838352965,0.008413803037464826,0.00562059877035286,0.012354711712119985
