,Study,Latitude,Longitude,Environment,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Light,Season,PrimerPair,DNAExtraction
Bacteroidia,0.1128913248735266,0.43375266338769514,0.4469678454193115,0.057869310020809764,0.07690670000260309,0.05025135376383916,0.06379653179420403,0.07158973445905487,0.07212915843310279,0.06890168111019077,0.07175128778141276,0.03854219663748136,0.01724757658625531,0.06645968102228184,0.21766183134300035,0.06583064881312602,0.04722841718661545,0.06136246472032987,0.12555846596029824,0.14376385495379523
Alphaproteobacteria,0.09400985228057666,0.03902290871978515,0.04400688642340936,0.07330411500740111,0.07996134958341379,0.06666398435954687,0.06756682365536115,0.0787275776795554,0.07935848386538594,0.07777094112171733,0.08181677804721646,0.07541477225225303,0.08283810353160863,0.06780322012718577,0.08716787116584111,0.0664127614625401,0.07131938728997173,0.06622395192227623,0.1164138210143368,0.11755428097117468
Gammaproteobacteria,0.07715901344281278,0.056879656586407826,0.061386968635575426,0.08209180819604026,0.07408600078873201,0.0676337278840011,0.07075543207018851,0.08620574214013137,0.0876315505934593,0.08199299268319221,0.08726143156520598,0.051401868853076065,0.06638964764473394,0.06405196847058311,0.08348030366665461,0.11179598630404657,0.06598225579482413,0.07421367935945773,0.09902116921205614,0.08194272157368253
Actinobacteria,0.06277209868210556,0.043757483100567075,0.023223424202211858,0.09896580633920303,0.035153360679280224,0.03448320706916284,0.04446198926807197,0.05307223983678575,0.0502162274527391,0.04904604949042538,0.04751849244858725,0.008439426320828598,0.013517112646655846,0.06714004639387709,0.04854189935250421,0.21534601528634764,0.04730207483443995,0.0688952423860582,0.07561548291330103,0.05046697390726295
Oxyphotobacteria,0.056787311199604874,0.01598893109723944,0.01762268402351638,0.03475626798677541,0.13928532751319253,0.034560474318964536,0.07350951565245556,0.04736269164257619,0.05666057220820143,0.053035044282126555,0.0541631476997554,0.010410296608562372,0.012236122398635339,0.06655050356422013,0.044009160848125804,0.02994129831760867,0.028818767716852454,0.04590770126302773,0.04351029257196732,0.05108136458561262
Verrucomicrobiae,0.056637482282101796,0.03369768312718286,0.03061139597924491,0.048691691061917,0.06267029842665277,0.04863457464373347,0.06721715833639207,0.07937557105881111,0.06351454308402596,0.08355426980562966,0.08841556957886744,0.03115525669405432,0.050596725110361784,0.06860014698142435,0.08319625603483928,0.036127086435371714,0.03675298338924528,0.0687622836622027,0.04890057728849036,0.04666213607747207
Acidimicrobiia,0.05055994522925379,0.010820731126558028,0.045504329244621146,0.040030882782541896,0.03691285877302208,0.02997065930630787,0.03355186807367158,0.04221636277880868,0.0411313201305232,0.04477957682734271,0.04883500106296046,0.029266629784928704,0.008931551447391576,0.030909187259879473,0.027085223790172436,0.0319161473002017,0.023902780835389055,0.03358963310445296,0.04186308668562422,0.03796747309373778
Planctomycetacia,0.04846818625493476,0.010344802288956137,0.029199666143755555,0.05248690996577205,0.03466525741979535,0.034821397418546056,0.10188188840980932,0.0430977055078275,0.05734847606540394,0.054314912965977506,0.052533276879317345,0.007466360138516839,0.044680579944482955,0.08141789383863202,0.030543317868985766,0.06302936799354787,0.055031886364200054,0.045139714081260086,0.037825423068019635,0.04847873878559833
OM190,0.04828033231974022,0.1283421542551583,0.014334563636210579,0.11211202461745201,0.021448268100822867,0.020557262149641344,0.056974100224472364,0.04312251968114517,0.03708913356606498,0.04478346131028499,0.035261354443481926,5.5485283074298493e-05,0.028436141363055337,0.06348862707796483,0.009834321176477827,0.045228242830446956,0.021306746430531886,0.03018304323224588,0.04390401063855276,0.03230352556086394
Phycisphaerae,0.03527624019920059,0.0048345066854882275,0.013708575118544071,0.05752075215662038,0.023604928357223817,0.024056853426661643,0.056333485388502795,0.02931186117877368,0.03359118849006919,0.032478931997156374,0.02997718371869156,0.009333368386424243,0.11233388274589536,0.054811439823840596,0.014254045305217079,0.026372637028660034,0.03828050678595059,0.04174655605046658,0.02401734752949627,0.03470676013258888
