,Study,Latitude,Longitude,Environment,WaterOrSediment,LabOrField,IncubationOrCollection,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,DEPTH,IncubationTime,IncubationGeneral,Temperature,Salinity,Light,Season,PrimerPair,DNAExtraction
Pirellulales,0.015616623143232599,0.0036951985364244615,0.010793715639272039,0.014285134820812631,0.014597191773807137,0.01050325992816503,0.025242442152537094,0.01656810796068326,0.021770452616656673,0.018521419950936324,0.01998553448641307,0.001875988151436574,0.005870912968808318,0.027532700302442537,0.009520249270230992,0.011110279807145323,0.015330846376642202,0.01631012945553919,0.012243393486808262,0.02009652104911533
Planctomycetales,0.015550263125603519,0.0035705147403230393,0.006980996928239322,0.02328656556509512,0.008137324186361672,0.006902164768693644,0.023123723326537227,0.009901156817653443,0.01506919797729966,0.011446580704605285,0.01157693222130724,6.895102281601448e-06,0.001319550309319168,0.019358074324105697,0.004901604047291251,0.004865119205566997,0.019126337403375347,0.011887957322507397,0.010674285719106497,0.017137502427693692
Pseudomonadales,0.01547350789033514,0.006282094376192337,0.005909040393208088,0.03949315885362745,0.011893318808995485,0.02133019483278684,0.0189860843200442,0.02433875771744144,0.01983338180367594,0.01972230835290531,0.021192676606674142,0.010736863674085585,0.007751182572962802,0.020389838649653963,0.014097004128619759,0.07396901183202274,0.011448868544137215,0.021921927568374473,0.02760825219826346,0.01645486708116128
Sphingobacteriales,0.014876187274925163,0.0022360308545216734,0.010106742134134924,0.01317032063443638,0.008163640731747874,0.006725961807878394,0.01050586270555256,0.012483948482047643,0.012917882610003983,0.012495809542875977,0.013917893052065169,0.0005749156738656628,0.0018829055819186626,0.012903447177383247,0.007879167529757727,0.011848426988136672,0.005549909589730424,0.012303597141788638,0.014829785495114513,0.01613570866928667
Caulobacterales,0.014739506635680237,0.006369656859504482,0.015293440964725851,0.014149329121547932,0.018371752240615075,0.027473791238745278,0.014927055750114345,0.02040420630961632,0.02305822993658324,0.02140362090541299,0.02193992828732652,0.008597146011450365,0.011678175444273057,0.013853415143172638,0.018241073543486596,0.012451998034187669,0.027049787136449555,0.019051531782144953,0.01291509461238474,0.020046284336193716
Puniceispirillales,0.014485877556706987,0.005432830238347141,0.003926236275938434,0.00824660322549791,0.006991196109731521,0.00798872795710284,0.009572653362539315,0.013668677596126605,0.011949527478399483,0.011349078496334705,0.011580170445035563,0.018323879728371406,0.0011518411162037608,0.00948947033224423,0.011405822797531209,0.0030665698823167703,0.003768558921520553,0.009582234743697803,0.020421327749396825,0.01939438143415942
Campylobacterales,0.013461642398368081,0.0025267833445864955,0.002973273132483139,0.007931080188421417,0.0072901225803642675,0.008492926679488718,0.010294235665666271,0.018582255114163573,0.015879500595387317,0.017136904311005598,0.016993882122931358,0.002217210861315868,0.0011270738578155635,0.01112144204917172,0.0085235844829516,0.005990246344003442,0.008217030464203513,0.010812686423775541,0.01041005728648133,0.01035015059106039
Isosphaerales,0.013279845913340903,0.0009195386288439716,0.0001797827615993115,0.010038118035709464,0.0019815708574951432,0.003185097686826789,0.018185249016216484,0.008201671427033591,0.007966760888350105,0.005416366928122259,0.005082939860404846,3.2012107127803882e-06,0.0010038490231903438,0.023367437856510118,0.0005610071685190357,0.0005407200311660777,0.002076922342957698,0.011974766430025081,0.0028656789750043455,0.008528339573262529
Micrococcales,0.013166837551769882,0.014937077849287403,0.0039618709154517935,0.0278851685594764,0.009207342001321728,0.010555383899628503,0.010621423175865992,0.013853190532051498,0.013391396037048107,0.0121672871379182,0.013169427542037971,0.00123343960192177,0.0033913791831352734,0.013145674655007659,0.010977279394998134,0.014260199574429963,0.019256376914153352,0.013066339547973193,0.01725800150123962,0.012974901124780017
Proteobacteria,0.013013547336662424,0.0036030096822880623,0.0034775921087435682,0.0012907200987439262,0.004592084404723964,0.002149699967192473,0.005909070275020247,0.007792595667324013,0.006714931362005126,0.006485063080791767,0.006672999261758313,0.005330616605581137,0.0011489432507630418,0.00776636617196549,0.004256149512452861,0.0005722945709966702,0.001217361579435623,0.005927956823272864,0.012778570854159853,0.01431767880248563
Nostocales,0.01260171752223591,0.003258275427052986,0.014950029880269201,0.01091281710553812,0.024806585971207266,0.005724335265115514,0.00884301060908466,0.011650397408657906,0.012820811338321338,0.01204057859406855,0.011886164200700449,9.166565349225801e-05,0.0017231450677412795,0.009713359882784637,0.004899363469990187,0.008636237846041532,0.00274715161780715,0.009125448771293329,0.00878580623991788,0.008905842545296732
OM190,0.012592331053040527,0.07058669152981034,0.005809696661349683,0.035084001684353286,0.003804729678917363,0.00660244748075176,0.012863615841313673,0.012040862815835591,0.01134450683901766,0.012294376879162381,0.008738037234730493,0.00028995323647928073,0.012206339730891455,0.011216868990336163,0.0019394217861399582,0.01695820500468217,0.008974891179496293,0.007024812691173689,0.012352087327505118,0.01161551675442171
B2M28,0.012305569252191203,0.0011757555738518568,0.000616470408981249,0.0035042430624159944,0.0039016223400773387,0.004333256585563812,0.017913173746352633,0.004752507549331222,0.00491992120968373,0.012317327439034683,0.013375204505458947,0.0006195085282268907,0.0001453973634899411,0.009562226218717263,0.0035849482733279086,0.005795932675270684,0.0016775739482027458,0.0035440008952552283,0.01025652428255718,0.004211230077000979
Aeromonadales,0.01126053452298803,0.00295266985942624,0.038760000850687044,0.027059629312329254,0.003254144210015798,0.005037537863612893,0.008593860848863356,0.010819639797153136,0.009420525326329844,0.011365573130911216,0.010288695880077673,0.0006791774787067657,0.0001882075712932761,0.0062424657645502694,0.009204058287997294,0.009462774264883905,0.0049598012166764205,0.011248872082187918,0.015054626658453989,0.008396897924846585
Corynebacteriales,0.011045271665433542,0.002926428734138162,0.0038184428441364695,0.031852664198721424,0.005441011509153665,0.004934197862894812,0.007022758656868392,0.01779623352824689,0.012407262835094805,0.01200961168340464,0.012773116838808187,0.001984980867125717,0.0014558326783296039,0.01149876558159459,0.004211639842001029,0.09240581554318412,0.0036264010707680165,0.013044450871747632,0.01800420495455203,0.0066377516061080395
Gammaproteobacteria,0.010388042517955515,0.005956976504307507,0.0036159184909692645,0.008140320179918384,0.008098375290335897,0.013150629621995202,0.011036679661663624,0.013149758631274724,0.014704350699750571,0.014252317254345129,0.014427517261376827,0.002480158056653762,0.009632958278938076,0.010088594827082875,0.010885315566135204,0.015123114544037097,0.014831482942146567,0.011883463307751809,0.011505203948789105,0.00962807251148359
Phycisphaerales,0.010380381036681402,0.0018173316526510176,0.006331237872919261,0.01624594035090605,0.005744437273596498,0.00675231779056769,0.02061175839323798,0.009040240332169394,0.011180953781897473,0.01082289530409113,0.010374871555663029,0.0003303343947511034,0.009207312066350603,0.014759752059549693,0.004401641248867933,0.00937222629332093,0.010316579089672198,0.012788253181737465,0.00753146903305671,0.013181694166425988
Xanthomonadales,0.0092855507354359,0.0031795380974000346,0.004533026050616435,0.016197958841368713,0.005923819992297387,0.005591244813051962,0.00855422205752295,0.009647589487258013,0.011457624926403485,0.00922470066823601,0.009520111696986711,0.0004712678708699639,0.0012643741410786396,0.009448010161916726,0.005154508314113965,0.00960931516997958,0.005152542841782379,0.010100512755441316,0.01173360209575203,0.009843067454177488
Thiotrichales,0.009118080947565776,0.003579045717526144,0.0029034098783186644,0.005932480199553026,0.00590048661298012,0.007196557228375547,0.012988072603161958,0.01672577888010158,0.010510832383135332,0.010287431825036901,0.01153382989782233,0.005333063337411992,0.00039416896531355405,0.008617121380443961,0.007515298338520456,0.004356446194988002,0.0029301900986698614,0.010195533944313747,0.005495031656181264,0.006525481290971029
Phormidesmiales,0.008911532305685706,0.0023736620058149925,0.00042379808602749445,0.005204769647471942,0.10557295141770834,0.002272407183127241,0.011903303691969633,0.006271554148985354,0.010937401006943397,0.013221204460624726,0.011125809935698986,0.0003702093906570363,0.002670321609745844,0.009384609283179612,0.03220460376998824,0.003897488411077581,0.0018138512764494597,0.006100998803040108,0.012087580163530256,0.007801805226618233
Gammaproteobacteria Incertae Sedis,0.008812753118434618,0.0012999372986878402,0.0010494390854675138,0.004328961031673934,0.007792334408856067,0.005432451195279806,0.007313717399923975,0.008216363081767465,0.009171164751001036,0.009128023809704892,0.008074883983192508,0.0006042746570093494,0.0004174960589956881,0.005551156968045813,0.005373101129398703,0.007192133933384089,0.017807478457263937,0.009358290979088137,0.007145885787057264,0.008297654833585272
Steroidobacterales,0.008588759658822059,0.002070293634366955,0.0015807999002610666,0.004321605576866786,0.004257546152557064,0.009441425551834862,0.009752655300578362,0.006204612465493417,0.006828744456228212,0.008864027176735298,0.009540638392124096,0.000541997183410387,0.002433763082521078,0.008661103703324687,0.0033879402706175907,0.002258689136090915,0.013157502803074633,0.008750794338247728,0.009350085624727266,0.00620747333305642
Desulfuromonadales,0.008147614836183543,0.0004102633915961587,0.0005992359594367385,0.003543985412210757,0.003478452955106211,0.00186358645331162,0.007672385175875129,0.003827846147647048,0.003644776302721564,0.009261874456495671,0.011632189998445848,0.007147339526968372,0.0005422131737146913,0.005511696300432691,0.0016146347342350011,0.0019283240463924467,0.0019854875754106555,0.0037812782202304553,0.008977738893702089,0.003232031462788952
Frankiales,0.008146859946641188,0.0026265898918997996,0.00603359258534395,0.014548936456740902,0.003909795639286856,0.0037204401989958404,0.005878880002448184,0.008925841042000745,0.007258802902957065,0.007072193909769909,0.007499311754886466,0.0001607490255032862,0.0016223543539905787,0.012421957516324487,0.0032969715502056984,0.003652103808074098,0.0035101779079184433,0.01462088569081628,0.007852209305117467,0.005632758013885913
Methylococcales,0.007616647075105361,0.006888627660307255,0.003749161927674618,0.0026342908874062896,0.008785030280589884,0.0017650112583086647,0.0110986330661925,0.006397541579383532,0.006452420994911105,0.005264014406275853,0.004756751429842953,3.209272248831784e-05,0.00041680465113757377,0.006076922395020761,0.007605287150080415,0.0017787737043987526,0.0007045465045202087,0.007525836655104405,0.0048897183767602865,0.005675322450849108
Vibrionales,0.0075158431626891255,0.004338092767136202,0.0036414229766025875,0.011804542680385999,0.012489301658680339,0.012877828497315972,0.0072965331904513405,0.010727819022722594,0.009576937776702174,0.008988100165774563,0.009169835564530304,0.0019118987472321834,0.0027831238899787424,0.006186375330667156,0.008511452008038602,0.011659276896545745,0.008002132780658084,0.008195033181969857,0.007944655454683995,0.00767035386547097
Actinomarinales,0.007310254387236502,0.00040961005907324155,0.00019393811830184916,0.003926234868731584,0.006190006944163968,0.0033310853107606426,0.004207989072091082,0.006686223022903445,0.004433641805166294,0.01045841289342891,0.007977316608866624,0.00012380907106367706,0.001095291910734031,0.004839203296538524,0.0019607119350694754,0.008889519835721577,0.0017767828437050422,0.004454159975512895,0.010331183163302246,0.006372848580654815
SAR86 clade,0.0070079180463891635,0.0005609568459089866,0.0003596193751796133,0.003085402687470938,0.004200339246214448,0.002938924304917205,0.003971628684046099,0.006894007761430458,0.005207616941800994,0.008564722838231068,0.007774952298687493,3.659257456958593e-05,0.0007976777327442839,0.0036858068070271086,0.0012939828925333185,0.001246103191361999,0.002406865559852504,0.0037046088036148065,0.00781353914972051,0.00573641598590098
Nitrospirales,0.0067770567083261365,0.0013795065446082539,0.006534184011695558,0.007310972639194325,0.002937020002321228,0.015377435129954757,0.008862619163017218,0.006143955954076476,0.006471121105807138,0.006024026680886073,0.0072296348210973815,3.6721060949868318e-06,0.004069130266667077,0.006053760573065338,0.0039871583028687815,0.005009450748640058,0.022007517432622577,0.00872535732953006,0.004853916701328996,0.0047229757931708935
Parvibaculales,0.0067526827919476414,0.0030150950861962326,0.002346918197636818,0.004140093881683285,0.013044934302269133,0.0037412049414748284,0.007430515799220419,0.006439508237178732,0.006236409028471263,0.006543856672020733,0.006863043538856499,0.005584840524355612,0.0006164505527073918,0.00492120402851828,0.007328726139630537,0.0018482925342276626,0.0017372588909647052,0.006963606737458974,0.008277300078134407,0.006342852540250084
Bdellovibrionales,0.0065457290833641525,0.002960499587465264,0.0009096029210864706,0.005499902987454788,0.004027148318792626,0.02127069566677403,0.006620728762631788,0.010004694157825133,0.009175407417525715,0.007397637820453285,0.00741865379064312,0.00017680653881058643,0.0013551946363856715,0.009064547064309819,0.0036922400827727082,0.003558243788966392,0.0026943880733880073,0.0062206187209069815,0.0035078080282809673,0.0068092136672021535
Saccharimonadales,0.006480748335106708,0.004307579511585257,0.0016436952851567937,0.011372479306664407,0.0009387609923185244,0.0012852950822607205,0.0039268236188422685,0.006107092789885291,0.005137715354166912,0.003963918806237958,0.003044986310959307,1.4907686756601219e-05,1.0020763077895418e-05,0.002331330534238433,0.0006061487846320802,0.003618789525070288,0.0020024566661955416,0.008535816654768597,0.0015557133779938242,0.012988996002796736
Arenicellales,0.0059967012068800245,0.0014334190688418335,0.0011599383614152112,0.004295644523920057,0.00509211839566192,0.005763845851803527,0.00715080262182292,0.004678603002345142,0.0068561727175748925,0.006081366178949342,0.005706817734957755,1.0295205945693747e-05,0.0002400790276016129,0.007994310088513944,0.004717300278482375,0.009660796614289473,0.014574918677931618,0.007976510859426605,0.006049215876505918,0.007549294746980714
Rickettsiales,0.005683453998907239,0.001417016447682464,0.0008024635326639133,0.006903324830532824,0.005398840449743032,0.003576362086083116,0.00478049899613645,0.012112476550307845,0.007301174407753702,0.008428287808882972,0.008712571023203036,0.002257603655038323,0.0007822512962314267,0.004781682112790259,0.004010634995932452,0.0035470535529564997,0.0030635030101314738,0.005468830998315382,0.004365265122655946,0.006122086295089057
Bacillales,0.005503152362375117,0.007041510203639866,0.004615863036343398,0.006442015913776677,0.033080827283598846,0.0033991141558368265,0.005548691965652976,0.008301460000449547,0.007530824899033098,0.009087314168109527,0.007892627800480341,0.04182426793561414,0.002878642013158589,0.004697899753572108,0.00591312903036331,0.007713237088736139,0.0022434108471550934,0.0054030623074957625,0.006997483264877797,0.005748881933134022
Bradymonadales,0.00533945681503805,0.0004662815156243341,0.0019115723596324931,0.007606764808686686,0.003856348044129092,0.0026455102829164704,0.007459290388443169,0.00331259200978518,0.004998086329341753,0.0033525508985971114,0.0037930395917082434,0.000510292799350091,0.00046794079437352895,0.009758672450459147,0.0020706073048126954,0.0018162063060626731,0.0025006499806129495,0.003213559972310361,0.0019519932948618237,0.004029504918462823
Bacteroidales,0.005041098437139399,0.004383851778249746,0.007238980911287828,0.005072113859012231,0.0037005393309442994,0.0059622914274978945,0.006817196089792415,0.007656877361940779,0.0064037340659301376,0.006316184416604446,0.006682149952248641,0.002375146428549549,0.00037164783390149274,0.005299974540102397,0.003227023259527269,0.004064236121436383,0.006208291340597867,0.0053526607508397215,0.004611169017916136,0.006344588132008776
Caldilineales,0.004927367259735015,0.024921102674614656,0.00012105417785118262,0.004258029070346105,0.0008190553114350323,0.013690805254908064,0.003781733129952906,0.002684227678571357,0.005268336390208172,0.004033297354951612,0.004794027880010721,1.8711720819321937e-07,0.00126571541460467,0.00447870614194416,0.0009257605534310502,0.0006052006324800612,0.019443609484138584,0.008752666327586787,0.002484502721490669,0.004793146090000349
Tistrellales,0.004754838610716004,0.00011879321324007534,0.0003854201072745451,0.003946080254171429,0.0015256141631774006,0.0025541556772213365,0.004015801843555935,0.004403378145021019,0.0042992839248306445,0.0032195269139049243,0.002778132470694568,0.00012616595438668095,0.0019450869932188376,0.014370815750246084,0.0005318773418530586,0.0007479200302572987,0.002430354934366509,0.006312820121304759,0.0012219106343532992,0.0024893457330163885
Ectothiorhodospirales,0.004743360009347523,0.00108059467028917,9.650557874772067e-05,0.0020605649583521693,0.003608607610900438,0.0035454817560243955,0.0025214546470619797,0.0037586036226609043,0.0030373437655417793,0.00346136972360385,0.0034344155161687194,0.0001826340146683823,0.00028450920561296037,0.0016849442868673303,0.007353162323307465,0.0006150985932246074,0.0023253231332496715,0.0042012939639416505,0.004622734206968469,0.0030387626838875967
Desulfobacterales,0.004742879400421671,0.006557067606697074,0.011360680654762445,0.0029079447689800606,0.005601430733611958,0.01718681078786148,0.009133416746684919,0.006783076865225292,0.006370994844277283,0.006872441970999628,0.007546489582242604,0.011368169611212606,0.0004078041217192521,0.006289920744840165,0.003763839607452804,0.0008223832711688841,0.009872124025775229,0.006919118197998272,0.0051420242903909095,0.00461627563724662
Pseudanabaenales,0.0045594164655029315,0.0002093845956557835,0.0005068539733813121,0.00356388523802987,0.00134201975931166,0.0010157909763087941,0.003417706106189854,0.0033993916846248614,0.003350769371627035,0.003026445033452584,0.002413322728883926,0.0009005342193707845,0.0007333519278377908,0.007728949115900909,0.0025909037574783126,0.0005435269251882277,0.0011586955890306233,0.004696734459347464,0.0014504879514168206,0.0031930078840189282
Bacteroidia,0.0045084680323217614,0.0010664090003389853,0.00024449911476825286,0.009041092970253376,0.0029161349915645366,0.002630811259808405,0.0034927521212816362,0.007700159411964104,0.0060954176367638314,0.0070110471218258535,0.0048061502927034695,6.354836968127249e-06,0.0007411426357915302,0.005051125936114698,0.0009678666959558687,0.004920175741863698,0.002683182774393762,0.0047040990232186854,0.0036292566743943455,0.0036607871413224065
Myxococcales,0.004501082587812523,0.00622534900328305,0.0046639934858385,0.006862150930648119,0.005830702640655952,0.005268824299447987,0.008666463981739628,0.012014732889769293,0.012265238397575113,0.01025150012650499,0.01142408785794947,0.003280393201125424,0.0019177980004786985,0.006546144655669079,0.00974384040871328,0.005005875434027002,0.005921412967045569,0.007459776925338386,0.0037912504357704535,0.004895303175938017
OM182 clade,0.004447597016874204,0.0005434602820393055,8.640930519689389e-05,0.002898788627220966,0.0017359848692458486,0.0018115372335108996,0.002749813895238604,0.002794817906114231,0.002881532340978208,0.005616643910886843,0.005388057364035917,1.2537941224613012e-05,0.0007321417321534573,0.0027503798444621897,0.0006449318685262289,0.0004935472257159643,0.0012439464620905962,0.0017267744152627974,0.0030932177495731706,0.00274347185412856
Reyranellales,0.00441784329303929,0.0017281364594568702,0.011466734304474315,0.005216462655267144,0.001164830071827965,0.0008798944329916861,0.002100747502257654,0.0029400022168562696,0.003931338333979774,0.0028528572749384924,0.0024306697962717025,0.0004448593142432908,0.000206247246392091,0.0014242860346442101,0.0009655607611049213,0.003040514685307774,0.001834554343681117,0.0022675286332912727,0.0011173331608026334,0.0019717610510103503
Nitrosococcales,0.004284322116090556,0.014488551543341888,0.0003135033312898703,0.00464565055963181,0.0020584630789600507,0.003123149712164962,0.0033526762516567087,0.007830908808743101,0.005992130133491238,0.004546839712246493,0.004800746780296215,1.4988584446471462e-05,0.0038336573409600075,0.0033401854834913683,0.001340374951264639,0.0014025133584800217,0.006690539810231467,0.003071357938909735,0.004435374413832759,0.004267303530011997
Micavibrionales,0.004008808833555179,0.002560735715926243,0.00277710959521917,0.0023222813939464495,0.00659871884295333,0.005654030317412638,0.00489590389584825,0.006872816017019745,0.005929683551172745,0.005436839380789845,0.005925063834955531,0.004401218142693383,0.0008831000378060963,0.004293169141951826,0.006608947229316766,0.0016853444874634954,0.002700072519565311,0.004886780156862525,0.0056293290873899345,0.004095530583551117
Balneolales,0.003745574863770672,0.0003593266401119598,0.0004334768707129013,0.0028068634558868384,0.014944545444543855,0.002649355086871469,0.007856511172355913,0.0033034318273514078,0.004604109415137211,0.00447478618020283,0.004292603368711927,4.963858723004893e-06,0.0051545309278510235,0.00615054916691078,0.002779245167939891,0.002827033076995101,0.0024053155309060378,0.004462426579226643,0.003143984540795927,0.004809137499148152
Dadabacteriales,0.0036472122325135075,0.000619509036302549,0.002227906474028394,0.0014161168192201787,0.002648428603305388,0.01783403262425851,0.004950908737120193,0.003339168165554031,0.003844885664977081,0.004353445953626449,0.005204656856490571,0.0003952070842253901,0.0018928959671308228,0.004509126853029644,0.005713142826182636,0.0004452378207665659,0.01588323003254331,0.006063420152561596,0.00248123317873944,0.0028027058458948307
Pseudonocardiales,0.0036316143145397432,0.000688821755202672,0.00014673422507888664,0.0017628754633464401,0.015685078553538945,0.0003291419720258699,0.003917638789163872,0.001753752773932872,0.0022264503146752984,0.0026982762625371902,0.0024349110924434757,0.034015303479770796,3.0634431623227785e-05,0.002486757243607833,0.03329376001357148,0.0012177516227738453,9.13878343828118e-05,0.008577987992159758,0.00458838379485737,0.0014030387564058344
