,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral,Temperature,Season
7edb5f7435c84892d5098d30dba603d4,0.010443929241427759,0.0027549129047224476,0.0006592195096121085,0.00024349980185267342,0.0006221212432606141,0.0011668345591557658,0.0004104642792327553,3.2049261551697825e-05
bc0d3486823308e2bdfbedb2dc0c5d8c,0.009474108170254522,0.0066847687814127685,0.004379213363103718,0.0038473400075869748,0.004717408934952674,0.004949877935120951,0.003639955336525072,0.003997911500518964
e4375ebe6b52ade74e0800c4e456975b,0.008720616914172091,0.023577141346187536,0.004908146019423525,0.006326527254124988,0.007705977948035959,0.0028046194257435814,0.0003377423076926517,0.0006142659028090926
bc4c9e4057597780a7ec1079e54613e1,0.008291981949504985,0.007173741177980842,0.0044572959537459945,0.003044435228265018,0.00454382965089533,0.004352312777932008,0.001020451272011784,0.0028205166793830385
bf7c288e56837b9f97547481762972c7,0.007961975353377173,0.004135844111001594,0.005913507928584114,0.006920021289383928,0.010667800651303763,0.007113363434578322,0.0043613533563072755,0.005857309404564534
fed12d6a0c33a07ac4a58477d0989b24,0.007593509766204917,0.008605807032769882,0.00018845381480967055,0.0002483058718191596,0.00012316862792055062,9.355162621539045e-05,0.0001176390300449744,7.411524019522244e-05
47089eede2228691db261668879887be,0.007407812171226071,0.008537899545614503,0.0037778180282965037,0.003636066290941727,0.0063111683620564575,0.006147481327825621,0.003528775619604179,0.001142500039854965
bab2ca547ec979d9977cc0c3199e2735,0.007246015940039112,0.010557003434923598,0.004282440486098532,0.002956155831535809,0.003148540386732207,0.003317556831401951,0.0033219442956162974,0.004172032530883127
2cee7446c6421e09889b0048649f0d84,0.007018368226513542,0.0028178674969648026,1.1172453311178736e-05,5.593579852705108e-06,0.0,0.0,0.0,0.0
35ecc1db7dce7aa0e9a33f0c15c587df,0.006976633747517617,0.002638377775431932,0.0011073619057595321,0.0016703210418377026,0.0010417635000539833,0.000992580671514766,0.00655384821456785,0.002418808943448099
0ca2eb01c2e69f3b10c46f06b0d5c236,0.006700051983331321,0.003371708705867737,0.004961960850362477,0.0039252027484539785,0.005142717553559578,0.0033653249158095847,0.0015136200427270667,0.002980760022878881
45578833b532dd07073502061a63a357,0.006459781354398592,0.0012716084831429116,3.7937174469498107e-05,3.625662207320699e-05,9.194559439891634e-07,0.0001237180430590152,2.244915394560841e-05,2.154170250543584e-05
a7d473b251dc597fee770f43b92a6f3b,0.006342157154708712,0.0047217652386677455,0.002389332471242702,0.0018765176165156476,0.0027578868751016567,0.00260504534442494,0.00043806718840899646,0.001163653473766209
3275549275863bba59477de992e128b5,0.006312454864317351,0.03133478439124989,0.004611331377191207,0.004346681837754992,0.0042243017675133365,0.003825352404955135,0.002361454811819709,0.0036572756050043814
13a81e31eeeb356b7d28933740ac86b9,0.0062925539383131696,0.004792800043272032,0.002926490579548819,0.0035449980045610223,0.008442718738065264,0.004813366845552678,0.00161728068216909,0.0027602595949885486
2b9608a3e6edd566185a0fd8c737a0f2,0.006162313337367608,0.0027305525601175923,0.006761197113873825,0.003178775656637579,0.0056345111477284675,0.0039244999141885735,0.007481774094065859,0.003721716781350896
2e46eeed58b76d5ed47b1a624901525f,0.005875383336029587,0.0019806023282287364,0.00023131886386319771,0.00040287014447171383,0.0003261142906627272,0.00031017968037994704,8.725444302221275e-05,0.00026564948943272294
1135b318aed124692eb5e8b45d42581d,0.005798854641999491,0.002814085804847078,0.004485814863268231,0.003994887959686515,0.0027019887809019653,0.003623958106431968,0.005582629757485347,0.002632182324903085
514b221bf836b778153d7d199716e071,0.005655810090577156,0.002001824955994151,0.0001728048740664618,0.0006202282503759835,0.0005250943439676763,0.00029108569828996644,5.9309020190517136e-05,0.0004613460507938497
df5d3a055e5f03a0b497945487e968f9,0.005580158241595993,0.0050568063731623565,0.0040046483034535145,0.0034958049417452364,0.0035435516059103517,0.0025430222692690544,0.002081880634942112,0.0028068012454871886
4da4b1ad179282e65252bd7b7bd34d40,0.00555466743116006,0.0025459439527754954,0.0034893086498146465,0.0071626283970247185,0.0035609264452916736,0.004177994328628235,0.0007039028358774694,0.0017843758628780177
300763d703ddc07d5019a4880f30f9d2,0.005515193431387629,0.005853585936315542,0.006784613298876905,0.005713034526352003,0.007278800567270499,0.009199930991318082,0.004330639347941131,0.008365359307664567
55357b7fa07da6a981c32fea228aeb2b,0.005195277323896246,0.0018788002776929749,0.0052885255894972024,0.00615242502118537,0.004821628938866358,0.0046557533852317375,0.0018467781486559524,0.003960324664865531
ab004a3fa18dcc6ea8b76fc1b1bed35a,0.0051302655557584126,0.00046925516230787257,0.0,0.0003024346418245168,0.00027204971871167883,0.0003290701036036402,8.133251072763884e-05,1.3073288343597708e-05
54c5162439d2d1c970aa53ae1209bc72,0.0050265101742292245,0.008306331984809847,0.010667401763227606,0.00823389890356786,0.007900537382473804,0.007952724931811381,0.006893040304800603,0.008479718394701553
4907465a9a7f15f4b5bc3fd185137a84,0.004939168845814974,0.0037621144187742995,0.0022512650047381015,0.00292177943315021,0.0037869286885990274,0.0027182307664430872,0.0032246073658691097,0.0018512988441909562
8b1887ddc67fb58902f874cea99354d1,0.004908277293452132,0.002675107168720834,0.004346566989369567,0.002022796422883682,0.003151306930807562,0.003299763016585162,0.0031986650843588327,0.002329693407953645
24f02e5080d0e05cd8f0bc3082e8802d,0.0048339053813310105,0.0070840339167731236,0.0034566747180759996,0.003511469761402923,0.0034656518768277846,0.0032856295263699446,0.0028655052543894947,0.004087953818704156
8f196eb756ca2c43bb186e6b98a5c6a7,0.004798159153853694,0.0059334309680603055,0.00453457575398157,0.004433761419999345,0.0042997011253204254,0.0042589895392642595,0.002690346074848015,0.006222263862140856
19c0106b5b70eef97c7a4caa4bc3b0ea,0.004704515641548399,0.010063356726289554,0.0013387970245840781,0.0022066727603252015,0.0029263387934956777,0.003804952276778475,0.00030302990802217976,6.0002073179429624e-05
c8d754a85bfcf701673c917b6a9bc1a3,0.004620106774374874,0.0015930649418404873,0.0032786713602469524,0.003393763443862241,0.0029773285546172623,0.0027079683874680965,0.0005720630840577447,0.0010648238724720602
04175f386c14319829ffb23d5c188b2a,0.004547910585371574,0.006210711482240561,0.006311738008903387,0.005617383145588953,0.006282540159845475,0.009155774795678747,0.005122100739504033,0.00506935976269158
62a845538d745dad19f77539227b3d83,0.004438661856747844,0.008541383455567694,0.007058110019363287,0.005240140384980367,0.006415398364369579,0.006969385611091519,0.0019027745143490667,0.002453725451800101
159dbd33ef1a82e73cf0e8085e333cce,0.004404391080700447,0.00255484903137938,0.008969714940153063,0.006862752524822018,0.0066910180008876476,0.006772532190919493,0.006432266704796501,0.005645707636502515
0ae18a60d8c5d2a58fe7c88b116aeff7,0.004307359942738072,0.00291798642629246,0.003996141667239511,0.004164849044859476,0.0075936165500139294,0.005088031016451319,0.001685971249347645,0.00612728415848891
e1c7cf3da9a472a555ab62de23f03880,0.0042845109210080425,0.002364092609822205,0.0017564682111834203,0.0019552458746306986,0.001991640989480756,0.0009913927149043835,0.017091424149506658,0.0018927182799447827
9abe50c5c066a0e87d257a1cd0153dce,0.004233236950897578,0.001437321402483316,0.00517682190992724,0.005569898526146147,0.004791522701519139,0.004470867071381111,0.0014472635782395325,0.0014711432085740862
54b64017df438882505b225820b0cd6b,0.004166367710294145,0.005675363265105478,0.0018713461848578587,0.0015460250091013732,0.0021218603845725007,0.001730819049563007,0.0014421170024369254,0.0007139510102671948
183b6af4cbb2e73cd7237ed817e78bea,0.0038549215256515395,0.00434786599300472,0.00932018169070632,0.0045849180896226,0.006266732462251912,0.004984349651508247,0.0037648881330453613,0.0063321470956165665
3ebe761bfb1238c87195d431f41bf976,0.0037467617982538414,0.008392064788932615,0.005578201839207345,0.004218525168522805,0.006430234790556083,0.004766736381844402,0.00574856788247609,0.0033606383281818623
ec25ff927a5ddbe8c333dcbb25ab1954,0.0037037815225782742,0.0068790800428017995,0.0038911747586338427,0.0019018451087499564,0.004604114283504661,0.0013992361833626466,0.0002051265020458072,0.0017962479718229701
60028d2dbcfef8272a4d5b6baf0633b4,0.00369483294978914,0.012681689220049372,0.005158195165833856,0.0055729347491393555,0.005004683425292009,0.004400678809478347,0.02283429912610597,0.008918082921194968
d7ad1bae995487781d84990fb7757f83,0.003681661570780829,0.005076833538180077,0.013127246366087465,0.010900090484264784,0.010971280293463576,0.012512317111478283,0.04934647056681455,0.011966798820235453
1606dd77af9faf5ca6185ddedd2d7c15,0.003662959918282403,0.003079993431982474,0.005816121983243795,0.008229157043178538,0.00598839874863216,0.005640301943431969,0.0038929359197117917,0.004290960990041834
5fd8757a16e27c1fde92abd8bdcc315c,0.0036395166556115028,0.0015565475735658037,0.00292608460397095,0.003289143104054024,0.0032787561723530805,0.003344659882383902,0.0017426185031839798,0.004528320435017656
6f718405a9b6a3f02f97fa307e1e8e4e,0.0036295184834250235,0.002213758969170025,0.003132820315317461,0.0020281754058626925,0.003349840231750245,0.0020998118831378394,0.0003319698333293547,0.0011595500124575821
31216e24dc7d508053c55c1f342f2b28,0.0035762008048875822,0.002210909804646554,8.662134821294988e-05,0.0005993215573885648,0.0005535078885443739,0.00018348062076886085,0.0002591350419551942,0.00021502301237802683
96d4fbda34c0e75927037e88bef5f2c1,0.00356294468267148,8.544715735154122e-05,0.0003372841950336823,0.0002871534865050077,0.0002660875454028196,0.00022101778795549512,3.187077099203626e-05,0.0004144246735152789
64110c785b3791610670b71ef6ee4070,0.0035139054620725143,0.0034289147584936936,0.0033286078938550754,0.002955422156771134,0.004240923794339811,0.0032410525941378517,0.003934009290370934,0.005675816330408565
68e8bc7eea81ca0258dfdeb020925dca,0.003226469097912039,0.0016496600963622076,0.00453744711638558,0.0042707504168958115,0.004440427126100394,0.00416166372505845,0.002228896204558343,0.002267071463867598
4286609de405153985ce6e3bf18e25f6,0.0031691869787589286,0.0024897502263303115,0.006169788761819973,0.006758447734337599,0.0068549119369325714,0.007832265057404232,0.0026717868163272616,0.005329216783002338
c9869c8ee11c511d2adf4a495d12d553,0.0031540490603275935,0.0055878249594491485,0.007050524167259733,0.006569729949758657,0.006546503637118384,0.006335893414629139,0.011847342862648973,0.008193101962283029
054177777faf6e7f44c8f614abcb2be1,0.003127024257947048,0.015490140636583436,0.006759702355415163,0.005860935770929581,0.006076190975278241,0.006575417369825648,0.006818666141847308,0.005842591461320234
110b5e349203691b4231003c56f44050,0.003109125327232139,0.003248445618938791,0.00474955175678028,0.006738841203129047,0.0077471049644972974,0.004641122227245241,0.006752535016360676,0.005807509349770986
5ace64f69f21a48fa88e2b55e81768cd,0.0031076067848054075,0.0007855194571661559,0.0008603581437879147,0.0003881635078092186,0.0007489534672354403,0.0003229023834094694,0.0002695717589820959,0.000907151604323046
6112d362565c5797eb555106a550d353,0.0030261009502413104,0.010939303637221261,0.007710633197731486,0.008853415947189166,0.007564397660358799,0.005802033643323307,0.01010177273287271,0.004971383434799466
3576a745308ec8f4662afdc8f6e84e6b,0.0030118795241133554,0.0022959730165123555,0.007100133693829968,0.006275011142506801,0.006293309896591826,0.00483870015850455,0.004388480440267474,0.007114465223548833
71c9b09c1567f81e14bb6bef7b934e49,0.002848135466933127,0.002837728088399552,0.0070034187214200825,0.006194574126802376,0.006655835267892156,0.006927127171794201,0.00839692114611821,0.009348777475646546
0e7c4b229cead6b1494c00340d3024ed,0.002783249097709939,0.0018380223540131369,0.0004222235729473818,0.0023197569258376063,0.0011691406514494002,0.00113945968399196,0.0014321463867376356,0.0006227465115526818
ca3ca7ed5903208edafe1b1723646db0,0.0027065988759654193,0.0019607834854316383,0.0064582067716384,0.005879783248405922,0.0071841176123961835,0.0056201284338007395,0.002420782716030914,0.003565338126508035
6576beacd97cb759d9f43328f945fbb3,0.0026773052872641643,0.0014546410287745231,0.0021321401083201383,0.0028383285057263018,0.0010437610142635164,0.002646553784822656,0.0008383920009132478,0.0007134109460846002
e3188d29d0dea6af8026254b6b5125c2,0.002599527868253109,0.009213880715222797,0.003916803784583494,0.0036198894433164155,0.0035039300263145427,0.0030264139140302048,0.0022552373409896707,0.0039150101507042425
cde89402ba6b00ac15d1c3175348fff7,0.002598922825109898,0.004885716623895335,0.0025224329668294757,0.0022607251689087493,0.002639679291316821,0.0010489893055150165,0.0014318789306920334,0.0024105930890337478
b2c50c961a4a5c1c9d909e64ab7eab8a,0.00258187697074969,0.00036486801669196055,0.00013208890051732956,0.0003108767926317193,2.9949727140971324e-05,2.656572774449077e-05,2.933163747399193e-05,0.00035486364960534415
1eba74d9a5216317d8ce224c9561f2f0,0.0025001568406629628,0.0038857620877966064,0.0020989763670006497,0.0019928584070070575,0.002053352052690001,0.0009167977270323377,0.0008492803600504525,0.001124886151842454
c8b63e18f3d74391f6a16c2909016845,0.002384293303952819,0.002211682276044118,0.004713575487425709,0.0045891677864892885,0.005627101621322099,0.009845286608358617,0.003113586566882634,0.002480176229995326
0bca2aa985f900160e83bd991d499732,0.0023842400480019134,0.010947646798623728,0.00875141029608447,0.006263020472731055,0.007170149585896531,0.0073954570908442,0.004078596409752787,0.008458774965854282
77f4991424751df3efaf4e2e39811514,0.002285874553329639,0.01125402601821392,0.007273055952882229,0.004960607502385625,0.007619521309066474,0.005502529497865597,0.002959409548517349,0.007093303218056451
4d268b1ff51108548a883f7ce4007dca,0.0021908678443775284,0.0008872765082672262,0.010264180530481113,0.008989492349353256,0.01429557706973656,0.012663552624845637,0.0012954112782375957,0.003742834912038895
f2fb5bb0c325924e10f3ae4aa16f0b9d,0.0020727270891480244,0.004787538928715365,0.009058207082126169,0.010714183461455355,0.00921030653785569,0.0074143761694187875,0.006357949978654662,0.006054003067244271
268e91f7e0518a4f8e0934b40b788ce1,0.0020173768591881325,0.0007854059963102172,0.0020206268729159034,0.0025681376935074805,0.003835208332732796,0.003411884251998623,0.001316140434281887,0.002491140077684474
f186590f95cbc0aa1a0f4a37f5afba87,0.0020146413535156644,0.0025809663146277727,0.002465174205306471,0.003592626969911431,0.0034210730826799993,0.004029786313743605,0.0016835172983330558,0.00604139302260812
c759cbc57f95d76dc2b85a8e21e836b5,0.0020122622487865837,0.0015418695822246955,0.0008801567697783974,0.0009036306289087792,0.0013638983940689909,0.0009560079703712436,0.0010163652995166994,0.0020947064735322416
f5e344913a1e842e5e90d4625c9e1ab2,0.0019953151423736932,0.010980337421399313,0.007654526641136769,0.006950173324998913,0.003686570597922735,0.005721318965433791,0.003730729775025637,0.005516071270743565
fbb28971630d9217315585ec7b2ee1c4,0.0019935185480340267,0.003418881219518061,0.005903598358855314,0.007538220326296711,0.006474742619265913,0.00538515248964727,0.005390222922712527,0.006254726929201078
cddeb4730930248f3e3b7072bb3f84db,0.001988701571828993,0.002210706796034953,0.009088191518035183,0.008659082199148972,0.005547139270543391,0.0061642027931920985,0.00765510299854044,0.01313426524558906
7ab457184ac51c2836808ad396be9bdc,0.0019616948851745673,0.0006997142868457323,0.00014036716037001316,0.00010897608065366244,0.00030193401318689354,0.0001238875173605597,0.00042490440288517144,0.0020901963666616658
150ba6ca36e16bf9fd4b11a39de8bc0e,0.00194801316971507,0.0018488400291683047,0.00991486760579481,0.006968659559365561,0.009229855367253575,0.012294263279837974,0.0012098876127301828,0.006458690137551888
e416d0916760d2fc17b616e2ac3ad855,0.001923018053299311,0.0026858068418164852,0.007027497173501268,0.005064345680476325,0.005261883616622124,0.005242918969763136,0.0032851424465246064,0.004325936959123523
aa2792df67f96d08214065311882131c,0.0018930912943010256,0.0007060510755321636,0.004694668095307173,0.003271218025061517,0.0021032963952093467,0.0021674605813897987,0.0010493678995870995,0.0062675601671990135
6d326d08ed63c1522c8b05ba5578b704,0.0018833052729184277,0.002052449025105861,0.003775993379486585,0.002616567866471834,0.0044338639205331095,0.003944540990857474,0.0042186362885049,0.0033787518032103855
83373f7f91e347a98708c09dc2653689,0.001853367405257844,0.0022228405524149586,0.0010822542400902916,0.00317388152116258,0.007900246928045552,0.0030360249755787506,0.0004989688607680294,0.001327299261897851
a42c9f8f85e528ad62538c00dd464c86,0.0017827409351393684,0.004323039366186306,0.010803424236309369,0.008268778054886369,0.00910454807105409,0.007689139035179456,0.0037284611396187187,0.0072335102226505155
12f0627b0f930aff1182481eb84cbc7d,0.0017809693562990817,0.0005664647204312073,0.0015607049306618857,0.0025304417396569455,0.003100226617193852,0.008196860898514275,0.000906918825342756,0.002263551176924409
ca8f1c260ac18a133685554fc1089155,0.0017712677385902317,0.004105767075805401,0.004038402838042165,0.0033417063914769622,0.00582890172191758,0.003106253659886344,0.0029082976705960425,0.005401999633074189
9dca0e77ce0f7d027457c9a8eba1c415,0.0017557677693750752,0.0018383176496773396,0.001681032870286418,0.0014787311086184639,0.0006668718810505082,0.0003567770223944432,0.0010448338402162414,0.0007046877098709031
eac23401f62b931543304a883d5e8898,0.0017429459311773341,0.0011350057367254022,0.004349620165640629,0.003872557091228727,0.0035454396631243467,0.0038946799791430265,0.0016604680402890204,0.00381938246165096
21727ccd141928cbe5fdb2455387024a,0.0017340030377262187,0.0024251405370492403,0.008630309949921616,0.006933419809631887,0.007609083118004651,0.008453650121135277,0.005648848900782576,0.007205490423052285
3f04bd2a359b976892faa13fcb4de619,0.00169530320760177,0.0051848234022622165,0.004828964480712814,0.006365103364358482,0.005465293314110228,0.004332537575747764,0.005706532876584271,0.0044236396688433115
8966d3d5d5b864468eaef7689e1c9f8d,0.0016586733134677219,0.0025409115458942884,0.0005941358134595617,0.0009057323968701189,0.0007438542630583999,0.0008469304740738683,0.0007338574662923266,0.0010150467589527905
8ceae18ee0348d694b1a6f77def3b22e,0.0016369035484345028,0.004157979185522058,0.006552500420378204,0.0057041849195448345,0.006464754370658101,0.006315694257380008,0.00877749891743509,0.008431231859476312
5a6e29626c62d7c7a9ae6a0f5f325b19,0.0016368716264122056,0.00610945231941588,0.009046985326780808,0.009005493371701265,0.006335939130033474,0.00576668891789002,0.0016663481336478608,0.003937538603669482
eb5715f45c1627d182ef8c5a2c6b1157,0.0016341722168331722,0.002311612737257307,0.008405123755732788,0.008177962747184792,0.008886722282508527,0.006985365743522955,0.0019889160050834327,0.008626300742436664
2c27361b2f95e8d0646fbcc02e0b9806,0.0016227650095908207,0.001331494582898377,0.0036723327207195933,0.003751703760607841,0.004241339961380843,0.003703373817820294,0.0031262743625875564,0.00826887472731143
8696a3a4ceed8a13acd4b0dd9d538bf6,0.0016176957709653499,0.0023889496321124097,0.0030009925641324145,0.004443806192402834,0.004192514074543981,0.003972257866556189,0.004036857778422981,0.0067342081310375005
f9de57856df47feaed445e293fcb88d6,0.0015775219868589992,3.4350961597535973e-06,0.0003998253540221038,3.3139275713166107e-05,2.012347818240392e-06,0.0005940799338995422,1.2065048020780561e-05,0.0
348130315bbad3e04a17de3d7956d8e0,0.00155168432229555,0.0008922545671341124,0.006505223894142004,0.0061748983840630295,0.003511917853583049,0.00544463875127838,0.0022024064821653255,0.004656520667647639
80e70001cfe9984ac9b29ea25f87893e,0.001474150413700183,0.004989460649186923,0.006197153934703594,0.006931102842870337,0.006353663855790643,0.005538619773875159,0.0064956645791063436,0.007941406579574864
75d49ec8408eeab1c32b95245f61567a,0.0014362173579059753,0.0028504576305861022,0.00015594151276822872,0.0003204935594641494,0.0006894176029195825,6.486239557886017e-05,0.00047116418133764845,9.86583634734358e-05
d445ae7bbd7803a3110516b3f363a118,0.0014058145643888892,0.0010938474332034835,0.005346665537357085,0.006765999934672716,0.00696725366670519,0.016409462431273794,0.0007684845480486127,0.0006593073273499329
e17f20cc08fbbe50140cbe85806907b8,0.001390153640372829,0.02656651216217821,0.006717168118329641,0.008496563622763903,0.006760454090624396,0.006372716598871676,0.016317045155785647,0.007561690960822007
2d6ae91a5e4f7c2a7a8cb4117f76a72f,0.0013515933948948845,0.0030344728878449667,0.003476746951977237,0.003800315734078705,0.004224175619962456,0.006738052004783859,0.0017226265372561145,0.0020435329521968563
2363d97c05d059390fca53d856383162,0.0013302440427962817,0.0017791393572068848,0.0038654333249203065,0.005002097035407353,0.005244846033844631,0.004399611790064281,0.0021277726064494323,0.004494721658211007
d05ac98fd2692b64509099430b7c699c,0.001318396960827264,0.000993515802983565,0.0009009878257142737,0.0006951851583084391,0.00029079061496743995,0.00022022347789299123,7.259213232611533e-05,0.00023062191976931437
c556975bac485d3e853ad35ea4cb4f4f,0.001302659434425087,0.0038634936450419447,0.006855544345631032,0.007323480488217199,0.006451514367515832,0.006896870201288891,0.00510897891001902,0.004437282212965129
885b769e573ae164daf500d315501d90,0.0012981573285458586,0.00623171794478037,0.004490510936390323,0.003709282418407125,0.004486199954650703,0.00477729670490876,0.002468085524440253,0.004169817384752506
fc1dc4185df351c91efb906480d7d42f,0.0012853872175186444,0.00010508448820511911,5.16484450565948e-05,0.00010867619564517975,9.982086885950423e-05,0.0,1.5124514818498675e-06,0.00021827042320740313
b8a4d3a8a8a5bef22e3ef4cb5c2d04ae,0.0012753873566133383,0.0008200680122973246,0.002905083362660566,0.0020778679293600626,0.0017695672418512295,0.0019075689781163454,0.0012657596082602434,0.0022975629954414076
af2e78403ec6def98c4fa60387485d6a,0.0012448258448669075,0.0013843371749046069,0.0025801625947668404,0.0027738131297253914,0.002648005098329612,0.0022999298576058813,0.0006752060522891472,0.001986017214323131
ffefc9a0aade9e50fcd47685c9e1454f,0.001234681696549496,0.0006098922997766654,0.0028037163481168274,0.002550496939119006,0.002504665412935201,0.0016364434212855117,0.011064749681289215,0.0008223895381864274
9668439b5bdd3a7fca4adb77234ffa92,0.001193826254580307,0.001969966826592626,0.004201120941901416,0.0033845039476516356,0.00393808072486939,0.0035310573117301614,0.0013515335137557279,0.0022240109109856773
10fb351bf35359df168431035a52ebe7,0.0011859570134508733,0.0021650786438354224,0.0030061810883874464,0.002792927488490974,0.003920424149279841,0.0035214121171349574,0.002321630693969769,0.002241852050119232
70154c5195f47b59d183ea946c55b082,0.0011797172422558584,0.0018270040626013676,0.005115516302493291,0.005125259764439609,0.004528808837483559,0.00454629539101038,0.004309645702965079,0.011576044899890059
ff50bb23e2dae4fd8106c2008d9077b8,0.0011689145049556017,0.0049666735542542905,0.0023454886139149624,0.0015845762069572537,0.0018613154924589763,0.0013857210738495282,0.0006336546387853215,0.0003197884688146321
35bd786334fd7d94a49c3357634f1e17,0.001157923228822603,0.000841702796736663,0.002325645036189691,0.002072425215501946,0.0008841011313549818,0.000579298976932932,0.00039405645847390706,0.0009739561395032058
0c604bc79204a6f4cea79c14bb7914ea,0.0011555343280983518,0.0022550639895705157,0.00038774478281183844,0.001173014440292216,0.0010344118802985034,0.0007213332485219268,0.0005417654864380733,0.0009824676074942035
a49d866d04bf46bf7396b4e8388ae844,0.0011514332744525701,0.001135813778952959,0.00010086348970402645,0.0001856809673143683,0.00034011070867756435,0.0010209481672928816,5.876004105028702e-05,0.00017491894707728935
375e66a990c555672e98f6b0857c981e,0.0011246574509459332,0.0012344750754771081,0.004527991478161775,0.005675963084276945,0.0057489767492855635,0.0047935835172214876,0.004331293090211656,0.009250597788316951
22938df8e232d3f31729d9558a99c5cc,0.0011183208754797264,0.0009479605836083943,0.003835709018518689,0.00434175434165192,0.0032328660772047197,0.003786225967465417,0.0012066400204967889,0.0016989498428765125
bf57cea5711d3339cecc570af82f3437,0.0011055127873964886,0.0017073918001236398,0.00459649102797526,0.006428338596738706,0.006709333366037782,0.0076390500452981885,0.003511862786755384,0.010137297005961502
d338b742da6cc6a04cb97813aabc3674,0.0010713408090797746,0.0019464128865500172,0.006716283841454688,0.005714491574003103,0.01022270830192024,0.006291344377700678,0.0034737420907438375,0.007251137439606153
e0bef8bd1e1ece07258e7dd02118d59e,0.0010466599496180232,0.005399408032001105,0.007183397510017051,0.006003021548029674,0.010155839164944539,0.006080227841775848,0.018905227591599662,0.015745282529758323
8bd37b70a6feec95971a1d5b1a4ba75f,0.001038273991530202,0.00010624870562733891,0.0003977945936926334,0.0006162461877856685,0.0004089526999715625,0.0007883814045689066,0.000515410443698606,0.0005617118614085198
df21b89d82f66a29ac32449515a2032c,0.0010285318116039388,0.010541601286102568,0.002975432962727423,0.0033786983100065073,0.0032015212044666686,0.003217669251199048,0.007487618035510538,0.00445802974964848
2522404db25c41f4ce0bee7ff09604b6,0.0010249204348535294,0.00126450109868851,0.0006545523203782354,0.0006633286372235008,0.0005012379251825486,0.0005047497575873564,0.0003724555024226991,0.0004414119975899299
b54c80f1c09c6b7ff0fd5692cbfb6805,0.0010091280571903059,0.0004118785473738383,0.00025806715923852163,0.0005466032016121135,0.00010421123501093258,0.0006773249136378694,0.0,0.00016976664671175597
7dd273cfe05a5c5e224f299f760201cf,0.0010068567426412675,0.0018018085162307203,0.0036056329043378217,0.002776455294316758,0.0030090589789996637,0.0028166849508762027,0.001414921201946927,0.0022658958271197624
0f13999694f89cf7e19110ce075c78bf,0.0009505530982846408,0.00016121474060571704,0.0007555037703338831,0.0003992608227000172,0.00032367331833528377,0.0007661908566041393,0.000359165330989738,3.739049875677076e-05
aa484336a6905271653212c83ec98b32,0.000941434312868692,0.001285414796879396,0.005220678642781205,0.004858045828002536,0.004014829097272871,0.00397040484604093,0.001378566671040672,0.005233083934373788
