,PlasticTypeGeneral
ab3c8788d244ad9a77a7a48ae03ad6d3,0.010098333
ddc675e112b72bef9bd8bbdd384c64f6,0.009271083
723d06bab6225f80c683c38c5610799b,0.007425283
46c82feed07a3969e6b59b9b9c55df0a,0.005712939
dc3835d12dc9edc210bddff9c66bf356,0.008578477
9100c673ddb0128f63023d0c6d423792,0.007630259
a736bf8aab84f65b0a7e2cb20966b40f,0.007201111
c9bc1b285751f2b5cc950f14d98e295b,0.006228369
23ecc1e054dcfb352ccbd96f61c7c80e,0.005718801
20ada5c0fa2722151f9039d1896592e8,0.006303466
e4304c9496921fcf8a88c1ef30dfd0eb,0.00647975
5afc2a9c279a0e72cb96fb88e116f994,0.007288424
4ae83d74ad719968841b2be6d950de3f,0.004141725
3ebe761bfb1238c87195d431f41bf976,0.006344578
ca527f2b2b745a618c4c486f18a1de58,0.007155015
88f127fe3a140d751f366226d300f85d,0.000472703
c67744b93c1aac731ad718596675f25e,0.006217023
fbb28971630d9217315585ec7b2ee1c4,0.004404388
7857d3187944415a804e443783213d31,0.00449668
9cfa52be027c8fa57d197b21dd7a958c,0.004179422
a44f054148dce0d2745fffded296d57a,0.000250981
33d7317d54fe41bced73dd2f497c12ec,0.003769851
48ad9b5bbf12b65767448b349b7c6ca6,0.004988815
df1b86612013e1465940e16b25c176c5,0.003534588
4b64dd88805bc3dca176c6e917c92d81,0.00352808
921a5ee00dead0f060894d8434e9de90,0.004934472
caa0966132bc56346c71df8156c659ee,0.000232835
206977be386ecbd95c21a3c8560c90ca,0.001831048
87ccc2242b7286bbc89ecaa8946c3cc5,0.002687581
a4e7c4029a5970db9ae5de9cb1b8ced9,0.004983583
dcda68119d2e24090194c9af5a818225,0.004818511
85764117a121c0a1c8937c98a123393a,0.002341198
3a84a2929aea404462b395d009df3133,0.004702677
3b29656fafebe2fbca061ed249f7fdf6,0.003805536
587a0606b24db52ca037cc6f7a6bdfa6,0.006665608
1687e9e0a11389039faefa7d739d016e,0.003289041
6106cf78e56b5898d0a163b63b098d20,0.002276061
76990f500f42d2aa3b3ea384d8de9d55,0.003379724
5fe8a79baa0e9601bc73ff3938dbf497,0.00351625
d6061df8c4e3c0b334953adab14faf49,0.003943374
66a77c102ee5a5e184aceab173dd0937,0.003239611
9a2a437c19b15de632b0e3c7432cdc35,0.00399066
087e50a409374f400614f96d9c161f62,0.002865974
6d44145ac74fc30f6713c8ab71a27c96,0.003160297
75380179c20c73fef33c9c64de32722d,0.002887125
ad72127c01dac114c005c83404612b5d,0.005971058
ee23936eb7d1dd1c67d0bfa7f12f9454,0.004796271
abd79ea295424d34c925c0a0e63c322a,0.004518352
9711a7623ac2b145da2624b49032e793,0.002650599
a32f13bf9b8e245fc88044e769dae7e8,0.003602043
d17fb1649c579bc67de85c71ea8a4a98,0.002984595
11866d2d9fb174e0b94c24b87eea2c80,0.000206251
43d8979d52d1de83df6e15a3bd899fbc,0.00023375
177d2176a3368f43cc132f9e34a9405c,0.003717092
c1b4d4f034152d964a49c3f6559274ac,0.002286359
23fdc247e14a3de5398cbc82805fe4ac,0.003277336
d81f75adde4397bf405a869d81c3fbb6,0.004109014
e72aa9d91f0347e09f526fb4e403a2b9,0.00323218
28253162bfd03feed7884f1fa89be177,0.003458855
3aca4b8b04ae3541600d93df2568a623,0.001629082
54531ee42f8a5cb2c9c656a524867fd4,0.002634618
ecac869c59680cd9143ba1be6583f055,0.002622894
698f4b362ca69771b609286b4f5c3781,0.003594355
ad9018f80e00f2ca4b48067195ac310d,0.003150121
afe0cd47cc2f08bd2b8f537552dc2d91,0.003680665
7dd273cfe05a5c5e224f299f760201cf,0.00406515
55357b7fa07da6a981c32fea228aeb2b,0.002921194
ca3ca7ed5903208edafe1b1723646db0,0.002159301
22938df8e232d3f31729d9558a99c5cc,0.002345024
797894bb0d8cd7f6f43250b723aa2a97,0.002827255
99b704bfc00a03bb2e47fa90e5c4b896,0.005582164
c530fa2c576c67ce632ce34474b8ea71,0.002375104
58c4c519152238addd28ad789a0e3adc,0.002559631
8ff09f9579bab3b2d3050279ed47d1f6,0.001653938
d445ae7bbd7803a3110516b3f363a118,0.00249267
b0e0ec92d4d47ea0c668fa8b0387322b,0.002413651
3c8a9630951999d2b809868618b05848,0.002973857
a56eff0d6341148e0f157cf2afbc7dd9,0.003140389
0c03959892d1fad4c349f605f837a226,0.001624813
14cbfbff578d66019bd47d58c798b4c3,0.001590977
8cb56911a2b9040f6b9db974003bf1a4,0.002165694
372df4811c66c481c68b34dd7d0ada33,0.001834282
15c1c3c6b3755a72c95a9cdc9ec5ad28,0.001718519
58a9a501230a08491f94325868b26299,0.002418346
ba2bf1a1bcd453a02a5a7749d2ee93ea,0.004764676
b2c5a27bd2fd0283ab41388ac6c896a5,3.98E-05
490f7022ae9936cc74482d629b706226,0.005166143
56e0150a8caccce4572f750e42bd9cc2,0.00168896
e59d918128a41ae29031acc537db14ff,0.002346866
8f196eb756ca2c43bb186e6b98a5c6a7,0.002937112
3f04bd2a359b976892faa13fcb4de619,0.003851399
7f827a114048d384de0b2805c1ab9264,0.002354433
e538267ceb8465a6e2ddde24c27f959a,0.005604987
938647d500d0ed9e973136fe792d6b30,0.002180357
9c886d46813a724862c055b0ed46e86d,0.002742433
150ba6ca36e16bf9fd4b11a39de8bc0e,0.003091814
52cde3121930654ac3de59ce3870bca7,0.002423124
98adaeda0e688213dbdede3681a30ffe,0.001978341
d32e579b3ae7b2aae8d5bf9f027c29af,0.002867103
5a37f59051d37c8d138f2dcd1b6a95dd,0.002549991
60ef091808b7bfd3fbdec0892c9c9a55,0.002457658
